"","Cluster","Term","PValue","Adjusted_Pvalue","Genes"
"34",3,"Leukocyte transendothelial migration Homo sapiens hsa04670","4.5782720069570716E-9","1.3734816020871214E-7","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2;ICAM1"
"35",3,"Cell adhesion molecules (CAMs) Homo sapiens hsa04514","1.3953383774015167E-8","2.0930075661022751E-7","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2;ICAM1"
"36",3,"Hepatitis C Homo sapiens hsa05160","4.630088131976925E-7","4.323539458503561E-6","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2"
"37",3,"Tight junction Homo sapiens hsa04530","5.764719278004748E-7","4.323539458503561E-6","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2"
"38",3,"Hematopoietic cell lineage Homo sapiens hsa04640","1.558113728712707E-4","9.348682372276242E-4","MME;ANPEP;CD9"
"39",3,"Tight junction interactions Homo sapiens R-HSA-420029","2.2274387911640424E-10","1.2250913351402233E-8","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2"
"40",3,"Cell-cell junction organization Homo sapiens R-HSA-421270","9.073704910877522E-9","2.4952688504913184E-7","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2"
"41",3,"Cell junction organization Homo sapiens R-HSA-446728","5.207595972810795E-8","9.547259283486457E-7","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2"
"42",3,"Cell-Cell communication Homo sapiens R-HSA-1500931","4.2940464257975363E-7","5.9043138354716125E-6","CLDN4;CLDN3;CLDN15;CLDN7;CLDN2"
"43",3,"Peptide hormone metabolism Homo sapiens R-HSA-2980736","1.2181275755868715E-4","0.0013399403331455586","DPP4;MME;ANPEP"
"44",3,"Metabolism of proteins Homo sapiens R-HSA-392499","0.03724500062959532","0.07315982266527651","DPP4;MME;MUC17;ANPEP"
"45",5,"epithelial cell fate commitment (GO:0072148)","2.3259969702330113E-7","2.3073889944711471E-4","JAG2;NOTCH1;FGFR3"
"46",5,"regulation of epithelial cell proliferation (GO:0050678)","8.060746184847067E-7","3.474754195999889E-4","NOTCH1;CDH3;ERBB2;NRARP;RUNX3;FGFR3"
"47",5,"positive regulation of epithelial cell proliferation (GO:0050679)","1.0508329221773858E-6","3.474754195999889E-4","NOTCH1;CDH3;ERBB2;NRARP;FGFR3"
"48",5,"regulation of lipid metabolic process (GO:0019216)","1.4114818187535744E-5","0.0032085632948818227","FABP1;PTGS2;APOB;FGFR4;FGFR3"
"49",5,"glycolytic process (GO:0006096)","2.49306806789938E-5","0.0032085632948818227","GPI;ENO1;GAPDH"
"50",5,"cell fate commitment (GO:0045165)","2.568620253722464E-5","0.0032085632948818227","JAG2;TEAD4;NOTCH1;FGFR3"
"51",5,"gluconeogenesis (GO:0006094)","2.852582931312437E-5","0.0032085632948818227","GPI;ENO1;GAPDH"
"52",5,"morphogenesis of an epithelium (GO:0002009)","3.498768622071624E-5","0.0032085632948818227","JAG2;NOTCH1;JUP;NRARP;FGFR3"
"53",5,"hexose biosynthetic process (GO:0019319)","3.6705035971544355E-5","0.0032085632948818227","GPI;ENO1;GAPDH"
"54",5,"peptidyl-tyrosine phosphorylation (GO:0018108)","4.2083394059137904E-5","0.0032085632948818227","ERBB2;EPHB2;FGFR4;FGFR3"
"55",5,"regulation of canonical Wnt signaling pathway (GO:0060828)","4.2083394059137904E-5","0.0032085632948818227","NOTCH1;JUP;NRARP;FGFR3"
"56",5,"peptidyl-tyrosine modification (GO:0018212)","4.428740927819086E-5","0.0032085632948818227","ERBB2;EPHB2;FGFR4;FGFR3"
"57",5,"monosaccharide biosynthetic process (GO:0046364)","5.1643709716135375E-5","0.0034153706692270865","GPI;ENO1;GAPDH"
"58",5,"positive regulation of canonical Wnt signaling pathway (GO:0090263)","6.040948698879188E-5","0.003525071240757738","JUP;NRARP;FGFR3"
"59",5,"glial cell differentiation (GO:0010001)","6.676286260809392E-5","0.0036793755392905093","NOTCH1;GPC1;ERBB2"
"60",5,"tissue morphogenesis (GO:0048729)","8.624546844332581E-5","0.004352412362423285","JAG2;NOTCH1;JUP;NRARP;FGFR3"
"61",5,"molting cycle process (GO:0022404)","9.652527416664543E-5","0.004352412362423285","NOTCH1;CDH3;RUNX3"
"62",5,"hair cycle process (GO:0022405)","9.652527416664543E-5","0.004352412362423285","NOTCH1;CDH3;RUNX3"
"63",5,"adherens junction organization (GO:0034332)","9.652527416664543E-5","0.004352412362423285","CDH3;JUP;CDH24"
"64",5,"pyruvate metabolic process (GO:0006090)","1.0511515842229564E-4","0.00439817326200964","GPI;ENO1;GAPDH"
"65",5,"epidermal growth factor receptor signaling pathway (GO:0007173)","1.0640741762926547E-4","0.00439817326200964","GRB7;ERBB2;FGFR4;FGFR3"
"66",5,"ERBB signaling pathway (GO:0038127)","1.1293491333062294E-4","0.004481257360959118","GRB7;ERBB2;FGFR4;FGFR3"
"67",5,"regulation of Wnt signaling pathway (GO:0030111)","1.5838079704961867E-4","0.005403577236678978","NOTCH1;JUP;NRARP;FGFR3"
"68",5,"positive regulation of Wnt signaling pathway (GO:0030177)","1.8579941390221803E-4","0.0057597818309687585","JUP;NRARP;FGFR3"
"69",5,"angiogenesis (GO:0001525)","2.3036876605081884E-4","0.006721347527129773","GPI;NOTCH1;PTGS2;EPHB2"
"70",5,"response to hypoxia (GO:0001666)","2.495523293410664E-4","0.0068765530751760525","FABP1;NOTCH1;TACC3;PTGS2"
"71",5,"response to decreased oxygen levels (GO:0036293)","2.657083738306429E-4","0.007123856941621561","FABP1;NOTCH1;TACC3;PTGS2"
"72",5,"cellular response to hypoxia (GO:0071456)","2.8159031963469633E-4","0.007350989396779441","FABP1;NOTCH1;PTGS2"
"73",5,"cellular response to decreased oxygen levels (GO:0036294)","2.9867111449792365E-4","0.007596967835434365","FABP1;NOTCH1;PTGS2"
"74",5,"monocarboxylic acid metabolic process (GO:0032787)","3.1591971274289314E-4","0.007655528923098512","GPI;ENO1;PTGS2;GAPDH;PTGS1"
"75",5,"positive regulation of lipid metabolic process (GO:0045834)","3.164079494425796E-4","0.007655528923098512","FABP1;PTGS2;FGFR3"
"76",5,"response to oxygen levels (GO:0070482)","3.2821794994347935E-4","0.007722343449969724","FABP1;NOTCH1;TACC3;PTGS2"
"77",5,"cellular response to oxygen levels (GO:0071453)","3.736617798372447E-4","0.007722343449969724","FABP1;NOTCH1;PTGS2"
"78",5,"axonogenesis (GO:0007409)","3.736617798372447E-4","0.007722343449969724","NOTCH1;EPHB2;FGFR3"
"79",5,"regulation of lipid biosynthetic process (GO:0046890)","4.153060300034614E-4","0.00792276118775834","PTGS2;APOB;FGFR4"
"80",5,"single-organism carbohydrate catabolic process (GO:0044724)","4.153060300034614E-4","0.00792276118775834","GPI;ENO1;GAPDH"
"81",5,"carbohydrate catabolic process (GO:0016052)","4.951553841808615E-4","0.00877132394834669","GPI;ENO1;GAPDH"
"82",5,"carbohydrate biosynthetic process (GO:0016051)","6.253679125581015E-4","0.010339416154293946","GPI;ENO1;GAPDH"
"83",5,"inositol lipid-mediated signaling (GO:0048017)","7.130617203168354E-4","0.01105245666491095","ERBB2;FGFR4;FGFR3"
"84",5,"phosphatidylinositol-mediated signaling (GO:0048015)","7.130617203168354E-4","0.01105245666491095","ERBB2;FGFR4;FGFR3"
"85",5,"response to light stimulus (GO:0009416)","7.451753089025066E-4","0.011372521637404409","GPC1;PTGS2;APOB;CDC25A"
"86",5,"regulation of protein import into nucleus (GO:0042306)","8.248533109793919E-4","0.012212753499873982","JUP;TACC3;PTGS2"
"87",5,"regulation of cell adhesion (GO:0030155)","8.733189225561427E-4","0.012740181929054316","JAG2;NOTCH1;ERBB2;NRARP"
"88",5,"glucose metabolic process (GO:0006006)","9.290865513717813E-4","0.013166483699440101","GPI;ENO1;GAPDH"
"89",5,"regulation of protein localization to nucleus (GO:1900180)","0.0010608453942312773","0.0146160920982976","JUP;TACC3;PTGS2"
"90",5,"cell junction assembly (GO:0034329)","0.0011411814415245864","0.01465450085295815","CDH3;JUP;CDH24"
"91",5,"cell-cell junction organization (GO:0045216)","0.0011618494713883625","0.01465450085295815","CDH3;JUP;CDH24"
"92",5,"regulation of ERK1 and ERK2 cascade (GO:0070372)","0.0011618494713883625","0.01465450085295815","ERBB2;FGFR4;FGFR3"
"93",5,"skeletal system development (GO:0001501)","0.0011827532158842698","0.01465450085295815","JAG2;TEAD4;FGFR3"
"94",5,"fibroblast growth factor receptor signaling pathway (GO:0008543)","0.001203893720543736","0.01465450085295815","ERBB2;FGFR4;FGFR3"
"95",5,"neuron projection guidance (GO:0097485)","0.0012113599495388793","0.01465450085295815","GPC1;ERBB2;EPHB2;RUNX3"
"96",5,"axon guidance (GO:0007411)","0.0012113599495388793","0.01465450085295815","GPC1;ERBB2;EPHB2;RUNX3"
"97",5,"response to inorganic substance (GO:0010035)","0.001248318528241978","0.014898830223246099","FABP1;MTTP;PTGS2;APOB"
"98",5,"regulation of protein targeting (GO:1903533)","0.0012908440896879205","0.014898830223246099","JUP;TACC3;PTGS2"
"99",5,"response to wounding (GO:0009611)","0.0012908440896879205","0.014898830223246099","CDH3;ERBB2;FGFR3"
"100",5,"inflammatory response (GO:0006954)","0.001324604549667976","0.014974718246005861","C4B;NOTCH1;PTGS2;PTGS1"
"101",5,"protein autophosphorylation (GO:0046777)","0.001358593389254564","0.014974718246005861","ERBB2;FGFR4;FGFR3"
"102",5,"detection of external stimulus (GO:0009581)","0.0014764213206299886","0.015856419935918027","JUP;GPC1;APOB"
"103",5,"neuron projection morphogenesis (GO:0048812)","0.0014764213206299886","0.015856419935918027","NOTCH1;EPHB2;FGFR3"
"104",5,"regulation of cellular ketone metabolic process (GO:0010565)","0.001550109312440966","0.015896951237338777","FABP1;PTGS2;FGFR4"
"105",5,"detection of abiotic stimulus (GO:0009582)","0.001550109312440966","0.015896951237338777","JUP;GPC1;APOB"
"106",5,"regulation of nucleocytoplasmic transport (GO:0046822)","0.001550109312440966","0.015896951237338777","JUP;TACC3;PTGS2"
"107",5,"regulation of angiogenesis (GO:0045765)","0.0015751764026870785","0.015944642770056958","NOTCH1;ERBB2;PTGS2"
"108",5,"cellular response to fibroblast growth factor stimulus (GO:0044344)","0.0016779926722964372","0.016143922066038516","ERBB2;FGFR4;FGFR3"
"109",5,"embryonic morphogenesis (GO:0048598)","0.001708782073522222","0.016143922066038516","JAG2;NOTCH1;JUP;EPHB2"
"110",5,"hexose metabolic process (GO:0019318)","0.0017849313510396394","0.01654814860029273","GPI;ENO1;GAPDH"
"111",5,"response to fibroblast growth factor (GO:0071774)","0.0017849313510396394","0.01654814860029273","ERBB2;FGFR4;FGFR3"
"112",5,"cellular response to organonitrogen compound (GO:0071417)","0.001836106957564968","0.016745373313578775","JUP;PTGS2;FGFR4;FGFR3"
"113",5,"cell junction organization (GO:0034330)","0.001839965414496055","0.016745373313578775","CDH3;JUP;CDH24"
"114",5,"negative regulation of neurogenesis (GO:0050768)","0.001924493266843562","0.01704551179204298","NOTCH1;EPHB2;FGFR3"
"115",5,"lipid transport (GO:0006869)","0.0019532000159146294","0.017146676245905417","FABP1;MTTP;APOB"
"116",5,"regulation of vasculature development (GO:1901342)","0.0020707051350294524","0.017862082556080145","NOTCH1;ERBB2;PTGS2"
"117",5,"learning or memory (GO:0007611)","0.002100755421803523","0.017965080848526677","GPI;PTGS2;EPHB2"
"118",5,"cellular component morphogenesis (GO:0032989)","0.0022955298493762062","0.018976268970151904","NOTCH1;JUP;EPHB2;FGFR3"
"119",5,"cellular response to nitrogen compound (GO:1901699)","0.0023146457110769965","0.018976268970151904","JUP;PTGS2;FGFR4;FGFR3"
"120",5,"response to radiation (GO:0009314)","0.0023922143358113073","0.01933103025049355","GPC1;PTGS2;APOB;CDC25A"
"121",5,"negative regulation of nervous system development (GO:0051961)","0.0025164206950225904","0.020131365560180723","NOTCH1;EPHB2;FGFR3"
"122",5,"regulation of intracellular protein transport (GO:0033157)","0.0027958243363277726","0.021365561529401247","JUP;TACC3;PTGS2"
"123",5,"cellular response to hormone stimulus (GO:0032870)","0.0028072396043089913","0.021365561529401247","NOTCH1;APOB;FGFR4;FGFR3"
"124",5,"monosaccharide metabolic process (GO:0005996)","0.002868548975158989","0.021365561529401247","GPI;ENO1;GAPDH"
"125",5,"negative regulation of endopeptidase activity (GO:0010951)","0.0029053467418223245","0.021365561529401247","C4B;FABP1;GPI"
"126",5,"in utero embryonic development (GO:0001701)","0.0029053467418223245","0.021365561529401247","JAG2;NOTCH1;APOB"
"127",5,"chordate embryonic development (GO:0043009)","0.003055459052719702","0.02196387956737641","JAG2;NOTCH1;APOB"
"128",5,"cognition (GO:0050890)","0.0030937213146436547","0.022078931972133134","GPI;PTGS2;EPHB2"
"129",5,"cell projection morphogenesis (GO:0048858)","0.0031322787851291055","0.022194432534629088","NOTCH1;EPHB2;FGFR3"
"130",5,"embryo development ending in birth or egg hatching (GO:0009792)","0.0032102823904161344","0.022426761487977502","JAG2;NOTCH1;APOB"
"131",5,"negative regulation of peptidase activity (GO:0010466)","0.0032102823904161344","0.022426761487977502","C4B;FABP1;GPI"
"132",5,"single organismal cell-cell adhesion (GO:0016337)","0.003410510312814708","0.023337352399950086","CDH3;JUP;CDH24"
"133",5,"negative regulation of cell development (GO:0010721)","0.003576109437268385","0.024132656882790735","NOTCH1;EPHB2;FGFR3"
"134",5,"response to molecule of bacterial origin (GO:0002237)","0.0037465736974133463","0.024943631596201606","C4B;PTGS2;APOB"
"135",5,"cell part morphogenesis (GO:0032990)","0.003966564535277862","0.025550857266205446","NOTCH1;EPHB2;FGFR3"
"136",5,"epithelium development (GO:0060429)","0.0043347232189729","0.02687528395763198","NOTCH1;FGFR4;FGFR3"
"137",5,"single organism cell adhesion (GO:0098602)","0.004477973432232658","0.027255707130539264","CDH3;JUP;CDH24"
"138",5,"humoral immune response (GO:0006959)","0.004673423404475437","0.028055688847132085","C4B;GPI;NOTCH1"
"139",5,"regulation of translation (GO:0006417)","0.004723084715192599","0.028055688847132085","GRB7;ERBB2;GAPDH"
"140",5,"neurotrophin TRK receptor signaling pathway (GO:0048011)","0.005237441823346146","0.030562013463290454","ERBB2;FGFR4;FGFR3"
"141",5,"embryo development (GO:0009790)","0.005344216014390597","0.030644290672112554","JAG2;NOTCH1;APOB"
"142",5,"nervous system development (GO:0007399)","0.005398094794564131","0.030731157482714908","JUP;APOB;EPHB2"
"143",5,"neurotrophin signaling pathway (GO:0038179)","0.005452302134030064","0.030731157482714908","ERBB2;FGFR4;FGFR3"
"144",5,"positive regulation of cell migration (GO:0030335)","0.005561704784194192","0.03082240863642815","GRB7;NOTCH1;PTGS2"
"145",5,"positive regulation of cell motility (GO:2000147)","0.005955046889498712","0.03176025007732646","GRB7;NOTCH1;PTGS2"
"146",5,"response to oxidative stress (GO:0006979)","0.006128623206656051","0.03251119904279574","FABP1;PTGS2;PTGS1"
"147",5,"Fc-epsilon receptor signaling pathway (GO:0038095)","0.006424638971336619","0.03333148333345574","ERBB2;FGFR4;FGFR3"
"148",5,"positive regulation of cellular component movement (GO:0051272)","0.006484855124351771","0.03333148333345574","GRB7;NOTCH1;PTGS2"
"149",5,"negative regulation of proteolysis (GO:0045861)","0.006853285965838301","0.03461793174414223","C4B;FABP1;GPI"
"150",5,"positive regulation of locomotion (GO:0040017)","0.00697882592135966","0.03478884418618163","GRB7;NOTCH1;PTGS2"
"151",5,"negative regulation of immune system process (GO:0002683)","0.007429040443940612","0.036532093219381716","NOTCH1;ERBB2;NRARP"
"152",5,"negative regulation of protein processing (GO:0010955)","0.0077609972625668705","0.037373346041098716","C4B;FABP1;GPI"
"153",5,"negative regulation of protein maturation (GO:1903318)","0.0077609972625668705","0.037373346041098716","C4B;FABP1;GPI"
"154",5,"Fc receptor signaling pathway (GO:0038093)","0.010411393919247633","0.04230188938254842","ERBB2;FGFR4;FGFR3"
"155",5,"regulation of endopeptidase activity (GO:0052548)","0.010572255001037641","0.04230188938254842","C4B;FABP1;GPI"
"156",5,"negative regulation of hydrolase activity (GO:0051346)","0.010572255001037641","0.04230188938254842","C4B;FABP1;GPI"
"157",5,"negative regulation of transport (GO:0051051)","0.01114672393784689","0.04230188938254842","NOTCH1;TACC3;PTGS2"
"158",5,"single-organism behavior (GO:0044708)","0.01123024983320347","0.04230188938254842","GPI;PTGS2;EPHB2"
"159",5,"regulation of peptidase activity (GO:0052547)","0.012085670016022163","0.04361758387117738","C4B;FABP1;GPI"
"160",5,"generation of precursor metabolites and energy (GO:0006091)","0.012349470754038019","0.04361758387117738","GPI;ENO1;GAPDH"
"161",5,"regulation of protein transport (GO:0051223)","0.012706378338651268","0.04361758387117738","JUP;TACC3;PTGS2"
"162",5,"response to peptide (GO:1901652)","0.013160850858987633","0.044256149329205866","NOTCH1;FGFR4;FGFR3"
"163",5,"regulation of intracellular transport (GO:0032386)","0.014097708323528132","0.04503875128286769","JUP;TACC3;PTGS2"
"164",5,"positive regulation of MAPK cascade (GO:0043410)","0.014193447942996647","0.04503875128286769","ERBB2;FGFR4;FGFR3"
"165",5,"negative regulation of cell cycle (GO:0045786)","0.01778157385887187","0.05044580328069289","PTGS2;RUNX3;FGFR3"
"166",5,"posttranscriptional regulation of gene expression (GO:0010608)","0.018666919377198724","0.05186998325540934","GRB7;ERBB2;GAPDH"
"167",5,"regulation of establishment of protein localization (GO:0070201)","0.019118743810305334","0.05187073397411782","JUP;TACC3;PTGS2"
"168",5,"immune response-regulating cell surface receptor signaling pathway (GO:0002768)","0.01934694714760443","0.05187073397411782","ERBB2;FGFR4;FGFR3"
"169",5,"hemostasis (GO:0007599)","0.023460813746573793","0.058770523324750516","GPI;GRB7;APOB"
"170",5,"multicellular organismal reproductive process (GO:0048609)","0.02515107270592427","0.05969022918704531","JAG2;PTGS2;APOB"
"171",5,"behavior (GO:0007610)","0.025550361339990505","0.05969022918704531","GPI;PTGS2;EPHB2"
"172",5,"Fat digestion and absorption Homo sapiens hsa04975","2.0118464723773454E-5","0.001191109139698247","FABP1;MTTP;APOB"
"173",5,"MicroRNAs in cancer Homo sapiens hsa05206","3.555549670741036E-5","0.001191109139698247","NOTCH1;ERBB2;PTGS2;FGFR3;CDC25A"
"174",5,"Glycolysis / Gluconeogenesis Homo sapiens hsa00010","8.840741982400904E-5","0.001974432376069535","GPI;ENO1;GAPDH"
"175",5,"HIF-1 signaling pathway Homo sapiens hsa04066","3.164079494425796E-4","0.005299833153163209","ERBB2;ENO1;GAPDH"
"176",5,"Carbon metabolism Homo sapiens hsa01200","4.153060300034614E-4","0.005565100802046383","GPI;ENO1;GAPDH"
"177",5,"Pathways in cancer Homo sapiens hsa05200","0.0016174356546743594","0.014797659502650785","JUP;ERBB2;PTGS2;FGFR3"
"178",5,"Endocytosis Homo sapiens hsa04144","0.004477973432232658","0.023078786150737548","FGFR4;FGFR3;DNM1"
"179",5,"Metabolic pathways Homo sapiens hsa01100","0.02001981921558949","0.08383299296528099","GPI;ENO1;PTGS2;GAPDH;PTGS1"
"180",5,"Adherens junctions interactions Homo sapiens R-HSA-418990","8.556756831260022E-6","7.641384335710425E-4","CDH3;JUP;CDH24"
"181",5,"Gluconeogenesis Homo sapiens R-HSA-70263","9.433807821864722E-6","7.641384335710425E-4","GPI;ENO1;GAPDH"
"182",5,"Glycolysis Homo sapiens R-HSA-70171","9.433807821864722E-6","7.641384335710425E-4","GPI;ENO1;GAPDH"
"183",5,"Diseases of signal transduction Homo sapiens R-HSA-5663202","3.069471793115723E-5","0.0011798934140099377","JAG2;NOTCH1;ERBB2;FGFR4;FGFR3"
"184",5,"Axon guidance Homo sapiens R-HSA-422475","4.203394162475069E-5","0.001276780976851802","GPC1;ERBB2;EPHB2;FGFR4;FGFR3;DNM1"
"185",5,"Developmental Biology Homo sapiens R-HSA-1266738","4.8174321064909844E-5","0.0013007066687525657","NOTCH1;GPC1;ERBB2;EPHB2;FGFR4;FGFR3;DNM1"
"186",5,"Cell-cell junction organization Homo sapiens R-HSA-421270","6.676286260809392E-5","0.0014748523285242564","CDH3;JUP;CDH24"
"187",5,"Constitutive Signaling by Aberrant PI3K in Cancer Homo sapiens R-HSA-2219530","6.676286260809392E-5","0.0014748523285242564","ERBB2;FGFR4;FGFR3"
"188",5,"Metabolism Homo sapiens R-HSA-1430728","7.727801210438702E-5","0.001564879745113837","TEAD4;FABP1;GPI;GPC1;MTTP;ENO1;PTGS2;APOB;GAPDH;PTGS1"
"189",5,"Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923","1.0511515842229564E-4","0.0019648448843552187","FABP1;MTTP;APOB"
"190",5,"Glucose metabolism Homo sapiens R-HSA-70326","1.444371754011083E-4","0.0020516707320515494","GPI;ENO1;GAPDH"
"191",5,"Metabolism of lipids and lipoproteins Homo sapiens R-HSA-556833","1.6384707100639183E-4","0.0020516707320515494","TEAD4;FABP1;MTTP;PTGS2;APOB;PTGS1"
"192",5,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling Homo sapiens R-HSA-6811558","1.6724263135218725E-4","0.0020516707320515494","ERBB2;FGFR4;FGFR3"
"193",5,"Cell junction organization Homo sapiens R-HSA-446728","1.8579941390221803E-4","0.0020522389808290444","CDH3;JUP;CDH24"
"194",5,"PI3K/AKT Signaling in Cancer Homo sapiens R-HSA-2219528","1.8579941390221803E-4","0.0020522389808290444","ERBB2;FGFR4;FGFR3"
"195",5,"Negative regulation of the PI3K/AKT network Homo sapiens R-HSA-199418","2.12552623441213E-4","0.002210967172711753","ERBB2;FGFR4;FGFR3"
"196",5,"Disease Homo sapiens R-HSA-1643685","2.748265922352441E-4","0.002671314476526573","JAG2;NOTCH1;GPC1;ERBB2;FGFR4;FGFR3"
"197",5,"Metabolism of carbohydrates Homo sapiens R-HSA-71387","4.5288162737074E-4","0.003946083169941621","GPI;GPC1;ENO1;GAPDH"
"198",5,"PI-3K cascade:FGFR1 Homo sapiens R-HSA-5654689","5.196488125026003E-4","0.003946083169941621","ERBB2;FGFR4;FGFR3"
"199",5,"PI-3K cascade:FGFR3 Homo sapiens R-HSA-5654710","5.196488125026003E-4","0.003946083169941621","ERBB2;FGFR4;FGFR3"
"200",5,"PI3K events in ERBB4 signaling Homo sapiens R-HSA-1250342","5.196488125026003E-4","0.003946083169941621","ERBB2;FGFR4;FGFR3"
"201",5,"PIP3 activates AKT signaling Homo sapiens R-HSA-1257604","5.196488125026003E-4","0.003946083169941621","ERBB2;FGFR4;FGFR3"
"202",5,"PI-3K cascade:FGFR4 Homo sapiens R-HSA-5654720","5.196488125026003E-4","0.003946083169941621","ERBB2;FGFR4;FGFR3"
"203",5,"PI-3K cascade:FGFR2 Homo sapiens R-HSA-5654695","5.196488125026003E-4","0.003946083169941621","ERBB2;FGFR4;FGFR3"
"204",5,"GAB1 signalosome Homo sapiens R-HSA-180292","5.578258717068643E-4","0.003986814318375531","ERBB2;FGFR4;FGFR3"
"205",5,"PI3K/AKT activation Homo sapiens R-HSA-198203","5.578258717068643E-4","0.003986814318375531","ERBB2;FGFR4;FGFR3"
"206",5,"Cell-Cell communication Homo sapiens R-HSA-1500931","6.394742833115161E-4","0.004364753908725347","CDH3;JUP;CDH24"
"207",5,"Signal Transduction Homo sapiens R-HSA-162582","6.466302087000513E-4","0.004364753908725347","JAG2;GRB7;NOTCH1;JUP;GPC1;ERBB2;APOB;FGFR4;FGFR3;DNM1"
