gene_id,citation_score
SULF1,299
DDX60,71
MMP7,3044
NUSAP1,179
KIF23,207
KNL1,220
PAQR5,24
STRA6,204
SPTBN5,17
KHK,957
SLC3A1,276
CYP2C9,5892
BTBD16,6
KIF11,818
DUSP5,229
CEP55,273
KIF20B,56
DNA2,599
MNS1,62
ARHGAP24,68
RASGEF1B,34
CENPE,436
MTTP,429
PHLDA1,192
LGR5,2019
SLC46A3,17
GALNT6,44
CDH24,8
SLC27A2,78
PIF1,475
CYP11A1,3736
HAPLN3,32
TICRR,45
CPNE2,3
SLC16A3,194
RNF157,17
CEP131,41
PMAIP1,738
P3H4,21
ERBB2,36829
GRB7,309
MIEN1,46
PGGHG,2
LMTK3,56
ZNF787,3
CTU1,18
ARHGEF19,13
EVA1B,6
PLK4,483
KIF2C,295
NUF2,201
XPR1,176
RGS16,214
ANXA9,34
DTL,625
PPFIA4,33
MALL,17449
FAHD2B,1
CCDC150,4
ABCA12,225
ADGRG7,10
ALDH1L1,209
ILDR1,49
CCNA2,778
DCDC2,156
MTFR2,18
C7orf50,7
CREB5,109
CDCA5,156
IGFBP3,8133
PSPH,210
GINS4,36
ADHFE1,40
ARHGAP39,17
SLC39A4,180
NOTCH1,9051
PDSS1,40
MKI67,1277
FUOM,1
CHEK1,2096
CDC42EP2,17
ADGRL3,76
LYPD6B,12
CACNA1C,1118
KCNE4,82
MZT2B,3
TMEM163,42
CYSLTR2,102
SPC25,106
HHEX,505
PLOD2,279
CENPH,90
PLA2R1,403
ANKRD29,6
OBSCN,151
SKA1,114
APCDD1,56
EME1,191
FZD7,386
SLC26A2,189
HKDC1,59
ATAD2,166
BUB1B,471
ARSL,46
CCNB2,453
GALNT14,65
RHPN1,48
ESYT3,18
CDC25C,1460
DNAH3,16
GDPD5,33
SPATA2L,3
ADAMTS4,1091
CHAF1B,92
TPPP3,39
TFF2,821
C21orf58,5
FGFR4,1190
TONSL,54
RECQL4,333
PPP1R16A,8
FBXL13,10
YDJC,10
PGAP3,57
ALDH16A1,10
NAGS,240
RACGAP1,171
RAVER1,28
SPC24,79
CCNF,183
PAQR4,24
ASRGL1,45
IGSF8,48
HAAO,41
LRATD1,5
FRZB,250
S100A9,2187
ATP1A1,567
NEK10,30
FBLN2,73
SGO2,71
NUAK2,71
FABP1,893
KIF15,153
RPL39L,19
MELTF,38
CDC25A,1238
SPRY1,315
POC1A,31
MAD2L1,680
GUCY1A1,28
ELOVL7,55
LEAP2,172
PTTG1,437
IQUB,14
NOS3,9519
INTS1,14
TMUB1,25
CLDN3,485
ZNF367,22
MELK,658
CLDN2,412
SKA3,97
DDIAS,33
DIPK1B,0
STK32C,8
ZNF219,22
PRAP1,31
UBTD1,6
E2F7,223
ABTB2,11
ADAMTS15,54
PPP1R14D,9
CKB,622
PLEKHF1,23
IQCD,18
PCLAF,103
ANPEP,188
PLK1,2967
CCDC178,6
ZNF668,13
CDT1,655
YIF1B,16
MFSD3,5
C19orf48P,0
RCOR2,65
CD320,70
TK1,777
SPINDOC,8
PBK,779
DDIT4,551
DTYMK,38
NPNT,92
RGS14,135
SH3TC2,107
GPRIN1,223
CKAP2L,35
BUB1,1283
AGPAT2,166
FASN,2720
RAC3,299
NRG4,130
PCDH7,114
MUC17,99
CDK1,5951
LRRN2,16
PFKFB3,653
SERPINB9,163
SLC26A5,203
TTLL6,20
CDCA4,44
ATP6V0E2,8
BBLN,4
SCAND1,20
SHCBP1,64
SOSTDC1,167
ESCO2,136
KRT15,229
SPSB1,27
PLEKHG5,42
RRM2,904
TLN2,77
ORMDL3,288
SNTB1,26
PDE3A,369
ADH6,85
GLRX,245
MZT2A,5
FAM166C,0
LRFN4,20
SLC19A1,554
JUP,483
CBX2,189
SPTBN2,97
ZNHIT2,7
EXO1,922
ANKRD36C,5
PDZK1,290
UBE2C,434
CSRP2,63
CCNE2,307
P2RY2,470
CCDC85B,13
MTLN,18
ETV4,406
ATAD5,49
DMRTA1,21
PLAAT3,57
LMNB2,73
ACER2,54
PPFIA3,8
HASPIN,175
ANXA2R,5
GRINA,94
OPLAH,31
EXOSC4,25
AURKB,1367
CCDC89,1
CYC1,883
VWA1,37
HTR1D,57
PIPOX,59
CITED4,42
SLC9A4,44
H2BC4,0
SCRIB,452
OXTR,1159
MUC16,1348
H2AC25,0
FANCB,86
LINC03040,0
MEX3D,8
PHLDA2,111
CLDN7,302
RTKN2,31
IDH2,2290
FBXL6,8
PLCXD1,6
KPNA2,312
SNORC,9
NEB,2336
CHST6,84
MX2,1097
ZNRF3,159
H3C13,1
UPP1,61
TRAIP,59
ZNF703,90
IQGAP3,85
H2AC21,0
H1-5,137
LRRC19,13
PTP4A3,315
CDCA2,73
H2BC21,2
H1-10,41
JAG2,318
H2BC13,0
TNFAIP2,97
GAS2L1,22
TNFAIP8L1,39
PRAME,548
SLC52A2,80
LEMD1,28
KIF18B,74
SAPCD2,32
CYP4X1,33
KIF24,22
ERCC6L,62
ESPN,202
GCNT1,37
BCAM,423
FANCA,687
TMEM220,13
ZFTA,40
CERKL,82
IER5L,9
H2AX,7213
CFAP54,7
PARVB,81
FSIP2,32
ANKDD1B,7
FAM111B,60
SP6,1650
CLDN4,625
CXCL17,103
S100A4,1705
SLC6A9,329
MME,2259
XRCC2,428
UGT2B15,326
COL27A1,54
H2AC13,1
H2AC11,1
ARID5A,65
H2BC26,0
PDLIM7,174
H3C12,0
BLM,5410
UAP1L1,6
OGDHL,48
FAM177B,1
DPP4,5877
NMB,5079
CFAP43,28
ATAD3A,100
GPAA1,60
H2BC12,2
TEAD4,380
GOLGA6L9,0
SIRPA,636
SULT1C2,56
NRARP,45
B3GNT6,24
RYR2,8158
ARHGAP11A,37
PRC1,1521
MFAP3L,8
TGM2,588
CAPN8,27
CENPW,60
H2BC18,0
PRSS1,527
KLHL23,7
SH3D21,4
CRPPA,27
MUC5AC,3458
PLXNA4,106
CEBPD,429
NPTXR,28
C4B,3350
TMEM238,2
H2BC15,0
KIAA0040,13
KIFC1,186
MIF,6369
HOXA10,883
PCDHGA5,0
PCDHGB2,2
PCDHGB1,2
MEX3A,66
CLEC5A,115
ZNF865,1
BOP1,120
PCDHGA4,4
SPON1,119
MRPL12,36
MSMB,146
H2BC14,1
H2BC8,1
H2BC6,0
H2BC17,0
H2AC12,0
H4C13,0
H2AC15,0
H3C11,1
H3C1,5
PRSS2,218
DUSP14,65
UHRF1,695
H2AC14,0
H2BC3,2
DACH1,248
H2AC16,0
H2AC8,1
H4C4,19
H2BC7,0
H2AC4,0
H2BC10,0
H4C1,1
H3C10,0
