"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"275","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F4-model_v4","Q8TD57-F4",0.164,0.96,4,85.6663929332386
"77","P10276","RARA",2,5107,16,"AF-P10276-F1-model_v4","P10276-F1",0.362,0.958,1,79.418920518602
"80","P13498","CYBA",2,1284,3,"AF-P13498-F1-model_v4","P13498-F1",0.48,0.957,1,77.0298854447439
"101","P23527","H2BC17",2,260,9,"AF-P23527-F1-model_v4","P23527-F1",0.371,0.957,2,88.0009928352098
"116","P33981","TTK",2,1031,4,"AF-P33981-F1-model_v4","P33981-F1",0.087,0.956,1,63.954351783879
"355","Q9BZV2","SLC19A3",3,0,1,"AF-Q9BZV2-F1-model_v4","Q9BZV2-F1",0.137,0.955,2,82.1684011184545
"41","O75084","FZD7",2,776,4,"AF-O75084-F1-model_v4","O75084-F1",0.435,0.953,3,84.1490576150067
"148","P53350","PLK1",2,2733,10,"AF-P53350-F1-model_v4","P53350-F1",0.175,0.953,2,85.1698896752706
"102","P24001","IL32",2,0,1,"AF-P24001-F1-model_v4","P24001-F1",0.099,0.95,2,71.1900160599572
"174","Q02224","CENPE",2,0,1,"AF-Q02224-F3-model_v4","Q02224-F3",0.416,0.949,1,70.8415997235899
"258","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F10-model_v4","Q8IZT6-F10",0.434,0.949,4,62.6404820392025
"26","O15230","LAMA5",5,3,2,"AF-O15230-F12-model_v4","O15230-F12",0.086,0.946,2,79.2431394807853
"198","Q14432","PDE3A",2,0,1,"AF-Q14432-F1-model_v4","Q14432-F1",0.272,0.945,3,61.4864284900285
"340","Q99880","H2BC13",2,1475,19,"AF-Q99880-F1-model_v4","Q99880-F1",0.414,0.944,2,87.4487040816327
"100","P23219","PTGS1",2,0,1,"AF-P23219-F1-model_v4","P23219-F1",0.142,0.943,1,94.1155716054478
"381","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F9-model_v4","Q9NRC6-F9",0.088,0.942,1,80.5840741069054
"114","P33778","H2BC3",2,269,11,"AF-P33778-F1-model_v4","P33778-F1",0.423,0.941,2,87.6427142857143
"284","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F14-model_v4","Q8TD57-F14",0.099,0.941,1,85.2511541897445
"170","P98095","FBLN2",8,0,1,"AF-P98095-F1-model_v4","P98095-F1",0.228,0.938,1,67.6160731319555
"40","O60814","H2BC12",2,20,10,"AF-O60814-F1-model_v4","O60814-F1",0.241,0.937,1,88.0577868852459
"154","P60763","RAC3",2,2787,5,"AF-P60763-F1-model_v4","P60763-F1",0.341,0.937,1,93.8337150466045
"5","O00482","NR5A2",2,5443,14,"AF-O00482-F1-model_v4","O00482-F1",0.203,0.936,2,72.8614365541327
"337","Q99877","H2BC15",2,1247,18,"AF-Q99877-F1-model_v4","Q99877-F1",0.313,0.935,1,87.691308793456
"391","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F12-model_v4","Q9NYC9-F12",0.087,0.93,2,85.7943238180196
"406","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F13-model_v4","Q9NYC9-F13",0.158,0.928,1,84.3100259136806
"264","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F7-model_v4","Q8IZT6-F7",0.335,0.927,1,64.3894747828991
"45","O75419","CDC45",2,263,3,"AF-O75419-F1-model_v4","O75419-F1",0.323,0.926,1,92.8874267100977
"14","O14975","SLC27A2",4,0,1,"AF-O14975-F1-model_v4","O14975-F1",0.206,0.925,1,92.7394009681323
"336","Q99741","CDC6",2,2,2,"AF-Q99741-F1-model_v4","Q99741-F1",0.244,0.922,2,69.8394804010939
"311","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F5-model_v4","Q8WXX0-F5",0.424,0.921,2,88.3114077237943
"21","O15230","LAMA5",5,3,2,"AF-O15230-F10-model_v4","O15230-F10",0.241,0.919,3,79.9928498342018
"24","O15230","LAMA5",5,3,2,"AF-O15230-F1-model_v4","O15230-F1",0.244,0.918,2,82.4136653161217
"315","Q92674","CENPI",2,1240,10,"AF-Q92674-F1-model_v4","Q92674-F1",0.058,0.915,3,72.7981596597415
"125","P49454","CENPF",2,0,3,"AF-P49454-F7-model_v4","P49454-F7",0.122,0.906,1,71.418744961032
"328","Q96KB5","PBK",2,0,2,"AF-Q96KB5-F1-model_v4","Q96KB5-F1",0.152,0.901,1,84.9070023696682
"79","P11388","TOP2A",2,1844,9,"AF-P11388-F1-model_v4","P11388-F1",0.045,0.897,1,76.4083174292472
"104","P26012","ITGB8",5,0,2,"AF-P26012-F1-model_v4","P26012-F1",0.085,0.896,1,76.4670721097541
"342","Q9BQS7","HEPH",6,0,1,"AF-Q9BQS7-F1-model_v4","Q9BQS7-F1",0.288,0.895,2,89.662720356483
"339","Q99879","H2BC14",2,766,14,"AF-Q99879-F1-model_v4","Q99879-F1",0.365,0.888,2,86.1224313326551
"331","Q96R06","SPAG5",2,1766,5,"AF-Q96R06-F1-model_v4","Q96R06-F1",0.223,0.887,2,63.8131142310147
"43","O75330","HMMR",2,0,1,"AF-O75330-F1-model_v4","O75330-F1",0.192,0.886,2,76.1048990670059
"83","P15144","ANPEP",3,76,2,"AF-P15144-F1-model_v4","P15144-F1",0.232,0.886,1,93.7512643826761
"201","Q14674","ESPL1",2,0,1,"AF-Q14674-F1-model_v4","Q14674-F1",0.619,0.885,1,75.7783475713937
"271","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F15-model_v4","Q8TD57-F15",0.172,0.885,2,86.9610395148299
"115","P33897","ABCD1",4,0,1,"AF-P33897-F1-model_v4","P33897-F1",0.179,0.884,1,81.7340458668492
"9","O14578","CIT",2,0,1,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933
"180","Q02224","CENPE",2,0,1,"AF-Q02224-F8-model_v4","Q02224-F8",0.191,0.88,2,74.1531594148887
"318","Q92887","ABCC2",3,0,2,"AF-Q92887-F1-model_v4","Q92887-F1",0.256,0.879,6,81.4368457086967
"278","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F5-model_v4","Q8TD57-F5",0.312,0.878,4,88.0664393804522
"375","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F11-model_v4","Q9NRC6-F11",0.288,0.878,4,81.4864283163721
"151","P55157","MTTP",2,0,1,"AF-P55157-F1-model_v4","P55157-F1",0.279,0.871,2,86.9198238327127
"68","P06899","H2BC11",2,233,10,"AF-P06899-F1-model_v4","P06899-F1",0.25,0.87,2,85.698045035824
"388","Q9NS87","KIF15",2,10,2,"AF-Q9NS87-F1-model_v4","Q9NS87-F1",0.241,0.869,1,72.0212966758756
"214","Q15758","SLC1A5",2,2988,2,"AF-Q15758-F1-model_v4","Q15758-F1",0.051,0.866,2,79.5913765385582
"273","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F13-model_v4","Q8TD57-F13",0.156,0.864,1,85.291079001521
"172","Q01650","SLC7A5",2,260,3,"AF-Q01650-F1-model_v4","Q01650-F1",0.097,0.862,2,86.240030919866
"364","Q9H967","WDR76",2,4995,4,"AF-Q9H967-F1-model_v4","Q9H967-F1",0.272,0.861,1,75.3804394032291
"317","Q92823","NRCAM",2,260,2,"AF-Q92823-F1-model_v4","Q92823-F1",0.09,0.859,2,78.9562778544666
"383","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F2-model_v4","Q9NRC6-F2",0.193,0.859,2,82.1263610263772
"394","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F16-model_v4","Q9NYC9-F16",0.142,0.858,3,85.5620783752349
"403","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F15-model_v4","Q9NYC9-F15",0.197,0.856,2,86.2695903549659
"302","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F15-model_v4","Q8WXX0-F15",0.086,0.848,3,89.7793089015925
"39","O60566","BUB1B",2,521,5,"AF-O60566-F1-model_v4","O60566-F1",0.211,0.846,2,64.7205771748185
"108","P28340","POLD1",2,1287,5,"AF-P28340-F1-model_v4","P28340-F1",0.097,0.843,2,86.9567614224882
"78","P11166","SLC2A1",12,0,1,"AF-P11166-F1-model_v4","P11166-F1",0.19,0.839,1,89.6153121720881
"263","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F3-model_v4","Q8IZT6-F3",0.121,0.835,1,67.4665928669883
"18","O15230","LAMA5",5,3,2,"AF-O15230-F11-model_v4","O15230-F11",0.204,0.833,5,78.9432836520435
"128","P49454","CENPF",2,0,3,"AF-P49454-F9-model_v4","P49454-F9",0.372,0.826,1,72.0016993930739
"226","Q5QNW6","H2BC18",2,34,7,"AF-Q5QNW6-F1-model_v4","Q5QNW6-F1",0.422,0.825,2,87.956881390593
"261","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F11-model_v4","Q8IZT6-F11",0.163,0.82,2,68.8386483283961
"299","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F3-model_v4","Q8WXX0-F3",0.157,0.817,2,87.3683936451898
"67","P06744","GPI",2,260,2,"AF-P06744-F1-model_v4","P06744-F1",0.383,0.816,2,97.8407676767677
"123","P49450","CENPA",2,1242,7,"AF-P49450-F1-model_v4","P49450-F1",0.14,0.815,2,82.0783628318584
"50","O95235","KIF20A",2,1070,6,"AF-O95235-F1-model_v4","O95235-F1",0.333,0.814,3,67.3045557924662
"280","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F6-model_v4","Q8TD57-F6",0.199,0.807,4,87.745115370962
"380","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F3-model_v4","Q9NRC6-F3",0.204,0.805,3,81.9798392311838
"23","O15230","LAMA5",5,3,2,"AF-O15230-F13-model_v4","O15230-F13",0.15,0.804,1,81.6785118626956
"262","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F2-model_v4","Q8IZT6-F2",0.163,0.803,2,63.4932934706704
"294","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F58-model_v4","Q8WXI7-F58",0.18,0.798,1,55.9683919501677
"143","P51587","BRCA2",2,769,5,"AF-P51587-F12-model_v4","P51587-F12",0.083,0.796,1,65.838077675904
"379","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F10-model_v4","Q9NRC6-F10",0.205,0.796,1,80.9546235795455
"48","O94761","RECQL4",2,103,6,"AF-O94761-F1-model_v4","O94761-F1",0.125,0.793,1,69.0309568099209
"345","Q9BST9","RTKN",16,0,1,"AF-Q9BST9-F1-model_v4","Q9BST9-F1",0.115,0.793,1,72.7382223232553
"97","P22455","FGFR4",2,0,1,"AF-P22455-F1-model_v4","P22455-F1",0.145,0.792,3,74.6104747295333
"124","P49454","CENPF",2,0,3,"AF-P49454-F8-model_v4","P49454-F8",0.307,0.792,6,71.5561330839123
"189","Q13112","CHAF1B",2,0,1,"AF-Q13112-F1-model_v4","Q13112-F1",0.173,0.789,1,75.3852922152922
"326","Q96GD4","AURKB",2,0,2,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243
"242","Q6P582","MZT2A",2,260,2,"AF-Q6P582-F1-model_v4","Q6P582-F1",0.264,0.788,1,65.5028370044053
"61","P05023","ATP1A1",2,4150,3,"AF-P05023-F1-model_v4","P05023-F1",0.2,0.787,1,88.6991839051463
"401","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F10-model_v4","Q9NYC9-F10",0.09,0.786,2,87.2230745175125
"139","P51587","BRCA2",2,769,5,"AF-P51587-F11-model_v4","P51587-F11",0.066,0.783,2,62.0825062859195
"28","O15230","LAMA5",5,3,2,"AF-O15230-F7-model_v4","O15230-F7",0.102,0.782,2,78.1302530086231
"95","P21980","TGM2",2,0,1,"AF-P21980-F1-model_v4","P21980-F1",0.245,0.781,1,92.7830439580651
"305","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F10-model_v4","Q8WXX0-F10",0.212,0.781,3,85.9511892229458
"111","P30307","CDC25C",2,0,1,"AF-P30307-F1-model_v4","P30307-F1",0.362,0.777,1,64.1824899598394
"150","P54709","ATP1B3",2,3224,3,"AF-P54709-F1-model_v4","P54709-F1",0.329,0.776,1,89.5213558558559
"33","O43379","WDR62",2,260,2,"AF-O43379-F1-model_v4","O43379-F1",0.088,0.77,2,61.3650231402125
"350","Q9BWF2","TRAIP",2,0,1,"AF-Q9BWF2-F1-model_v4","Q9BWF2-F1",0.303,0.77,1,74.9543435155413
"129","P49454","CENPF",2,0,3,"AF-P49454-F10-model_v4","P49454-F10",0.416,0.769,3,73.1536007249142
"255","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F1-model_v4","Q8IZT6-F1",0.107,0.769,2,62.0182791688865
"405","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F4-model_v4","Q9NYC9-F4",0.401,0.767,4,85.3379933080919
"46","O75473","LGR5",3,22,2,"AF-O75473-F1-model_v4","O75473-F1",0.267,0.766,4,80.7447220247405
"197","Q14332","FZD2",2,0,2,"AF-Q14332-F1-model_v4","Q14332-F1",0.544,0.766,4,84.4377733065057
"192","Q13415","ORC1",2,15590,8,"AF-Q13415-F1-model_v4","Q13415-F1",0.154,0.765,1,67.9746077283372
"228","Q5T6S3","PHF19",2,430,11,"AF-Q5T6S3-F1-model_v4","Q5T6S3-F1",0.257,0.765,1,69.8870806241873
"42","O75145","PPFIA3",2,0,1,"AF-O75145-F1-model_v4","O75145-F1",0.306,0.764,3,69.9298802779262
"372","Q9NQW6","ANLN",2,1633,5,"AF-Q9NQW6-F1-model_v4","Q9NQW6-F1",0.121,0.76,1,59.8741904323827
"374","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F4-model_v4","Q9NRC6-F4",0.332,0.758,3,80.2626154672395
"259","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F12-model_v4","Q8IZT6-F12",0.305,0.756,1,71.8200900482733
"92","P20700","LMNB1",2,260,3,"AF-P20700-F1-model_v4","P20700-F1",0.275,0.754,2,82.6346633684663
"404","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F1-model_v4","Q9NYC9-F1",0.154,0.754,1,83.2181195296614
"138","P51530","DNA2",2,3554,5,"AF-P51530-F1-model_v4","P51530-F1",0.216,0.741,2,87.5620381561796
"173","Q02224","CENPE",2,0,1,"AF-Q02224-F7-model_v4","Q02224-F7",0.304,0.741,2,72.4408738281586
"15","O15020","SPTBN2",2,518,2,"AF-O15020-F1-model_v4","O15020-F1",0.242,0.736,3,76.775214383059
"313","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F7-model_v4","Q8WXX0-F7",0.146,0.736,2,88.3695649466192
"277","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F3-model_v4","Q8TD57-F3",0.165,0.733,3,84.8697684117125
"11","O14757","CHEK1",2,260,3,"AF-O14757-F1-model_v4","O14757-F1",0.067,0.732,1,78.1344110733873
"70","P08473","MME",3,112,2,"AF-P08473-F1-model_v4","P08473-F1",0.377,0.727,3,96.2247209302326
"137","P50895","BCAM",5,0,1,"AF-P50895-F1-model_v4","P50895-F1",0.182,0.725,3,84.5844937645318
"397","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F2-model_v4","Q9NYC9-F2",0.275,0.722,1,84.3222623208668
"293","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F66-model_v4","Q8WXI7-F66",0.177,0.72,2,77.3666569129481
"44","O75417","POLQ",2,0,1,"AF-O75417-F1-model_v4","O75417-F1",0.104,0.717,1,59.4862674012494
"145","P52292","KPNA2",2,400,3,"AF-P52292-F1-model_v4","P52292-F1",0.024,0.711,1,86.1073162939297
"268","Q8NEM2","SHCBP1",2,0,1,"AF-Q8NEM2-F1-model_v4","Q8NEM2-F1",0.18,0.711,1,73.6964627259036
"367","Q9HBM1","SPC25",2,0,1,"AF-Q9HBM1-F1-model_v4","Q9HBM1-F1",0.39,0.708,1,90.2554752851711
"29","O15360","FANCA",2,0,1,"AF-O15360-F1-model_v4","O15360-F1",0.135,0.707,1,74.565869508254
"135","P49788","RARRES1",9,0,1,"AF-P49788-F1-model_v4","P49788-F1",0.423,0.702,3,79.9436371379898
"186","Q08050","FOXM1",2,510,4,"AF-Q08050-F1-model_v4","Q08050-F1",0.173,0.701,1,51.0762881727687
"219","Q16875","PFKFB3",11,1,2,"AF-Q16875-F1-model_v4","Q16875-F1",0.182,0.7,1,87.1352712066906
"276","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F8-model_v4","Q8TD57-F8",0.127,0.7,3,86.0321524543175
"81","P14635","CCNB1",2,2056,13,"AF-P14635-F1-model_v4","P14635-F1",0.078,0.699,1,77.7724150162578
"386","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F12-model_v4","Q9NRC6-F12",0.288,0.697,2,78.326631465903
"200","Q14566","MCM6",2,529,7,"AF-Q14566-F1-model_v4","Q14566-F1",0.032,0.695,2,77.3392261722341
"210","Q15468","STIL",2,0,1,"AF-Q15468-F1-model_v4","Q15468-F1",0.163,0.693,1,53.6494972568579
"55","P00338","LDHA",11,0,1,"AF-P00338-F1-model_v4","P00338-F1",0.089,0.69,1,96.0605007763975
"395","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F11-model_v4","Q9NYC9-F11",0.048,0.687,2,87.7892278164613
"30","O15439","ABCC4",3,57,2,"AF-O15439-F1-model_v4","O15439-F1",0.139,0.684,3,83.5914731549991
"193","Q13683","ITGA7",5,4,3,"AF-Q13683-F1-model_v4","Q13683-F1",0.119,0.684,2,79.4751861643534
"205","Q15003","NCAPH",2,260,2,"AF-Q15003-F1-model_v4","Q15003-F1",0.198,0.683,1,60.7197876747799
"253","Q8IX90","SKA3",2,0,2,"AF-Q8IX90-F1-model_v4","Q8IX90-F1",0.354,0.683,1,64.7586888273315
"16","O15230","LAMA5",5,3,2,"AF-O15230-F6-model_v4","O15230-F6",0.157,0.682,2,80.8888927893738
"282","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F10-model_v4","Q8TD57-F10",0.134,0.681,1,85.2285164102108
"25","O15230","LAMA5",5,3,2,"AF-O15230-F8-model_v4","O15230-F8",0.061,0.679,2,75.2661202964652
"142","P51587","BRCA2",2,769,5,"AF-P51587-F10-model_v4","P51587-F10",0.092,0.678,3,62.8549091072714
"212","Q15645","TRIP13",2,0,1,"AF-Q15645-F1-model_v4","Q15645-F1",0.249,0.677,2,86.9794004094765
"254","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F8-model_v4","Q8IZT6-F8",0.448,0.675,3,63.9280011713521
"334","Q99640","PKMYT1",2,280,3,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445
"399","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F17-model_v4","Q9NYC9-F17",0.2,0.671,1,88.3544119362364
"17","O15230","LAMA5",5,3,2,"AF-O15230-F4-model_v4","O15230-F4",0.172,0.67,2,84.3548127784624
"178","Q02224","CENPE",2,0,1,"AF-Q02224-F1-model_v4","Q02224-F1",0.308,0.67,2,71.0705068277311
"260","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F6-model_v4","Q8IZT6-F6",0.197,0.67,3,66.2575664052618
"209","Q15398","DLGAP5",2,774,2,"AF-Q15398-F1-model_v4","Q15398-F1",0.128,0.669,1,56.3710199490026
"316","Q92698","RAD54L",2,0,1,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013
"51","O95239","KIF4A",2,0,2,"AF-O95239-F1-model_v4","O95239-F1",0.244,0.668,3,72.1712231759657
"121","P41182","BCL6",2,260,2,"AF-P41182-F1-model_v4","P41182-F1",0.071,0.668,1,50.1097116430903
"272","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F9-model_v4","Q8TD57-F9",0.115,0.668,1,84.6808236865539
"266","Q8NB91","FANCB",2,0,1,"AF-Q8NB91-F1-model_v4","Q8NB91-F1",0.127,0.662,3,71.9862835472579
"281","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F1-model_v4","Q8TD57-F1",0.199,0.662,1,78.2948199226985
"35","O43543","XRCC2",2,0,3,"AF-O43543-F1-model_v4","O43543-F1",0.516,0.659,1,87.09828125
"118","P35052","GPC1",2,1028,2,"AF-P35052-F1-model_v4","P35052-F1",0.159,0.659,1,82.8974554707379
"117","P33991","MCM4",2,366,7,"AF-P33991-F1-model_v4","P33991-F1",0.217,0.658,3,73.7432969464523
"144","P51955","NEK2",2,0,2,"AF-P51955-F1-model_v4","P51955-F1",0.136,0.658,2,78.7481933351694
"27","O15230","LAMA5",5,3,2,"AF-O15230-F2-model_v4","O15230-F2",0.026,0.656,1,82.8635124123555
"411","Q9ULW0","TPX2",2,518,2,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534
"341","Q9BPX3","NCAPG",2,0,1,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047
"304","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F9-model_v4","Q8WXX0-F9",0.177,0.654,2,86.4595719774819
"361","Q9H3R5","CENPH",2,858,8,"AF-Q9H3R5-F1-model_v4","Q9H3R5-F1",0.285,0.649,1,83.391973816717
"190","Q13145","BAMBI",2,130,2,"AF-Q13145-F1-model_v4","Q13145-F1",0.346,0.648,1,64.8537543167242
"218","Q16778","H2BC21",2,1,6,"AF-Q16778-F1-model_v4","Q16778-F1",0.458,0.645,2,88.0431390593047
"6","O00592","PODXL",3,0,1,"AF-O00592-F1-model_v4","O00592-F1",0.288,0.644,1,53.9282365853659
"184","Q06609","RAD51",2,19,3,"AF-Q06609-F1-model_v4","Q06609-F1",0.282,0.64,1,91.5906682116647
"343","Q9BRT9","GINS4",2,0,1,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699
"76","P10244","MYBL2",2,0,1,"AF-P10244-F1-model_v4","P10244-F1",0.066,0.633,1,58.4505143475907
"31","O15551","CLDN3",3,1,3,"AF-O15551-F1-model_v4","O15551-F1",0.271,0.631,1,81.4275857843137
"85","P16401","H1-5",2,1287,5,"AF-P16401-F1-model_v4","P16401-F1",0.282,0.629,1,64.5559609325772
"301","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F6-model_v4","Q8WXX0-F6",0.352,0.626,2,89.3561267418124
"416","Q9Y5G3","PCDHGB1",14,0,1,"AF-Q9Y5G3-F1-model_v4","Q9Y5G3-F1",0.109,0.624,2,75.2197294234311
"163","P68431","H3C1",2,1350,12,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"164","P68431","H3C11",2,481,4,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"165","P68431","H3C12",2,4161,8,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"166","P68431","H3C10",2,497,6,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"353","Q9BZD4","NUF2",2,0,1,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895
"149","P54132","BLM",2,0,2,"AF-P54132-F1-model_v4","P54132-F1",0.161,0.616,1,60.9577520838935
"384","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F1-model_v4","Q9NRC6-F1",0.103,0.613,1,80.8388108689804
"283","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F11-model_v4","Q8TD57-F11",0.286,0.612,4,84.6699973338073
"140","P51587","BRCA2",2,769,5,"AF-P51587-F8-model_v4","P51587-F8",0.27,0.607,2,50.7637532832171
