"","gene_id","avg_seg_mean"
"ACOT11","ACOT11",0.0820030416666667
"ACOT12","ACOT12",-0.173672291666667
"ACOT13","ACOT13",0.111766708333333
"ACOT2","ACOT2",NA
"ACOT4","ACOT4",NA
"ACOT6","ACOT6",-0.0594940833333333
"ACOT7","ACOT7",0.00982475
"ACOT8","ACOT8",0.175279125
"ACOT9","ACOT9",-0.0472546666666667
"ACOX1","ACOX1",0.0103418333333333
"ACOX2","ACOX2",0.00974283333333333
"ACOX3","ACOX3",-0.010653
"ACOXL","ACOXL",0.040798125
"ACOXL-AS1","ACOXL-AS1",0.0373366666666667
"ACP1","ACP1",NA
"ACP2","ACP2",0.007626625
"ACP3","ACP3",0.16763725
"ACP4","ACP4",NA
"ACP5","ACP5",0.0757119583333333
"ACP6","ACP6",NA
"ACP7","ACP7",0.121198083333333
"ACR","ACR",NA
"ACRBP","ACRBP",0.162091291666667
"ACRP1","ACRP1",NA
"ACRV1","ACRV1",0.0157858333333333
"ACSBG1","ACSBG1",-0.0460670416666667
"ACSBG2","ACSBG2",-0.131426583333333
"ACSF2","ACSF2",-0.0546852083333333
"ACSF3","ACSF3",NA
"ACSL1","ACSL1",-0.169748208333333
"ACSL3","ACSL3",0.01936525
"ACSL3-AS1","ACSL3-AS1",0.0192525416666667
"ACSL4","ACSL4",0.016003
"ACSL5","ACSL5",0.00293404166666667
"ACSL6","ACSL6",-0.0567020416666667
"ACSL6-AS1","ACSL6-AS1",-0.0569447916666667
"ACSM1","ACSM1",-0.022403
"ACSM2A","ACSM2A",-0.0201593333333333
"ACSM2B","ACSM2B",-0.0218385
"ACSM3","ACSM3",-0.0221573333333333
"ACSM4","ACSM4",0.155113583333333
"ACSM5","ACSM5",-0.0203355833333333
"ACSM5P1","ACSM5P1",-0.020636875
"ACSM6","ACSM6",-0.0371951666666667
"ACSS1","ACSS1",0.130678458333333
"ACSS2","ACSS2",0.164045
"ACSS3","ACSS3",0.00542566666666667
"ACTA1","ACTA1",0.14786
"ACTA2","ACTA2",-0.05741975
"ACTA2-AS1","ACTA2-AS1",-0.0580471666666667
"ACTB","ACTB",-0.047611625
"ACTBL2","ACTBL2",-0.148982666666667
"ACTBP1","ACTBP1",0.0158204583333333
"ACTBP11","ACTBP11",0.131837791666667
"ACTBP12","ACTBP12",NA
"ACTBP14","ACTBP14",0.020320875
"ACTBP15","ACTBP15",-0.206764875
"ACTBP2","ACTBP2",-0.180075291666667
"ACTBP4","ACTBP4",-0.061124875
"ACTBP6","ACTBP6",NA
"ACTBP7","ACTBP7",NA
"ACTBP8","ACTBP8",-0.0353714166666667
"ACTBP9","ACTBP9",-0.130256916666667
"ACTC1","ACTC1",-0.111644875
"ACTE1P","ACTE1P",0.0999133333333333
"ACTG1","ACTG1",0.0199465416666667
"ACTG1P1","ACTG1P1",0.197520791666667
"ACTG1P10","ACTG1P10",NA
"ACTG1P11","ACTG1P11",NA
"ACTG1P12","ACTG1P12",-0.00158891666666667
"ACTG1P13","ACTG1P13",NA
"ACTG1P14","ACTG1P14",NA
"ACTG1P15","ACTG1P15",NA
"ACTG1P16","ACTG1P16",NA
"ACTG1P17","ACTG1P17",-0.0344477916666667
"ACTG1P18","ACTG1P18",-0.0581215
"ACTG1P19","ACTG1P19",-0.074598875
"ACTG1P2","ACTG1P2",NA
"ACTG1P20","ACTG1P20",-0.0425175416666667
"ACTG1P21","ACTG1P21",0.03175875
"ACTG1P22","ACTG1P22",0.100032833333333
"ACTG1P23","ACTG1P23",NA
"ACTG1P24","ACTG1P24",-0.224160833333333
"ACTG1P25","ACTG1P25",0.129936541666667
"ACTG1P3","ACTG1P3",NA
"ACTG1P4","ACTG1P4",NA
"ACTG1P9","ACTG1P9",0.076536625
"ACTG2","ACTG2",0.084963875
"ACTL10","ACTL10",0.173136291666667
"ACTL11P","ACTL11P",NA
"ACTL6A","ACTL6A",0.273933625
"ACTL6B","ACTL6B",0.109561208333333
"ACTL7A","ACTL7A",-0.0673699166666667
"ACTL7B","ACTL7B",-0.0673699166666667
"ACTL8","ACTL8",-0.0321190833333333
"ACTL9","ACTL9",NA
"ACTN1","ACTN1",-0.06477475
"ACTN1-DT","ACTN1-DT",-0.0680388333333333
"ACTN2","ACTN2",0.150441666666667
"ACTN3","ACTN3",0.0717625833333333
"ACTN4","ACTN4",0.104734708333333
"ACTN4P1","ACTN4P1",-0.153890958333333
"ACTN4P2","ACTN4P2",0.113451166666667
"ACTP1","ACTP1",0.0474697916666667
"ACTR10","ACTR10",-0.0701378333333333
"ACTR1A","ACTR1A",-0.036066
"ACTR1AP1","ACTR1AP1",NA
"ACTR1B","ACTR1B",0.0995049583333333
"ACTR2","ACTR2",0.0965909583333333
"ACTR3","ACTR3",0.0581179583333333
"ACTR3-AS1","ACTR3-AS1",0.0582895833333333
"ACTR3B","ACTR3B",0.145352375
"ACTR3BP1","ACTR3BP1",NA
"ACTR3BP2","ACTR3BP2",NA
"ACTR3BP3","ACTR3BP3",NA
"ACTR3BP4","ACTR3BP4",-0.172773125
"ACTR3BP5","ACTR3BP5",NA
"ACTR3BP6","ACTR3BP6",NA
"ACTR3C","ACTR3C",0.145708708333333
"ACTR3P2","ACTR3P2",0.04135075
"ACTR3P3","ACTR3P3",0.12456225
"ACTR5","ACTR5",0.132199583333333
"ACTR6","ACTR6",-0.0103410416666667
"ACTR6P1","ACTR6P1",-0.164919041666667
"ACTR8","ACTR8",-0.005995375
"ACTRT1","ACTRT1",0.0345586666666667
"ACTRT1P1","ACTRT1P1",0.0338361666666667
"ACTRT2","ACTRT2",NA
"ACTRT3","ACTRT3",0.329567083333333
"ACVR1","ACVR1",0.08608225
"ACVR1B","ACVR1B",0.0642853333333333
"ACVR1C","ACVR1C",0.0815835416666667
"ACVR2A","ACVR2A",0.053436625
"ACVR2B","ACVR2B",0.0114265
"ACVR2B-AS1","ACVR2B-AS1",0.0114265
"ACVRL1","ACVRL1",0.0640107083333333
"ACY1","ACY1",NA
"ACY3","ACY3",NA
"ACYP1","ACYP1",-0.044961375
"ACYP2","ACYP2",0.111553541666667
"ADA","ADA",0.164783833333333
"ADA2","ADA2",-0.120399875
"ADAD1","ADAD1",-0.146724125
"ADAD1P2","ADAD1P2",-0.113269666666667
"ADAD2","ADAD2",NA
"ADAL","ADAL",-0.120137291666667
"ADAM10","ADAM10",-0.083771375
"ADAM11","ADAM11",-0.13546075
"ADAM12","ADAM12",0.02838825
"ADAM15","ADAM15",0.184568791666667
"ADAM17","ADAM17",0.0828357083333333
"ADAM18","ADAM18",0.000199125
"ADAM19","ADAM19",-0.0332516666666667
"ADAM1A","ADAM1A",-0.00136645833333333
"ADAM1B","ADAM1B",-0.000850958333333333
"ADAM2","ADAM2",0.0034805
"ADAM20","ADAM20",-0.0742910833333333
"ADAM20P1","ADAM20P1",-0.0738125416666667
"ADAM20P2","ADAM20P2",-0.162753166666667
"ADAM20P3","ADAM20P3",-0.166347541666667
"ADAM21","ADAM21",-0.073376875
"ADAM21P1","ADAM21P1",-0.07383125
"ADAM22","ADAM22",0.095690875
"ADAM23","ADAM23",0.0574294583333333
"ADAM24P","ADAM24P",NA
"ADAM28","ADAM28",-0.217732625
"ADAM29","ADAM29",-0.160080083333333
"ADAM30","ADAM30",0.089348125
"ADAM32","ADAM32",-0.008056375
"ADAM33","ADAM33",0.139562791666667
"ADAM3A","ADAM3A",NA
"ADAM3B","ADAM3B",-0.1140065
"ADAM5","ADAM5",-0.00212875
"ADAM6","ADAM6",NA
"ADAM7","ADAM7",-0.217223333333333
"ADAM7-AS1","ADAM7-AS1",-0.217732625
"ADAM7-AS2","ADAM7-AS2",-0.218393666666667
"ADAM8","ADAM8",0.0103310416666667
"ADAM9","ADAM9",-0.00837583333333333
"ADAMDEC1","ADAMDEC1",-0.217296958333333
"ADAMTS1","ADAMTS1",-0.00816166666666667
"ADAMTS10","ADAMTS10",-0.010020375
"ADAMTS12","ADAMTS12",0.140866166666667
"ADAMTS13","ADAMTS13",-0.096528875
"ADAMTS14","ADAMTS14",NA
"ADAMTS15","ADAMTS15",0.0212138333333333
"ADAMTS16","ADAMTS16",0.150964625
"ADAMTS16-DT","ADAMTS16-DT",0.157928625
"ADAMTS17","ADAMTS17",0.0176814166666667
"ADAMTS18","ADAMTS18",-0.197513375
"ADAMTS19","ADAMTS19",-0.0667057916666667
"ADAMTS19-AS1","ADAMTS19-AS1",-0.066598125
"ADAMTS2","ADAMTS2",-0.01147275
"ADAMTS20","ADAMTS20",0.0856552083333333
"ADAMTS3","ADAMTS3",-0.0351510416666667
"ADAMTS4","ADAMTS4",0.162633041666667
"ADAMTS5","ADAMTS5",-0.01147975
"ADAMTS6","ADAMTS6",-0.160226083333333
"ADAMTS7","ADAMTS7",-0.033214
"ADAMTS7P1","ADAMTS7P1",NA
"ADAMTS7P3","ADAMTS7P3",-0.050422625
"ADAMTS7P4","ADAMTS7P4",NA
"ADAMTS8","ADAMTS8",0.0214295833333333
"ADAMTS9","ADAMTS9",0.02569025
"ADAMTS9-AS1","ADAMTS9-AS1",0.0245866666666667
"ADAMTS9-AS2","ADAMTS9-AS2",0.0249544583333333
"ADAMTSL1","ADAMTSL1",-0.034829375
"ADAMTSL2","ADAMTSL2",-0.0963887916666667
"ADAMTSL3","ADAMTSL3",-0.0234327083333333
"ADAMTSL4","ADAMTSL4",0.213548541666667
"ADAMTSL4-AS1","ADAMTSL4-AS1",0.213380458333333
"ADAMTSL4-AS2","ADAMTSL4-AS2",0.213548541666667
"ADAMTSL5","ADAMTSL5",-0.241079166666667
"ADAP1","ADAP1",-0.0291810833333333
"ADAP2","ADAP2",-0.199154541666667
"ADAR","ADAR",0.1795945
"ADARB1","ADARB1",-0.021865125
"ADARB2","ADARB2",0.0988527083333333
"ADARB2-AS1","ADARB2-AS1",0.0861405833333333
"ADAT1","ADAT1",-0.181770833333333
"ADAT2","ADAT2",-0.126143375
"ADAT3","ADAT3",-0.243046041666667
"ADCK1","ADCK1",-0.0267464583333333
"ADCK2","ADCK2",0.150702583333333
"ADCK5","ADCK5",NA
"ADCY1","ADCY1",0.0493550833333333
"ADCY10","ADCY10",0.155218041666667
"ADCY10P1","ADCY10P1",0.0845292083333333
"ADCY2","ADCY2",0.153124708333333
"ADCY3","ADCY3",0.081753
"ADCY4","ADCY4",-0.00618595833333333
"ADCY5","ADCY5",0.152096916666667
"ADCY6","ADCY6",0.0560810833333333
"ADCY6-DT","ADCY6-DT",0.056624375
"ADCY7","ADCY7",-0.126432583333333
"ADCY8","ADCY8",0.324050625
"ADCY9","ADCY9",-0.0767950416666667
"ADCYAP1","ADCYAP1",-0.0026395
"ADCYAP1R1","ADCYAP1R1",0.0338104166666667
"ADD1","ADD1",-0.0151075416666667
"ADD2","ADD2",0.0808832916666667
"ADD3","ADD3",-0.008204875
"ADD3-AS1","ADD3-AS1",-0.00830820833333333
"ADGB","ADGB",-0.138787833333333
"ADGB-DT","ADGB-DT",-0.138787833333333
"ADGRA1","ADGRA1",0.0119326666666667
"ADGRA1-AS1","ADGRA1-AS1",0.0120922916666667
"ADGRA2","ADGRA2",-0.0187287916666667
"ADGRA3","ADGRA3",-0.053568
"ADGRA3P1","ADGRA3P1",-0.00340091666666667
"ADGRB1","ADGRB1",0.285781958333333
"ADGRB2","ADGRB2",0.0273962083333333
"ADGRB3","ADGRB3",0.00494
"ADGRB3-DT","ADGRB3-DT",NA
"ADGRD1","ADGRD1",-0.0127350833333333
"ADGRD1-AS1","ADGRD1-AS1",-0.011529625
"ADGRD2","ADGRD2",-0.0713767916666667
"ADGRE1","ADGRE1",NA
"ADGRE2","ADGRE2",0.157937375
"ADGRE3","ADGRE3",0.159805791666667
"ADGRE4P","ADGRE4P",NA
"ADGRE5","ADGRE5",0.155932166666667
"ADGRF1","ADGRF1",0.074219
"ADGRF2","ADGRF2",0.071930375
"ADGRF3","ADGRF3",0.0904031666666667
"ADGRF4","ADGRF4",0.0709529166666667
"ADGRF5","ADGRF5",0.0768582916666667
"ADGRF5-AS1","ADGRF5-AS1",0.0759401666666667
"ADGRF5P1","ADGRF5P1",NA
"ADGRF5P2","ADGRF5P2",NA
"ADGRG1","ADGRG1",-0.149713333333333
"ADGRG2","ADGRG2",NA
"ADGRG3","ADGRG3",-0.149883041666667
"ADGRG4","ADGRG4",0.0520171666666667
"ADGRG5","ADGRG5",-0.15108175
"ADGRG6","ADGRG6",-0.118041375
"ADGRG7","ADGRG7",NA
"ADGRL1","ADGRL1",0.153841958333333
"ADGRL1-AS1","ADGRL1-AS1",0.153841958333333
"ADGRL2","ADGRL2",0.0158600833333333
"ADGRL3","ADGRL3",-0.0397062916666667
"ADGRL3-AS1","ADGRL3-AS1",-0.041617125
"ADGRL4","ADGRL4",0.0126344166666667
"ADGRV1","ADGRV1",-0.15314125
"ADH1A","ADH1A",-0.168109416666667
"ADH1B","ADH1B",-0.169185791666667
"ADH1C","ADH1C",-0.16948825
"ADH4","ADH4",-0.171909875
"ADH5","ADH5",-0.167268125
"ADH5P2","ADH5P2",0.0195714166666667
"ADH5P3","ADH5P3",0.144051083333333
"ADH5P4","ADH5P4",0.009268625
"ADH5P5","ADH5P5",0.145931083333333
"ADH6","ADH6",-0.172205
"ADH7","ADH7",-0.169265208333333
"ADHFE1","ADHFE1",0.1453095
"ADI1","ADI1",0.07654475
"ADI1P1","ADI1P1",0.124956625
"ADI1P2","ADI1P2",0.190146583333333
"ADI1P3","ADI1P3",NA
"ADIG","ADIG",0.136630791666667
"ADIPOQ","ADIPOQ",0.247901083333333
"ADIPOQ-AS1","ADIPOQ-AS1",0.246301125
"ADIPOR1","ADIPOR1",0.13077925
"ADIPOR1P1","ADIPOR1P1",0.0956269166666667
"ADIPOR1P2","ADIPOR1P2",-0.02522175
"ADIPOR2","ADIPOR2",0.175105291666667
"ADIRF","ADIRF",-0.0283306666666667
"ADIRF-AS1","ADIRF-AS1",-0.0295614166666667
"ADK","ADK",0.041047375
"ADM","ADM",-0.101311708333333
"ADM-DT","ADM-DT",-0.101311708333333
"ADM2","ADM2",NA
"ADM5","ADM5",NA
"ADNP","ADNP",0.196955208333333
"ADNP-AS1","ADNP-AS1",0.196449833333333
"ADNP2","ADNP2",NA
"ADO","ADO",0.0285577916666667
"ADORA1","ADORA1",0.131331958333333
"ADORA2A","ADORA2A",NA
"ADORA2A-AS1","ADORA2A-AS1",-0.103434833333333
"ADORA2B","ADORA2B",-0.224950708333333
"ADORA2BP1","ADORA2BP1",0.0841997916666667
"ADORA3","ADORA3",0.0503790833333333
"ADPGK","ADPGK",-0.0364781666666667
"ADPGK-AS1","ADPGK-AS1",-0.0359699166666667
"ADPRH","ADPRH",0.149405125
"ADPRHL1","ADPRHL1",-0.0482413333333333
"ADPRM","ADPRM",-0.217951125
"ADPRS","ADPRS",0.106414291666667
"ADRA1A","ADRA1A",-0.202997
"ADRA1B","ADRA1B",-0.03347125
"ADRA1D","ADRA1D",0.13690325
"ADRA2A","ADRA2A",-0.00796995833333333
"ADRA2B","ADRA2B",0.089383625
"ADRA2C","ADRA2C",-0.02230375
"ADRB1","ADRB1",0.00151516666666667
"ADRB2","ADRB2",-0.0170095
"ADRB3","ADRB3",NA
"ADRM1","ADRM1",0.216022541666667
"ADSL","ADSL",-0.185667416666667
"ADSS1","ADSS1",0.00907270833333333
"ADSS2","ADSS2",0.137169791666667
"ADTRP","ADTRP",0.11091475
"AEBP1","AEBP1",0.0462787083333333
"AEBP2","AEBP2",0.164195458333333
"AEN","AEN",-0.013303625
"AFAP1","AFAP1",-0.0287424166666667
"AFAP1-AS1","AFAP1-AS1",-0.0287424166666667
"AFAP1L1","AFAP1L1",-0.018573875
"AFAP1L2","AFAP1L2",0.00505245833333333
"AFDN","AFDN",-0.1668545
"AFDN-DT","AFDN-DT",NA
"AFF1","AFF1",-0.141101375
"AFF2","AFF2",0.05043125
"AFF2-IT1","AFF2-IT1",NA
"AFF3","AFF3",0.0739492916666667
"AFF4","AFF4",-0.0502625416666667
"AFF4-DT","AFF4-DT",-0.0519334583333333
"AFG1L","AFG1L",-0.0837016666666667
"AFG3L1P","AFG3L1P",NA
"AFG3L2","AFG3L2",0.000214125
"AFG3L2P1","AFG3L2P1",NA
"AFM","AFM",-0.0409609166666667
"AFMID","AFMID",0.023858625
"AFP","AFP",-0.0395879166666667
"AFTPH","AFTPH",0.0974574166666667
"AFTPH-DT","AFTPH-DT",NA
"AGA","AGA",-0.161251458333333
"AGA-DT","AGA-DT",-0.161834791666667
"AGAP1","AGAP1",0.0201277916666667
"AGAP1-IT1","AGAP1-IT1",NA
"AGAP10P","AGAP10P",NA
"AGAP11","AGAP11",-0.0299516666666667
"AGAP12P","AGAP12P",NA
"AGAP13P","AGAP13P",NA
"AGAP14P","AGAP14P",NA
"AGAP2","AGAP2",0.06742625
"AGAP2-AS1","AGAP2-AS1",0.06742625
"AGAP3","AGAP3",0.141298791666667
"AGAP4","AGAP4",NA
"AGAP5","AGAP5",0.0359397083333333
"AGAP6","AGAP6",NA
"AGAP7P","AGAP7P",NA
"AGAP9","AGAP9",NA
"AGBL1","AGBL1",-0.0200315833333333
"AGBL1-AS1","AGBL1-AS1",-0.0251062916666667
"AGBL2","AGBL2",0.0109469583333333
"AGBL3","AGBL3",0.143370958333333
"AGBL4","AGBL4",0.0853266666666667
"AGBL4-AS1","AGBL4-AS1",0.0773662083333333
"AGBL4-IT1","AGBL4-IT1",0.078564
"AGBL5","AGBL5",0.098194
"AGBL5-AS1","AGBL5-AS1",0.098194
"AGBL5-IT1","AGBL5-IT1",0.0991235
"AGER","AGER",NA
"AGFG1","AGFG1",0.020832375
"AGFG2","AGFG2",0.109498291666667
"AGGF1","AGGF1",-0.182274375
"AGGF1P1","AGGF1P1",NA
"AGGF1P10","AGGF1P10",NA
"AGGF1P2","AGGF1P2",NA
"AGGF1P3","AGGF1P3",NA
"AGGF1P4","AGGF1P4",NA
"AGGF1P5","AGGF1P5",NA
"AGGF1P6","AGGF1P6",NA
"AGGF1P7","AGGF1P7",NA
"AGGF1P8","AGGF1P8",NA
"AGGF1P9","AGGF1P9",NA
"AGK","AGK",0.1441685
"AGK-DT","AGK-DT",0.144427041666667
"AGKP1","AGKP1",NA
"AGKP2","AGKP2",0.0402104166666667
"AGL","AGL",0.0390761666666667
"AGMAT","AGMAT",-0.00639554166666667
"AGMO","AGMO",-0.015028875
"AGO1","AGO1",0.0956755416666667
"AGO2","AGO2",0.2973425
"AGO3","AGO3",0.101498
"AGO4","AGO4",0.0950822916666667
"AGPAT1","AGPAT1",NA
"AGPAT2","AGPAT2",-0.0739365416666667
"AGPAT3","AGPAT3",-0.0133715
"AGPAT4","AGPAT4",-0.142662583333333
"AGPAT5","AGPAT5",-0.196038583333333
"AGPAT5P1","AGPAT5P1",NA
"AGPS","AGPS",0.105841166666667
