"","gene_id","avg_seg_mean"
"ABCA3","ABCA3",-0.0761814720424353
"ABCA3P1","ABCA3P1",NA
"ABCA4","ABCA4",0.0367721739877222
"ABCA5","ABCA5",NA
"ABCA6","ABCA6",-0.0105030816645731
"ABCA7","ABCA7",-0.235193203401547
"ABCA8","ABCA8",-0.011243489709806
"ABCA9","ABCA9",NA
"ABCA9-AS1","ABCA9-AS1",NA
"ABCB1","ABCB1",0.094816131000717
"ABCB10","ABCB10",0.147242699168644
"ABCB10P1","ABCB10P1",NA
"ABCB10P3","ABCB10P3",NA
"ABCB10P4","ABCB10P4",NA
"ABCB11","ABCB11",0.0808323164009452
"ABCB4","ABCB4",0.0950842098787937
"ABCB5","ABCB5",0.0249834727200184
"ABCB6","ABCB6",0.0346205833333333
"ABCB7","ABCB7",0.0268738169097587
"ABCB8","ABCB8",0.142257875
"ABCB9","ABCB9",0.00645090804369518
"ABCC1","ABCC1",NA
"ABCC10","ABCC10",0.0869426544678129
"ABCC11","ABCC11",-0.102188650425388
"ABCC12","ABCC12",-0.0980609005249655
"ABCC13","ABCC13",-0.0220266406093384
"ABCC2","ABCC2",-0.0515589447317971
"ABCC3","ABCC3",-0.0553043467529653
"ABCC4","ABCC4",-0.0451727900594386
"ABCC5","ABCC5",NA
"ABCC5-AS1","ABCC5-AS1",NA
"ABCC6","ABCC6",NA
"ABCC6P1","ABCC6P1",NA
"ABCC6P2","ABCC6P2",NA
"ABCC8","ABCC8",-0.0668136366924984
"ABCC9","ABCC9",0.156491064712386
"ABCD1","ABCD1",0.0710665496447641
"ABCD1P2","ABCD1P2",NA
"ABCD1P3","ABCD1P3",NA
"ABCD1P4","ABCD1P4",NA
"ABCD1P5","ABCD1P5",NA
"ABCD2","ABCD2",0.0987394583884328
"ABCD3","ABCD3",0.0378067591501173
"ABCD4","ABCD4",-0.0502993169902648
"ABCE1","ABCE1",-0.112846531160841
"ABCF1","ABCF1",0.0902765196528234
"ABCF2","ABCF2",0.146070916666667
"ABCF2-H2BK1","ABCF2-H2BK1",0.145809005348522
"ABCF2P1","ABCF2P1",0.057838
"ABCF2P2","ABCF2P2",NA
"ABCF3","ABCF3",0.265096585387291
"ABCG1","ABCG1",NA
"ABCG2","ABCG2",-0.144200187984994
"ABCG4","ABCG4",0.0256920416666667
"ABCG5","ABCG5",0.107774127017188
"ABCG8","ABCG8",0.108070753872809
"ABHD1","ABHD1",0.098994875
"ABHD10","ABHD10",0.150148176352165
"ABHD11","ABHD11",0.0942886050246503
"ABHD12","ABHD12",0.134489702947165
"ABHD12B","ABHD12B",-0.0270579436047915
"ABHD13","ABHD13",-0.0401794470965329
"ABHD14A","ABHD14A",-0.00643257393566027
"ABHD14A-ACY1","ABHD14A-ACY1",-0.00601491393441001
"ABHD14B","ABHD14B",-0.00643257393566027
"ABHD15","ABHD15",-0.176796083333333
"ABHD15-AS1","ABHD15-AS1",-0.178173746536877
"ABHD16A","ABHD16A",NA
"ABHD16B","ABHD16B",NA
"ABHD17A","ABHD17A",-0.243046041666667
"ABHD17AP1","ABHD17AP1",NA
"ABHD17AP3","ABHD17AP3",NA
"ABHD17AP4","ABHD17AP4",NA
"ABHD17AP5","ABHD17AP5",NA
"ABHD17AP6","ABHD17AP6",-0.212001115918189
"ABHD17AP7","ABHD17AP7",NA
"ABHD17AP8","ABHD17AP8",NA
"ABHD17AP9","ABHD17AP9",NA
"ABHD17B","ABHD17B",-0.0594031506431272
"ABHD17C","ABHD17C",-0.0360383295330497
"ABHD18","ABHD18",-0.13721696535756
"ABHD2","ABHD2",-0.0101775404044097
"ABHD3","ABHD3",-0.00346580254106138
"ABHD4","ABHD4",NA
"ABHD5","ABHD5",-0.00013050817850125
"ABHD6","ABHD6",0.00987015779353665
"ABHD8","ABHD8",0.15089625
"ABI1","ABI1",0.0775253207122681
"ABI1P1","ABI1P1",-0.0533375
"ABI2","ABI2",0.0652107235468024
"ABI3","ABI3",-0.06469849944158
"ABI3BP","ABI3BP",0.119831728851244
"ABITRAM","ABITRAM",-0.0703663720959265
"ABITRAMP1","ABITRAMP1",-0.130963083333333
"ABL1","ABL1",NA
"ABL2","ABL2",0.146658660028713
"ABLIM1","ABLIM1",0.0029630152765229
"ABLIM2","ABLIM2",-0.0238522127362646
"ABLIM3","ABLIM3",-0.0198372256017554
"ABO","ABO",-0.0946175548298943
"ABR","ABR",-0.123333462938015
"ABR-AS1","ABR-AS1",NA
"ABRA","ABRA",0.211650583333333
"ABRACL","ABRACL",-0.117240208333333
"ABRAXAS1","ABRAXAS1",-0.123789550713329
"ABRAXAS2","ABRAXAS2",0.0330414497782615
"ABT1","ABT1",0.0921520833333333
"ABT1P1","ABT1P1",-0.167268125
"ABTB1","ABTB1",0.151593392527406
"ABTB2","ABTB2",0.0105348296804566
"ABTB3","ABTB3",-0.0100137775595044
"ACAA1","ACAA1",0.0122155004013528
"ACAA2","ACAA2",-0.109845729929993
"ACAA2P1","ACAA2P1",0.0478421666666667
"ACACA","ACACA",-0.186635293574673
"ACACB","ACACB",0.00216914011834645
"ACAD10","ACAD10",0.000316285917907115
"ACAD11","ACAD11",0.168229883472893
"ACAD8","ACAD8",0.00657332747653547
"ACAD9","ACAD9",0.15442556036733
"ACAD9-DT","ACAD9-DT",0.154808375
"ACADL","ACADL",0.0505061231107911
"ACADM","ACADM",0.0299384088868747
"ACADS","ACADS",0.0101878775412678
"ACADSB","ACADSB",0.0208752126194383
"ACADVL","ACADVL",-0.147819779188827
"ACAN","ACAN",-0.0105875097395802
"ACAP1","ACAP1",-0.149148540617231
"ACAP2","ACAP2",0.230531728925539
"ACAP2-IT1","ACAP2-IT1",0.237127583333333
"ACAP3","ACAP3",NA
"ACAT1","ACAT1",0.0230602076097372
"ACAT2","ACAT2",-0.142627852168921
"ACBD3","ACBD3",0.146090427411499
"ACBD3-AS1","ACBD3-AS1",0.1462435
"ACBD4","ACBD4",-0.129845416666667
"ACBD5","ACBD5",0.0789541555373742
"ACBD6","ACBD6",0.153098994121145
"ACBD7","ACBD7",0.0907486666666667
"ACCS","ACCS",0.00526774845472848
"ACCSL","ACCSL",0.00520892667411939
"ACD","ACD",-0.19713
"ACE","ACE",-0.0196592582425359
"ACE2","ACE2",NA
"ACE2-DT","ACE2-DT",-0.0363999585815032
"ACE3P","ACE3P",-0.0204282434984416
"ACER1","ACER1",-0.128917318220047
"ACER2","ACER2",-0.029811093167758
"ACER2P1","ACER2P1",0.0578815833333333
"ACER3","ACER3",0.141992073661447
"ACHE","ACHE",0.106252416666667
"ACIN1","ACIN1",0.00979741402348763
"ACKR1","ACKR1",0.163426458333333
"ACKR2","ACKR2",0.00483814037434607
"ACKR3","ACKR3",0.014383702375834
"ACKR4","ACKR4",0.168613778708001
"ACKR4P1","ACKR4P1",NA
"ACLY","ACLY",-0.165084031497903
"ACMSD","ACMSD",0.0233571072305806
"ACNATP","ACNATP",-0.0736572083333333
"ACO1","ACO1",-0.0185845053190339
"ACO2","ACO2",-0.200274140682315
"ACOD1","ACOD1",-0.0793809924106564
"ACOT1","ACOT1",NA
"ACOT11","ACOT11",0.0800389876786855
"ACOT12","ACOT12",-0.172489988786668
"ACOT13","ACOT13",0.109531766668723
"ACOT2","ACOT2",NA
"ACOT4","ACOT4",NA
"ACOT6","ACOT6",-0.0590341040817938
"ACOT7","ACOT7",0.0101136372014711
"ACOT8","ACOT8",0.174528327455589
"ACOT9","ACOT9",-0.0383125737953295
"ACOX1","ACOX1",0.010219744008345
"ACOX2","ACOX2",0.00987032922189154
"ACOX3","ACOX3",-0.0226164811317359
"ACOXL","ACOXL",0.0382214243570729
"ACOXL-AS1","ACOXL-AS1",0.0369784605547021
"ACP1","ACP1",NA
"ACP2","ACP2",0.00744824477593092
"ACP3","ACP3",0.167311480748556
"ACP4","ACP4",NA
"ACP5","ACP5",0.0757738733869198
"ACP6","ACP6",NA
"ACP7","ACP7",0.106858250370222
"ACR","ACR",NA
"ACRBP","ACRBP",0.161851489066551
"ACRP1","ACRP1",NA
"ACRV1","ACRV1",0.015375456920076
"ACSBG1","ACSBG1",-0.0465140595396411
"ACSBG2","ACSBG2",-0.129100699454922
"ACSF2","ACSF2",-0.05469079187541
"ACSF3","ACSF3",NA
"ACSL1","ACSL1",-0.168413900104686
"ACSL3","ACSL3",0.0187893749062886
"ACSL3-AS1","ACSL3-AS1",0.0192525416666667
"ACSL4","ACSL4",0.0157942766005902
"ACSL5","ACSL5",0.00238048228676315
"ACSL6","ACSL6",-0.0561073619026076
"ACSL6-AS1","ACSL6-AS1",-0.0568229265894939
"ACSM1","ACSM1",-0.0229081136356888
"ACSM2A","ACSM2A",-0.0202564251842235
"ACSM2B","ACSM2B",-0.0200779092146858
"ACSM3","ACSM3",-0.0226861023427235
"ACSM4","ACSM4",0.155113583333333
"ACSM5","ACSM5",-0.0194705194903723
"ACSM5P1","ACSM5P1",-0.0211357909419374
"ACSM6","ACSM6",-0.0368092028562403
"ACSS1","ACSS1",0.130867197559468
"ACSS2","ACSS2",0.163160436084275
"ACSS3","ACSS3",0.00386577039514545
"ACTA1","ACTA1",0.147846833973223
"ACTA2","ACTA2",-0.0574879245461152
"ACTA2-AS1","ACTA2-AS1",-0.0579133978820057
"ACTB","ACTB",-0.0489831092094477
"ACTBL2","ACTBL2",-0.148982666666667
"ACTBP1","ACTBP1",0.0165460609717526
"ACTBP11","ACTBP11",0.131837791666667
"ACTBP12","ACTBP12",NA
"ACTBP14","ACTBP14",0.0209423401456189
"ACTBP15","ACTBP15",-0.206764875
"ACTBP2","ACTBP2",-0.180075291666667
"ACTBP4","ACTBP4",-0.061124875
"ACTBP6","ACTBP6",NA
"ACTBP7","ACTBP7",NA
"ACTBP8","ACTBP8",-0.0353714166666667
"ACTBP9","ACTBP9",-0.130159590350928
"ACTC1","ACTC1",-0.111644875
"ACTE1P","ACTE1P",0.099886707555391
"ACTG1","ACTG1",0.0198824145522967
"ACTG1P1","ACTG1P1",0.197520791666667
"ACTG1P10","ACTG1P10",NA
"ACTG1P11","ACTG1P11",NA
"ACTG1P12","ACTG1P12",-0.00158891666666667
"ACTG1P13","ACTG1P13",NA
"ACTG1P14","ACTG1P14",NA
"ACTG1P15","ACTG1P15",NA
"ACTG1P16","ACTG1P16",NA
"ACTG1P17","ACTG1P17",-0.0346425276792556
"ACTG1P18","ACTG1P18",-0.0581215
"ACTG1P19","ACTG1P19",-0.0745408987984513
"ACTG1P2","ACTG1P2",NA
"ACTG1P20","ACTG1P20",-0.0425175416666667
"ACTG1P21","ACTG1P21",0.03175875
"ACTG1P22","ACTG1P22",0.0995843139067318
"ACTG1P23","ACTG1P23",NA
"ACTG1P24","ACTG1P24",-0.224160833333333
"ACTG1P25","ACTG1P25",0.129867967034257
"ACTG1P3","ACTG1P3",NA
"ACTG1P4","ACTG1P4",NA
"ACTG1P9","ACTG1P9",0.076536625
"ACTG2","ACTG2",0.084357862066201
"ACTL10","ACTL10",0.173136291666667
"ACTL11P","ACTL11P",NA
"ACTL6A","ACTL6A",0.27264495982836
"ACTL6B","ACTL6B",0.109479517993353
"ACTL7A","ACTL7A",-0.0677663222268744
"ACTL7B","ACTL7B",-0.0673699166666667
"ACTL8","ACTL8",-0.0317788658904934
"ACTL9","ACTL9",NA
"ACTN1","ACTN1",-0.0688475680621121
"ACTN1-DT","ACTN1-DT",-0.0680388333333333
"ACTN2","ACTN2",0.143232658022486
"ACTN3","ACTN3",0.0717625833333333
"ACTN4","ACTN4",0.103661365488823
"ACTN4P1","ACTN4P1",-0.153890958333333
"ACTN4P2","ACTN4P2",0.113451166666667
"ACTP1","ACTP1",0.0474697916666667
"ACTR10","ACTR10",-0.0701378333333333
"ACTR1A","ACTR1A",-0.0364084861618714
"ACTR1AP1","ACTR1AP1",NA
"ACTR1B","ACTR1B",0.0883424751922606
"ACTR2","ACTR2",0.0955977070602491
"ACTR3","ACTR3",0.057634994963403
"ACTR3-AS1","ACTR3-AS1",0.0578659124434201
"ACTR3B","ACTR3B",0.144025994231815
"ACTR3BP1","ACTR3BP1",NA
"ACTR3BP2","ACTR3BP2",NA
"ACTR3BP3","ACTR3BP3",NA
"ACTR3BP4","ACTR3BP4",-0.172773125
"ACTR3BP5","ACTR3BP5",NA
"ACTR3BP6","ACTR3BP6",NA
"ACTR3C","ACTR3C",0.144773632157531
"ACTR3P2","ACTR3P2",0.04135075
"ACTR3P3","ACTR3P3",0.12456225
"ACTR5","ACTR5",0.131271071580459
"ACTR6","ACTR6",-0.0103873470730548
"ACTR6P1","ACTR6P1",-0.164919041666667
"ACTR8","ACTR8",-0.00605512423148364
"ACTRT1","ACTRT1",0.0345586666666667
"ACTRT1P1","ACTRT1P1",0.0338361666666667
"ACTRT2","ACTRT2",NA
"ACTRT3","ACTRT3",0.329567083333333
"ACVR1","ACVR1",0.0856760484517625
"ACVR1B","ACVR1B",0.0638267183044384
"ACVR1C","ACVR1C",0.0813862720882771
"ACVR2A","ACVR2A",0.0533659953985784
"ACVR2B","ACVR2B",0.0114128936333942
"ACVR2B-AS1","ACVR2B-AS1",0.0114265
"ACVRL1","ACVRL1",0.0634483066079448
"ACY1","ACY1",NA
"ACY3","ACY3",NA
"ACYP1","ACYP1",-0.0443857069628691
"ACYP2","ACYP2",NA
"ADA","ADA",NA
"ADA2","ADA2",-0.119471991755047
"ADAD1","ADAD1",-0.146176358540656
"ADAD1P2","ADAD1P2",-0.113269666666667
"ADAD2","ADAD2",NA
"ADAL","ADAL",-0.120045441801944
"ADAM10","ADAM10",-0.0853847747519765
"ADAM11","ADAM11",-0.135435259152049
"ADAM12","ADAM12",NA
"ADAM15","ADAM15",0.184568791666667
"ADAM17","ADAM17",0.0825467011029262
"ADAM18","ADAM18",-0.000818884862025196
"ADAM19","ADAM19",-0.0344537114470657
"ADAM1A","ADAM1A",-0.00143763879917051
"ADAM1B","ADAM1B",-0.000850958333333333
"ADAM2","ADAM2",0.00588186660257517
"ADAM20","ADAM20",-0.0742910833333333
"ADAM20P1","ADAM20P1",-0.0741689104402347
"ADAM20P2","ADAM20P2",-0.162753166666667
"ADAM20P3","ADAM20P3",-0.166347541666667
"ADAM21","ADAM21",-0.0738458142635089
"ADAM21P1","ADAM21P1",-0.07383125
"ADAM22","ADAM22",0.0905185165598912
"ADAM23","ADAM23",0.0561285145085047
"ADAM24P","ADAM24P",NA
"ADAM28","ADAM28",-0.214590276218537
"ADAM29","ADAM29",-0.160679727483405
"ADAM30","ADAM30",0.089348125
"ADAM32","ADAM32",-0.00832146375306125
"ADAM33","ADAM33",0.139382304069813
"ADAM3A","ADAM3A",NA
"ADAM3B","ADAM3B",-0.1140065
"ADAM5","ADAM5",-0.00195393076320564
"ADAM6","ADAM6",NA
"ADAM7","ADAM7",-0.214514678650242
"ADAM7-AS1","ADAM7-AS1",-0.206843246365839
"ADAM7-AS2","ADAM7-AS2",-0.214303768562196
"ADAM8","ADAM8",0.0103310416666667
"ADAM9","ADAM9",-0.00914329811678202
"ADAMDEC1","ADAMDEC1",-0.216940122763074
"ADAMTS1","ADAMTS1",-0.00816166666666667
"ADAMTS10","ADAMTS10",-0.00925453763926289
"ADAMTS12","ADAMTS12",NA
"ADAMTS13","ADAMTS13",-0.0964536838619287
"ADAMTS14","ADAMTS14",NA
"ADAMTS15","ADAMTS15",NA
"ADAMTS16","ADAMTS16",0.149033705032942
"ADAMTS16-DT","ADAMTS16-DT",0.151126904579569
"ADAMTS17","ADAMTS17",0.0149086185969767
"ADAMTS18","ADAMTS18",-0.193695996561716
"ADAMTS19","ADAMTS19",-0.0667121662409439
"ADAMTS19-AS1","ADAMTS19-AS1",-0.0665724951172417
"ADAMTS2","ADAMTS2",-0.0105926970463756
"ADAMTS20","ADAMTS20",0.0806999219850432
"ADAMTS3","ADAMTS3",-0.0374811154107973
"ADAMTS4","ADAMTS4",0.162633041666667
"ADAMTS5","ADAMTS5",-0.00866001398323122
"ADAMTS6","ADAMTS6",-0.160287221138527
"ADAMTS7","ADAMTS7",-0.044532674357309
"ADAMTS7P1","ADAMTS7P1",NA
"ADAMTS7P3","ADAMTS7P3",-0.0496408233930366
"ADAMTS7P4","ADAMTS7P4",NA
"ADAMTS8","ADAMTS8",0.0207088238832236
"ADAMTS9","ADAMTS9",0.0242501939301671
"ADAMTS9-AS1","ADAMTS9-AS1",0.0256837214592393
"ADAMTS9-AS2","ADAMTS9-AS2",0.02441664505122
"ADAMTSL1","ADAMTSL1",NA
"ADAMTSL2","ADAMTSL2",-0.096286749078287
"ADAMTSL3","ADAMTSL3",-0.0257529090904152
"ADAMTSL4","ADAMTSL4",0.213371547520351
"ADAMTSL4-AS1","ADAMTSL4-AS1",0.213380458333333
"ADAMTSL4-AS2","ADAMTSL4-AS2",0.213548541666667
"ADAMTSL5","ADAMTSL5",-0.241154116560887
"ADAP1","ADAP1",-0.0293175536222419
"ADAP2","ADAP2",-0.198573153932297
"ADAR","ADAR",0.179065046578752
"ADARB1","ADARB1",-0.0204366944188513
"ADARB2","ADARB2",0.0816572930559536
"ADARB2-AS1","ADARB2-AS1",0.085264760706479
"ADAT1","ADAT1",-0.181740132648624
"ADAT2","ADAT2",-0.126074207310398
"ADAT3","ADAT3",-0.239633394611335
"ADCK1","ADCK1",-0.0269540391301835
"ADCK2","ADCK2",0.149505215442294
"ADCK5","ADCK5",NA
"ADCY1","ADCY1",0.048218844004813
"ADCY10","ADCY10",0.153300082384567
"ADCY10P1","ADCY10P1",0.0838544765096134
"ADCY2","ADCY2",0.140352199743984
"ADCY3","ADCY3",0.0810818897483051
"ADCY4","ADCY4",-0.00636544275499846
"ADCY5","ADCY5",0.150064440988652
"ADCY6","ADCY6",0.0560070825622044
"ADCY6-DT","ADCY6-DT",0.056624375
"ADCY7","ADCY7",-0.12458857407608
"ADCY8","ADCY8",NA
"ADCY9","ADCY9",-0.0715454515655406
"ADCYAP1","ADCYAP1",-0.0026395
"ADCYAP1R1","ADCYAP1R1",0.0370462365111585
"ADD1","ADD1",-0.0140098649190452
"ADD2","ADD2",NA
"ADD3","ADD3",-0.00945305328148405
"ADD3-AS1","ADD3-AS1",-0.0088692057652329
"ADGB","ADGB",-0.13845948988338
"ADGB-DT","ADGB-DT",-0.138787833333333
"ADGRA1","ADGRA1",0.0120561693833368
"ADGRA1-AS1","ADGRA1-AS1",0.0120922916666667
"ADGRA2","ADGRA2",-0.0232662620322649
"ADGRA3","ADGRA3",-0.0516352133160745
"ADGRA3P1","ADGRA3P1",-0.00340091666666667
"ADGRB1","ADGRB1",0.283516507232839
"ADGRB2","ADGRB2",0.0280370218328871
"ADGRB3","ADGRB3",-0.00058451959135672
"ADGRB3-DT","ADGRB3-DT",NA
"ADGRD1","ADGRD1",-0.0116106523664199
"ADGRD1-AS1","ADGRD1-AS1",-0.011529625
"ADGRD2","ADGRD2",-0.0706858716285759
"ADGRE1","ADGRE1",NA
"ADGRE2","ADGRE2",0.153976272874133
"ADGRE3","ADGRE3",0.153734560679564
"ADGRE4P","ADGRE4P",NA
"ADGRE5","ADGRE5",0.156250793014953
"ADGRF1","ADGRF1",0.0737332887264368
"ADGRF2","ADGRF2",0.0710653900188797
"ADGRF3","ADGRF3",0.089756827035797
"ADGRF4","ADGRF4",0.0697418361161473
"ADGRF5","ADGRF5",0.0740978885390196
"ADGRF5-AS1","ADGRF5-AS1",0.0759401666666667
"ADGRF5P1","ADGRF5P1",NA
"ADGRF5P2","ADGRF5P2",NA
"ADGRG1","ADGRG1",-0.149301202411146
"ADGRG2","ADGRG2",NA
"ADGRG3","ADGRG3",-0.149883041666667
"ADGRG4","ADGRG4",0.0519283008742048
"ADGRG5","ADGRG5",-0.151408602214443
"ADGRG6","ADGRG6",-0.119606392852654
"ADGRG7","ADGRG7",NA
"ADGRL1","ADGRL1",0.152799759998907
"ADGRL1-AS1","ADGRL1-AS1",0.153787056280124
"ADGRL2","ADGRL2",0.0140575439525702
"ADGRL3","ADGRL3",-0.0415775749472267
"ADGRL3-AS1","ADGRL3-AS1",-0.0420294418403712
"ADGRL4","ADGRL4",0.020714439788389
"ADGRV1","ADGRV1",-0.149009362335784
"ADH1A","ADH1A",-0.168722289109232
"ADH1B","ADH1B",NA
"ADH1C","ADH1C",-0.16948825
"ADH4","ADH4",-0.17181055070954
"ADH5","ADH5",-0.16706742601248
"ADH5P2","ADH5P2",0.0195714166666667
"ADH5P3","ADH5P3",0.144051083333333
"ADH5P4","ADH5P4",0.009268625
"ADH5P5","ADH5P5",0.145931083333333
"ADH6","ADH6",-0.16765076977206
"ADH7","ADH7",-0.169265208333333
"ADHFE1","ADHFE1",0.144304431416572
"ADI1","ADI1",0.07654475
"ADI1P1","ADI1P1",0.124956625
"ADI1P2","ADI1P2",0.190146583333333
"ADI1P3","ADI1P3",NA
"ADIG","ADIG",0.136714843725046
"ADIPOQ","ADIPOQ",0.246259860707339
"ADIPOQ-AS1","ADIPOQ-AS1",0.246301125
"ADIPOR1","ADIPOR1",0.130905770337083
"ADIPOR1P1","ADIPOR1P1",0.0956269166666667
"ADIPOR1P2","ADIPOR1P2",-0.0256897251699745
"ADIPOR2","ADIPOR2",0.157743435668358
"ADIRF","ADIRF",-0.0292436608274864
"ADIRF-AS1","ADIRF-AS1",-0.0281588251913047
"ADK","ADK",0.0380308497296717
"ADM","ADM",-0.101311708333333
"ADM-DT","ADM-DT",-0.101311708333333
"ADM2","ADM2",NA
"ADM5","ADM5",NA
"ADNP","ADNP",0.194297185981369
"ADNP-AS1","ADNP-AS1",0.196449833333333
"ADNP2","ADNP2",NA
"ADO","ADO",0.0285577916666667
"ADORA1","ADORA1",0.131701006295923
"ADORA2A","ADORA2A",NA
"ADORA2A-AS1","ADORA2A-AS1",-0.111407032571493
"ADORA2B","ADORA2B",-0.222643720210536
"ADORA2BP1","ADORA2BP1",0.0841997916666667
"ADORA3","ADORA3",0.0503790833333333
"ADPGK","ADPGK",-0.0364073789064793
"ADPGK-AS1","ADPGK-AS1",-0.0360055439963928
"ADPRH","ADPRH",0.149309412963172
"ADPRHL1","ADPRHL1",-0.0447987204622253
"ADPRM","ADPRM",-0.21739857136346
"ADPRS","ADPRS",0.106414291666667
"ADRA1A","ADRA1A",-0.201112749416351
"ADRA1B","ADRA1B",-0.0330445599254576
"ADRA1D","ADRA1D",0.136390886193359
"ADRA2A","ADRA2A",-0.00796995833333333
"ADRA2B","ADRA2B",0.089383625
"ADRA2C","ADRA2C",-0.02230375
"ADRB1","ADRB1",0.00151516666666667
"ADRB2","ADRB2",-0.0170095
"ADRB3","ADRB3",NA
"ADRM1","ADRM1",0.216022541666667
"ADSL","ADSL",-0.18518092385625
"ADSS1","ADSS1",0.00929121472559697
"ADSS2","ADSS2",0.137146164264121
"ADTRP","ADTRP",0.109310336950945
"AEBP1","AEBP1",0.0462787083333333
"AEBP2","AEBP2",0.141862096869592
"AEN","AEN",-0.0131998631325526
"AFAP1","AFAP1",-0.0257712626628677
"AFAP1-AS1","AFAP1-AS1",-0.0279996775324478
"AFAP1L1","AFAP1L1",-0.0177293912596684
"AFAP1L2","AFAP1L2",0.00464139045175315
"AFDN","AFDN",-0.1571383551309
"AFDN-DT","AFDN-DT",NA
"AFF1","AFF1",-0.14154221017365
"AFF2","AFF2",0.0452275244245572
"AFF2-IT1","AFF2-IT1",NA
"AFF3","AFF3",0.0663097820732809
"AFF4","AFF4",-0.0519342953495132
"AFF4-DT","AFF4-DT",-0.0519334583333333
"AFG1L","AFG1L",-0.0825227758187483
"AFG3L1P","AFG3L1P",NA
"AFG3L2","AFG3L2",0.000586101103088565
"AFG3L2P1","AFG3L2P1",NA
"AFM","AFM",-0.0415560738083403
"AFMID","AFMID",0.0238573017584983
"AFP","AFP",-0.0402480039646292
"AFTPH","AFTPH",0.0963751951749535
"AFTPH-DT","AFTPH-DT",NA
"AGA","AGA",-0.161251458333333
"AGA-DT","AGA-DT",-0.156751949487629
"AGAP1","AGAP1",0.0164395682467307
"AGAP1-IT1","AGAP1-IT1",NA
"AGAP10P","AGAP10P",NA
"AGAP11","AGAP11",-0.0298111575698426
"AGAP12P","AGAP12P",NA
"AGAP13P","AGAP13P",NA
"AGAP14P","AGAP14P",NA
"AGAP2","AGAP2",0.0673151357057433
"AGAP2-AS1","AGAP2-AS1",0.06742625
"AGAP3","AGAP3",0.142332656684487
"AGAP4","AGAP4",NA
"AGAP5","AGAP5",0.0358613672980436
"AGAP6","AGAP6",NA
"AGAP7P","AGAP7P",NA
"AGAP9","AGAP9",NA
"AGBL1","AGBL1",NA
"AGBL1-AS1","AGBL1-AS1",-0.0244654266460668
"AGBL2","AGBL2",0.0104734300040933
"AGBL3","AGBL3",0.136870112388271
"AGBL4","AGBL4",0.072775667978889
"AGBL4-AS1","AGBL4-AS1",0.0773662083333333
"AGBL4-IT1","AGBL4-IT1",0.0764705052393317
"AGBL5","AGBL5",0.0983948474869792
"AGBL5-AS1","AGBL5-AS1",0.098194
"AGBL5-IT1","AGBL5-IT1",0.0991235
"AGER","AGER",NA
"AGFG1","AGFG1",0.0219251891853946
"AGFG2","AGFG2",0.108971622072276
"AGGF1","AGGF1",-0.182920709965043
"AGGF1P1","AGGF1P1",NA
"AGGF1P10","AGGF1P10",NA
"AGGF1P2","AGGF1P2",NA
"AGGF1P3","AGGF1P3",NA
"AGGF1P4","AGGF1P4",NA
"AGGF1P5","AGGF1P5",NA
"AGGF1P6","AGGF1P6",NA
"AGGF1P7","AGGF1P7",NA
"AGGF1P8","AGGF1P8",NA
"AGGF1P9","AGGF1P9",NA
"AGK","AGK",0.144357196031497
"AGK-DT","AGK-DT",0.144113990901661
"AGKP1","AGKP1",NA
