"uniprot_gn_id","external_gene_name","description","gene_biotype","druggability","struct_score","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"B7U540","KCNJ18","potassium inwardly rectifying channel subfamily J member 18 ","protein_coding",0.739,76.5136363636364,"SM",0.911971428571429,"AF",0.911971428571429,"AF"
"B7Z1M9","C2CD4D","C2 calcium dependent domain containing 4D ","protein_coding",0.642,66.5877991694979,"AF",0.92385,"AF",0.92385,"AF"
"B9EJG8","TMEM150C","transmembrane protein 150C ","protein_coding",0.927,91.5828578706062,"AF",0.608885714285714,"AF",0.927,"AF"
"C9J069","AJM1","apical junction component 1 homolog ","protein_coding",0.549,53.6202674294838,"AF",0.926895238095238,"AF",0.926895238095238,"AF"
"C9J7I0","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1 ","protein_coding",0.754,62.3259793814433,"AF",0.939657142857143,"AF",0.939657142857143,"AF"
"C9JBD0","KRBOX1","KRAB box domain containing 1 ","protein_coding",0.896,66.7973047619048,"AF",0.913909523809524,"AF",0.913909523809524,"AF"
"C9JH25","PRRT4","proline rich transmembrane protein 4 ","protein_coding",0.987,52.8987555487525,"AF",0.686572727272727,"AF",0.987,"AF"
"C9JN71","ZNF878","zinc finger protein 878 ","protein_coding",0.725,78.8666095414544,"AF",0.984038095238095,"AF",0.984038095238095,"AF"
"C9JRZ8","AKR1B15","aldo-keto reductase family 1 member B15 ","protein_coding",0.992,97.7242989930287,"AF",0.540514285714286,"SM",0.992,"AF"
"C9JTQ0","ANKRD63","ankyrin repeat domain 63 ","protein_coding",0.764,62.2588002873563,"AF",0.913471428571429,"AF",0.913471428571429,"AF"
"D6REC4","CFAP99","cilia and flagella associated protein 99 ","protein_coding",0.417,73.1614888405008,"AF",0.9689,"AF",0.9689,"AF"
"E9PB15","PTGES3L","prostaglandin E synthase 3 like ","protein_coding",0.957,70.7667337807606,"AF",0.721009523809524,"AF",0.957,"AF"
"E9PI22","PRR23D1","proline rich 23 domain containing 1 ","protein_coding",0.861,51.6243643873336,"AF",0.921361904761905,"AF",0.921361904761905,"AF"
"E9PIF3","NPIPA2","nuclear pore complex interacting protein family member A2 ","protein_coding",0.932,52.6816452702703,"AF",0.929142857142857,"AF",0.932,"AF"
"E9PJI5","NPIPA7","nuclear pore complex interacting protein family member A7 ","protein_coding",0.991,51.2668602295746,"AF",0.852980952380952,"AF",0.991,"AF"
"E9PKD4","NPIPA5","nuclear pore complex interacting protein family member A5 ","protein_coding",1,52.1777035193743,"AF",0.180454545454545,"AF",1,"AF"
"E9PQR5","NPIPB8","nuclear pore complex interacting protein family member B8 ","protein_coding",0.936,52.3367183017785,"AF",0.7574,"AF",0.936,"AF"
"F8W1W9","NPIPB9","nuclear pore complex interacting protein family member B9 ","protein_coding",0.978,51.1571883135667,"AF",0.446633333333333,"AF",0.978,"AF"
"F8WFD2","NPIPA3","nuclear pore complex interacting protein family member A3 ","protein_coding",0.991,52.0239480242079,"AF",0.710707692307692,"AF",0.991,"AF"
"H0Y354","FAM72C","family with sequence similarity 72 member C ","protein_coding",0.925,84.7657278208441,"AF",0.304880952380952,"AF",0.925,"AF"
"H3BNL1","CIMIP7","ciliary microtubule inner protein 7 ","protein_coding",0.469,61.0957194679565,"AF",0.946580952380952,"AF",0.946580952380952,"AF"
"H3BTG2","TEX46","testis expressed 46 ","protein_coding",0.848,67.9455025380711,"AF",0.913433333333333,"AF",0.913433333333333,"AF"
"H3BV60","TGFBR3L","transforming growth factor beta receptor 3 like ","protein_coding",0.377,68.987184131091,"AF",0.974771428571429,"AF",0.974771428571429,"AF"
"H7C350","CCDC188","coiled-coil domain containing 188 ","protein_coding",0.971,61.635516677567,"AF",0.436528571428571,"AF",0.971,"AF"
"I0J062","PANO1","proapoptotic nucleolar protein 1 ","protein_coding",0.308,51.1922013758599,"AF",0.932614285714286,"AF",0.932614285714286,"AF"
