"TARGETID","all_target_genes","uniprotswissprot","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T00140","ALOX5","P09917","Rheumatoid arthritis","Small molecular drug","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","Successful target"
"T00140","ALOX5","P09917","Thrombocytopenia","Small molecular drug","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","Successful target"
"T00140","ALOX5","P09917","Malaria","Small molecular drug","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","Successful target"
"T00140","ALOX5","P09917","Influenza virus infection","Small molecular drug","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","Successful target"
"T00494","ABCA1","O95477","Coronary artery disease","Small molecular drug","ABCA1_HUMAN","ATP-binding cassette transporter A1 (ABCA1)","Successful target"
"T00494","ABCA1","O95477","Dyslipidemia",NA,"ABCA1_HUMAN","ATP-binding cassette transporter A1 (ABCA1)","Successful target"
"T00494","ABCA1","O95477","Lipid metabolism disorder",NA,"ABCA1_HUMAN","ATP-binding cassette transporter A1 (ABCA1)","Successful target"
"T00884","CXCR1","P25024","Inflammatory bowel disease","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Melanoma","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Chronic obstructive pulmonary disease","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","lung transplantation","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024",NA,NA,"CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024",NA,"Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Ischemia-reperfusion injury","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Gout","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Pain","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Pancreatic islet transplantation failure","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Myelodysplastic syndrome","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Graft rejection in heart transplantation","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Solid tumour/cancer","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00884","CXCR1","P25024","Ulcerative colitis","Small molecular drug","CXCR1_HUMAN","C-X-C chemokine receptor type 1 (CXCR1)","Successful target"
"T00895","PRKCE","Q02156","Ischemic reperfusion injury","Small molecular drug","KPCE_HUMAN","Protein kinase C epsilon (PRKCE)","Successful target"
"T00895","PRKCE","Q02156",NA,"Small molecular drug","KPCE_HUMAN","Protein kinase C epsilon (PRKCE)","Successful target"
"T00895","PRKCE","Q02156","Alzheimer disease","Small molecular drug","KPCE_HUMAN","Protein kinase C epsilon (PRKCE)","Successful target"
"T00895","PRKCE","Q02156","Inflammation",NA,"KPCE_HUMAN","Protein kinase C epsilon (PRKCE)","Successful target"
"T00895","PRKCE","Q02156","Anxiety disorder","Small molecular drug","KPCE_HUMAN","Protein kinase C epsilon (PRKCE)","Successful target"
"T00895","PRKCE","Q02156","Malaria","Small molecular drug","KPCE_HUMAN","Protein kinase C epsilon (PRKCE)","Successful target"
"T00972","HIV gp120",NA,"Human immunodeficiency virus infection","Vaccine","ENV_HV1H2","Human immunodeficiency virus Envelope glycoprotein gp120 (HIV gp120)","Successful target"
"T00972","HIV gp120",NA,NA,NA,"ENV_HV1H2","Human immunodeficiency virus Envelope glycoprotein gp120 (HIV gp120)","Successful target"
"T00972","HIV gp120",NA,"Human immunodeficiency virus infection","Small molecular drug","ENV_HV1H2","Human immunodeficiency virus Envelope glycoprotein gp120 (HIV gp120)","Successful target"
"T00972","HIV gp120",NA,"Human immunodeficiency virus infection",NA,"ENV_HV1H2","Human immunodeficiency virus Envelope glycoprotein gp120 (HIV gp120)","Successful target"
"T01318","Malaria DHOdehase",NA,"Nasopharyngeal carcinoma","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Rheumatoid arthritis","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Malaria","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Non-small-cell lung cancer","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,NA,"Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Malaria",NA,"PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Multiple sclerosis","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Hepatitis B virus infection","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Fungal infection","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Hyperlipidaemia","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,NA,NA,"PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01318","Malaria DHOdehase",NA,"Arthritis","Small molecular drug","PYRD_PLAF7","Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase)","Successful target"
"T01777","ADRA2C","P18825","Peripheral arterial disease",NA,"ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Pain","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Ocular disease","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Neurological disorder","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Coronavirus infection","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Dementia","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Depression","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Post-traumatic stress disorder","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Diabetic nephropathy","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Obesity","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Heart arrhythmia","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825",NA,NA,"ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Sexual dysfunction",NA,"ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Diabetic complication","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Glaucoma/ocular hypertension",NA,"ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Asthma","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Allergic rhinitis","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Erythema","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825",NA,"Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Prostate disease","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Alzheimer disease","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Alcohol dependence","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Fibromyalgia","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Ocular hypertension","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Neuropathic pain","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Alzheimer disease",NA,"ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Hypotension","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Male sexual disorder","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Contusion",NA,"ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Peptic ulcer","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Hypertension","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Heart failure","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Poison intoxication","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01777","ADRA2C","P18825","Glaucoma/ocular hypertension","Small molecular drug","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","Successful target"
"T01840",NA,NA,"Alzheimer disease",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Coagulation defect","Small molecular drug","NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Cystic fibrosis",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Chronic obstructive pulmonary disease",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Solid tumour/cancer",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Rheumatoid arthritis","Small molecular drug","NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Coagulation defect",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Alpha-1 antitrypsin deficiency",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T01840",NA,NA,"Atopic dermatitis",NA,"NOUNIPROTAC","Protease unspecific (PRO)","Successful target"
"T02001","PDE4D","Q08499","Xerophthalmia",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Cutaneous T-cell lymphoma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Atopic dermatitis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499",NA,"Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Atopic dermatitis","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Lung inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Chronic obstructive pulmonary disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Alzheimer disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Mood disorder",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Cognitive impairment","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Chronic lymphocytic leukaemia",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Rheumatoid arthritis","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Glomerulonephritis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Crohn disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Psoriasis vulgaris","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Huntington disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Respiratory tract inflammation",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Asthma",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Peripheral vascular disease","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Asthma","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Rhinitis","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Allergy","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Psoriasis vulgaris",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Chronic obstructive pulmonary disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Parkinson disease",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Multiple sclerosis",NA,"PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02001","PDE4D","Q08499","Spasm","Small molecular drug","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","Successful target"
"T02119","ARSB","P15848","Mucopolysaccharidosis",NA,"ARSB_HUMAN","N-acetylgalactosamine-4-sulfatase (G4S)","Successful target"
"T02246",NA,NA,"Iron overload disease","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Cardiovascular disease",NA,"NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Thalassemia","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Iron-deficiency anemia","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Acute iron or aluminum toxicity","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Anemia",NA,"NOUNIPROTAC","Iron (Fe)","Successful target"
"T02246",NA,NA,"Osteoporosis","Small molecular drug","NOUNIPROTAC","Iron (Fe)","Successful target"
"T02318","TNFSF13B","Q9Y275","Rheumatoid arthritis",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275",NA,"Antibody","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Lymphoma",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Idiopathic thrombocytopenic purpura",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Systemic lupus erythematosus",NA,"TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Systemic lupus erythematosus","Small molecular drug","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275",NA,"Small molecular drug","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Multiple myeloma","Monoclonal antibody","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02318","TNFSF13B","Q9Y275","Systemic lupus erythematosus","Antibody","TN13B_HUMAN","B-cell-activating factor (TNFSF13B)","Successful target"
"T02333","GHR","P10912","Acromegaly",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Obesity","Small molecular drug","GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Growth hormone deficiency",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Dwarfism",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Growth hormone deficiency","Small molecular drug","GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Eating disorder",NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912","Eating disorder","Small molecular drug","GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02333","GHR","P10912",NA,NA,"GHR_HUMAN","Growth hormone receptor (GHR)","Successful target"
"T02551","DRD3","P35462","Recurring respiratory infection",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Gastric motility disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Schizophrenia","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Endometrial cancer",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462",NA,"Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462",NA,NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Bipolar disorder",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Diabetic gastroparesis","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Parkinson disease",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Substance use disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Multiple myeloma",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Neuroendocrine cancer",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Drug abuse","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Attention deficit hyperactivity disorder",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Nasopharyngeal carcinoma","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Vomiting","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Schizophrenia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Solid tumour/cancer",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Vomiting",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Female sexual arousal dysfunction",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","leukaemia",NA,"DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Major depressive disorder","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
"T02551","DRD3","P35462","Parkinson disease","Small molecular drug","DRD3_HUMAN","Dopamine D3 receptor (D3R)","Successful target"
