"uniprot_id","druggability","struct_score","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"Q8NCK7",0.999,84.3856035502959,"AF",0.3237,"AF",0.999,"AF"
"Q8NFM4",0.999,79.1683163265306,"AF",0.43542380952381,"AF",0.999,"AF"
"Q8NGY2",0.999,85.9097859922179,"AF",0.31467619047619,"AF",0.999,"AF"
"Q8TDI7",0.999,68.1981326135105,"AF",0.253961904761905,"AF",0.999,"AF"
"Q8WTV0",0.999,84.3474257657236,"AF",0.269057142857143,"AF",0.999,"AF"
"Q96AQ2",0.999,65.8054387096774,"AF",0.3147,"AF",0.999,"AF"
"Q96B21",0.999,90.5541474245115,"AF",0.976361904761905,"AF",0.999,"AF"
"Q96DR5",0.999,61.7753846153846,"AF",0.745128571428571,"AF",0.999,"AF"
"Q96P50",0.999,76.483696054254,"AF",0.826609523809524,"AF",0.999,"AF"
"Q96PP9",0.999,86.2397819739147,"AF",0.31762380952381,"AF",0.999,"AF"
"Q96PS8",0.999,91.0967352415027,"AF",0.30827619047619,"AF",0.999,"AF"
"Q96SA4",0.999,78.6529680493274,"AF",0.408571428571429,"AF",0.999,"AF"
"Q99835",0.999,74.3320393374741,"SM",0.420428571428571,"SM",0.999,"SM"
"Q9BXC1",0.999,84.2611189069424,"AF",0.4297,"AF",0.999,"AF"
"Q9BY41",0.999,92.5495432185524,"SM",0.584361904761905,"AF",0.999,"SM"
"Q9GZR5",0.999,84.0631597089238,"AF",0.578304761904762,"AF",0.999,"AF"
"Q9H244",0.999,73.5317394888706,"SM",0.33632380952381,"AF",0.999,"SM"
"Q9H461",0.999,69.7084597236266,"SM",0.680685714285714,"AF",0.999,"SM"
"Q9H9F9",0.999,58.3091776958125,"SM",0.0998380952380952,"AF",0.999,"SM"
"Q9HBI6",0.999,92.136736618722,"AF",0.842790476190476,"AF",0.999,"AF"
"Q9HCN3",0.999,81.318483627204,"AF",0.425190476190476,"AF",0.999,"AF"
"Q9NRD8",0.999,83.9241270481879,"AF",0.746219047619048,"SM",0.999,"AF"
"Q9NZP2",0.999,89.4049089437475,"AF",0.935328571428571,"AF",0.999,"AF"
"Q9P0X4",0.999,60.3501271088514,"SM",0.653776190476191,"AF",0.999,"SM"
"Q9ULL1",0.999,50.8804623695294,"AF",0.9761,"AF",0.999,"AF"
"Q9UPQ8",0.999,90.1405023923445,"AF",0.950666666666667,"AF",0.999,"AF"
"Q9Y3I0",0.999,90.5631647211414,"SM",0.313309090909091,"SM",0.999,"SM"
"Q9Y5P4",0.999,77.8958796389168,"AF",0.891009523809524,"SM",0.999,"AF"
"Q9Y6N5",0.999,91.9770186335404,"SM",0.505676190476191,"SM",0.999,"SM"
"A0FGR8",0.998,83.9481481481481,"SM",0.954528571428571,"SM",0.998,"SM"
"B2RXF0",0.998,81.5380860286762,"AF",0.706390476190476,"AF",0.998,"AF"
"O00254",0.998,76.8267676431425,"AF",0.929861904761905,"AF",0.998,"AF"
"O00338",0.998,95.7546737357259,"AF",0.0316471428571429,"SM",0.998,"AF"
"O14994",0.998,73.8307624831309,"AF",0.647,"SM",0.998,"AF"
"O43315",0.998,91.0660036084799,"AF",0.850118181818182,"AF",0.998,"AF"
"O43497",0.998,56.6850912778905,"SM",0.64227619047619,"AF",0.998,"SM"
"O60551",0.998,88.4625660142902,"SM",0.540714285714286,"AF",0.998,"SM"
"O75897",0.998,89.3013411567477,"SM",0.507880952380952,"SM",0.998,"SM"
"O95373",0.998,67.9903097421699,"SM",0.814847619047619,"SM",0.998,"SM"
"O95622",0.998,62.4233036119087,"SM",0.24917619047619,"AF",0.998,"SM"
"P02771",0.998,88.3085677474769,"SM",0.335419047619048,"SM",0.998,"SM"
"P07202",0.998,84.39631062595,"AF",0.35855,"AF",0.998,"AF"
"P08686",0.998,82.5218586747319,"SM",0.817153333333333,"SM",0.998,"SM"
"P0C870",0.998,97.8788928289992,"AF",0.209615789473684,"SM",0.998,"AF"
"P0DMM9",0.998,91.9272959183673,"SM",0.8226,"SM",0.998,"SM"
"P0DMN0",0.998,91.9272959183673,"SM",0.715752380952381,"AF",0.998,"SM"
"P13584",0.998,91.6337809917355,"SM",0.124633333333333,"SM",0.998,"SM"
"P13945",0.998,75.9416088199265,"SM",0.860490476190476,"SM",0.998,"SM"
"P15812",0.998,80.1762483745124,"AF",0.83747619047619,"SM",0.998,"AF"
"P15813",0.998,84.2493138151876,"SM",0.322033333333333,"AF",0.998,"SM"
"P18405",0.998,91.8701925854598,"AF",0.2793,"AF",0.998,"AF"
"P20815",0.998,82.9992076069731,"SM",0.879747619047619,"SM",0.998,"SM"
"P23109",0.998,83.6296095717884,"AF",0.669957142857143,"AF",0.998,"AF"
"P25100",0.998,64.5680095731951,"SM",0.700819047619048,"SM",0.998,"SM"
"P48651",0.998,80.3455863647927,"AF",0.768304761904762,"AF",0.998,"AF"
"P48739",0.998,87.9850475758949,"SM",0.557876190476191,"AF",0.998,"SM"
"P63135",0.998,72.8946182287188,"AF",0.465593333333333,"AF",0.998,"AF"
"Q02127",0.998,95.8251125082727,"AF",0.596933333333333,"SM",0.998,"AF"
"Q08357",0.998,72.9532440056417,"AF",0.437385714285714,"AF",0.998,"AF"
"Q13635",0.998,71.5431240742851,"SM",0.879152380952381,"SM",0.998,"SM"
"Q14728",0.998,92.0009369144285,"SM",0.713790909090909,"AF",0.998,"SM"
"Q15858",0.998,64.5205333333333,"SM",0.711276190476191,"SM",0.998,"SM"
"Q3LXA3",0.998,95.4100193845408,"AF",0.511319047619048,"AF",0.998,"AF"
"Q5CZC0",0.998,50.9761038261182,"AF",0.956419047619048,"AF",0.998,"AF"
"Q5GH70",0.998,72.577589023195,"SM",0.587680952380952,"AF",0.998,"SM"
"Q6NUM9",0.998,95.2171556122449,"AF",0.708486666666667,"AF",0.998,"AF"
"Q6P9B9",0.998,78.0816287629815,"AF",0.589161904761905,"SM",0.998,"AF"
"Q6Y1H2",0.998,78.7545748383889,"AF",0.16655,"AF",0.998,"AF"
"Q6ZNA5",0.998,88.7531071505261,"AF",0.638171428571429,"AF",0.998,"AF"
"Q6ZVX9",0.998,86.6401557838913,"AF",0.0479981818181818,"AF",0.998,"AF"
"Q7LBE3",0.998,71.9286186384666,"SM",0.796009523809524,"SM",0.998,"SM"
"Q7Z4H7",0.998,74.1027742749054,"SM",0.6318,"SM",0.998,"SM"
"Q8N966",0.998,88.4223471882641,"AF",0.4685,"AF",0.998,"AF"
"Q8NGM9",0.998,89.7450879345603,"AF",0.26205,"AF",0.998,"AF"
"Q8TDN7",0.998,93.6866348340155,"AF",0.358328571428571,"AF",0.998,"AF"
"Q8TDV5",0.998,81.0714285714286,"SM",0.496683333333333,"SM",0.998,"SM"
"Q8TE04",0.998,72.8243338505875,"AF",0.894557142857143,"SM",0.998,"AF"
"Q96A54",0.998,78.337224383917,"SM",0.294723809523809,"AF",0.998,"SM"
"Q96H96",0.998,86.317850140056,"AF",0.10819,"AF",0.998,"AF"
"Q96JG8",0.998,54.865,"AF",0.743390476190476,"AF",0.998,"AF"
"Q96LT7",0.998,65.7475888674566,"SM",0.723933333333333,"SM",0.998,"SM"
"Q96PR1",0.998,68.6055497925311,"SM",0.751180952380952,"AF",0.998,"SM"
"Q99250",0.998,62.8320701245634,"SM",0.774185714285714,"AF",0.998,"SM"
"Q9BVG9",0.998,82.5780261175289,"AF",0.45547619047619,"AF",0.998,"AF"
"Q9BZF2",0.998,71.630390461997,"AF",0.181309523809524,"AF",0.998,"AF"
"Q9H1C4",0.998,85.2238070539419,"SM",0.464233333333333,"AF",0.998,"SM"
"Q9HB29",0.998,77.409100586574,"AF",0.471542857142857,"AF",0.998,"AF"
"Q9NPC1",0.998,81.7689171023152,"AF",0.526194444444444,"AF",0.998,"AF"
"Q9NPP4",0.998,85.1586064168504,"AF",0.603195238095238,"SM",0.998,"AF"
"Q9NUN7",0.998,93.4403270609319,"AF",0.772741666666667,"AF",0.998,"AF"
"Q9NY46",0.998,63.6511311909777,"SM",0.237419047619048,"SM",0.998,"SM"
"Q9NY59",0.998,82.2092833876221,"SM",0.0776947619047619,"AF",0.998,"SM"
"Q9P2U7",0.998,80.2484445467096,"AF",0.931980952380952,"AF",0.998,"AF"
"Q9UBJ2",0.998,81.377867760123,"AF",0.671528571428571,"AF",0.998,"AF"
"Q9UI17",0.998,95.1660140576951,"AF",0.445166666666667,"SM",0.998,"AF"
"Q9Y2E8",0.998,75.7560021691974,"AF",0.355836363636364,"AF",0.998,"AF"
"Q9Y4A9",0.998,87.6682248281439,"AF",0.225461904761905,"AF",0.998,"AF"
"Q9Y6L6",0.998,80.8120714684534,"AF",0.581228571428571,"SM",0.998,"AF"
"O95292",0.155,78.5225677031093,"SM",0.997321428571429,"SM",0.997321428571429,"SM"
"A6NFE2",0.997,59.1900217312568,"AF",0.907983333333333,"AF",0.997,"AF"
"A6NML5",0.997,73.2038349834984,"AF",0.534933333333333,"AF",0.997,"AF"
"O00763",0.997,67.6492019430951,"SM",0.209909523809524,"SM",0.997,"SM"
"O00767",0.997,87.6349693251534,"SM",0.588714285714286,"AF",0.997,"SM"
"O15229",0.997,85.5560283687943,"SM",0.0930795238095238,"AF",0.997,"SM"
"O15438",0.997,78.6820710312366,"SM",0.754252380952381,"SM",0.997,"SM"
"P00156",0.997,97.7663567174057,"AF",0.856480952380952,"SM",0.997,"AF"
"P18428",0.997,81.4267373709182,"SM",0.572754545454545,"AF",0.997,"SM"
"P21817",0.997,75.5543385568513,"AF",0.912442857142857,"AF",0.997,"AF"
"P22059",0.997,79.5082116788321,"SM",0.370395238095238,"AF",0.997,"SM"
"P23786",0.997,92.3656431868352,"SM",0.23557619047619,"AF",0.997,"SM"
"P32418",0.997,69.3439358318352,"SM",0.748842857142857,"SM",0.997,"SM"
"P35367",0.997,51.0880129589633,"SM",0.376338095238095,"AF",0.997,"SM"
"P43304",0.997,86.0993910594861,"AF",0.615890476190476,"AF",0.997,"AF"
"P45844",0.997,81.6895963025844,"AF",0.885480952380952,"AF",0.997,"AF"
"P51798",0.997,80.9691204221973,"AF",0.6819,"AF",0.997,"AF"
"P54219",0.997,68.8190998268898,"SM",0.962247619047619,"AF",0.997,"SM"
"Q02224",0.997,72.5524854202401,"AF",0.814014285714286,"SM",0.997,"AF"
"Q14204",0.997,76.9411604573384,"SM",0.874433333333333,"AF",0.997,"SM"
"Q5NUL3",0.997,79.4405043782837,"AF",0.606957142857143,"SM",0.997,"AF"
"Q5T4S7",0.997,82.3662988008295,"AF",0.870152380952381,"AF",0.997,"AF"
"Q69YN4",0.997,83.2305326608439,"SM",0.430480952380952,"AF",0.997,"SM"
"Q6NT55",0.997,93.3332569857994,"AF",0.181651428571429,"AF",0.997,"AF"
"Q6P093",0.997,95.6402279026794,"AF",0.891390476190476,"AF",0.997,"AF"
"Q7Z3F1",0.997,73.3567609555914,"AF",0.642535714285714,"AF",0.997,"AF"
"Q7Z7B1",0.997,86.8716521305756,"AF",0.939914285714286,"AF",0.997,"AF"
"Q86UA1",0.997,82.597593061077,"AF",0.428038095238095,"AF",0.997,"AF"
"Q86YC3",0.997,73.288471849866,"SM",0.881761904761905,"SM",0.997,"SM"
"Q8IY49",0.997,86.4841365280289,"AF",0.354,"AF",0.997,"AF"
"Q8N5S9",0.997,72.3312312006118,"AF",0.847842857142857,"AF",0.997,"AF"
"Q92504",0.997,66.2056494787264,"AF",0.749423809523809,"AF",0.997,"AF"
"Q92508",0.997,74.1268835277833,"AF",0.844585714285714,"SM",0.997,"AF"
"Q92911",0.997,78.6442100215776,"SM",0.09949,"AF",0.997,"SM"
"Q969R2",0.997,80.5903431521409,"SM",0.172795238095238,"SM",0.997,"SM"
"Q96GS6",0.997,90.0161313258051,"AF",0.830057142857143,"AF",0.997,"AF"
"Q96HR9",0.997,72.3751903323263,"AF",0.807466666666667,"AF",0.997,"AF"
"Q96IV6",0.997,93.0691503976862,"AF",0.471061904761905,"AF",0.997,"AF"
"Q96LT4",0.997,79.5338025271819,"AF",0.891090476190476,"SM",0.997,"AF"
"Q96RI8",0.997,90.9324278312361,"AF",0.919638095238095,"SM",0.997,"AF"
"Q9BYV6",0.997,69.5005339003071,"AF",0.316714285714286,"AF",0.997,"AF"
"Q9GZN0",0.997,62.6170659941152,"SM",0.573371428571429,"AF",0.997,"SM"
"Q9H013",0.997,70.0640242738306,"AF",0.945904761904762,"AF",0.997,"AF"
"Q9H9Y6",0.997,89.0403154153709,"SM",0.792971428571429,"SM",0.997,"SM"
"Q9HB14",0.997,74.9018863779033,"AF",0.452754545454545,"AF",0.997,"AF"
"Q9HC97",0.997,87.4544217687075,"SM",0.784154545454545,"SM",0.997,"SM"
"Q9HD34",0.997,79.4688856729378,"SM",0.598180952380952,"SM",0.997,"SM"
"Q9NXK6",0.997,92.4435868754661,"AF",0.578471428571429,"AF",0.997,"AF"
"Q9NXN4",0.997,83.1432686002522,"AF",0.943138095238095,"AF",0.997,"AF"
"Q9NYV8",0.997,76.3819849874896,"SM",0.0376958333333333,"SM",0.997,"SM"
"Q9UBU6",0.997,60.0733536977492,"AF",0.527342857142857,"AF",0.997,"AF"
"Q9UHI7",0.997,79.3062865497076,"SM",0.994804761904762,"SM",0.997,"SM"
"Q9UHJ9",0.997,90.2377097396336,"AF",0.0983572727272727,"AF",0.997,"AF"
"Q9Y6A2",0.997,94.9295051237191,"AF",0.6165,"SM",0.997,"AF"
"A0JNW5",0.996,67.7696321041215,"AF",0.803085714285714,"AF",0.996,"AF"
"A2A3N6",0.996,67.4374505395683,"AF",0.0415209523809524,"SM",0.996,"AF"
"A5PLL7",0.996,91.0462658802178,"AF",0.389428571428571,"AF",0.996,"AF"
"A8MYU2",0.996,74.5034605263158,"AF",0.676157142857143,"AF",0.996,"AF"
"O00204",0.996,87.7219032921811,"AF",0.858852380952381,"SM",0.996,"AF"
"O14569",0.996,93.6279763313609,"AF",0.561818181818182,"AF",0.996,"AF"
"O43448",0.996,84.8863633398565,"AF",0.48612380952381,"AF",0.996,"AF"
"O60287",0.996,75.8249572410709,"AF",0.903652380952381,"AF",0.996,"AF"
"P00414",0.996,76.3878702397743,"SM",0.94692380952381,"AF",0.996,"SM"
"P04839",0.996,85.3930121527778,"SM",0.428118181818182,"AF",0.996,"SM"
"P0C7X4",0.996,77.529736346516,"AF",0.470123809523809,"AF",0.996,"AF"
"P10632",0.996,92.4061477707006,"AF",0.58047619047619,"AF",0.996,"AF"
"P11279",0.996,86.8065999364474,"AF",0.794390476190476,"SM",0.996,"AF"
"P21453",0.996,75.0599755201958,"SM",0.868357142857143,"SM",0.996,"SM"
"P23975",0.996,89.7110462505613,"SM",0.115133333333333,"AF",0.996,"SM"
"P34903",0.996,77.5765834834062,"AF",0.199709523809524,"SM",0.996,"AF"
"P35372",0.996,76.4789671660822,"AF",0.147195238095238,"SM",0.996,"AF"
"P35408",0.996,71.0931687684465,"AF",0.643342857142857,"AF",0.996,"AF"
"P35498",0.996,62.8315789473684,"SM",0.447009523809524,"SM",0.996,"SM"
"P36021",0.996,80.0514439140811,"AF",0.288346153846154,"AF",0.996,"AF"
"P48380",0.996,67.8685716723549,"AF",0.196336363636364,"AF",0.996,"AF"
"P56937",0.996,90.4883364346855,"AF",0.6730125,"AF",0.996,"AF"
"Q02161",0.996,85.0331942265453,"AF",0.641714285714286,"AF",0.996,"AF"
"Q12982",0.996,72.3363324121595,"AF",0.584995238095238,"AF",0.996,"AF"
"Q13936",0.996,62.4090796005706,"AF",0.556028571428571,"AF",0.996,"AF"
"Q14534",0.996,91.6555146016445,"SM",0.234714285714286,"SM",0.996,"SM"
"Q16836",0.996,89.147504456328,"SM",0.648357142857143,"SM",0.996,"SM"
"Q32M45",0.996,79.5631782354437,"AF",0.555214285714286,"AF",0.996,"AF"
"Q3SXM5",0.996,92.080199157411,"AF",0.348285714285714,"AF",0.996,"AF"
"Q49AJ0",0.996,61.7572405918889,"AF",0.190538095238095,"AF",0.996,"AF"
"Q5VST9",0.996,62.1399981287425,"AF",0.950580952380952,"AF",0.996,"AF"
"Q5VTY9",0.996,87.6719325961032,"SM",0.838090476190476,"SM",0.996,"SM"
"Q63HN8",0.996,80.5239026136771,"AF",0.557085714285714,"SM",0.996,"AF"
"Q6P2M8",0.996,73.7205169628433,"SM",0.381285714285714,"AF",0.996,"SM"
"Q7L0J3",0.996,73.3362554790232,"SM",0.57472380952381,"AF",0.996,"SM"
"Q7Z465",0.996,68.6518282647585,"AF",0.479141666666667,"AF",0.996,"AF"
"Q8IUH5",0.996,87.6073187414501,"AF",0.630795238095238,"AF",0.996,"AF"
"Q8IVF4",0.996,86.8717862165963,"SM",0.945942857142857,"AF",0.996,"SM"
"Q8N612",0.996,69.4889122240172,"AF",0.461271428571429,"AF",0.996,"AF"
"Q8NB78",0.996,91.7471459459459,"AF",0.368755555555556,"SM",0.996,"AF"
"Q8NEB9",0.996,66.3529158905287,"SM",0.534433333333333,"AF",0.996,"SM"
"Q8NFN8",0.996,55.6466282789507,"AF",0.318083333333333,"SM",0.996,"AF"
"Q8NG84",0.996,86.1556965361446,"AF",0.846780952380952,"AF",0.996,"AF"
"Q8TDS5",0.996,77.3128686493185,"AF",0.801942857142857,"AF",0.996,"AF"
"Q92959",0.996,82.0247409063198,"AF",0.904047619047619,"AF",0.996,"AF"
"Q96DZ9",0.996,59.4065923384791,"AF",0.921676190476191,"AF",0.996,"AF"
"Q99570",0.996,78.1643102487932,"AF",0.574342857142857,"SM",0.996,"AF"
"Q9BVR0",0.996,68.903578935723,"AF",0.528585714285714,"AF",0.996,"AF"
"Q9H3N8",0.996,67.0116358658453,"SM",0.393304761904762,"AF",0.996,"SM"
"Q9H6R6",0.996,86.6833572281959,"AF",0.934252380952381,"AF",0.996,"AF"
"Q9HAW9",0.996,91.4403761904762,"AF",0.8452,"AF",0.996,"AF"
"Q9HAY6",0.996,90.7772052500566,"AF",0.841323809523809,"AF",0.996,"AF"
"Q9NQ40",0.996,80.3920908071749,"AF",0.873447619047619,"AF",0.996,"AF"
"Q9NS75",0.996,78.2612958226769,"SM",0.42182380952381,"SM",0.996,"SM"
"Q9NVV5",0.996,94.0548682170543,"AF",0.618409523809524,"AF",0.996,"AF"
"Q9UPQ4",0.996,87.9343805198082,"AF",0.0497172727272727,"AF",0.996,"AF"
"Q9Y5W5",0.996,79.9755820379965,"AF",0.80157619047619,"AF",0.996,"AF"
"Q5SQ80",0.566,71.8956005459509,"AF",0.995704761904762,"AF",0.995704761904762,"AF"
"Q13426",0.835,75.2298919925512,"AF",0.995380952380952,"AF",0.995380952380952,"AF"
"A0A1B0GWB2",0.995,57.8399894235854,"AF",0.267628571428571,"AF",0.995,"AF"
"O14520",0.995,78.6089947089947,"SM",0.376914285714286,"SM",0.995,"SM"
"O15118",0.995,72.4666874221669,"SM",0.74192380952381,"SM",0.995,"SM"
"O15374",0.995,79.7232573375262,"AF",0.779352380952381,"AF",0.995,"AF"
"P15538",0.995,91.1017122443952,"AF",0.149590476190476,"SM",0.995,"AF"
"P22888",0.995,79.6695637219406,"AF",0.0680642857142857,"SM",0.995,"AF"
"P28223",0.995,71.9205983889528,"SM",0.859281818181818,"AF",0.995,"SM"
"P46019",0.995,73.5853984575836,"SM",0.358109523809524,"SM",0.995,"SM"
"P46379",0.995,58.5484585121602,"AF",0.576309523809524,"SM",0.995,"AF"
"P52566",0.995,70.3047318611987,"SM",0.691836363636364,"AF",0.995,"SM"
"P54855",0.995,93.6438130667287,"AF",0.665390476190476,"AF",0.995,"AF"
"Q01668",0.995,65.1819636241159,"SM",0.829395238095238,"AF",0.995,"SM"
"Q02318",0.995,88.842860503411,"AF",0.156928571428571,"AF",0.995,"AF"
"Q13085",0.995,70.8598094170404,"SM",0.56677619047619,"AF",0.995,"SM"
