"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score","base_count","cancer_count","MeSH_count","title_query","ovarian_count","title_count"
"20","CCR3","P51677","3",0,3,2.96413286804797,"AF-P51677-F1-model_v4","P51677-F1",0.223,0.984,4,83.613241284087,1858,245,137,51,13,51
"21","ELOVL2","Q9NXB9","34",0,1,3.21160521041282,"AF-Q9NXB9-F1-model_v4","Q9NXB9-F1",0.217,0.984,1,87.6770568972575,331,48,22,13,2,13
"22","SSTR5","P35346","3",0,1,3.09877903021429,"AF-P35346-F1-model_v4","P35346-F1",0.049,0.979,2,81.3028307357738,586,325,278,28,1,28
"23","GABRB3","P28472","36",0,2,2.70875557273571,"AF-P28472-F1-model_v4","P28472-F1",0.328,0.978,1,80.5361431567908,446,26,13,0,0,0
"24","ATP6V0A4","Q9HBG4","12",0,1,2.02061644356461,"AF-Q9HBG4-F1-model_v4","Q9HBG4-F1",0.147,0.977,1,82.9373032714412,109,12,7,1,0,1
"25","SLC1A1","P43005","66",0,1,2.2668794261914,"AF-P43005-F1-model_v4","P43005-F1",0.172,0.976,1,80.3344966275293,576,57,21,8,0,8
"26","FBN2","P35556","3",0,1,3.89901565091441,"AF-P35556-F5-model_v4","P35556-F5",0.107,0.975,1,75.7839261809141,323,51,39,6,5,6
"27","EZR","P15311","3",9043,11,2.49101460770949,"AF-P15311-F1-model_v4","P15311-F1",0.19,0.972,1,88.4196745138178,218,115,81,18,3,18
"28","CACNA1B","Q00975","3",4374,3,2.32492885718879,"AF-Q00975-F1-model_v4","Q00975-F1",0.13,0.971,2,60.3841264342931,339,28,15,2,1,2
"29","KIF20B","Q96Q89","3",0,4,2.25849947061561,"AF-Q96Q89-F1-model_v4","Q96Q89-F1",0.232,0.971,4,63.7483354768835,60,33,23,6,2,6
"30","CYP2A6","P11509","30",3,2,5.62540439812465,"AF-P11509-F1-model_v4","P11509-F1",0.104,0.97,1,96.5680683245416,1906,476,231,134,7,134
"31","NOX5","Q96PH1","3",625,2,2.01162753540659,"AF-Q96PH1-F1-model_v4","Q96PH1-F1",0.157,0.969,1,80.6309760498688,362,92,58,33,2,33
"32","PLA2G2D","Q9UNK4","59",0,1,5.33738656904491,"AF-Q9UNK4-F1-model_v4","Q9UNK4-F1",0.034,0.968,1,92.6282536924414,65,28,10,2,5,2
"33","H2BC4","P62807","3",3084,8,2.76077088570225,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221,0,0,0,0,0,0
"34","H2BC6","P62807","3",22518,15,3.95438471043411,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221,0,0,0,0,0,0
"35","HTR2C","P28335","39",0,1,3.79526727991117,"AF-P28335-F1-model_v4","P28335-F1",0.059,0.961,3,73.5313296703297,390,21,11,3,2,3
"36","MS4A1","P11836","3",0,1,2.02711994400181,"AF-P11836-F1-model_v4","P11836-F1",0.126,0.961,1,70.5959067357513,146,96,73,7,2,7
"37","CERS6","Q6ZMG9","21",0,1,2.84533228518456,"AF-Q6ZMG9-F1-model_v4","Q6ZMG9-F1",0.159,0.96,2,87.9754488188976,156,82,51,29,3,29
"38","HACD3","Q9P035","34",0,1,2.65122518094237,"AF-Q9P035-F1-model_v4","Q9P035-F1",0.082,0.96,2,88.7885658153242,15,3,1,0,0,0
"39","H2BC5","P58876","3",31489,13,2.98948272126679,"AF-P58876-F1-model_v4","P58876-F1",0.283,0.959,1,87.5827170582227,2,1,0,0,0,0
"40","H2BC17","P23527","3",2006,9,4.45020441048924,"AF-P23527-F1-model_v4","P23527-F1",0.371,0.957,2,88.0009928352098,0,0,0,0,0,0
"41","TTK","P33981","3",625,3,4.86814108533029,"AF-P33981-F1-model_v4","P33981-F1",0.087,0.956,1,63.954351783879,2101,764,460,82,40,82
"42","PLK1","P53350","3",22076,11,3.82070196543699,"AF-P53350-F1-model_v4","P53350-F1",0.175,0.953,2,85.1698896752706,3048,2127,1136,698,57,698
"43","SQLE","Q14534","67",0,1,3.64663790290407,"AF-Q14534-F1-model_v4","Q14534-F1",0.304,0.953,2,86.1164581947217,286,123,79,25,4,25
"44","SYNDIG1","Q9H7V2","3",0,1,2.68376625058949,"AF-Q9H7V2-F1-model_v4","Q9H7V2-F1",0.011,0.952,1,53.9037824351297,24,5,2,0,0,0
"45","ASIC2","Q16515","3",625,2,3.75093654115778,"AF-Q16515-F1-model_v4","Q16515-F1",0.311,0.951,1,86.9764060187469,253,23,17,6,1,6
"46","EPGN","Q6UW88","3",0,2,2.65613352310048,"AF-Q6UW88-F1-model_v4","Q6UW88-F1",0.038,0.951,1,67.0733806343906,55,21,11,0,2,0
"47","CELSR3","Q9NYQ7","3",0,1,2.42243924313171,"AF-Q9NYQ7-F9-model_v4","Q9NYQ7-F9",0.156,0.95,1,73.9963924528302,114,36,22,12,2,12
"48","DSP","P15924","3",625,2,2.66499797397182,"AF-P15924-F7-model_v4","P15924-F7",0.154,0.95,1,78.5653919845316,5577,513,306,18,24,18
"49","HTR1D","P28221","45",0,1,3.73691731527072,"AF-P28221-F1-model_v4","P28221-F1",0.188,0.95,2,79.0031651997292,59,11,7,3,0,3
"50","ASPM","Q8IZT6","3",14052,4,5.84325282062712,"AF-Q8IZT6-F10-model_v4","Q8IZT6-F10",0.434,0.949,4,62.6404820392025,525,213,134,62,11,62
"51","CALCR","P30988","18",0,1,2.38239404344088,"AF-P30988-F1-model_v4","P30988-F1",0.067,0.948,1,77.9922982321291,157,23,13,2,0,2
"52","TRPA1","O75762","3",1871,3,8.90361449312238,"AF-O75762-F1-model_v4","O75762-F1",0.116,0.947,1,81.5129115904773,3111,252,76,78,4,78
"53","ICOS","Q9Y6W8","3",0,1,2.5696131710197,"AF-Q9Y6W8-F1-model_v4","Q9Y6W8-F1",0.208,0.946,2,74.8344493392071,2690,766,418,159,15,159
"54","H2BC13","Q99880","3",7073,20,3.05832044928163,"AF-Q99880-F1-model_v4","Q99880-F1",0.414,0.944,2,87.4487040816327,0,0,0,0,0,0
"55","GJB2","P29033","3",1248,3,4.65741981675169,"AF-P29033-F1-model_v4","P29033-F1",0.236,0.943,2,86.3863956639566,2595,280,181,33,2,33
"56","KCNK1","O00180","49",0,3,2.78478571132472,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852,107,17,8,1,1,1
"57","MYO3B","Q8WXR4","3",1249,3,3.55254051059141,"AF-Q8WXR4-F1-model_v4","Q8WXR4-F1",0.144,0.942,1,75.6698980641541,22,3,1,0,0,0
"58","H2BC9","Q93079","3",37867,9,2.37100791548137,"AF-Q93079-F1-model_v4","Q93079-F1",0.364,0.94,2,88.1431147540984,3,2,0,0,0,0
"59","BPIFB2","Q8N4F0","13",0,3,4.07698872636048,"AF-Q8N4F0-F1-model_v4","Q8N4F0-F1",0.224,0.938,2,88.7725757138737,15,3,2,1,0,1
"60","SAGE1","Q9NXZ1","3",625,2,2.71180581125757,"AF-Q9NXZ1-F1-model_v4","Q9NXZ1-F1",0.384,0.938,2,53.9924729943828,29,26,23,3,2,3
"61","CACNG6","Q9BXT2","3",48,2,5.18170413104921,"AF-Q9BXT2-F1-model_v4","Q9BXT2-F1",0.22,0.937,3,77.2799190692969,13,0,0,0,0,0
"62","CNTNAP2","Q9UHC6","3",625,2,8.11784745097977,"AF-Q9UHC6-F1-model_v4","Q9UHC6-F1",0.433,0.937,2,84.1847244320905,566,74,59,2,3,2
"63","H2BC12","O60814","3",136,12,2.47416625876052,"AF-O60814-F1-model_v4","O60814-F1",0.241,0.937,1,88.0577868852459,3,1,0,0,0,0
"64","H2BC15","Q99877","3",4413,13,2.13561472299642,"AF-Q99877-F1-model_v4","Q99877-F1",0.313,0.935,1,87.691308793456,0,0,0,0,0,0
"65","RSAD2","Q8WXG1","3",0,1,2.51383919340224,"AF-Q8WXG1-F1-model_v4","Q8WXG1-F1",0.193,0.935,1,87.9568383838384,406,57,21,5,3,5
"66","MAGEA1","P43355","52",0,1,8.81073102053976,"AF-P43355-F1-model_v4","P43355-F1",0.297,0.932,2,75.5052256728778,564,537,446,54,25,54
"67","KCNH1","O95259","3",0,1,2.78116576440368,"AF-O95259-F1-model_v4","O95259-F1",0.212,0.931,2,73.9463563321005,371,144,99,5,3,5
"68","IFIT1","P09914","3",0,1,2.7656523460757,"AF-P09914-F1-model_v4","P09914-F1",0.057,0.93,1,94.1743924993578,590,123,73,15,1,15
"69","MUC5B","Q9HC84","3",2873,5,3.69108091730849,"AF-Q9HC84-F1-model_v4","Q9HC84-F1",0.112,0.93,1,82.3506823372668,1239,249,161,43,12,43
"70","RMI1","Q9H9A7","3",630,6,2.50443730261075,"AF-Q9H9A7-F1-model_v4","Q9H9A7-F1",0.133,0.928,1,67.9475899207478,183,83,25,23,10,23
"71","HNF4G","Q14541","3",0,1,2.45348945373753,"AF-Q14541-F1-model_v4","Q14541-F1",0.404,0.927,1,80.6709311740891,83,48,27,10,1,10
"72","CDC45","O75419","3",36,2,4.37379945115746,"AF-O75419-F1-model_v4","O75419-F1",0.323,0.926,1,92.8874267100977,611,231,80,29,5,29
"73","TAS2R1","Q9NYW7","3",0,2,2.1126047406244,"AF-Q9NYW7-F1-model_v4","Q9NYW7-F1",0.1,0.925,3,79.9903915910965,48,1,1,0,1,0
"74","ATP12A","P54707","3",625,2,4.13155752709192,"AF-P54707-F1-model_v4","P54707-F1",0.062,0.924,2,85.8420512189116,60,10,4,1,0,1
"75","KCNK9","Q9NPC2","49",0,3,2.39946431155809,"AF-Q9NPC2-F1-model_v4","Q9NPC2-F1",0.032,0.923,1,76.3875101078167,234,42,27,11,3,11
"76","CDC6","Q99741","3",625,2,4.96623368319834,"AF-Q99741-F1-model_v4","Q99741-F1",0.244,0.922,2,69.8394804010939,1070,444,206,124,5,124
"77","OR7D4","Q8NG98","3",0,1,2.72533705208138,"AF-Q8NG98-F1-model_v4","Q8NG98-F1",0.173,0.922,1,87.073580605056,19,1,0,0,0,0
"78","GRM8","O00222","40",0,1,4.04684774522907,"AF-O00222-F1-model_v4","O00222-F1",0.162,0.921,2,84.3809931458945,79,17,8,1,1,1
"79","LMX1B","O60663","3",1869,2,2.47491070272249,"AF-O60663-F1-model_v4","O60663-F1",0.058,0.921,1,70.7138023664855,438,44,15,21,1,21
"80","APOF","Q13790","11",0,2,3.95242938887299,"AF-Q13790-F1-model_v4","Q13790-F1",0.083,0.918,3,63.8175312122433,72,13,7,4,0,4
"81","GHSR","Q92847","39",0,1,2.93726053409313,"AF-Q92847-F1-model_v4","Q92847-F1",0.23,0.916,2,81.3625779910867,1281,165,106,22,5,22
"82","CENPI","Q92674","3",3203,10,3.4211550571234,"AF-Q92674-F1-model_v4","Q92674-F1",0.058,0.915,3,72.7981596597415,70,26,12,9,1,9
"83","SLC4A8","Q2Y0W8","17",0,1,2.14287336984339,"AF-Q2Y0W8-F1-model_v4","Q2Y0W8-F1",0.253,0.915,2,72.9215543981481,37,4,2,0,1,0
"84","ASZ1","Q8WWH4","3",625,2,3.98299714061749,"AF-Q8WWH4-F1-model_v4","Q8WWH4-F1",0.111,0.912,2,67.5270708955224,17,1,0,0,0,0
"85","KCNJ6","P48051","3",0,2,3.4965236161158,"AF-P48051-F1-model_v4","P48051-F1",0.111,0.911,1,83.7091519953052,199,21,10,2,0,2
"86","EPPK1","P58107","3",0,2,3.31400492369116,"AF-P58107-F18-model_v4","P58107-F18",0.247,0.908,1,77.4693065625581,39,21,12,2,0,2
"87","IFNL2","Q8IZJ0","3",0,2,4.22508958384597,"AF-Q8IZJ0-F1-model_v4","Q8IZJ0-F1",0.095,0.908,1,84.1380781550288,32,8,4,0,0,0
"88","MRPS30","Q9NP92","1",0,2,2.60482950009983,"AF-Q9NP92-F1-model_v4","Q9NP92-F1",0.185,0.908,1,88.2048057432432,38,24,18,7,1,7
"89","CENPF","P49454","3",0,3,5.88902771491881,"AF-P49454-F7-model_v4","P49454-F7",0.122,0.906,1,71.418744961032,403,271,162,57,9,57
"90","KCNJ3","P48549","3",7,3,8.639096714538,"AF-P48549-F1-model_v4","P48549-F1",0.272,0.905,3,72.6244489179668,104,15,11,5,0,5
"91","FPR3","P25089","3",0,1,2.67264290133577,"AF-P25089-F1-model_v4","P25089-F1",0.116,0.902,1,83.8509236234458,119,25,9,4,0,4
"92","AGR2","O95994","3",4761,5,5.21721407683924,"AF-O95994-F1-model_v4","O95994-F1",0.263,0.901,1,87.4194598436389,458,341,237,135,20,135
"93","CDCP1","Q9H5V8","3",0,1,2.13574557578751,"AF-Q9H5V8-F1-model_v4","Q9H5V8-F1",0.276,0.901,1,78.3538725490196,241,186,141,97,16,97
"94","FANCI","Q9NVI1","3",240,3,2.78085961744976,"AF-Q9NVI1-F1-model_v4","Q9NVI1-F1",0.132,0.901,3,83.4713298329356,428,280,133,40,19,40
"95","PBK","Q96KB5","3",10972,3,5.92392558667252,"AF-Q96KB5-F1-model_v4","Q96KB5-F1",0.152,0.901,1,84.9070023696682,808,246,153,70,6,70
"96","GABRG2","P18507","36",0,3,4.67942987239579,"AF-P18507-F1-model_v4","P18507-F1",0.129,0.898,1,78.5081408745745,437,19,4,4,0,4
"97","TOP2A","P11388","3",6519,7,6.49936718486987,"AF-P11388-F1-model_v4","P11388-F1",0.045,0.897,1,76.4083174292472,1375,1165,838,196,47,196
"98","KCNH2","Q12809","3",625,2,3.04226189650151,"AF-Q12809-F1-model_v4","Q12809-F1",0.079,0.896,2,63.8125348001796,2053,149,95,5,4,5
"99","PLA2G10","O15496","59",0,1,3.3907928021307,"AF-O15496-F1-model_v4","O15496-F1",0.095,0.895,1,87.8306582077716,82,15,11,2,0,2
"100","UGDH","O60701","38",0,1,2.25651795567597,"AF-O60701-F1-model_v4","O60701-F1",0.201,0.894,1,93.7363977243341,138,46,30,5,3,5
"101","NAT16","Q8N8M0","3",0,1,3.63934410695945,"AF-Q8N8M0-F1-model_v4","Q8N8M0-F1",0.103,0.892,1,88.0448477423871,2,1,1,0,0,0
"102","GRM4","Q14833","40",0,1,4.80611181485208,"AF-Q14833-F1-model_v4","Q14833-F1",0.09,0.891,2,83.5405180840665,77,21,15,7,0,7
"103","H2BC14","Q99879","3",2317,10,2.05033805032901,"AF-Q99879-F1-model_v4","Q99879-F1",0.365,0.888,2,86.1224313326551,1,1,1,0,0,0
"104","LRP2","P98164","3",625,2,2.29255651711316,"AF-P98164-F3-model_v4","P98164-F3",0.255,0.887,1,81.8099401686157,461,71,32,9,5,9
"105","SPAG5","Q96R06","3",3764,4,3.28259657116078,"AF-Q96R06-F1-model_v4","Q96R06-F1",0.223,0.887,2,63.8131142310147,130,78,52,34,2,34
"106","HMMR","O75330","3",4343,3,5.14272554239527,"AF-O75330-F1-model_v4","O75330-F1",0.192,0.886,2,76.1048990670059,260,207,132,52,4,52
"107","ESPL1","Q14674","3",0,1,3.97521767220547,"AF-Q14674-F1-model_v4","Q14674-F1",0.619,0.885,1,75.7783475713937,146,79,53,11,3,11
"108","MX1","P20591","3",1987,2,2.27819237106744,"AF-P20591-F1-model_v4","P20591-F1",0.269,0.885,1,83.3958606403013,2387,642,399,44,29,44
"109","PTPRT","O14522","3",0,1,3.41298904439235,"AF-O14522-F1-model_v4","O14522-F1",0.31,0.885,3,83.7919467554077,118,75,50,21,1,21
"110","CD3E","P07766","3",72,3,2.10980092699526,"AF-P07766-F1-model_v4","P07766-F1",0.191,0.884,1,73.5128017241379,556,200,110,6,7,6
"111","BIK","Q13323","3",0,1,2.08262317276871,"AF-Q13323-F1-model_v4","Q13323-F1",0.409,0.883,2,62.542898089172,1300,393,266,72,18,72
"112","KRT31","Q15323","3",197,7,2.8892119358237,"AF-Q15323-F1-model_v4","Q15323-F1",0.356,0.883,2,80.1052685887709,15,2,1,0,0,0
"113","CIT","O14578","3",0,1,2.70904147593957,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933,8800,1130,693,30,30,30
"114","CIB3","Q96Q77","23",0,1,5.68806472751285,"AF-Q96Q77-F1-model_v4","Q96Q77-F1",0.254,0.88,2,87.9185826257348,13,0,0,0,0,0
"115","TEX14","Q8IWB6","3",0,1,2.19871401267448,"AF-Q8IWB6-F1-model_v4","Q8IWB6-F1",0.211,0.88,3,50.924846532135,68,21,9,5,6,5
"116","TJP3","O95049","3",646,4,2.33611535505166,"AF-O95049-F1-model_v4","O95049-F1",0.067,0.88,2,66.5840854341737,63,13,5,1,1,1
"117","AFF3","P51826","7",0,1,2.33910124538451,"AF-P51826-F1-model_v4","P51826-F1",0.285,0.879,1,52.23966994232,124,40,28,6,0,6
"118","GRIK3","Q13003","3",6217,8,2.04742655016151,"AF-Q13003-F1-model_v4","Q13003-F1",0.152,0.878,1,82.3804810057393,69,10,6,5,0,5
"119","ADGRB2","O60241","5",0,1,2.49534766448892,"AF-O60241-F1-model_v4","O60241-F1",0.181,0.877,1,60.7617344240621,19,2,2,0,0,0
"120","DCAF8L2","P0C7V8","3",6579,6,3.94043727291163,"AF-P0C7V8-F1-model_v4","P0C7V8-F1",0.257,0.877,2,71.2832668528121,1,1,1,1,0,1
"121","TEDC2","Q7L2K0","3",0,1,3.31575964371593,"AF-Q7L2K0-F1-model_v4","Q7L2K0-F1",0.194,0.875,1,68.2116558941213,7,6,3,3,0,3
"122","CCL11","P51671","3",0,2,2.78566305070057,"AF-P51671-F1-model_v4","P51671-F1",0.345,0.872,1,87.9844281914894,2438,240,116,27,9,27
"123","H2BC11","P06899","3",22319,11,2.7195762284066,"AF-P06899-F1-model_v4","P06899-F1",0.25,0.87,2,85.698045035824,1,1,0,0,0,0
"124","KIF15","Q9NS87","3",7,4,4.27449586821522,"AF-Q9NS87-F1-model_v4","Q9NS87-F1",0.241,0.869,1,72.0212966758756,164,99,50,42,5,42
"125","MAPK8IP2","Q13387","3",0,1,3.27119388987446,"AF-Q13387-F1-model_v4","Q13387-F1",0.174,0.869,1,51.7187309562399,43,13,8,4,0,4
"126","PYCR1","P32322","60",0,2,3.47827155855116,"AF-P32322-F1-model_v4","P32322-F1",0.336,0.869,2,90.0678100940975,165,101,69,42,0,42
"127","DIAPH3","Q9NSV4","3",0,1,4.64451821483449,"AF-Q9NSV4-F1-model_v4","Q9NSV4-F1",0.164,0.866,2,71.818128125,89,43,28,12,1,12
"128","POTEF","A5A3E0","3",1249,7,2.16588870967258,"AF-A5A3E0-F1-model_v4","A5A3E0-F1",0.139,0.866,2,70.63273155786,13,10,7,1,3,1
"129","DHCR24","Q15392","32",0,1,2.16189694211485,"AF-Q15392-F1-model_v4","Q15392-F1",0.241,0.865,3,92.238197688134,335,67,47,21,2,21
"130","CLTC","Q00610","3",12671,11,2.31424617780164,"AF-Q00610-F1-model_v4","Q00610-F1",0.181,0.863,2,78.0416780364823,198,90,68,16,1,16
"131","SLC7A5","Q01650","3",0,1,2.60429881714971,"AF-Q01650-F1-model_v4","Q01650-F1",0.097,0.862,2,86.240030919866,887,504,324,56,10,56
"132","WDR76","Q9H967","3",3472,7,2.21249178959858,"AF-Q9H967-F1-model_v4","Q9H967-F1",0.272,0.861,1,75.3804394032291,23,14,8,9,0,9
"133","CNGA2","Q16280","25",0,1,7.38900675245965,"AF-Q16280-F1-model_v4","Q16280-F1",0.373,0.855,1,78.1641138059701,112,2,0,0,0,0
"134","NPNT","Q6UXI9","30",3,2,2.57479068186845,"AF-Q6UXI9-F1-model_v4","Q6UXI9-F1",0.089,0.853,1,66.8742942942943,94,18,11,6,0,6
"135","MMP11","P24347","3",0,1,6.68821244820812,"AF-P24347-F1-model_v4","P24347-F1",0.41,0.848,1,78.8245550683518,496,356,264,65,12,65
"136","BUB1B","O60566","3",1345,7,4.12924211335405,"AF-O60566-F1-model_v4","O60566-F1",0.211,0.846,2,64.7205771748185,485,353,206,52,20,52
"137","LIN9","Q5TKA1","3",1872,4,2.12579534880364,"AF-Q5TKA1-F1-model_v4","Q5TKA1-F1",0.08,0.844,1,71.5263726165863,68,42,22,12,5,12
"138","TFR2","Q9UP52","3",625,2,3.06540034236782,"AF-Q9UP52-F1-model_v4","Q9UP52-F1",0.069,0.843,1,83.9593323773104,536,101,59,11,2,11
"139","TRIM59","Q8IWR1","70",0,1,3.01930652576121,"AF-Q8IWR1-F1-model_v4","Q8IWR1-F1",0.321,0.843,6,84.7440501359106,136,80,58,57,4,57
"140","CCR4","P51679","3",6818,10,2.39406484364309,"AF-P51679-F1-model_v4","P51679-F1",0.268,0.839,2,80.556904109589,2904,897,610,247,9,247
"141","ECM1","Q16610","3",625,2,2.05336514900283,"AF-Q16610-F1-model_v4","Q16610-F1",0.196,0.839,2,68.8825199624237,377,128,92,37,7,37
"142","KCNQ2","O43526","3",743,3,2.10014292267917,"AF-O43526-F1-model_v4","O43526-F1",0.229,0.839,2,59.5820020746888,1021,25,9,7,1,7
"143","POSTN","Q15063","3",625,3,3.18687241056152,"AF-Q15063-F1-model_v4","Q15063-F1",0.152,0.839,2,80.2447757779134,1698,559,412,34,48,34
"144","CCNO","P22674","3",1248,3,3.14517031092121,"AF-P22674-F1-model_v4","P22674-F1",0.405,0.838,2,79.7310232383808,143,37,11,2,3,2
"145","GJD3","Q8N144","3",0,2,7.16840815559048,"AF-Q8N144-F1-model_v4","Q8N144-F1",0.202,0.838,1,77.3165673632726,33,3,1,1,0,1
"146","ACMSD","Q8TDX5","3",0,1,3.48144921665518,"AF-Q8TDX5-F1-model_v4","Q8TDX5-F1",0.135,0.837,1,97.6586275243082,90,10,4,1,0,1
"147","WNT7B","P56706","3",0,1,3.40066172260042,"AF-P56706-F1-model_v4","P56706-F1",0.461,0.832,2,89.5617212518195,434,140,90,34,5,34
"148","TUBA3D","P0DPH8","3",1228,3,3.92662452331287,"AF-P0DPH8-F1-model_v4","P0DPH8-F1",0.241,0.831,1,91.9623206150342,6,2,2,0,1,0
"149","FREM2","Q5SZK8","30",0,1,2.70376156482079,"AF-Q5SZK8-F10-model_v4","Q5SZK8-F10",0.132,0.83,1,79.6909345706787,96,20,9,7,3,7
"150","NCAPG2","Q86XI2","3",0,2,2.04006028528526,"AF-Q86XI2-F1-model_v4","Q86XI2-F1",0.149,0.83,1,88.2032419793366,41,29,16,16,0,16
"151","FSBP","O95073","3",0,1,4.03758054866222,"AF-O95073-F1-model_v4","O95073-F1",0.297,0.828,1,70.0311998361998,58,8,6,1,1,1
"152","SDS","P20132","65",0,1,2.62565675469148,"AF-P20132-F1-model_v4","P20132-F1",0.103,0.828,1,95.7886266447368,86207,6737,3612,61,267,61
"153","RET","P07949","3",2409,5,4.8547818162544,"AF-P07949-F1-model_v4","P07949-F1",0.127,0.827,1,79.442057208238,11423,6574,5246,2299,64,2299
"154","CCT3","P49368","3",7453,10,2.00980078358671,"AF-P49368-F1-model_v4","P49368-F1",0.164,0.823,1,89.0905656804734,111,72,40,25,2,25
"155","KCNH6","Q9H252","3",0,1,4.4375777629903,"AF-Q9H252-F1-model_v4","Q9H252-F1",0.175,0.823,4,68.0136849580374,570,42,33,1,0,1
"156","TRIM36","Q9NQ86","3",2494,5,2.86290354329035,"AF-Q9NQ86-F1-model_v4","Q9NQ86-F1",0.186,0.822,2,78.8339442916094,51,26,18,10,1,10
"157","CTNND2","Q9UQB3","3",1625,2,2.71638106671079,"AF-Q9UQB3-F1-model_v4","Q9UQB3-F1",0.117,0.818,1,58.6442651791461,118,32,24,5,1,5
"158","CENPA","P49450","3",3915,6,3.95362742721985,"AF-P49450-F1-model_v4","P49450-F1",0.14,0.815,2,82.0783628318584,1115,390,121,123,8,123
"159","FGA","P02671","3",0,1,3.06960542555852,"AF-P02671-F1-model_v4","P02671-F1",0.121,0.815,1,62.2204431801168,1849,176,110,11,9,11
"160","OR2AT4","A6NND4","3",0,1,2.4537092129594,"AF-A6NND4-F1-model_v4","A6NND4-F1",0.149,0.815,2,89.671254509018,17,3,2,0,0,0
"161","BMP7","P18075","3",3112,4,2.01810050420952,"AF-P18075-F1-model_v4","P18075-F1",0.232,0.814,2,76.7069445242886,3299,417,260,73,12,73
"162","KIF20A","O95235","3",8473,9,5.64189993364338,"AF-O95235-F1-model_v4","O95235-F1",0.333,0.814,3,67.3045557924662,313,237,133,66,13,66
