ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,cluster,color
GO:0007389,pattern specification process,5/6,287/12081,0.0174216027874564,35.0783972125436,13.0243203571465,4.30188900869095e-08,8.53207986723705e-07,2.71698253180481e-07,ENSG00000108511/ENSG00000120075/ENSG00000182742/ENSG00000197757/ENSG00000260027,5,5,gold
GO:0048568,embryonic organ development,5/6,305/12081,0.0163934426229508,33.0081967213115,12.6205345862547,5.83580295057549e-08,9.92086501597832e-07,3.15923167249199e-07,ENSG00000108511/ENSG00000118526/ENSG00000120075/ENSG00000182742/ENSG00000260027,5,5,gold
GO:0001501,skeletal system development,5/6,373/12081,0.0134048257372654,26.9906166219839,11.3656732079473,1.5983757770163e-07,2.37758396831174e-06,7.57125368060351e-07,ENSG00000108511/ENSG00000120075/ENSG00000182742/ENSG00000197757/ENSG00000260027,5,5,gold
GO:0048598,embryonic morphogenesis,5/6,430/12081,0.0116279069767442,23.4127906976744,10.549067828349,3.25293801292956e-07,4.30110692820686e-06,1.36965811070718e-06,ENSG00000108511/ENSG00000118526/ENSG00000120075/ENSG00000182742/ENSG00000260027,5,5,gold
GO:0048705,skeletal system morphogenesis,4/6,156/12081,0.0256410256410256,51.6282051282051,14.1870192817315,3.93346726115948e-07,4.68082604077978e-06,1.49057706738675e-06,ENSG00000108511/ENSG00000120075/ENSG00000182742/ENSG00000260027,4,5,gold
GO:0032536,regulation of cell projection size,3/5,10/12081,0.3,724.86,46.5950595008502,4.08088215667085e-09,2.89742633123631e-07,1.11687301129939e-07,ENSG00000006611/ENSG00000074276/ENSG00000099834,3,6,orchid
GO:0032530,regulation of microvillus organization,3/5,13/12081,0.230769230769231,557.584615384615,40.8547107749416,9.7224775088455e-09,3.45147951564015e-07,1.33044429068412e-07,ENSG00000006611/ENSG00000074276/ENSG00000099834,3,6,orchid
GO:0032528,microvillus organization,3/5,24/12081,0.125,302.025,30.0362335519549,6.87112059038526e-08,1.62616520639118e-06,6.26839071403568e-07,ENSG00000006611/ENSG00000074276/ENSG00000099834,3,6,orchid
GO:0032535,regulation of cellular component size,3/5,278/12081,0.0107913669064748,26.0741007194245,8.60614140492963,0.000116487821509822,0.00206765883179935,0.000797021936646153,ENSG00000006611/ENSG00000074276/ENSG00000099834,3,6,orchid
GO:0090066,regulation of anatomical structure size,3/5,360/12081,0.00833333333333333,20.135,7.49987976656608,0.000250969844088,0.0035637717860496,0.00137372967290274,ENSG00000006611/ENSG00000074276/ENSG00000099834,3,6,orchid
GO:0034109,homotypic cell-cell adhesion,2/5,78/12081,0.0256410256410256,61.9538461538462,10.9890570993032,0.00040638856653723,0.00480893137069056,0.00185370223332772,ENSG00000074276/ENSG00000099834,2,6,orchid
GO:0007605,sensory perception of sound,2/5,95/12081,0.0210526315789474,50.8673684210526,9.92882905562386,0.00060253294871879,0.00558476567971306,0.00215276364229117,ENSG00000006611/ENSG00000169994,2,6,orchid
GO:0120035,regulation of plasma membrane bounded cell projection organization,3/5,500/12081,0.006,14.4972,6.27209419137027,0.000662062337815814,0.00558476567971306,0.00215276364229117,ENSG00000006611/ENSG00000074276/ENSG00000099834,3,6,orchid
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,2/5,103/12081,0.0194174757281553,46.9165048543689,9.52252666490377,0.000707928043907289,0.00558476567971306,0.00215276364229117,ENSG00000074276/ENSG00000099834,2,6,orchid
GO:0050954,sensory perception of mechanical stimulus,2/5,109/12081,0.018348623853211,44.3339449541284,9.24730196196805,0.000792444092671205,0.00562635305796556,0.00216879435888961,ENSG00000006611/ENSG00000169994,2,6,orchid
GO:0006013,mannose metabolic process,2/4,10/12081,0.2,604.05,34.7188735816963,3.6969224495989e-06,8.00734524356204e-05,3.03436240808667e-05,ENSG00000013288/ENSG00000104774,2,7,cyan
GO:0009313,oligosaccharide catabolic process,2/4,13/12081,0.153846153846154,464.653846153846,30.4391010092207,6.40587619484964e-06,8.00734524356204e-05,3.03436240808667e-05,ENSG00000013288/ENSG00000104774,2,7,cyan
GO:0009311,oligosaccharide metabolic process,2/4,46/12081,0.0434782608695652,131.315217391304,16.1151714756934,8.46915608616203e-05,0.000705763007180169,0.000267447034299854,ENSG00000013288/ENSG00000104774,2,7,cyan
GO:0005975,carbohydrate metabolic process,3/4,447/12081,0.00671140939597315,20.2701342281879,7.55540764533797,0.000195758027407115,0.00122348767129447,0.000463637433332641,ENSG00000013288/ENSG00000104774/ENSG00000110013,3,7,cyan
GO:0016052,carbohydrate catabolic process,2/4,145/12081,0.0137931034482759,41.6586206896552,8.9637795493794,0.000844953143821244,0.00422476571910622,0.00160096385145078,ENSG00000013288/ENSG00000104774,2,7,cyan
GO:0019318,hexose metabolic process,2/4,195/12081,0.0102564102564103,30.9769230769231,7.68016279628882,0.00152237573610217,0.00634323223375904,0.00240375116226658,ENSG00000013288/ENSG00000104774,2,7,cyan
GO:0005996,monosaccharide metabolic process,2/4,212/12081,0.00943396226415094,28.4929245283019,7.34963438288484,0.00179672181214169,0.00641686361479176,0.00243165358034214,ENSG00000013288/ENSG00000104774,2,7,cyan
GO:0030214,hyaluronan catabolic process,1/4,12/12081,0.0833333333333333,251.6875,15.8114459706278,0.00396775707846786,0.0123992408702121,0.00469865969818562,ENSG00000135048,1,7,cyan
GO:0006027,glycosaminoglycan catabolic process,1/4,16/12081,0.0625,188.765625,13.6771731506742,0.00528771515487514,0.0146880976524309,0.00556601595250015,ENSG00000135048,1,7,cyan
GO:0006026,aminoglycan catabolic process,1/4,18/12081,0.0555555555555556,167.791666666667,12.8874462416277,0.00594720200472743,0.0148680050118186,0.00563419137289967,ENSG00000135048,1,7,cyan
GO:0007018,microtubule-based movement,5/5,314/12081,0.0159235668789809,38.4745222929936,13.6906784319549,1.14972975500532e-08,1.82807679369076e-07,3.75471485225317e-08,ENSG00000039139/ENSG00000105877/ENSG00000118997/ENSG00000158486/ENSG00000174844,5,8,yellowgreen
GO:0060294,cilium movement involved in cell motility,4/5,93/12081,0.0430107526881721,103.922580645161,20.2738249008677,1.63591560393734e-08,1.82807679369076e-07,3.75471485225317e-08,ENSG00000039139/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,8,yellowgreen
GO:0001539,cilium or flagellum-dependent cell motility,4/5,95/12081,0.0421052631578947,101.734736842105,20.0567628438614,1.78348955482026e-08,1.82807679369076e-07,3.75471485225317e-08,ENSG00000039139/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,8,yellowgreen
GO:0060285,cilium-dependent cell motility,4/5,95/12081,0.0421052631578947,101.734736842105,20.0567628438614,1.78348955482026e-08,1.82807679369076e-07,3.75471485225317e-08,ENSG00000039139/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,8,yellowgreen
GO:0003341,cilium movement,4/5,117/12081,0.0341880341880342,82.6051282051282,18.0480006209024,4.14722567424349e-08,3.40072505287967e-07,6.98480113556799e-08,ENSG00000039139/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,8,yellowgreen
GO:0070286,axonemal dynein complex assembly,2/5,14/12081,0.142857142857143,345.171428571429,26.2177907591077,1.24462463644856e-05,8.50493501573183e-05,1.74684159501552e-05,ENSG00000039139/ENSG00000118997,2,8,yellowgreen
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,2/5,31/12081,0.0645161290322581,155.883870967742,17.5691372231997,6.34200217960611e-05,0.000371460127662644,7.62947630629307e-05,ENSG00000039139/ENSG00000105877,2,8,yellowgreen
GO:0006858,extracellular transport,2/5,34/12081,0.0588235294117647,142.129411764706,16.76773693667,7.64751402934662e-05,0.000391935094004014,8.05001476773328e-05,ENSG00000039139/ENSG00000105877,2,8,yellowgreen
GO:0035082,axoneme assembly,2/5,53/12081,0.0377358490566038,91.177358490566,13.3873818764266,0.000187256944989685,0.000853059416064119,0.000175211176598535,ENSG00000039139/ENSG00000118997,2,8,yellowgreen
GO:0001578,microtubule bundle formation,2/5,81/12081,0.0246913580246914,59.6592592592593,10.7781786550211,0.00043824273519234,0.0014798182101297,0.000303942122748078,ENSG00000039139/ENSG00000118997,2,8,yellowgreen
GO:0006887,exocytosis,4/5,269/12081,0.0148698884758364,35.928624535316,11.7883445722674,1.18130713605837e-06,4.84335925783933e-05,1.86522179377638e-05,ENSG00000041353/ENSG00000137501/ENSG00000142765/ENSG00000147041,4,9,mediumseagreen
GO:0098840,protein transport along microtubule,1/5,12/12081,0.0833333333333333,201.35,14.1286687555763,0.00495743886327049,0.0450781207777696,0.017359995164738,ENSG00000041353,1,9,mediumseagreen
GO:0099118,microtubule-based protein transport,1/5,12/12081,0.0833333333333333,201.35,14.1286687555763,0.00495743886327049,0.0450781207777696,0.017359995164738,ENSG00000041353,1,9,mediumseagreen
GO:0032402,melanosome transport,1/5,20/12081,0.05,120.81,10.9112203009038,0.00825146088088835,0.0450781207777696,0.017359995164738,ENSG00000115648,1,9,mediumseagreen
GO:0032401,establishment of melanosome localization,1/5,21/12081,0.0476190476190476,115.057142857143,10.6442581530812,0.00866259948428738,0.0450781207777696,0.017359995164738,ENSG00000115648,1,9,mediumseagreen
GO:0051904,pigment granule transport,1/5,21/12081,0.0476190476190476,115.057142857143,10.6442581530812,0.00866259948428738,0.0450781207777696,0.017359995164738,ENSG00000115648,1,9,mediumseagreen
GO:0051905,establishment of pigment granule localization,1/5,22/12081,0.0454545454545455,109.827272727273,10.3956190336588,0.00907360172330718,0.0450781207777696,0.017359995164738,ENSG00000115648,1,9,mediumseagreen
GO:0032400,melanosome localization,1/5,23/12081,0.0434782608695652,105.052173913043,10.1632908328284,0.00948446763187205,0.0450781207777696,0.017359995164738,ENSG00000115648,1,9,mediumseagreen
GO:0051875,pigment granule localization,1/5,24/12081,0.0416666666666667,100.675,9.94555794133744,0.00989519724390064,0.0450781207777696,0.017359995164738,ENSG00000115648,1,9,mediumseagreen
GO:0006904,vesicle docking involved in exocytosis,1/5,34/12081,0.0294117647058824,71.0647058823529,8.32446293150535,0.0139950045127778,0.0553788066782734,0.0213268831880385,ENSG00000137501,1,9,mediumseagreen
GO:0015810,aspartate transmembrane transport,3/5,14/12081,0.214285714285714,517.757142857143,39.3647744118048,1.23725246240845e-08,7.29978952820985e-07,2.4745049248169e-07,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:0015740,C4-dicarboxylate transport,3/5,20/12081,0.15,362.43,32.9158029659933,3.87202277961818e-08,1.14224671998736e-06,3.87202277961818e-07,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:0006835,dicarboxylic acid transport,3/5,66/12081,0.0454545454545455,109.827272727273,18.0386795257506,1.54536884999669e-06,2.60889916154472e-05,8.84372597133804e-06,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:0003333,amino acid transmembrane transport,3/5,69/12081,0.0434782608695652,105.052173913043,17.6370099083566,1.76874519426761e-06,2.60889916154472e-05,8.84372597133804e-06,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:0098656,monoatomic anion transmembrane transport,3/5,91/12081,0.032967032967033,79.6549450549451,15.3247731256285,4.08991630996605e-06,4.37180842389248e-05,1.48196895725169e-05,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:1905039,carboxylic acid transmembrane transport,3/5,105/12081,0.0285714285714286,69.0342857142857,14.2470025663386,6.30000747817617e-06,4.37180842389248e-05,1.48196895725169e-05,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:0006820,monoatomic anion transport,3/5,106/12081,0.0283018867924528,68.3830188679245,14.1782474880343,6.482692851714e-06,4.37180842389248e-05,1.48196895725169e-05,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:0006865,amino acid transport,3/5,106/12081,0.0283018867924528,68.3830188679245,14.1782474880343,6.482692851714e-06,4.37180842389248e-05,1.48196895725169e-05,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:1903825,organic acid transmembrane transport,3/5,107/12081,0.0280373831775701,67.7439252336449,14.1104519163189,6.6688603076326e-06,4.37180842389248e-05,1.48196895725169e-05,ENSG00000171017/ENSG00000171492/ENSG00000197147,3,10,saddlebrown
GO:1901679,nucleotide transmembrane transport,2/5,21/12081,0.0952380952380952,230.114285714286,21.3818402128152,2.86888129078695e-05,0.00016926399615643,5.7377625815739e-05,ENSG00000171017/ENSG00000197147,2,10,saddlebrown
