"","node_1","node_2","score"
"1197","SPINK4","CLDN3",0.000140495363475832
"79","SPINK4","GUCY2C",0.001714662212786
"1121","SPINK4","FABP1",0.000247335808667538
"839","SPINK4","MMP7",0.000164155481422547
"614","SPINK4","PCK1",0.000349101383547139
"869","SPINK4","MTTP",0.000249864919865804
"481","SPINK4","CDX1",0.00162338348508606
"656","SPINK4","VIL1",0.00203798496609842
"1143","SPINK4","DEFA5",0.00101107631076089
"1089","MKI67","RECQL4",0.000699242596310351
"269","MKI67","MYBL2",0.00125246589809118
"93","MKI67","HMMR",0.00140788435380418
"1534","GPA33","RGS6",0.000145318252330307
"886","GPA33","GRB7",0.000210633768951213
"1493","GPA33","ZG16",0.00243552221506639
"29","GPA33","OTC",0.00126388096670593
"1025","CHL1","CREB5",0.000723900360631361
"1579","PPP1R1B","SAPCD2",0.0010969389832241
"414","PPP1R1B","KRT23",0.00106827170844285
"1104","SCGB2A1","ASRGL1",0.00094973194697861
"1233","MEP1A","CDX2",0.00148467965759431
"410","MEP1A","KRT23",0.000902729938840146
"703","MEP1A","PPP1R1B",0.000849246397677496
"1796","PRSS2","SPON1",0.00172820269869053
"704","CLDN3","PPP1R1B",0.00110306221976116
"814","CP","ALPK3",0.00122275716737335
"1106","CP","ASRGL1",0.00104016657511875
"1302","SERPINA1","NNMT",0.00082512267405504
"594","CYP11A1","FABP3",0.000740375210671801
"1051","ALDH3A1","TMEM163",0.000887162725822932
"1303","ALDH3A1","NNMT",0.000937511528304395
"749","ALDH3A1","CHL1",0.000931863930030733
"1678","ALDH3A1","SERPINA1",0.000749198601085569
"1111","FABP1","LRATD1",0.00121322022258781
"1750","FABP1","MUC2",0.00104685014288171
"1242","FABP1","CDX2",0.00127546101607214
"701","FABP1","PPP1R1B",0.000860147351716976
"464","FABP1","MEP1A",0.00179614559133965
"1109","CDH17","LRATD1",0.00119006038245985
"1728","CDH17","MUC2",0.00241546603385731
"1229","CDH17","CDX2",0.00159927027026399
"700","CDH17","PPP1R1B",0.000926271867066063
"467","CDH17","MEP1A",0.00174440827683113
"1729","PCK1","MUC2",0.00240632644844379
"1709","AADAC","SULT1C2",0.00153639033584286
"590","AADAC","FABP3",0.000660963274623333
"401","DPP4","PRUNE2",0.000955496822377433
"167","DPP4","FOLH1",0.00125055895765927
"200","HMMR","SI",0.00143674137198805
"1074","MTTP","CYP3A4",0.00110013727395271
"1017","MTTP","CREB5",0.000475643597117438
"1720","CDX1","MUC2",0.00190217355154804
"1220","CDX1","CDX2",0.00126378262263796
"413","CDX1","KRT23",0.000863052320330456
"702","CDX1","PPP1R1B",0.000971677897744923
"459","CDX1","MEP1A",0.00135009654481829
"1625","CDX1","MMP1",0.0011332599804211
"111","CDX1","CDH17",0.0016334606252687
"1731","LGALS4","MUC2",0.00247472941907626
"1239","LGALS4","CDX2",0.00122005940558795
"406","LGALS4","KRT23",0.00102984722252246
"697","LGALS4","PPP1R1B",0.00103268372560367
"457","LGALS4","MEP1A",0.00127721176830442
"1619","LGALS4","MMP1",0.00148842722420791
"1135","LGALS4","FABP1",0.00142972388120885
"115","LGALS4","CDH17",0.00268005032021446
"496","LGALS4","CDX1",0.00260222993393763
"1113","SLC26A3","LRATD1",0.00122926081107935
"1727","SLC26A3","MUC2",0.00242151532312779
"1236","SLC26A3","CDX2",0.00144315127157526
"706","SLC26A3","PPP1R1B",0.000989551216084346
"471","SLC26A3","MEP1A",0.00186833425210541
"1127","SLC26A3","FABP1",0.00193658604778872
"120","SLC26A3","CDH17",0.00184815133728349
"480","SLC26A3","CDX1",0.00170382658931615
"1417","SLC26A3","LGALS4",0.00180520760902407
"1694","DEFA6","DPP4",0.000994465993953544
"1792","PRSS3","SPON1",0.00165273131283813
"1224","MUC13","CDX2",0.00147052067519465
"415","MUC13","KRT23",0.00107517024116786
"705","MUC13","PPP1R1B",0.000992481204679874
"460","MUC13","MEP1A",0.00141033539930534
"1133","MUC13","FABP1",0.0014336844085999
"110","MUC13","CDH17",0.00160651972924885
"498","MUC13","CDX1",0.00141646859211433
"1425","MUC13","LGALS4",0.00150043461745356
"235","MUC13","SLC26A3",0.00156347181144665
"708","VIL1","PPP1R1B",0.0011831727111224
"447","VIL1","MEP1A",0.00142444434174089
"81","VIL1","GUCY2C",0.00196576312474446
"1140","VIL1","FABP1",0.00192966987542948
"109","VIL1","CDH17",0.00187569136588085
"486","VIL1","CDX1",0.00175428373486218
"1418","VIL1","LGALS4",0.00191781039399141
"244","VIL1","SLC26A3",0.00160351232765546
"1726","REG1B","MUC2",0.00258382266652219
"1065","ALDOB","CYP3A4",0.0011804106861273
"864","ALDOB","MTTP",0.000599714961585386
"1249","GPA33","CDX2",0.00148370794466914
"1437","GPA33","REG1B",0.00255270158204323
"1383","ADGRG7","MUC17",0.00139084126107643
"1592","FREM1","CYP4X1",0.000407296184665937
"919","PRAP1","ADGRG7",0.000983396757337087
"1162","CAPN9","FREM1",0.000710207293249235
"1391","OLFM4","MUC17",0.00122068653581256
"943","OLFM4","ADGRG7",0.000720223683090663
"1172","NDNF","FREM1",0.000591098967838915
"786","NDNF","CAPN9",0.00157724284080144
"1760","MUC16","MUC5AC",0.00327189872931017
"957","UGT2B15","ADGRG7",0.00108900888903446
"323","UGT2B15","OLFM4",0.000944790104614504
"925","MUC2","ADGRG7",0.00129006228386358
"328","MUC2","OLFM4",0.00180931723514303
"1399","ANXA13","MUC17",0.00163650098575628
"935","ANXA13","ADGRG7",0.000940292761883268
"316","ANXA13","OLFM4",0.000807430689591603
"1749","ANXA13","MUC2",0.00155244098472792
"961","ANPEP","ADGRG7",0.00120499334089819
"1286","ANPEP","PRAP1",0.0014951837070579
"296","ANPEP","OLFM4",0.00106249970184052
"1183","CDX2","FREM1",0.00070197028914829
"790","CDX2","CAPN9",0.00182005592053442
"371","RIMS1","FSD1L",0.00211774874135953
"745","PPP1R1B","CHL1",0.0014657258640097
"1601","MYB","SPTSSB",0.000812546124475757
"1805","MYB","H2BC17",0.000813601418892847
"985","SULT1C2","DCDC2",0.00163639250499988
"1572","RECQL4","SAPCD2",0.000694808609408019
"1359","RECQL4","CDT1",0.0018459367085041
"944","FOLH1","ADGRG7",0.000922213522096399
"1005","FOLH1","ANO7",0.00134368727190949
"319","FOLH1","OLFM4",0.00091898019288465
"1661","FOLH1","UGT2B15",0.00146452849879807
"1389","MEP1A","MUC17",0.00159414031391682
"921","MEP1A","ADGRG7",0.000945357856024253
"288","MEP1A","OLFM4",0.000803967725053183
"1719","MEP1A","MUC2",0.00154116749435639
"338","MEP1A","ANXA13",0.00109366487600913
"817","NEB","ALPK3",0.000935317004835793
"514","NEB","PADI2",0.00105411025746097
"714","PRSS2","JCHAIN",0.00175794501529594
"1274","CLDN3","PRAP1",0.00136162200478987
"280","CLDN3","OLFM4",0.000934029859390307
"166","CLDN3","FOLH1",0.00160255927144334
"1384","SI","MUC17",0.00119223719156105
"960","SI","ADGRG7",0.000701788424350787
"1280","SI","PRAP1",0.000746791807950458
"304","SI","OLFM4",0.000627714325108135
"1652","SI","UGT2B15",0.000899639155280017
"1743","SI","MUC2",0.00113083344968479
"354","SI","ANXA13",0.000788936227301663
"1307","SI","ANPEP",0.00102322284366047
"164","SI","FOLH1",0.000806734870622209
"445","SI","MEP1A",0.00078967689207395
"1192","SI","CLDN3",0.00099254144403954
"934","GUCY2C","ADGRG7",0.00112052556212456
"299","GUCY2C","OLFM4",0.00093986619498737
"468","GUCY2C","MEP1A",0.00145811811919837
"206","GUCY2C","SI",0.000922061968098479
"650","IL33","KLF2",0.0014381801715493
"541","IL33","RARRES1",0.00109973244223811
"1292","CP","NNMT",0.00116916943228477
"1508","CP","PIPOX",0.00121170301748678
"47","NDC80","MCM10",0.000826084642873683
"412","CYP11A1","KRT23",0.000976424653036319
"681","ALDH3A1","KLK10",0.00107831148111115
"952","FABP1","ADGRG7",0.00106243331941687
"1275","FABP1","PRAP1",0.00135041037681047
"1271","KHK","PRAP1",0.00115427991669973
"1564","KHK","LRRC19",0.00112579201923822
"1279","MME","PRAP1",0.00146708143032443
"1570","MME","LRRC19",0.00140729080793128
"853","MME","KHK",0.0014412637193245
"1387","CDH17","MUC17",0.00136525079244531
"962","CDH17","ADGRG7",0.00082106080031675
"324","CDH17","OLFM4",0.0017980708471876
"1644","CDH17","UGT2B15",0.00108988063472073
"353","CDH17","ANXA13",0.00125261197127127
"1305","CDH17","ANPEP",0.00121021149571427
"187","CDH17","FOLH1",0.000959412495199712
"199","CDH17","SI",0.00103581577364681
"90","CDH17","GUCY2C",0.00187073706046727
"1067","PCK1","CYP3A4",0.00131459302667415
"1505","PCK1","PIPOX",0.00119171464046647
"1516","CXCL8","MUC16",0.00247612856886724
"1070","AADAC","CYP3A4",0.0019626708914185
"1116","AADAC","FABP1",0.00161813228669619
"615","AADAC","PCK1",0.00125013161641882
"1624","DPP4","MMP1",0.00129099208093502
"1576","SLC7A5","SAPCD2",0.00148477274505346
"50","HMMR","MCM10",0.000828762428323443
"1117","MTTP","FABP1",0.00161748494728052
"1696","MTTP","DPP4",0.000975545019451905
"1837","CDC6","H2AC16",0.00116348739815577
"52","CDC6","MCM10",0.00125958097507753
"561","TOP2A","KIF18A",0.00149092500644636
"942","CDX1","ADGRG7",0.00110924515876364
"286","CDX1","OLFM4",0.00101357124695088
"1658","CDX1","UGT2B15",0.00160688485297693
"227","CDX1","SI",0.00098326886703358
"945","LGALS4","ADGRG7",0.000932227518979964
"281","LGALS4","OLFM4",0.00191123405150527
"1631","LGALS4","UGT2B15",0.00155429153880778
"1324","LGALS4","ANPEP",0.00148163176628957
"188","LGALS4","FOLH1",0.00126433142837123
"1196","LGALS4","CLDN3",0.00132092771790297
"221","LGALS4","SI",0.00083159273963531
"292","SLC26A3","OLFM4",0.000935025507116988
"1633","SLC26A3","UGT2B15",0.00198496545942117
"177","SLC26A3","FOLH1",0.00155008684596025
"220","SLC26A3","SI",0.000878296186853746
"1374","DEFA6","MUC17",0.00124655804405034
"932","DEFA6","ADGRG7",0.000729776681073541
"1282","DEFA6","PRAP1",0.000778129806853538
"305","DEFA6","OLFM4",0.00140453928516373
"1660","DEFA6","UGT2B15",0.000892156376045909
"1744","DEFA6","MUC2",0.00126359759885948
"352","DEFA6","ANXA13",0.00114832134371586
"1316","DEFA6","ANPEP",0.0010473754105008
"192","DEFA6","FOLH1",0.00081430672106562
"223","DEFA6","SI",0.00157353748459531
"71","DEFA6","GUCY2C",0.00228756052558604
"105","DEFA6","CDH17",0.00247575292475218
"493","DEFA6","CDX1",0.0010666688072271
"1434","DEFA6","LGALS4",0.00210216953082111
"243","DEFA6","SLC26A3",0.000851010795031868
"1377","MYO1A","MUC17",0.0011629922331345
"955","MYO1A","ADGRG7",0.000685282244159864
"1276","MYO1A","PRAP1",0.0007297712304473
"307","MYO1A","OLFM4",0.000611896785013021
"1637","MYO1A","UGT2B15",0.000875025013456552
"1746","MYO1A","MUC2",0.00178197986569948
"348","MYO1A","ANXA13",0.00204813211178919
"1330","MYO1A","ANPEP",0.00100176598816559
"181","MYO1A","FOLH1",0.000784623851350343
"453","MYO1A","MEP1A",0.00163213863474483
"225","MYO1A","SI",0.000593468483576558
"64","MYO1A","GUCY2C",0.00181085589118612
"102","MYO1A","CDH17",0.00169424971570054
"497","MYO1A","CDX1",0.00143955025746605
"1430","MYO1A","LGALS4",0.00146933285699814
"239","MYO1A","SLC26A3",0.000855942681185209
"1146","MYO1A","DEFA6",0.00129878920646504
"1394","PRSS3","MUC17",0.00164898584457435
"312","PRSS3","OLFM4",0.000860950521593647
"1735","PRSS3","MUC2",0.00160381176331386
"362","PRSS3","ANXA13",0.00108946585535801
"473","PRSS3","MEP1A",0.00110759676530908
"212","PRSS3","SI",0.000838276891340031
"123","PRSS3","CDH17",0.000972623040646408
"487","PRSS3","CDX1",0.00134033549244353
"1431","PRSS3","LGALS4",0.00114003986760401
"1154","PRSS3","DEFA6",0.000866771879047056
"1342","PRSS3","MYO1A",0.000820193751918128
"930","MUC13","ADGRG7",0.000902399121975457
"314","MUC13","OLFM4",0.000843121390217379
"1634","MUC13","UGT2B15",0.00147165162532835
"1310","MUC13","ANPEP",0.00142923759939137
"191","MUC13","FOLH1",0.00121032582592323
"1191","MUC13","CLDN3",0.00127736400865546
"210","MUC13","SI",0.000807511695646632
"1152","MUC13","DEFA6",0.00081279951212491
"1344","MUC13","MYO1A",0.000786508704492886
"14","MUC13","PRSS3",0.00111065664938988
"1382","ZG16","MUC17",0.00120644985458346
"931","ZG16","ADGRG7",0.000729115382737006
"1269","ZG16","PRAP1",0.000783218741945073
"297","ZG16","OLFM4",0.0017680243728865
"1639","ZG16","UGT2B15",0.00100296317612108
"1739","ZG16","MUC2",0.00252154878729161
"364","ZG16","ANXA13",0.00155023383171188
"1329","ZG16","ANPEP",0.0010876508411338
"163","ZG16","FOLH1",0.000938457360113556
"442","ZG16","MEP1A",0.000837689641755112
"1190","ZG16","CLDN3",0.000936300067376682
"201","ZG16","SI",0.000630025523576404
"58","ZG16","GUCY2C",0.00171674999448842
"125","ZG16","CDH17",0.00265603573434285
"479","ZG16","CDX1",0.00140601268033316
"1424","ZG16","LGALS4",0.00262904887666328
"237","ZG16","SLC26A3",0.00171534780586878
"1151","ZG16","DEFA6",0.00210555969872248
"1346","ZG16","MYO1A",0.00156513298826423
"13","ZG16","PRSS3",0.000869755631616617
"1461","ZG16","MUC13",0.000872450279425235
"1698","VIL1","DPP4",0.00115639307574791
"946","UGT2B17","ADGRG7",0.00117596623026514
"1284","UGT2B17","PRAP1",0.00133277472050874
"311","UGT2B17","OLFM4",0.000965122092658164
"1641","UGT2B17","UGT2B15",0.00212619251474536
"204","UGT2B17","SI",0.00154276422216971
"113","UGT2B17","CDH17",0.00213288814965184
"476","UGT2B17","CDX1",0.00170808889040851
"1435","UGT2B17","LGALS4",0.0018806585535927
"247","UGT2B17","SLC26A3",0.00211619916820186
"1349","UGT2B17","MYO1A",0.000895729859786321
"1464","UGT2B17","MUC13",0.00153260956801774
"1490","UGT2B17","ZG16",0.00211267483271659
"315","REG1B","OLFM4",0.00159374556367302
"1645","REG1B","UGT2B15",0.0020705955953192
"183","REG1B","FOLH1",0.00149259505841975
"213","REG1B","SI",0.000775694041634348
"121","REG1B","CDH17",0.00226414022419957
"490","REG1B","CDX1",0.00166383588355311
"1423","REG1B","LGALS4",0.00215970130865031
"238","REG1B","SLC26A3",0.00247639303502502
"1465","REG1B","MUC13",0.00156730976134484
"1487","REG1B","ZG16",0.00221212844039819
"1702","REG1B","UGT2B17",0.00220854358934806
"936","ALDOB","ADGRG7",0.00113285916547074
"1288","ALDOB","PRAP1",0.0015019509918913
"1569","ALDOB","LRRC19",0.00120562800650001
"1194","ALDOB","CLDN3",0.00157126416852563
"850","ALDOB","KHK",0.0015207764800188
"1616","ALDOB","MME",0.00172890212886661
"1704","ALDOB","UGT2B17",0.00163821558437836
"1378","CLCA1","MUC17",0.00120607052644832
"939","CLCA1","ADGRG7",0.000708911595195095
"1283","CLCA1","PRAP1",0.000754087581959063
"300","CLCA1","OLFM4",0.00192972850178533
"1654","CLCA1","UGT2B15",0.00090363628119005
"1733","CLCA1","MUC2",0.0028974559496418
"365","CLCA1","ANXA13",0.000799609882902488
"1308","CLCA1","ANPEP",0.00103083041121567
"173","CLCA1","FOLH1",0.000813048468370615
"443","CLCA1","MEP1A",0.00113913760990303
"195","CLCA1","SI",0.000614644875547221
"77","CLCA1","GUCY2C",0.00146516607054378
"127","CLCA1","CDH17",0.00272753758604792
"477","CLCA1","CDX1",0.00142704593431889
"1426","CLCA1","LGALS4",0.00280800325233102
"233","CLCA1","SLC26A3",0.00189774557739559
"1150","CLCA1","DEFA6",0.00142018235905038
"1337","CLCA1","MYO1A",0.00160294720529609
"18","CLCA1","PRSS3",0.000846783945167094
"1456","CLCA1","MUC13",0.00127182400803422
"1491","CLCA1","ZG16",0.00278373894806214
"1703","CLCA1","UGT2B17",0.000920257766498689
"1441","CLCA1","REG1B",0.00253503103259773
"949","ADAMDEC1","ADGRG7",0.000707514595258134
"283","ADAMDEC1","OLFM4",0.00168694432007041
"1659","ADAMDEC1","UGT2B15",0.00090534272602978
"1736","ADAMDEC1","MUC2",0.00224409890718081
"359","ADAMDEC1","ANXA13",0.00079318239808547
"1304","ADAMDEC1","ANPEP",0.00102651289483635
"174","ADAMDEC1","FOLH1",0.000814254341876866
"435","ADAMDEC1","MEP1A",0.000981179610872668
"194","ADAMDEC1","SI",0.00113629217918574
"63","ADAMDEC1","GUCY2C",0.00153833186218173
"108","ADAMDEC1","CDH17",0.00253800783444465
"483","ADAMDEC1","CDX1",0.00108652856877845
"1419","ADAMDEC1","LGALS4",0.00265271351702577
"240","ADAMDEC1","SLC26A3",0.000883762323006769
"1158","ADAMDEC1","DEFA6",0.00245970922554563
"1351","ADAMDEC1","MYO1A",0.000596348408363334
"1458","ADAMDEC1","MUC13",0.000813986330596335
"1486","ADAMDEC1","ZG16",0.00261456549274858
"1701","ADAMDEC1","UGT2B17",0.00227390812069175
"1443","ADAMDEC1","REG1B",0.00166601879607353
"26","ADAMDEC1","CLCA1",0.00280888604367197
"1381","DEFA5","MUC17",0.00126436368898833
"959","DEFA5","ADGRG7",0.00073858573504558
"1273","DEFA5","PRAP1",0.000788908132203803
"285","DEFA5","OLFM4",0.00160655099284684
"1665","DEFA5","UGT2B15",0.000885747237239166
"1737","DEFA5","MUC2",0.00120704614977242
"345","DEFA5","ANXA13",0.000850965949228975
"1319","DEFA5","ANPEP",0.00105434396967881
"193","DEFA5","FOLH1",0.000814723361617795
"463","DEFA5","MEP1A",0.000851690995551071
"216","DEFA5","SI",0.00174424591529532
"86","DEFA5","GUCY2C",0.00214932553755614
"103","DEFA5","CDH17",0.00258679522145759
"475","DEFA5","CDX1",0.00100578810719107
"1416","DEFA5","LGALS4",0.00230913611017266
"1153","DEFA5","DEFA6",0.00457554630857878
"1332","DEFA5","MYO1A",0.000619756765308616
"16","DEFA5","PRSS3",0.000875534181712719
"1455","DEFA5","MUC13",0.000811790747444023
"1494","DEFA5","ZG16",0.00220696716882995
"23","DEFA5","CLCA1",0.00148865899411722
"740","DEFA5","ADAMDEC1",0.00272673435351608
"1386","SPINK4","MUC17",0.00172796444389703
"948","SPINK4","ADGRG7",0.000984453912943626
"290","SPINK4","OLFM4",0.00125817471754171
"358","SPINK4","ANXA13",0.00121061528519645
"454","SPINK4","MEP1A",0.00151191069311641
"228","SPINK4","SI",0.00082687949892809
"126","SPINK4","CDH17",0.00215808932260166
"1145","SPINK4","DEFA6",0.00122032185361504
"1347","SPINK4","MYO1A",0.00182602953978628
"15","SPINK4","PRSS3",0.00114942956836983
"1492","SPINK4","ZG16",0.0021368148440417
"21","SPINK4","CLCA1",0.00235442871369716
"742","SPINK4","ADAMDEC1",0.00175670960965562
"44","SPC25","MCM10",0.00107420558875312
"94","SPC25","HMMR",0.000973126448078093
"256","SPC25","CDC6",0.000979055871986064
"938","OTC","ADGRG7",0.00126924452537395
"1290","OTC","PRAP1",0.00146092284306863
"313","OTC","OLFM4",0.000925453232529112
"367","OTC","ANXA13",0.00124409870376481
"437","OTC","MEP1A",0.00136470945220011
"198","OTC","SI",0.000907255497014045
"70","OTC","GUCY2C",0.00158246799723497
"1128","OTC","FABP1",0.00192559227523283
"101","OTC","CDH17",0.00106300036180207
"508","OTC","AADAC",0.00167541721632374
"1148","OTC","DEFA6",0.000944866590638016
"1340","OTC","MYO1A",0.000888192751545942
"1489","OTC","ZG16",0.000974142746144842
"1705","OTC","UGT2B17",0.00169958609072875
"25","OTC","CLCA1",0.000914649559551125
"743","OTC","ADAMDEC1",0.000904744132052033
"1144","OTC","DEFA5",0.000958502728071851
"613","OTC","SPINK4",0.00130577373616015
"924","GPA33","ADGRG7",0.000949908641481072
"298","GPA33","OLFM4",0.00163819826966291
"1667","GPA33","UGT2B15",0.00140319308916298
"1725","GPA33","MUC2",0.00256898678895146
"1323","GPA33","ANPEP",0.00155311579884498
"232","GPA33","SI",0.000836761971757322
"130","GPA33","CDH17",0.00263014826049167
"482","GPA33","CDX1",0.00165466354561951
"1427","GPA33","LGALS4",0.00239320683807996
"241","GPA33","SLC26A3",0.00179145415904203
"1149","GPA33","DEFA6",0.00183098101392551
"1333","GPA33","MYO1A",0.00193684632549007
"19","GPA33","PRSS3",0.00114682523256348
"1454","GPA33","MUC13",0.00120491047365372
"1700","GPA33","UGT2B17",0.00145267821695375
"28","GPA33","CLCA1",0.00263910443062897
"744","GPA33","ADAMDEC1",0.00207234729344818
"1142","GPA33","DEFA5",0.0017237125227953
"579","CDT1","DEPDC7",7.5885079714722e-05
"1840","CDT1","H2AC16",2.36223229763516e-05
"775","MYB","VAV3",4.31512784207173e-05
"765","CYP11A1","VAV3",9.75947449232085e-05
"1838","MMP7","H2AC16",0.000113400781460646
"1620","TOP2A","MMP1",5.1540477669631e-05
"567","CDC20","DEPDC7",3.24192969794296e-05
"523","SPC25","MYB",5.7846800800402e-05
"584","MKI67","DEPDC7",2.65730625046375e-05
"591","MKI67","FABP3",2.82446908864134e-05
"1842","OLFM4","H2AC16",0.000290583368737116
"1663","CHL1","UGT2B15",0.00034728087724882
"721","ABCA12","JCHAIN",0.00022069169265681
"277","HOXA10","OLFM4",0.000487989522285668
"404","FABP3","PRUNE2",0.00078319457466457
"1707","FABP3","SULT1C2",0.000663756043638824
"610","SPON1","SV2C",0.00032270804163304
"781","IL33","CAPN9",0.00073721897325735
"78","IL33","GUCY2C",0.000608052132130513
"1366","SERPINA1","CDT1",0.000908063091470831
"211","SERPINA1","SI",0.000828064781202986
"1839","KHK","H2AC16",0.000332270537008707
"604","PCK1","SV2C",0.000251887789352607
"512","CXCL8","PADI2",0.000500082155295147
"888","DPP4","GRB7",0.000506459276985321
"837","DPP4","MMP7",0.000666243385539419
"1262","MTTP","SLC18A2",0.00080021230341407
"265","DEFA6","MYBL2",0.000226086344926654
"537","VIL1","RARRES1",0.000575214387226484
"760","UGT2B17","CHL1",0.00031823030220774
"76","ALDOB","GUCY2C",0.000518340898049273
"918","CLCA1","ABCA12",0.000662812919154171
"1691","ADAMDEC1","SERPINA1",0.000807653826506547
"987","FREM1","DCDC2",0.00186715408278297
"274","CAPN9","VSIG1",0.00104115300891562
"1755","CAPN9","MUC5AC",0.00156288509799758
"386","PRUNE2","FSD1L",0.00154863571890753
"1577","MIEN1","SAPCD2",0.00157141473665472
"1589","MUC16","CYP4X1",0.00135667758329807
"1770","MUC2","PHGR1",0.000754597962855083
"596","SLC18A2","SV2C",0.00140546100652693
"1000","PDZK1","DCDC2",0.000498311292222473
"1775","CDX2","PHGR1",0.000971743610515646
"1722","CDX2","MUC2",0.00159698808061727
"954","NNMT","ADGRG7",0.000901005565847157
"989","LRRC19","DCDC2",0.000619942201070981
"1472","LRRC19","PDZK1",0.00028362681826411
"1110","ABCA12","LRATD1",0.0011953926245661
"609","PPP1R1B","SV2C",0.000876026010896731
"899","PPP1R1B","MIEN1",0.00087279956143439
"779","SULT1C2","CAPN9",0.00102927411427139
"1468","SULT1C2","PDZK1",0.0004405558791109
"1571","SULT1C2","LRRC19",0.000532349686396164
"294","RARRES1","OLFM4",0.0017609232537004
"1184","HOXA10","FREM1",0.0011129868275377
"642","HOXA10","SCGB2A1",0.000741398632637943
"1268","PIPOX","PRAP1",0.000641399438389955
"976","PIPOX","ALDH1L1",0.00084787012003988
"858","MEP1A","BTBD16",0.00103466294951516
"690","PRSS2","KLK10",0.00122366785363662
"1003","SI","ANO7",0.000961065742448803
"1764","GUCY2C","PHGR1",0.000876353589338512
"1721","GUCY2C","MUC2",0.0016673187756893
"275","MMP1","VSIG1",0.00118516450442905
"1756","MMP1","MUC5AC",0.0012729766198203
"711","MMP1","JCHAIN",0.000923485671805323
"1710","MMP1","SULT1C2",0.00101875033831081
"551","NDC80","KIF18A",0.00111638330548137
"1101","GRB7","PGAP3",0.000519505291809169
"764","GRB7","VAV3",0.00112765558914019
"835","CYP11A1","MGARP",0.00292689415679955
"1594","ALDH3A1","CYP4X1",0.000993409158844595
"1519","ALDH3A1","MUC16",0.00103767471760024
