"external_gene_name","description","count","counts_when_betweeness_0","counts_when_centrality_0","counts_when_druggability_0","counts_when_cryptic_pockets_0"
"UBE2S","ubiquitin conjugating enzyme E2 S",17,2,1,0,2
"COMMD2","COMM domain containing 2",16,3,3,8,0
"HSPA4","heat shock protein family A (Hsp70) member 4",16,9,0,16,0
"PRKDC","protein kinase, DNA-activated, catalytic subunit",15,2,0,3,0
"CD247","CD247 molecule",14,9,3,7,0
"P3H2","prolyl 3-hydroxylase 2",14,15,0,0,0
"CD1B","CD1b molecule",13,4,0,0,0
"HAUS8","HAUS augmin like complex subunit 8",13,1,0,0,1
"CETN2","centrin 2",12,17,29,34,61
"RBP1","retinol binding protein 1",12,2,0,0,2
"IRF5","interferon regulatory factor 5",11,4,0,7,0
"HM13","histocompatibility minor 13",10,6,0,14,0
"HSD17B10","hydroxysteroid 17-beta dehydrogenase 10",10,6,0,5,0
"RBX1","ring-box 1",10,11,7,15,0
"TGFA","transforming growth factor alpha",10,14,0,0,0
"CARMIL2","capping protein regulator and myosin 1 linker 2",9,3,0,0,0
"ELOVL4","ELOVL fatty acid elongase 4",9,3,0,0,6
"PCNA","proliferating cell nuclear antigen",9,5,4,0,18
"TRAM1","translocation associated membrane protein 1",9,3,3,0,15
"MMP13","matrix metallopeptidase 13",8,2,0,0,3
"TNR","tenascin R",8,3,0,0,5
"DSG2","desmoglein 2",7,24,0,11,7
"KIF18B","kinesin family member 18B",7,6,0,15,0
"KRT80","keratin 80",7,16,0,15,0
"SRC","SRC proto-oncogene, non-receptor tyrosine kinase",7,6,28,10,6
"CACNA1E","calcium voltage-gated channel subunit alpha1 E",6,10,0,0,9
"CANX","calnexin",6,13,0,0,2
"HSP90AB1","heat shock protein 90 alpha family class B member 1",6,23,21,51,39
"KDM1A","lysine demethylase 1A",6,13,28,37,58
"NDE1","nudE neurodevelopment protein 1",6,1,0,1,0
"SYK","spleen associated tyrosine kinase",6,1,35,30,48
"CLPB","ClpB family mitochondrial disaggregase",5,21,0,22,33
"EZR","ezrin",5,8,0,3,0
"FBXO45","F-box protein 45",5,22,0,30,34
"FZD3","frizzled class receptor 3",5,9,2,1,34
"ABCA12","ATP binding cassette subfamily A member 12",4,1,2,15,0
"DHCR7","7-dehydrocholesterol reductase",4,11,0,0,10
"ACAN","aggrecan",3,3,0,3,0
"ACTB","actin beta",3,3,0,5,5
"GAPDH","glyceraldehyde-3-phosphate dehydrogenase",3,4,2,13,29
"HEATR1","HEAT repeat containing 1",3,6,0,10,9
"KIF11","kinesin family member 11",3,4,0,5,3
"SEPTIN3","septin 3",3,2,0,10,0
"SPDYE2","speedy/RINGO cell cycle regulator family member E2",3,1,0,0,0
"SULT1E1","sulfotransferase family 1E member 1",3,5,0,6,1
"ATP6V0A4","ATPase H+ transporting V0 subunit a4",2,0,26,5,16
"CD9","CD9 molecule",2,0,0,5,0
"IL4I1","interleukin 4 induced 1",2,0,5,0,8
"MAPK15","mitogen-activated protein kinase 15",2,0,4,7,0
"SCD5","stearoyl-CoA desaturase 5",2,0,2,6,0
"STT3B","STT3 oligosaccharyltransferase complex catalytic subunit B",2,0,16,25,37
"XDH","xanthine dehydrogenase",2,0,35,23,24
"HACD2","3-hydroxyacyl-CoA dehydratase 2",1,0,20,24,30
"LYN","LYN proto-oncogene, Src family tyrosine kinase",1,0,20,12,15
"OIP5","Opa interacting protein 5",1,0,9,22,10
"PPP1R1B","protein phosphatase 1 regulatory inhibitor subunit 1B",1,0,2,14,0
"RAC3","Rac family small GTPase 3",1,0,11,11,4
"WIF1","WNT inhibitory factor 1",1,0,1,0,1
