"","uniprotswissprot","logFC"
"146","Q96NG8",1.61910486341327
"147","Q86UU1",1.35429590660566
"148","Q9NQV5",1.1786607321889
"149","O43623",1.25860766052207
"150","P04233",-3.91289903874068
"151","P14210",1.57031271535741
"152","Q9UGI0",1.24553080484264
"153","Q96PE1",2.35370464670064
"154","Q9NTW7",-1.48981833655345
"155","Q13761",-5.03101444012116
"156","Q9UF11",-3.7590093790261
"157","P30740",-1.22717387821953
"158","Q9Y4C0",-1.11860441450144
"159","Q9HDB5",-1.11860441450144
"160","Q9H0X9",1.29226042245728
"161","P31327",2.1143728624261
"162","Q13642",1.80095549459203
"163","Q5BKX6",-2.24463391866017
"164","Q3KR37",1.59690993935251
"165","Q9BS26",-1.10580111748508
"166","P13196",-1.15481799776594
"167","Q13489",-1.70367496624152
"168","Q9UKA4",1.19997497566129
"169","Q9NS18",-2.38667994314011
"170","Q9Y315",-1.96863012751383
"171","Q92887",1.20784138290685
"172","Q9H4E7",-1.12179300615616
"173","P48507",-1.78248023199338
"174","Q9NZN4",1.0715016913275
"175","Q9NQL2",-1.80436439288802
"176","O14756",1.60067584276249
"177","P19971",-2.58455522790281
"178","Q15785",-1.14272032119279
"179","Q9UGP8",1.13286629809695
"180","P08670",2.4642269745554
"181","P25445",1.66572895836205
"182","O00584",-1.15076577350601
"183","Q9NRZ5",1.96332236177044
"184","Q9NP31",-2.59243280643287
"185","P09086",-1.94925289441285
"186","Q9NYF8",1.16020906004608
"187","Q15276",1.6095443566258
"188","O15347",-3.44577152110453
"189","Q16611",-2.34770399832444
"190","Q9UKS7",-1.09147048694391
"191","P28799",-2.15100783349287
"192","Q9NYF5",1.26815834989214
"193","Q2M1Z3",1.00598005273758
"194","Q53HC9",-1.81482078588572
"195","Q13099",1.43625263512437
"196","Q9P2E5",-1.08852119374157
"197","Q9BYC5",-2.0883631725313
"198","Q93050",1.3191412419694
"199","Q99767",-1.90425019066716
"200","P46734",-1.42871652764113
"201","Q9HAE3",1.05030483553841
"202","Q96C01",-2.05286471060247
"203","Q9UIK4",-1.35270886394221
"204","P16035",2.79895449582907
"205","P54296",1.87746490031734
"206","Q9Y6A2",2.1052994341572
"207","O75604",1.03638797403204
"208","Q9NRH3",1.63637029837548
"209","Q9UNX3",-1.21503360575954
"210","P35916",1.00062709315979
"211","P31273",1.82026278102941
"212","Q8NFC6",1.10897289415317
"213","Q6P2E9",1.93200846844219
"214","O75962",1.33967008939047
"215","P13611",-2.53584616105991
"216","P21757",-2.52154914522979
"217","P12830",-5.05533636038917
"218","Q7Z3T8",2.43697915124498
"219","Q6ZS17",1.06120997717337
"220","P13671",3.3806258463244
"221","Q6ZVD8",1.75270388219413
"222","Q9BZR6",-2.4318996764363
"223","Q96MK2",3.36541331494338
"224","Q9NUW8",-1.18369745289342
"225","Q9P0W8",1.29658282560933
"226","Q9NVC6",3.43243071308864
"227","P40121",-3.46296303312041
"228","P53680",-1.60458668999578
"229","P01266",1.22217860285482
"230","Q9UKQ2",-2.03111974514709
"231","Q13094",-1.74831988214217
"232","P46019",1.82812699568604
"233","Q9NXG0",1.60201309528129
"234","P29320",2.15196603653126
"235","Q14126",-2.3387265930769
"236","O75665",1.4553838161294
"237","Q13491",-1.15075377682321
"238","Q9H6S0",1.98125033527897
"239","Q32MH5",1.14323194346546
"240","Q8WZ64",-1.59587462932447
"241","P00450",-7.3642241059827
"242","P51811",-2.60394688130729
"243","Q9UN30",3.03687144377428
"244","Q9ULE0",1.30646932783831
"245","O43182",3.47289170716699
"246","Q9HD26",1.0689853579298
"247","Q9UKV0",-2.05464047217197
"248","Q96FV3",-1.15146757160661
"249","Q9Y3C1",-1.21745507295449
"250","P82664",-1.20102437834918
"251","O95319",2.56662161661758
"252","Q15032",-1.11390834390617
"253","Q14055",-3.92419391054437
"254","O95479",1.23884026472195
"255","Q9H201",-1.18737881930924
"256","P15502",1.12869808528355
"257","P35250",-1.313152952629
"258","Q96KA5",-1.33713549183132
"259","Q96PU5",-1.13099048617518
"260","Q6ZSY5",1.69749771550982
"261","Q5QGS0",1.47697826788262
"262","Q9UBP4",1.72559961654832
"263","Q12774",-1.27832143156512
"264","Q9Y4A8",-1.3006174905723
"265","Q96AQ8",-2.08569418406938
"266","Q9UHB6",1.50842893177797
"267","Q2Y0W8",1.87978033878675
"268","P43115",-1.11471853692074
"269","Q8N612",1.20593604333117
"270","Q15011",1.20479071038842
"271","P13498",-4.05751724826187
"272","Q96J01",-1.71574544439611
"273","Q9HAU0",1.60685356426475
"274","O00409",1.81626131051688
"275","Q9BQI9",1.79133613949792
"276","Q9UJX5",1.40186696214606
"277","P51787",-2.63218483389574
"278","O43617",-1.32749356588623
"279","Q9NRX4",-1.28929665036821
"280","Q9Y5L3",-4.08952733640671
"281","O60449",-2.21079836597372
"282","Q9H1Y3",-1.25485097025917
"283","Q8WXH0",2.27643564568125
"284","Q9ULM0",-2.20789565407463
"285","Q9NTU7",2.82233105765012
"286","Q12809",-1.2516661184049
"287","Q96F07",-1.70131206860357
"288","P19525",-1.04580795551572
"289","Q9P275",1.68005654846644
"290","Q14624",5.759998776966
"291","Q96EK2",3.68458146511745
"292","Q13077",2.88951527438859
"293","O15457",2.35809375093164
"294","Q92995",1.20957890929539
"295","Q13753",-4.86030901914506
"296","Q5TZA2",1.72988790281149
"297","Q9BTX1",-1.94927571759979
"298","Q4VC44",2.02809010097361
"299","Q9H9P5",1.9381368996968
"300","P24557",-1.48328904839823
"301","Q9H0J9",-1.63203340051456
"302","P54886",-1.5468784410004
"303","P11169",1.80848918780232
"304","A5PKW4",1.74599824048913
"305","P30679",-2.10392119534575
"306","P12107",-3.89220359468356
"307","P54687",-1.51326950230306
"308","Q9NQX0",3.02982417857998
"309","P82673",-1.59646191371686
"310","Q02153",-1.17486652965724
"311","Q12872",1.11819163172467
"312","Q7Z3U7",1.67765304889992
"313","Q86WP2",1.00064907660254
"314","Q96PD7",-2.79823355937682
"315","Q96EL2",6.80669193765609
"316","P23588",1.21893865565832
"317","Q9GZN6",3.12349049455151
"318","O75493",2.41921893677238
"319","Q96AB3",-2.02895431409817
"320","Q9NSD4",1.26031008297502
"321","Q14790",-2.22815798060868
"322","Q9UPQ0",1.20042130289042
"323","Q9NVM9",-1.16145509756503
"324","O76076",4.81799754116319
"325","Q9Y274",-1.77422514605762
"326","Q4KMG0",2.61492907735575
"327","O14593",-2.0011472139888
"328","Q9HBW0",-1.2846484367114
"329","Q8IX01",1.50811747390014
"330","Q8IZY2",-1.47683992040577
"331","Q9Y6H5",3.80321136913031
"332","Q96K12",-1.42361586168181
"333","P36508",1.275954581876
"334","Q15599",-1.26494834740886
"335","P78549",-1.13556558789518
"336","O95631",-3.29783891631355
"337","P21860",-5.05625790742158
"338","Q14554",-1.29633472831374
"339","O95168",-1.55080929285916
"340","Q15746",1.81700956534317
"341","Q9H813",-1.51617358293681
"342","O60641",2.34632416058778
"343","Q9H2G2",1.60128186423606
"344","Q9H4Y5",-1.12263860544467
"345","Q04759",-2.81457770891574
"346","Q9Y576",1.57868351882918
"347","Q9H098",-1.35540086970363
"348","P48163",1.75305292974194
"349","P13995",-1.73749890051768
"350","P67809",-1.54885610354002
"351","P27815",-2.21076056639616
"352","Q15172",-1.07839684989993
"353","P35590",1.03088571058574
"354","Q9H0C1",-1.90110904483536
"355","P48764",1.15224555005573
"356","Q8N5V2",-2.40429301882419
"357","Q9UIB8",-2.23966802628835
"358","Q9BW60",-1.74444313943271
"359","P17947",-2.7768125728554
"360","Q15777",-4.16347289136893
"361","P56856",4.15681983031939
"362","P54252",1.18546612028241
"363","Q9ULI4",3.05844657611165
"364","Q96BY7",1.57402625746254
"365","Q9P243",-1.501988884412
"366","B2RTY4",1.00915171894097
"367","Q01813",-1.50241710323856
"368","Q15629",-1.91599244446837
"369","P46020",1.6825881655814
"370","P14618",-2.55606287626877
"371","Q12888",1.25708046817334
"372","Q12816",2.931883528618
"373","Q05513",-2.49678985988725
"374","P21579",1.85480730298754
"375","Q8IVL0",3.88710001300592
"376","Q15120",-1.10922593910396
"377","Q9NS23",1.17870088791435
"378","P22607",-3.37742557724935
"379","Q96HE9",-4.65534354098757
"380","O00139",-1.08903705928163
"381","Q7LDG7",2.98272785758537
"382","Q9P2H3",1.59743368969653
"383","P11217",1.55020344453024
"384","O15021",1.3023578654485
"385","Q8IZF2",1.28711182394497
"386","Q58EX2",-2.5008135857101
"387","P20749",-1.44016304485378
"388","O60706",2.20022186890407
"389","Q9UHP7",1.47157495727545
"390","P27338",3.40080624856153
"391","P35398",2.86103072466033
"392","Q03167",3.1668782824497
"393","P46934",1.3322364698828
"394","O14775",2.61503215866569
"395","O95163",1.7155582023235
"396","P35080",-1.11024508664597
"397","P26045",-2.88823221065215
"398","O15520",4.30784754515256
"399","Q86US8",1.46784018164117
"400","P53675",1.82679413101085
"401","Q9HCT0",4.2496938482223
"402","O95633",2.44034097336943
"403","Q6NYC1",1.36077489051306
"404","Q9NSC7",-3.64531836881418
"405","P08243",5.48444838938744
"406","P11940",-1.17294501308261
"407","Q96S53",1.57656277711388
"408","P19784",1.44821974916899
"409","Q16825",1.92070758668955
"410","P60953",-1.05261649980534
"411","Q9UM21",-1.31366914350652
"412","A1A4S6",3.38305444862682
"413","Q15349",1.07771486606734
"414","Q7L8A9",1.25528123335641
"415","Q15645",-3.75285236719829
"416","Q15904",-1.08247813471173
"417","Q92519",2.07887206679223
"418","O95983",1.46055690087589
"419","Q14527",1.08460280512938
"420","Q53TN4",1.28360541538885
"421","Q9H159",2.78381029840118
"422","O94910",-1.29369988317148
"423","Q9UK32",1.7372137940658
"424","Q99952",-1.22771672726372
"425","Q15772",2.12027787894219
"426","Q8TBB1",-1.88173273194525
"427","P02786",1.14127389122929
"428","Q9UHB7",1.13136266505588
"429","O94844",1.70334862748632
"430","Q99714",-1.08880051746647
"431","Q7KZI7",-1.51599642394477
"432","Q9UKU6",2.33707092899457
"433","O15460",-1.13034863782969
"434","P31994",-2.70104372309719
"435","P49748",1.11900505230786
"436","Q14194",1.52485171676368
"437","P57679",1.69950043302216
"438","Q9Y6F6",2.71536182633675
"439","Q9H6F2",-1.55382303973809
"440","Q8WTV0",1.75680093114807
"441","P49736",-2.02390135577415
"442","Q9BXT6",3.37571724776699
"443","Q9BVL4",1.33509088596311
"444","Q96QP1",1.25708943058607
"445","Q6P1M3",-2.40258865141612
"446","O60658",1.58477235713386
"447","P51793",-1.23332837961166
"448","P31040",3.13587249052213
"449","Q969G3",4.25314974350803
"450","O75078",2.03082439029183
"451","Q96AC1",1.28819145993504
"452","P35354",1.02300718291986
"453","Q9Y6M1",-2.15118856198349
"454","O43283",-1.53425521380227
"455","P15907",-3.23148263440203
"456","Q5TBA9",1.22977612147112
"457","P46459",-1.0062773533803
"458","P10070",2.31286758606847
"459","P82930",-1.11750473123059
"460","Q9UM47",-1.06945132107486
"461","Q53F19",1.25035734540448
"462","O43570",-3.48463879842973
"463","Q99685",-1.22734168097853
"464","Q9HCE3",1.38096239545654
"465","O43149",1.44042391166556
"466","P06733",-1.82636251016424
"467","Q9UJT0",1.43412746557004
"468","Q8NFH4",-1.17726627935225
"469","Q14563",-2.89009396125739
"470","Q5R3I4",1.44752679842482
"471","P24752",1.02399602120601
"472","Q9NYQ6",-5.0150610035482
"473","Q14966",1.70012281562916
"474","P35612",-3.62339705881134
"475","P15408",1.24064973514471
"476","P60709",-1.12632738626736
"477","Q96EN8",2.22446495504628
"478","Q13393",2.69625617164211
"479","O43379",-2.92898102621164
"480","Q9UHQ4",6.11918416171642
"481","Q9NQW1",3.55369953237138
"482","Q14566",-1.08073743751088
"483","P13051",-1.43947737611259
"484","O75051",1.76393248803228
"485","Q96R06",-1.40731690260052
"486","P55327",-4.32719511575546
"487","O00763",2.44327733083217
"488","Q9BUZ4",-1.48489105161231
"489","P43121",1.58312925492226
"490","Q9NUK0",-1.42500550638633
"491","Q9P1Y5",-5.05951303702108
"492","P47736",-3.96627655458369
"493","Q15833",-3.02052942003956
"494","Q16760",2.5047366041755
"495","P10826",1.33269122485133
"496","O60237",3.27911581929645
"497","O75914",2.10645949493716
"498","Q9NQT4",-2.2250601277602
"499","Q7Z5R6",-2.15511095241404
"500","O75427",2.83201162057147
"501","Q5HYJ3",1.18026852113514
"502","P35609",3.74573904255948
"503","Q9Y3Q0",3.68949366944261
"504","Q6IE81",1.5616082928932
"505","P11362",1.20255852840598
"506","P23142",1.23566290953095
"507","P53708",3.97574819722588
"508","Q12884",-1.65343882922013
"509","Q9NUN7",-1.07272962537325
"510","Q8NEB9",1.16907843255682
"511","Q9NQ88",-1.09736955896263
"512","Q08462",3.32821547739049
"513","P05305",-1.43887158136866
"514","Q9H0M4",1.35535801886073
"515","O43736",3.24580788514396
"516","Q9Y277",-1.10555148763921
"517","Q15154",1.73230088326824
"518","A7E2Y1",1.77331644046029
"519","Q06455",1.64132746385443
"520","Q96FV9",1.34776074549856
"521","Q9Y680",1.85140005964088
"522","Q9BZF3",1.2847873314591
"523","Q13342",-1.07702049361065
"524","Q9HBL0",1.73839850827069
"525","O95398",1.79092174560865
"526","P13688",-2.23316317973361
"527","Q15102",-2.55233190900912
"528","O60890",1.23086422021867
"529","Q14807",-1.8411493576622
"530","P50570",-1.1284259372656
"531","O43491",2.08898006559718
"532","Q6UVY6",-1.52097666945441
"533","Q9UNT1",1.43673063660744
"534","Q14145",-1.12041806964471
"535","Q9NXZ2",1.57444977420633
"536","P40126",2.06318690540422
"537","Q68DQ2",1.08779508603948
"538","Q9UF33",1.18813155441347
"539","P51531",1.97747021738534
"540","Q9Y6P5",2.65724112297083
"541","Q6ZRS2",4.7919758313096
"542","Q9UPM8",1.07022210208389
"543","P53420",3.2344698648124
"544","P36402",-2.85039889481817
"545","Q9BZV3",-4.11337895702474
"546","P78540",2.59254665124578
"547","Q06413",2.05542020305684
"548","P08575",-1.38111196128131
"549","O94768",-2.75837358474541
"550","Q9Y5E5",2.25820971817305
"551","Q9Y5H1",1.91175382493392
"552","O60346",1.08026322004167
"553","O43520",-1.96406399056784
"554","O15117",-2.47462999498005
"555","P06401",2.88195549100241
"556","Q49AR2",-1.64723752553032
"557","O60583",1.49941404086595
"558","Q9P2D6",1.02306502151023
"559","Q9Y2J2",2.1220643126011
"560","Q53SF7",1.07871819980387
"561","Q9NUC0",-1.33322775717184
"562","O00463",1.10924887866361
"563","Q9NWU5",-1.2950747396398
"564","Q14494",1.22682848267098
"565","Q9P283",-3.25025692258333
"566","P18084",-1.27934796282967
"567","Q9HCF6",4.74637531421773
"568","Q5JWR5",2.52376285671624
"569","Q8IYT8",1.51088797690036
"570","Q8WXW3",1.0133649328796
"571","Q9NQC7",1.26214058103694
"572","Q96MU7",1.25643084235194
"573","O75844",-1.12669223549144
"574","Q9NQZ5",-1.37707194639639
"575","Q8NC60",-1.19699804883607
"576","Q13127",-1.30520385398347
"577","P09211",-2.0150965671795
"578","Q07092",4.24272848763562
"579","Q8NDL9",-1.02474990956348
"580","P61026",-1.07015691215625
"581","Q9UPY8",1.96691994671366
"582","P27701",-2.29898456043147
"583","Q03112",-3.79713993537583
"584","Q8IYU2",1.19826928288845
"585","Q12889",-3.10964909085707
"586","Q6NUK1",-1.31066398005446
"587","Q9Y6R4",1.58503307690963
"588","Q9P2J2",-4.64853114441673
"589","P08183",2.41247046059151
"590","O96014",-2.62659691268373
"591","O94830",1.26117322684184
"592","Q13415",-2.69653376259117
"593","Q99735",-2.19459616981293
"594","Q9NVE5",1.17030406609623
"595","Q6P0Q8",1.69137816895953
"596","Q9UNQ2",1.15385871243187
"597","Q04609",-1.98559702688042
"598","Q9BQI3",-1.30403340951418
"599","Q9UM22",1.21904079959069
"600","Q9Y5X0",-3.11528606625479
"601","Q9NYQ8",-4.47598653355137
"602","Q15363",-1.03993639027143
"603","Q86YB8",1.57185752640059
"604","Q9NUQ3",1.25906728151695
"605","Q9GZY6",-1.92524407931175
"606","Q9H6U8",2.39005530465466
"607","Q9NPH5",-2.35958219845063
"608","O75807",1.77963264246972
"609","P22303",2.37959960605373
"610","Q96RL1",1.61907472806419
"611","P08253",1.35605230258103
"612","P35611",1.13479711032876
"613","Q9H9P8",-1.1315260775873
"614","Q14112",1.25319266658277
"615","O95467",-1.25614010788476
"616","Q5JWF2",-1.25614010788476
"617","P63092",-1.25614010788476
"618","Q96KR7",3.36593269986757
"619","O14965",-1.45742705243888
"620","Q96IZ6",-1.44348874102518
"621","Q8TDY4",1.89695863651846
"622","Q9BV94",-1.75515263493436
"623","Q9UBC3",-2.07884011838986
"624","Q9ULW0",-6.21782846379448
"625","Q9NXR5",2.08435576854684
"626","Q9UK00",1.69317832266114
"627","Q9HAQ2",-2.20686656189892
"628","Q9P2N2",1.86682692692521
"629","Q9UJA2",2.36297114490661
"630","Q9BZZ2",-1.12335030139775
"631","P62942",-1.1811653423893
"632","Q5TEA3",1.82198287780799
"633","Q6P1L6",1.27224749554098
"634","Q9BQW3",1.90069077567499
"635","O60299",-1.0722770336314
"636","Q2M2Z5",1.70648443686788
"637","P63167",-1.21518300723741
"638","Q96BS2",1.48664388729194
"639","Q99572",2.93709932537936
"640","Q9UGH3",2.49373131890407
"641","Q6J4K2",2.21648975499835
"642","P00973",-3.01433059559556
"643","Q96L93",1.38241767325665
"644","P05060",4.64274701414889
"645","P78318",1.00293337296893
"646","Q96DB9",-2.35605303194524
"647","Q9NR11",1.1877156805279
"648","Q9BQS7",2.14073347400253
"649","Q9H305",1.37694027913083
"650","Q9P107",-2.02336583257157
"651","P18627",2.02555105007523
"652","Q15773",-1.27651355569818
"653","Q96DC9",-1.98246636526043
"654","P24278",1.41684578124623
"655","Q8NC96",1.11590057709625
"656","P98171",-1.29762367932882
"657","Q8TF21",2.52044761848116
"658","Q9NWQ4",1.26400050639711
"659","Q8N2S1",2.5266424215269
"660","Q08116",-2.0806713347349
"661","Q9Y291",-1.01980701844097
"662","O95178",-1.26185556135479
"663","P05362",-1.81295298816494
"664","Q9Y616",2.04254285729788
"665","P61626",-2.46873908219203
"666","Q8IVL5",1.51140706471218
"667","P40225",3.24738123128724
"668","Q9H2X0",3.69541723176358
"669","P49771",6.41635231309944
"670","O75154",1.26902348369293
"671","P98172",-1.02511464030381
"672","Q92896",1.16717163675076
"673","Q8NDV7",1.44270052783224
"674","Q9BZ72",3.07572298770249
"675","Q86UW9",-1.01854720723078
"676","Q96PZ0",-1.11398132919557
"677","Q92823",-2.26117337721317
"678","P07942",1.86728602928881
"679","O43511",1.55580122510267
"680","Q9NX76",-2.76135640641169
"681","P23229",-1.12190447427133
"682","Q8WZA2",2.67878188332142
"683","Q9NYL2",1.75915442363753
"684","Q68CR1",-2.71276662096788
"685","P02787",1.90453672102577
"686","Q9UKN7",2.29235273106986
"687","Q9C000",3.71537988042359
"688","Q9BZ71",2.5623647862919
"689","Q9Y5N6",-3.31554993966256
"690","P15085",2.88348307572769
"691","P03372",-1.71714588431796
"692","Q9UGC6",1.82427303161403
"693","Q06323",-1.18444001159312
"694","Q9H6D7",2.73097445004924
"695","Q96JJ6",3.76535045198052
"696","Q9UHI5",1.64214816030606
"697","Q8WUG5",1.70389223916827
"698","Q96EP0",5.77086672608117
"699","P22735",-3.56022033847505
"700","Q9H2E6",2.72588408500885
"701","Q96QT4",1.40496032429017
"702","Q06418",3.24547093125668
"703","P20807",4.24908723216431
"704","O00161",2.02530933477344
"705","O43175",-1.00787551669205
"706","P15311",-1.45195493621839
"707","Q70J99",1.03816303738647
"708","Q16555",1.14722583285164
"709","Q9NZK5",-2.38640927981683
"710","Q9BRL7",1.0576327865691
"711","Q9UBN7",1.30487816059099
"712","Q99741",-2.96591032765431
"713","P43246",-1.67396440001379
"714","P49366",4.9688350887396
"715","P23219",-5.64758633118654
"716","Q9BYX2",-2.06239996313418
"717","Q9P202",2.31660513245785
"718","Q9NTN9",2.08541351411131
"719","O14981",2.75681401814862
"720","Q9H5V7",1.3525235394609
"721","Q9BX66",2.27699546405086
"722","Q9NQ79",-5.44582752482607
"723","Q13145",3.62365060040485
"724","Q03060",1.44850237384728
"725","Q9NZC2",-3.91563259908507
"726","Q13451",2.64990466857687
"727","Q9NVS2",-1.80138854259046
"728","P15924",-4.57251472856363
"729","P31942",1.62374861774002
"730","O60674",1.83031164895609
"731","P00519",1.38505403775802
"732","O00154",-1.15790506420622
"733","Q92824",2.09167651020979
"734","Q13445",1.48694402484144
"735","O14639",1.91272128534885
"736","Q7Z2K6",-1.04659130011047
"737","O14786",1.16368949297053
"738","Q9NRG1",1.01854481234785
"739","O95858",-3.69464493680005
"740","Q9P0M6",-1.14977016176593
"741","Q9H607",-1.2021036636296
"742","Q9Y257",1.8400125100507
"743","Q6ZRH7",-1.14952105330553
"744","P48556",-1.91772675497352
"745","P61266",1.37399590543209
"746","Q9H2F3",-2.0168938914889
"747","Q14011",3.05092821446024
"748","P30049",-1.4682120977909
"749","Q8N350",3.00153546765466
"750","P52272",1.09108921694977
"751","Q9P0N8",-1.26511662152334
"752","P17568",-2.28137882759869
"753","Q9NZ01",-1.97094942145308
"754","Q9Y4F5",-1.53434680812726
"755","Q1ZYL8",3.93758689082735
"756","Q02833",-3.25838433808355
"757","O75293",2.17496739401395
"758","O75781",1.17135720301559
"759","P43487",-1.22514149544768
"760","P05546",3.93257979546736
"761","Q8N653",3.50024455672026
"762","P24347",-3.41773143388685
"763","Q9BXF3",2.58006530597731
"764","O15547",2.12641253382055
"765","A6NHG4",1.03841431954898
"766","P30046",9.67366183190811
"767","Q9BXI6",1.30088306146
"768","Q9UGT4",-2.68858249764441
"769","Q69YQ0",1.88910155437975
"770","P19440",4.83414268543206
"771","P49593",1.1867895411674
"772","Q9UIA0",-1.11881339569153
"773","Q9UJY5",1.03839005794789
"774","Q9NQG7",1.38448591613206
"775","Q6NXT1",1.09543572667155
"776","Q9Y262",1.58921280949398
"777","Q8N3F8",-1.25935244150247
"778","P61218",-5.01179673709701
"779","Q9H6E4",-2.86438891629618
"780","O75140",1.88560012280248
"781","Q9NRD5",1.27196872064155
"782","O43731",-3.10542098989008
"783","Q92841",1.81853409995392
"784","Q9NS69",-1.01230030576847
"785","P17861",-1.62758006643532
"786","Q15040",1.44631258094596
"787","Q9BY77",1.5943275137561
"788","O95248",1.17673339064863
"789","Q9UH99",2.62080216584978
"790","P12036",2.28221621308527
"791","Q9Y259",7.33685184832547
"792","P09601",1.97754260562179
"793","P30536",-1.7355290026708
"794","O95931",3.23925955240217
"795","P01127",-1.36547088405505
"796","P39023",1.23493491478857
"797","O43251",1.75806472729105
"798","O43759",2.81374763892962
"799","Q15750",1.13887750374961
"800","Q13615",1.32101159570113
"801","O14791",-1.70217926313921
"802","Q96HU1",7.38101875776527
"803","P32927",-1.24253826772841
