"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"114","O95711","LY86",15,0,1,"AF-O95711-F1-model_v4","O95711-F1",0.075,0.983,1,87.7098328025478
"650","Q6P589","TNFAIP8L2",2,761,2,"AF-Q6P589-F1-model_v4","Q6P589-F1",0.017,0.981,1,90.7499447513812
"383","P43405","SYK",2,13379,10,"AF-P43405-F1-model_v4","P43405-F1",0.203,0.979,2,84.3303645320197
"360","P35556","FBN2",12,7,3,"AF-P35556-F5-model_v4","P35556-F5",0.107,0.975,1,75.7839261809141
"514","Q00975","CACNA1B",2,6,2,"AF-Q00975-F1-model_v4","Q00975-F1",0.13,0.971,2,60.3841264342931
"707","Q8IXU6","SLC35F2",2,0,1,"AF-Q8IXU6-F1-model_v4","Q8IXU6-F1",-0.002,0.97,2,82.7324095139607
"817","Q92819","HAS2",2,0,1,"AF-Q92819-F1-model_v4","Q92819-F1",0.103,0.97,1,90.7073664207467
"909","Q9H1C0","LPAR5",2,0,1,"AF-Q9H1C0-F1-model_v4","Q9H1C0-F1",0.25,0.967,1,83.6958914462384
"934","Q9HBX8","LGR6",37,0,2,"AF-Q9HBX8-F1-model_v4","Q9HBX8-F1",0.408,0.967,2,78.1741924492299
"213","P11473","VDR",2,0,1,"AF-P11473-F1-model_v4","P11473-F1",0.284,0.966,1,84.695411101217
"339","P30838","ALDH3A1",5,0,2,"AF-P30838-F1-model_v4","P30838-F1",0.345,0.966,1,97.89977407512
"703","Q8IWX5","SGPP2",45,0,1,"AF-Q8IWX5-F1-model_v4","Q8IWX5-F1",0.102,0.966,1,84.2117957635157
"479","P62807","H2BC4",2,38282,12,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221
"562","Q13571","LAPTM5",38,0,1,"AF-Q13571-F1-model_v4","Q13571-F1",0.239,0.964,2,69.275031085605
"56","O15427","SLC16A3",2,1520,2,"AF-O15427-F1-model_v4","O15427-F1",0.025,0.963,1,83.5874261119082
"245","P15559","NQO1",2,761,2,"AF-P15559-F1-model_v4","P15559-F1",0.254,0.963,1,98.3285341273477
"739","Q8NCW5","NAXE",2,1521,3,"AF-Q8NCW5-F1-model_v4","Q8NCW5-F1",0.423,0.962,1,86.8761372812921
"134","P01135","TGFA",2,3905,5,"AF-P01135-F1-model_v4","P01135-F1",0.202,0.961,1,66.8868469991547
"543","Q08477","CYP4F3",22,0,1,"AF-Q08477-F1-model_v4","Q08477-F1",0.156,0.961,2,91.8275165876777
"94","O76061","STC2",2,0,2,"AF-O76061-F1-model_v4","O76061-F1",0.27,0.96,2,73.2958494623656
"518","Q02224","CENPE",2,1501,4,"AF-Q02224-F2-model_v4","Q02224-F2",0.126,0.96,2,70.7644444444445
"765","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F4-model_v4","Q8TD57-F4",0.164,0.96,4,85.6663929332386
"1032","Q9Y653","ADGRG1",2,0,1,"AF-Q9Y653-F1-model_v4","Q9Y653-F1",0.294,0.96,2,78.0137559284933
"671","Q75N90","FBN3",12,0,1,"AF-Q75N90-F9-model_v4","Q75N90-F9",0.195,0.958,2,75.3038825484765
"223","P13498","CYBA",2,0,2,"AF-P13498-F1-model_v4","P13498-F1",0.48,0.957,1,77.0298854447439
"351","P33981","TTK",2,3035,3,"AF-P33981-F1-model_v4","P33981-F1",0.087,0.956,1,63.954351783879
"429","P53350","PLK1",2,53880,14,"AF-P53350-F1-model_v4","P53350-F1",0.175,0.953,2,85.1698896752706
"164","P04839","CYBB",2,1700,2,"AF-P04839-F1-model_v4","P04839-F1",0.295,0.952,3,90.3958427209705
"594","Q15303","ERBB4",2,3810,3,"AF-Q15303-F1-model_v4","Q15303-F1",0.069,0.951,1,73.091615003401
"690","Q86UF1","TSPAN33",2,0,1,"AF-Q86UF1-F1-model_v4","Q86UF1-F1",0.034,0.951,2,89.6664947987336
"253","P15924","DSP",2,2832,2,"AF-P15924-F7-model_v4","P15924-F7",0.154,0.95,1,78.5653919845316
"311","P24001","IL32",2,0,1,"AF-P24001-F1-model_v4","P24001-F1",0.099,0.95,2,71.1900160599572
"522","Q02224","CENPE",2,1501,4,"AF-Q02224-F3-model_v4","Q02224-F3",0.416,0.949,1,70.8415997235899
"720","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F10-model_v4","Q8IZT6-F10",0.434,0.949,4,62.6404820392025
"1036","Q9Y6M9","NDUFB9",2,4536,2,"AF-Q9Y6M9-F1-model_v4","Q9Y6M9-F1",-0.051,0.948,1,96.1323201555412
"117","O95831","AIFM1",2,39,2,"AF-O95831-F1-model_v4","O95831-F1",0.136,0.947,1,85.7945805903589
"394","P48775","TDO2",34,0,1,"AF-P48775-F1-model_v4","P48775-F1",0.175,0.947,1,90.5243651968038
"40","O15230","LAMA5",2,3467,4,"AF-O15230-F12-model_v4","O15230-F12",0.086,0.946,2,79.2431394807853
"53","O15354","GPR37",2,0,1,"AF-O15354-F1-model_v4","O15354-F1",0.097,0.945,5,61.8110206251329
"85","O75298","RTN2",49,0,1,"AF-O75298-F1-model_v4","O75298-F1",0.162,0.944,2,51.1261288005746
"308","P23219","PTGS1",2,0,2,"AF-P23219-F1-model_v4","P23219-F1",0.142,0.943,1,94.1155716054478
"330","P29033","GJB2",2,1520,2,"AF-P29033-F1-model_v4","P29033-F1",0.236,0.943,2,86.3863956639566
"369","P40305","IFI27",2,0,1,"AF-P40305-F1-model_v4","P40305-F1",0.066,0.942,1,52.1421118012422
"812","Q8WXR4","MYO3B",2,0,2,"AF-Q8WXR4-F1-model_v4","Q8WXR4-F1",0.144,0.942,1,75.6698980641541
"949","Q9NP84","TNFRSF12A",2,1609,4,"AF-Q9NP84-F1-model_v4","Q9NP84-F1",0.111,0.942,1,73.2729085303186
"767","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F14-model_v4","Q8TD57-F14",0.099,0.941,1,85.2511541897445
"911","Q9H1D0","TRPV6",2,0,1,"AF-Q9H1D0-F1-model_v4","Q9H1D0-F1",0.341,0.941,3,80.7459308770786
"412","P50591","TNFSF10",2,761,2,"AF-P50591-F1-model_v4","P50591-F1",0.184,0.94,1,82.3966710411199
"414","P51449","RORC",2,0,1,"AF-P51449-F1-model_v4","P51449-F1",0.252,0.94,1,75.843762254902
"820","Q93079","H2BC9",2,24695,11,"AF-Q93079-F1-model_v4","Q93079-F1",0.364,0.94,2,88.1431147540984
"241","P15153","RAC2",2,1171,7,"AF-P15153-F1-model_v4","P15153-F1",0.227,0.939,1,93.545707641196
"371","P41231","P2RY2",43,0,1,"AF-P41231-F1-model_v4","P41231-F1",0.12,0.939,1,79.1966207591535
"706","Q8IXN7","RIMKLA",2,0,1,"AF-Q8IXN7-F1-model_v4","Q8IXN7-F1",0.297,0.938,1,81.1365021673891
"78","O60487","MPZL2",40,0,1,"AF-O60487-F1-model_v4","O60487-F1",0.433,0.937,2,89.4777052023121
"81","O60814","H2BC12",2,24896,11,"AF-O60814-F1-model_v4","O60814-F1",0.241,0.937,1,88.0577868852459
"468","P60763","RAC3",2,18877,11,"AF-P60763-F1-model_v4","P60763-F1",0.341,0.937,1,93.8337150466045
"137","P01589","IL2RA",2,0,1,"AF-P01589-F1-model_v4","P01589-F1",0,0.936,1,72.5082859804378
"777","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F3-model_v4","Q8TE73-F3",0.234,0.936,1,81.6921004927842
"801","Q8WXG1","RSAD2",2,380,2,"AF-Q8WXG1-F1-model_v4","Q8WXG1-F1",0.193,0.935,1,87.9568383838384
"466","P60510","PPP4C",2,1521,3,"AF-P60510-F1-model_v4","P60510-F1",0.387,0.933,1,94.8774645605508
"783","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F17-model_v4","Q8TE73-F17",0.124,0.932,3,85.0711421229842
"199","P09914","IFIT1",2,0,1,"AF-P09914-F1-model_v4","P09914-F1",0.057,0.93,1,94.1743924993578
"937","Q9HC84","MUC5B",2,1020,3,"AF-Q9HC84-F1-model_v4","Q9HC84-F1",0.112,0.93,1,82.3506823372668
"149","P02647","APOA1",2,9356,8,"AF-P02647-F1-model_v4","P02647-F1",0.278,0.929,3,73.6116812528789
"713","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F7-model_v4","Q8IZT6-F7",0.335,0.927,1,64.3894747828991
"89","O75419","CDC45",2,884,2,"AF-O75419-F1-model_v4","O75419-F1",0.323,0.926,1,92.8874267100977
"362","P35556","FBN2",12,7,3,"AF-P35556-F7-model_v4","P35556-F7",0.286,0.926,1,75.5667598353594
"868","Q99741","CDC6",2,761,3,"AF-Q99741-F1-model_v4","Q99741-F1",0.244,0.922,2,69.8394804010939
"905","Q9GZX3","CHST6",18,0,1,"AF-Q9GZX3-F1-model_v4","Q9GZX3-F1",0.409,0.92,1,90.8008349389852
"42","O15230","LAMA5",2,3467,4,"AF-O15230-F10-model_v4","O15230-F10",0.241,0.919,3,79.9928498342018
"49","O15230","LAMA5",2,3467,4,"AF-O15230-F1-model_v4","O15230-F1",0.244,0.918,2,82.4136653161217
"207","P10588","NR2F6",2,0,1,"AF-P10588-F1-model_v4","P10588-F1",0.399,0.917,1,79.7500198675497
"342","P31431","SDC4",2,4689,3,"AF-P31431-F1-model_v4","P31431-F1",0.27,0.917,2,63.1446158896914
"775","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F9-model_v4","Q8TE73-F9",2.178,0.916,3,87.2725882458341
"13","O00182","LGALS9",2,0,1,"AF-O00182-F1-model_v4","O00182-F1",0.247,0.914,3,85.1284844141885
"679","Q75N90","FBN3",12,0,1,"AF-Q75N90-F1-model_v4","Q75N90-F1",0.138,0.909,1,70.4095159719517
"452","P58107","EPPK1",2,0,1,"AF-P58107-F18-model_v4","P58107-F18",0.247,0.908,1,77.4693065625581
"404","P49454","CENPF",2,10672,3,"AF-P49454-F7-model_v4","P49454-F7",0.122,0.906,1,71.418744961032
"97","O94823","ATP10B",9,0,1,"AF-O94823-F1-model_v4","O94823-F1",0.117,0.904,2,71.4329106727539
"989","Q9UBK5","HCST",2,1076,3,"AF-Q9UBK5-F1-model_v4","Q9UBK5-F1",0.33,0.904,2,67.318977443609
"130","P00966","ASS1",2,0,1,"AF-P00966-F1-model_v4","P00966-F1",0.103,0.902,1,95.635373589509
"123","O95994","AGR2",2,5272,5,"AF-O95994-F1-model_v4","O95994-F1",0.263,0.901,1,87.4194598436389
"846","Q96KB5","PBK",2,0,2,"AF-Q96KB5-F1-model_v4","Q96KB5-F1",0.152,0.901,1,84.9070023696682
"922","Q9H5V8","CDCP1",2,0,1,"AF-Q9H5V8-F1-model_v4","Q9H5V8-F1",0.276,0.901,1,78.3538725490196
"209","P10620","MGST1",39,0,1,"AF-P10620-F1-model_v4","P10620-F1",0.541,0.9,1,79.0266101694915
"284","P21817","RYR1",2,1899,4,"AF-P21817-F1-model_v4","P21817-F1",0.185,0.9,2,84.4349548645938
"168","P05496","ATP5MC1",2,3791,3,"AF-P05496-F1-model_v4","P05496-F1",0.401,0.898,1,72.6957627118644
"212","P11388","TOP2A",2,22036,7,"AF-P11388-F1-model_v4","P11388-F1",0.045,0.897,1,76.4083174292472
"319","P26012","ITGB8",2,0,1,"AF-P26012-F1-model_v4","P26012-F1",0.085,0.896,1,76.4670721097541
"430","P53634","CTSC",2,0,3,"AF-P53634-F1-model_v4","P53634-F1",0.338,0.892,2,90.37856516977
"437","P56134","ATP5MF",2,0,1,"AF-P56134-F1-model_v4","P56134-F1",0.423,0.892,3,74.1683527885862
"320","P26022","PTX3",2,135,2,"AF-P26022-F1-model_v4","P26022-F1",0.266,0.891,2,79.751324278438
"181","P08034","GJB1",2,0,1,"AF-P08034-F1-model_v4","P08034-F1",0.333,0.89,1,80.0505017761989
"246","P15924","DSP",2,2832,2,"AF-P15924-F9-model_v4","P15924-F9",0.293,0.89,1,79.7218725811253
"784","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F2-model_v4","Q8TE73-F2",0.237,0.889,1,80.0946780586629
"985","Q9P255","ZNF492",56,0,1,"AF-Q9P255-F1-model_v4","Q9P255-F1",0.218,0.888,1,73.5586064998831
"510","P98164","LRP2",2,761,2,"AF-P98164-F3-model_v4","P98164-F3",0.255,0.887,1,81.8099401686157
"986","Q9P2G3","KLHL14",6,0,1,"AF-Q9P2G3-F1-model_v4","Q9P2G3-F1",0.483,0.887,1,88.1400905432596
"86","O75330","HMMR",2,0,1,"AF-O75330-F1-model_v4","O75330-F1",0.192,0.886,2,76.1048990670059
"240","P15144","ANPEP",2,761,2,"AF-P15144-F1-model_v4","P15144-F1",0.232,0.886,1,93.7512643826761
"584","Q14674","ESPL1",2,0,1,"AF-Q14674-F1-model_v4","Q14674-F1",0.619,0.885,1,75.7783475713937
"757","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F15-model_v4","Q8TD57-F15",0.172,0.885,2,86.9610395148299
"929","Q9HAQ2","KIF9",2,7104,13,"AF-Q9HAQ2-F1-model_v4","Q9HAQ2-F1",0.202,0.885,1,75.213247944339
"178","P07766","CD3E",2,14667,11,"AF-P07766-F1-model_v4","P07766-F1",0.191,0.884,1,73.5128017241379
"557","Q13323","BIK",2,761,2,"AF-Q13323-F1-model_v4","Q13323-F1",0.409,0.883,2,62.542898089172
"873","Q9BQE3","TUBA1C",2,861,2,"AF-Q9BQE3-F1-model_v4","Q9BQE3-F1",0.219,0.883,1,91.6524379811805
"28","O14578","CIT",2,4278,2,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933
"1021","Q9Y446","PKP3",2,31976,3,"AF-Q9Y446-F1-model_v4","Q9Y446-F1",0.07,0.881,1,69.2845051361487
"98","O95049","TJP3",2,0,4,"AF-O95049-F1-model_v4","O95049-F1",0.067,0.88,2,66.5840854341737
"361","P35556","FBN2",12,7,3,"AF-P35556-F9-model_v4","P35556-F9",0.139,0.88,1,75.0625435504984
"523","Q02224","CENPE",2,1501,4,"AF-Q02224-F8-model_v4","Q02224-F8",0.191,0.88,2,74.1531594148887
"774","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F1-model_v4","Q8TE73-F1",0.179,0.88,2,80.011534640291
"726","Q8N309","LRRC43",2,0,1,"AF-Q8N309-F1-model_v4","Q8N309-F1",0.24,0.879,1,74.700350262697
"552","Q13003","GRIK3",2,17866,8,"AF-Q13003-F1-model_v4","Q13003-F1",0.152,0.878,1,82.3804810057393
"768","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F5-model_v4","Q8TD57-F5",0.312,0.878,4,88.0664393804522
"996","Q9UHR4","BAIAP2L1",2,3579,4,"AF-Q9UHR4-F1-model_v4","Q9UHR4-F1",0.324,0.876,2,74.9357797246558
"121","O95858","TSPAN15",2,2277,2,"AF-O95858-F1-model_v4","O95858-F1",0.296,0.875,2,87.9429849462366
"172","P06340","HLA-DOA",2,7,4,"AF-P06340-F1-model_v4","P06340-F1",0.429,0.874,1,90.2530256410256
"546","Q10981","FUT2",32,0,1,"AF-Q10981-F1-model_v4","Q10981-F1",0.311,0.872,2,90.4210148604567
"495","P98164","LRP2",2,761,2,"AF-P98164-F14-model_v4","P98164-F14",0.153,0.871,1,76.0028840381992
"177","P06899","H2BC11",2,72,9,"AF-P06899-F1-model_v4","P06899-F1",0.25,0.87,2,85.698045035824
"738","Q8NCW0","KREMEN2",37,0,1,"AF-Q8NCW0-F1-model_v4","Q8NCW0-F1",0.459,0.87,1,76.8279307334109
"348","P32322","PYCR1",47,0,1,"AF-P32322-F1-model_v4","P32322-F1",0.336,0.869,2,90.0678100940975
"962","Q9NS87","KIF15",2,2175,7,"AF-Q9NS87-F1-model_v4","Q9NS87-F1",0.241,0.869,1,72.0212966758756
"953","Q9NPF7","IL23A",2,0,1,"AF-Q9NPF7-F1-model_v4","Q9NPF7-F1",0.205,0.868,2,80.9574640164496
"965","Q9NSV4","DIAPH3",2,322,2,"AF-Q9NSV4-F1-model_v4","Q9NSV4-F1",0.164,0.866,2,71.818128125
"230","P13866","SLC5A1",2,0,1,"AF-P13866-F1-model_v4","P13866-F1",0.444,0.865,1,84.1097522260937
"692","Q86VI4","LAPTM4B",38,0,1,"AF-Q86VI4-F1-model_v4","Q86VI4-F1",0.211,0.865,1,61.6772465531225
"763","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F13-model_v4","Q8TD57-F13",0.156,0.864,1,85.291079001521
"727","Q8N434","SVOPL",49,0,1,"AF-Q8N434-F1-model_v4","Q8N434-F1",0.061,0.862,1,84.0538418972332
"286","P21817","RYR1",2,1899,4,"AF-P21817-F6-model_v4","P21817-F6",0.108,0.861,2,81.2295267078488
"486","P78310","CXADR",2,0,1,"AF-P78310-F1-model_v4","P78310-F1",0.405,0.86,1,79.4856221033868
"826","Q96A59","MARVELD3",2,0,3,"AF-Q96A59-F1-model_v4","Q96A59-F1",0.108,0.86,1,65.321573780874
"818","Q92823","NRCAM",2,1726,4,"AF-Q92823-F1-model_v4","Q92823-F1",0.09,0.859,2,78.9562778544666
"385","P46098","HTR3A",2,0,1,"AF-P46098-F1-model_v4","P46098-F1",0.422,0.858,2,83.464506789649
"62","O43490","PROM1",2,335,2,"AF-O43490-F1-model_v4","O43490-F1",0.171,0.857,2,85.8976762211173
"1009","Q9UM01","SLC7A7",2,0,1,"AF-Q9UM01-F1-model_v4","Q9UM01-F1",0.011,0.853,1,83.5191900784612
"637","Q5TH69","ARFGEF3",2,0,1,"AF-Q5TH69-F1-model_v4","Q5TH69-F1",0.051,0.852,3,65.4815090758097
"20","O00555","CACNA1A",2,4536,3,"AF-O00555-F1-model_v4","O00555-F1",0.201,0.851,2,57.9753587049419
"682","Q7LFL8","CXXC5",2,0,1,"AF-Q7LFL8-F1-model_v4","Q7LFL8-F1",0.11,0.849,1,60.7596608695652
"55","O15399","GRIN2D",2,0,2,"AF-O15399-F1-model_v4","O15399-F1",0.143,0.846,3,64.0020888757513
"80","O60566","BUB1B",2,3360,6,"AF-O60566-F1-model_v4","O60566-F1",0.211,0.846,2,64.7205771748185
"667","Q70EL4","USP43",2,470,2,"AF-Q70EL4-F1-model_v4","Q70EL4-F1",0.025,0.846,2,61.36800578369
"563","Q13751","LAMB3",2,0,1,"AF-Q13751-F1-model_v4","Q13751-F1",0.212,0.844,2,78.1076788482835
"211","P11166","SLC2A1",2,2279,3,"AF-P11166-F1-model_v4","P11166-F1",0.19,0.839,1,89.6153121720881
"592","Q15063","POSTN",2,0,1,"AF-Q15063-F1-model_v4","Q15063-F1",0.152,0.839,2,80.2447757779134
"305","P22674","CCNO",2,761,3,"AF-P22674-F1-model_v4","P22674-F1",0.405,0.838,2,79.7310232383808
"715","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F3-model_v4","Q8IZT6-F3",0.121,0.835,1,67.4665928669883
"500","P98164","LRP2",2,761,2,"AF-P98164-F13-model_v4","P98164-F13",0.105,0.834,5,80.7960284523378
"789","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F5-model_v4","Q8TE73-F5",0.335,0.834,3,83.362038335256
"50","O15230","LAMA5",2,3467,4,"AF-O15230-F11-model_v4","O15230-F11",0.204,0.833,5,78.9432836520435
"273","P19971","TYMP",46,0,1,"AF-P19971-F1-model_v4","P19971-F1",0.402,0.833,2,93.0189263278127
"658","Q6UWB1","IL27RA",2,761,2,"AF-Q6UWB1-F1-model_v4","Q6UWB1-F1",0.336,0.833,1,79.0211034060779
"395","P49238","CX3CR1",2,1960,6,"AF-P49238-F1-model_v4","P49238-F1",0.114,0.832,2,80.2181709880869
"439","P56706","WNT7B",2,0,1,"AF-P56706-F1-model_v4","P56706-F1",0.461,0.832,2,89.5617212518195
"683","Q7Z403","TMC6",2,761,2,"AF-Q7Z403-F1-model_v4","Q7Z403-F1",0.125,0.83,6,72.5528661616162
"946","Q9HD33","MRPL47",2,1164,3,"AF-Q9HD33-F1-model_v4","Q9HD33-F1",0.233,0.83,1,84.3708369408369
"34","O14896","IRF6",2,90,2,"AF-O14896-F1-model_v4","O14896-F1",0.289,0.829,1,74.1785691361327
"101","O95073","FSBP",2,0,1,"AF-O95073-F1-model_v4","O95073-F1",0.297,0.828,1,70.0311998361998
"180","P07949","RET",2,3789,4,"AF-P07949-F1-model_v4","P07949-F1",0.127,0.827,1,79.442057208238
"92","O75712","GJB3",2,761,2,"AF-O75712-F1-model_v4","O75712-F1",0.462,0.826,4,79.180516605166
"399","P49454","CENPF",2,10672,3,"AF-P49454-F9-model_v4","P49454-F9",0.372,0.826,1,72.0016993930739
"579","Q14500","KCNJ12",2,0,1,"AF-Q14500-F1-model_v4","Q14500-F1",0.16,0.823,2,81.2105316676351
"501","P98164","LRP2",2,761,2,"AF-P98164-F10-model_v4","P98164-F10",0.226,0.822,1,82.6140091743119
"564","Q13753","LAMC2",2,0,1,"AF-Q13753-F1-model_v4","Q13753-F1",0.153,0.822,1,74.8619472127916
"465","P58499","FAM3B",30,0,1,"AF-P58499-F1-model_v4","P58499-F1",0.319,0.821,2,93.0962739726027
"879","Q9BT76","UPK3B",2,0,1,"AF-Q9BT76-F1-model_v4","Q9BT76-F1",0.394,0.821,1,52.8973274780427
"540","Q07817","BCL2L1",2,2177,5,"AF-Q07817-F1-model_v4","Q07817-F1",0.269,0.82,1,73.636050054407
"716","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F11-model_v4","Q8IZT6-F11",0.163,0.82,2,68.8386483283961
"997","Q9UHX3","ADGRE2",2,0,1,"AF-Q9UHX3-F1-model_v4","Q9UHX3-F1",0.306,0.819,2,79.2314091627172
"108","O95294","RASAL1",2,0,1,"AF-O95294-F1-model_v4","O95294-F1",0.12,0.818,3,88.5874731352718
"970","Q9NX14","NDUFB11",2,0,1,"AF-Q9NX14-F1-model_v4","Q9NX14-F1",0.41,0.818,1,78.6316939443535
"182","P08574","CYC1",2,0,1,"AF-P08574-F1-model_v4","P08574-F1",0.109,0.817,1,86.3844046661303
"396","P49450","CENPA",2,17610,6,"AF-P49450-F1-model_v4","P49450-F1",0.14,0.815,2,82.0783628318584
"106","O95235","KIF20A",2,24557,13,"AF-O95235-F1-model_v4","O95235-F1",0.333,0.814,3,67.3045557924662
"264","P18075","BMP7",12,7,3,"AF-P18075-F1-model_v4","P18075-F1",0.232,0.814,2,76.7069445242886
"254","P15924","DSP",2,2832,2,"AF-P15924-F4-model_v4","P15924-F4",0.471,0.813,1,76.5758148306901
"289","P21817","RYR1",2,1899,4,"AF-P21817-F9-model_v4","P21817-F9",0.422,0.808,6,80.584273419991
"672","Q75N90","FBN3",12,0,1,"AF-Q75N90-F7-model_v4","Q75N90-F7",0.154,0.808,1,75.0696764252696
"915","Q9H2A7","CXCL16",2,40,2,"AF-Q9H2A7-F1-model_v4","Q9H2A7-F1",0.204,0.808,2,65.9756153050672
"766","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F6-model_v4","Q8TD57-F6",0.199,0.807,4,87.745115370962
"46","O15230","LAMA5",2,3467,4,"AF-O15230-F13-model_v4","O15230-F13",0.15,0.804,1,81.6785118626956
"711","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F2-model_v4","Q8IZT6-F2",0.163,0.803,2,63.4932934706704
"932","Q9HBA0","TRPV4",2,761,2,"AF-Q9HBA0-F1-model_v4","Q9HBA0-F1",0.132,0.803,5,72.000326259564
"788","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F18-model_v4","Q8TE73-F18",0.137,0.802,1,88.5323372691493
"604","Q15797","SMAD1",2,0,1,"AF-Q15797-F1-model_v4","Q15797-F1",0.24,0.801,1,81.7802447647539
"652","Q6P988","NOTUM",2,0,1,"AF-Q6P988-F1-model_v4","Q6P988-F1",0.466,0.8,1,84.5899182213136
"813","Q92685","ALG3",6,0,1,"AF-Q92685-F1-model_v4","Q92685-F1",0.084,0.8,1,89.1900450958286
"840","Q96FV0","LRRC46",2,0,1,"AF-Q96FV0-F1-model_v4","Q96FV0-F1",0.095,0.8,1,64.78599677159
"176","P06753","TPM3",2,8572,8,"AF-P06753-F1-model_v4","P06753-F1",0.348,0.799,1,91.788884064264
"975","Q9NZC2","TREM2",2,0,2,"AF-Q9NZC2-F1-model_v4","Q9NZC2-F1",0.411,0.799,1,77.0499219620959
"133","P01111","NRAS",2,8745,6,"AF-P01111-F1-model_v4","P01111-F1",0.256,0.798,1,92.2966778975741
