"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score","logFC.x","regulation.x","citation_score","logFC.y","regulation.y"
"87","CENPU","Q71F23","3",0,4,0.002,0.994,1,65.518599280144,4.08754615146419,"up_reg",59,4.08754615146419,"up_reg"
"88","CERS6","Q6ZMG9","11",0,1,0.159,0.96,2,87.9754488188976,2.85435606323702,"up_reg",151,2.85435606323702,"up_reg"
"89","CHAF1B","Q13112","3",0,1,0.173,0.789,1,75.3852922152922,2.19184427759514,"up_reg",92,2.19184427759514,"up_reg"
"90","CHEK1","O14757","3",93,3,0.067,0.732,1,78.1344110733873,2.43783105723998,"up_reg",2108,2.43783105723998,"up_reg"
"91","CIP2A","Q8TCG1","3",0,1,0.158,0.499,2,83.6291044984633,2.52261437278069,"up_reg",359,2.52261437278069,"up_reg"
"92","CIT","O14578","3",0,1,0.129,0.882,1,70.152782431933,2.71775942132137,"up_reg",8687,2.71775942132137,"up_reg"
"93","CKAP2","Q8WWK9","3",0,1,0.332,0.615,2,59.5370678783383,2.9318207067371,"up_reg",75,2.9318207067371,"up_reg"
"94","CKS2","P33552","3",0,1,0.368,0.194,0,92.8712195121951,3.90004237167353,"up_reg",171,3.90004237167353,"up_reg"
"95","CLTC","Q00610","3",2584,7,0.181,0.863,2,78.0416780364823,2.32270454444253,"up_reg",194,2.32270454444253,"up_reg"
"96","COL11A1","P12107","3",526,3,0.179,0.37,0,52.8854014255502,7.24653548405565,"up_reg",575,7.24653548405565,"up_reg"
"97","COL1A1","P02452","3",0,2,0.19,0.503,1,54.6859670992132,2.65290728086022,"up_reg",5257,2.65290728086022,"up_reg"
"98","COL1A2","P08123","3",1363,5,0.237,0.398,0,54.9991547906161,2.15138560738628,"up_reg",1972,2.15138560738628,"up_reg"
"99","COL3A1","P02461","3",0,2,0.222,0.736,1,54.3746488260023,2.19424649287201,"up_reg",1656,2.19424649287201,"up_reg"
"100","COMP","P49747","3",0,1,0.18,0.681,2,88.5665641202904,2.64368368806219,"up_reg",119933,2.64368368806219,"up_reg"
"101","CRB3","Q9BUF7","3",264,2,0.297,0.7,1,70.3484105960265,2.42341818155477,"up_reg",485,2.42341818155477,"up_reg"
"102","CTNND2","Q9UQB3","3",109,2,0.117,0.818,1,58.6442651791461,2.7238617648313,"up_reg",118,2.7238617648313,"up_reg"
"103","CXCL10","P02778","3",7050,3,0.109,0.23,0,90.0851058201058,4.87855204605295,"up_reg",8945,4.87855204605295,"up_reg"
"104","CXCL9","Q07325","3",0,1,0.304,0.283,0,87.9239755351682,4.43787205281639,"up_reg",3430,4.43787205281639,"up_reg"
"105","DCAF10","Q5QP82","3",57,2,0.142,0.603,1,70.9725041147425,2.06024958794871,"up_reg",4,2.06024958794871,"up_reg"
"106","DCAF13","Q9NV06","3",189,2,0.031,0.369,0,92.6795956798671,2.07487050228024,"up_reg",30,2.07487050228024,"up_reg"
"107","DCLRE1A","Q6PJP8","3",250,3,0.051,0.722,1,58.2792199535396,2.06288622029609,"up_reg",24,2.06288622029609,"up_reg"
"108","DHCR24","Q15392","13",0,1,0.241,0.865,3,92.238197688134,2.16956410795458,"up_reg",327,2.16956410795458,"up_reg"
"109","DHCR7","Q9UBM7","13",0,1,0.132,0.991,1,91.715849935317,2.12069176832273,"up_reg",533,2.12069176832273,"up_reg"
"110","DSCC1","Q9BVC3","3",0,1,0.206,0.558,1,92.165723830735,2.42165912595393,"up_reg",21,2.42165912595393,"up_reg"
"111","DSN1","Q9H410","3",0,2,0.383,0.526,1,68.5805238774056,2.02984128388912,"up_reg",50,2.02984128388912,"up_reg"
"112","DSP","P15924","3",264,2,0.165,0.337,0,77.4238286211396,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"113","DSP","P15924","3",264,2,0.58,0.504,2,77.4571179302046,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"114","DSP","P15924","3",264,2,0.471,0.813,1,76.5758148306901,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"115","DSP","P15924","3",264,2,0.224,0.581,1,80.1721034363068,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"116","DSP","P15924","3",264,2,0.212,0.733,3,80.8030049830931,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"117","DSP","P15924","3",264,2,0.154,0.95,1,78.5653919845316,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"118","DSP","P15924","3",264,2,0.4,0.639,1,76.9987516176344,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"119","DSP","P15924","3",264,2,0.293,0.89,1,79.7218725811253,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"120","DSP","P15924","3",264,2,0.201,0.279,0,80.8613886260002,2.6716250419898,"up_reg",5500,2.6716250419898,"up_reg"
"121","DTL","Q9NZJ0","3",533,3,0.101,0.511,2,63.439316223977,5.4992896852705,"up_reg",634,5.4992896852705,"up_reg"
"122","E2F1","Q01094","3",982,6,0.159,0.295,0,63.7350409463148,3.53963971547501,"up_reg",5145,3.53963971547501,"up_reg"
"123","ECM1","Q16610","3",264,3,0.196,0.839,2,68.8825199624237,2.06272318237478,"up_reg",369,2.06272318237478,"up_reg"
"124","ECT2","Q9H8V3","3",88,4,0.116,0.537,1,71.662188876652,3.1806854134014,"up_reg",388,3.1806854134014,"up_reg"
"125","EEF1A2","Q05639","3",2550,2,0.384,0.71,1,88.7397970115591,5.07057182221583,"up_reg",294,5.07057182221583,"up_reg"
"126","ELOVL2","Q9NXB9","14",0,1,0.217,0.984,1,87.6770568972575,3.2186028015532,"up_reg",321,3.2186028015532,"up_reg"
"127","ELP2","Q6IA86","2",0,1,0.157,0.012,0,89.6481695331695,2.06497257510542,"up_reg",80,2.06497257510542,"up_reg"
"128","EPCAM","P16422","3",590,2,0.289,0.252,0,87.506487704918,3.60531755413569,"up_reg",9870,3.60531755413569,"up_reg"
"129","EPN3","Q9H201","3",262,2,0.267,0.216,0,60.7978476269775,3.35932398263063,"up_reg",21,3.35932398263063,"up_reg"
"130","EPPK1","P58107","3",0,2,0.162,0.131,0,79.6003888111888,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"131","EPPK1","P58107","3",0,2,0.112,0.491,2,82.3916662015071,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"132","EPPK1","P58107","3",0,2,0.229,0.391,0,80.8731772140136,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"133","EPPK1","P58107","3",0,2,0.151,0.33,0,82.028489201965,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"134","EPPK1","P58107","3",0,2,0.118,0.219,0,79.6151993752297,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"135","EPPK1","P58107","3",0,2,0.203,0.333,0,82.9678756035217,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"136","EPPK1","P58107","3",0,2,0.247,0.908,1,77.4693065625581,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"137","EPPK1","P58107","3",0,2,0.164,0.464,1,78.6968298068077,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"138","EPPK1","P58107","3",0,2,0.118,0.37,0,82.671392666229,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"139","EPPK1","P58107","3",0,2,0.207,0.048,0,78.8788004473856,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"140","EPPK1","P58107","3",0,2,0.206,0.53,2,83.0886545454545,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"141","EPPK1","P58107","3",0,2,0.175,0.414,2,81.0833869468204,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"142","EPPK1","P58107","3",0,2,0.303,0.465,1,81.4640277389928,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"143","EPPK1","P58107","3",0,2,0.246,0.315,0,79.7224021252796,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"144","EPPK1","P58107","3",0,2,0.325,0.465,1,80.0846162351424,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"145","EPPK1","P58107","3",0,2,0.114,0.501,1,79.2517849639171,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"146","EPPK1","P58107","3",0,2,0.164,0.448,1,81.3117876073844,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"147","EPPK1","P58107","3",0,2,0.32,0.425,1,79.7166317818783,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"148","EPPK1","P58107","3",0,2,0.491,0.336,0,81.5679687645254,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"149","EPPK1","P58107","3",0,2,0.182,0.634,2,80.5469190528634,3.31959618383757,"up_reg",39,3.31959618383757,"up_reg"
"150","ERBB2","P04626","3",1394,4,0.179,0.572,1,74.9091822792672,2.65219861648313,"up_reg",37013,2.65219861648313,"up_reg"
"151","ERBB3","P21860","3",1515,4,0.108,0.502,1,72.8253734800232,2.36455107486714,"up_reg",2715,2.36455107486714,"up_reg"
"152","ESPL1","Q14674","3",564,3,0.619,0.885,1,75.7783475713937,3.98399004711919,"up_reg",146,3.98399004711919,"up_reg"
"153","ESR1","P03372","3",4145,9,0.294,0.587,1,66.9044640931637,3.4025576181452,"up_reg",6883,3.4025576181452,"up_reg"
"154","ESRP1","Q6NXG1","3",0,1,0.187,0.604,1,78.0681606168892,3.60524526670442,"up_reg",198,3.60524526670442,"up_reg"
"155","ESRRG","P62508","3",0,1,0.247,0.522,1,76.1837890625,2.42509426278357,"up_reg",340,2.42509426278357,"up_reg"
"156","EVPL","Q92817","3",0,1,0.174,0.499,1,73.1754180499201,2.32092576542687,"up_reg",34,2.32092576542687,"up_reg"
"157","EZH2","Q15910","3",5309,7,0.054,0.711,4,76.5958989797625,2.19444981920951,"up_reg",6359,2.19444981920951,"up_reg"
"158","EZR","P15311","3",1854,7,0.19,0.972,1,88.4196745138178,2.49848679969868,"up_reg",207,2.49848679969868,"up_reg"
"159","FAM167A","Q96KS9","15",0,1,0.247,0.255,0,72.6644876325088,3.10074641211587,"up_reg",37,3.10074641211587,"up_reg"
"160","FAM83D","Q9H4H8","3",0,2,0.14,0.459,1,64.4271687279152,4.1562750614746,"up_reg",59,4.1562750614746,"up_reg"
"161","FAM83H","Q6ZRV2","3",0,1,0.264,0.694,1,50.5171635795581,3.08484309010614,"up_reg",131,3.08484309010614,"up_reg"
"162","FANCA","O15360","3",0,1,0.135,0.707,1,74.565869508254,2.22793523003768,"up_reg",696,2.22793523003768,"up_reg"
"163","FANCF","Q9NPI8","3",0,1,0.109,0.267,0,78.4228365706631,2.14355093574329,"up_reg",167,2.14355093574329,"up_reg"
"164","FANCI","Q9NVI1","3",34,2,0.132,0.901,3,83.4713298329356,2.79071352735482,"up_reg",421,2.79071352735482,"up_reg"
"165","FBXO45","P0C2W1","3",0,1,0.345,0.555,1,91.2152575406032,2.0725092280177,"up_reg",57,2.0725092280177,"up_reg"
"166","FBXO5","Q9UKT4","3",526,2,0.455,0.314,0,60.2745187089403,2.16386704465987,"up_reg",121,2.16386704465987,"up_reg"
"167","FCGR1A","P12314","3",936,2,0.35,0.568,2,84.9618617021277,2.44451489991053,"up_reg",254,2.44451489991053,"up_reg"
"168","FCGR3A","P08637","3",1126,3,0.351,0.341,0,85.6387159533074,2.31658318654695,"up_reg",768,2.31658318654695,"up_reg"
"169","FEN1","P39748","3",264,3,0.078,0.113,0,90.0350552024088,2.77474551192783,"up_reg",881,2.77474551192783,"up_reg"
"170","FKBP4","Q02790","3",786,2,0.358,0.411,1,90.5499396102114,2.50559786797597,"up_reg",289,2.50559786797597,"up_reg"
"171","FLRT3","Q9NZU0","3",0,1,0.14,0.128,0,75.0194255111977,2.7732219589994,"up_reg",75,2.7732219589994,"up_reg"
"172","FN1","P02751","3",4540,8,0.143,0.218,0,70.3327573241422,3.7205725567851,"up_reg",2060,3.7205725567851,"up_reg"
"173","FOXA1","P55317","3",2598,6,0.266,0.29,0,57.4864323067984,3.23987598427282,"up_reg",1522,3.23987598427282,"up_reg"
"174","FOXM1","Q08050","3",981,4,0.173,0.701,1,51.0762881727687,4.57690222396066,"up_reg",2278,4.57690222396066,"up_reg"
"175","FREM2","Q5SZK8","12",0,1,0.098,0.601,1,84.8967704104646,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"176","FREM2","Q5SZK8","12",0,1,0.062,0.365,0,83.9589681169952,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"177","FREM2","Q5SZK8","12",0,1,0.283,0.737,1,83.5596682421378,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"178","FREM2","Q5SZK8","12",0,1,0.132,0.83,1,79.6909345706787,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"179","FREM2","Q5SZK8","12",0,1,0.327,0.502,1,82.0695478892419,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"180","FREM2","Q5SZK8","12",0,1,0.139,0.69,1,82.3669169996368,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"181","FREM2","Q5SZK8","12",0,1,0.41,0.343,0,83.3257880830904,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"182","FREM2","Q5SZK8","12",0,1,0.061,0.737,1,83.5365311157818,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"183","FREM2","Q5SZK8","12",0,1,0.254,0.685,1,81.8037948812373,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"184","FREM2","Q5SZK8","12",0,1,0.086,0.649,1,80.4449608735214,2.71080777272193,"up_reg",96,2.71080777272193,"up_reg"
"185","FZD2","Q14332","6",1,2,0.544,0.766,4,84.4377733065057,2.45867059571326,"up_reg",255,2.45867059571326,"up_reg"
"186","GABRB3","P28472","16",0,1,0.328,0.978,1,80.5361431567908,2.72390290012713,"up_reg",442,2.72390290012713,"up_reg"
"187","GABRD","O14764","16",0,1,0.442,0.676,3,80.2010523369717,2.29686386243295,"up_reg",159,2.29686386243295,"up_reg"
"188","GALNT6","Q8NCL4","17",0,1,0.234,0.752,1,88.569584913191,2.94810302448976,"up_reg",44,2.94810302448976,"up_reg"
"189","GAS2L3","Q86XJ1","3",0,1,0.199,0.808,1,60.8691832480576,2.02557258605122,"up_reg",19,2.02557258605122,"up_reg"
"190","GATA3","P23771","3",12021,7,0.11,0.426,1,58.3175371360665,3.15901706196662,"up_reg",5407,3.15901706196662,"up_reg"
"191","GFRA1","P56159","3",0,1,0.1,0.638,1,73.8963423473655,2.3270371041079,"up_reg",540,2.3270371041079,"up_reg"
"192","GGH","Q92820","18",0,1,0.212,0.396,0,93.9907410327158,2.65412691820468,"up_reg",516,2.65412691820468,"up_reg"
"193","GINS1","Q14691","3",546,3,0.241,0.287,0,93.3026906385617,4.56009855985241,"up_reg",69,4.56009855985241,"up_reg"
"194","GINS2","Q9Y248","3",0,2,0.258,0.318,0,93.4044784053156,3.97751559892124,"up_reg",87,3.97751559892124,"up_reg"
"195","GINS4","Q9BRT9","3",0,2,0.324,0.635,1,90.748319649699,2.95666389865728,"up_reg",38,2.95666389865728,"up_reg"
"196","GJB2","P29033","3",0,1,0.236,0.943,2,86.3863956639566,4.6623439479913,"up_reg",2571,4.6623439479913,"up_reg"
"197","GRB14","Q14449","3",0,1,0.152,0.322,0,78.0585930584673,2.35058096164176,"up_reg",160,2.35058096164176,"up_reg"
"198","GRHL2","Q6ISB3","3",0,1,0.092,0.442,1,67.8682325860689,2.64221632799961,"up_reg",232,2.64221632799961,"up_reg"
"199","GRIK3","Q13003","3",0,1,0.152,0.878,1,82.3804810057393,2.05608143581972,"up_reg",67,2.05608143581972,"up_reg"
"200","H1-2","P16403","3",0,1,0.183,0.426,1,65.0318375499334,2.52028304816384,"up_reg",287,2.52028304816384,"up_reg"
