"","node_1","node_2","uniprot_id"
"87031","P26006","P17252",0.636
"6930","P26006","P00533",0.954
"104624","P26006","Q13683",0.638
"539","P26006","Q16363",0.954
"3989","P26006","Q13753",0.955
"74178","Q9Y2T7","Q96JN8",0.604
"67828","P26006","Q9NQS7",0.642
"78255","P26006","P23229",0.652
"103514","Q9Y2T7","E9PAV3",0.622
"63963","P26006","Q13751",0.961
"248","P26006","P26012",0.963
"5272","P26006","P26010",0.966
"31","P26006","P16144",0.967
"62559","P26006","P21926",0.974
"8058","P26006","P18564",0.974
"225","P26006","P49747",0.658
"72823","P26006","P05107",0.977
"29413","Q9Y2T7","Q14201",0.644
"28041","P26006","Q14050",0.659
"2443","P26006","P04275",0.685
"46507","Q9Y2T7","Q96K17",0.687
"1469","P26006","O15230",0.98
"10775","P26006","P18084",0.98
"104920","P26006","P05106",0.984
"30772","P26006","P02751",0.997
"11880","Q96NX5","Q9BX67",0.647
"115422","Q96NX5","Q14184",0.409
"11524","Q96NX5","Q96P53",0.418
"53621","Q9Y2T7","Q5JVS0",0.732
"1732","P04233","P01116",0.4
"28695","P04233","P06127",0.402
"41245","P04233","Q9NQ25",0.403
"10242","P04233","P19320",0.405
"33712","P04233","P49238",0.407
"4","P04233","Q13094",0.408
"75454","P04233","P32927",0.41
"31922","P04233","P13797",0.41
"75246","Q96NX5","P57087",0.764
"294","P04233","Q8WV28",0.413
"323","P04233","P13500",0.415
"31654","P04233","P07949",0.418
"27224","Q96NX5","Q13557",0.422
"5469","Q96NX5","Q8N1W2",0.429
"2700","Q96NX5","Q9NQX4",0.435
"1229","P04233","Q9UIA0",0.484
"10290","Q96NX5","Q504Y2",0.439
"1314","P04233","Q9H6Z9",0.422
"69","P04233","A6NHG4",0.423
"36451","P04233","Q2M385",0.426
"15056","P04233","P10145",0.427
"9961","P04233","P55160",0.49
"4450","P04233","P05362",0.428
"41498","P04233","P41218",0.43
"50023","P04233","Q9NZC2",0.43
"111872","Q96NX5","Q8IU85",0.457
"53128","P04233","P28062",0.491
"60643","P04233","Q9NYK1",0.496
"77543","P04233","P01732",0.497
"41113","P04233","P08637",0.498
"42290","P04233","P05109",0.498
"57376","P04233","P04839",0.5
"353","P04233","P28907",0.437
"53099","P04233","P28065",0.437
"2383","P04233","P61626",0.438
"35729","P04233","Q15746",0.5
"69650","Q96NX5","Q13554",0.466
"69808","P04233","Q6WCQ1",0.501
"14671","P04233","P02778",0.439
"116104","P04233","Q06187",0.442
"116130","P04233","Q8NHW4",0.506
"30485","P04233","P08133",0.506
"10799","Q96NX5","Q96S95",0.474
"41846","P04233","Q9HD26",0.507
"63455","Q96NX5","Q6ZUT9",0.482
"24605","P04233","P68871",0.523
"32692","P04233","P20701",0.448
"9313","P04233","P30273",0.451
"51967","P04233","P31785",0.452
"1100","P04233","Q9UPG8",0.453
"3455","P04233","P01584",0.455
"37537","P04233","Q07325",0.455
"41900","P04233","P06753",0.523
"71287","P04233","P21854",0.456
"9","P04233","P20273",0.533
"6845","P04233","P00533",0.456
"9645","P04233","P51681",0.458
"105924","P04233","P22897",0.459
"114589","P04233","P13236",0.534
"10749","P04233","P32246",0.46
"116913","P04233","P09326",0.464
"3304","P04233","Q16204",0.55
"36994","P04233","P07766",0.465
"85480","P04233","O15533",0.465
"102327","P04233","P08631",0.467
"379","P04233","P17947",0.563
"105287","P04233","O60315",0.471
"54811","P04233","P55008",0.563
"111941","Q96NX5","P19086",0.492
"48869","P04233","P31431",0.569
"67742","Q96NX5","Q9UHJ3",0.493
"21612","P04233","P11049",0.575
"113010","Q96NX5","P55198",0.502
"110206","P04233","P13501",0.472
"105520","P04233","P20702",0.475
"52711","P04233","P02747",0.577
"99046","P04233","Q9BZL3",0.476
"34232","P04233","P31994",0.476
"638","P04233","P08567",0.58
"110731","P04233","Q9P0K9",0.583
"52029","P04233","P31358",0.594
"414","P04233","Q13651",0.479
"55074","P04233","P10321",0.599
"72872","P04233","P05107",0.711
"83050","P04233","P01375",0.721
"3047","Q96NX5","Q9NX63",0.522
"71090","P04233","Q96PC3",0.6
"52758","P04233","P02745",0.729
"1307","P04233","Q9Y6Q5",0.6
"3380","P04233","P53680",0.6
"6174","P04233","P19397",0.604
"102407","P04233","O60911",0.904
"71746","Q96NX5","P13612",0.585
"25548","P04233","P61966",0.609
"10411","P01730","Q12866",0.4
"53470","P01730","Q15109",0.401
"21620","P01730","P11049",0.401
"381","P04233","P53634",0.924
"86914","P04233","P04440",0.924
"29921","P04233","P07858",0.934
"65457","P04233","Q99538",0.934
"53221","P04233","P01906",0.937
"8514","P04233","P07333",0.613
"53227","P04233","Q30154",0.945
"532","P04233","P06340",0.947
"79768","P04233","P05538",0.973
"32374","P01730","P62854",0.402
"49367","P04233","Q05193",0.617
"83351","P04233","P01889",0.625
"80665","P04233","P20036",0.98
"42544","P04233","P25774",0.984
"5771","P04233","P04637",0.626
"27069","P04233","P01909",0.984
"83262","P04233","P28068",0.985
"1","P04233","P01730",0.632
"78022","P04233","P61073",0.991
"35303","P04233","P01911",0.994
"53026","P04233","P28067",0.994
"82593","P04233","P16070",0.998
"1679","P01730","P36222",0.403
"102181","P04233","P56377",0.637
"59528","P04233","O95711",0.638
"100607","P04233","P11215",0.64
"69196","P04233","P01903",0.999
"23709","P04233","P42081",0.643
"88116","P04233","P08575",0.651
"100","P01730","Q9Y572",0.404
"36772","P04233","P37275",0.668
"5396","P01730","Q16548",0.404
"61698","P01730","Q9Y2Q0",0.422
"10165","P04233","Q13571",0.669
"117286","P04233","P33076",0.682
"1837","P01730","Q04609",0.422
"5365","P01730","P21781",0.404
"59641","P01730","Q02763",0.405
"73551","P04233","P13796",0.684
"62241","P04233","O95436",0.684
"5555","P04233","Q02556",0.693
"87488","P04233","Q15011",0.698
"3081","P04233","O43914",0.699
"19473","P01730","Q9UHX3",0.454
"7344","P01730","Q13315",0.455
"657","P01730","P06733",0.407
"2772","P01730","P21757",0.424
"69525","P01730","P15514",0.455
"50496","P01730","P50750",0.425
"27361","P01730","P10242",0.407
"13187","P01730","Q13158",0.407
"1900","P01730","Q9BYV9",0.457
"888","P01730","Q07954",0.408
"30175","P01730","P07355",0.409
"52721","P01730","P02747",0.426
"2031","P01730","B0I1T2",0.426
"2490","P01730","P35398",0.427
"23418","P01730","P19544",0.459
"51432","P01730","Q13077",0.427
"111258","P01730","P08183",0.409
"71602","P01730","Q00978",0.409
"52619","P01730","Q02535",0.459
"99131","P01730","Q9UPY3",0.459
"48148","P01730","P00519",0.41
"44657","P01730","Q8N884",0.459
"43465","P01730","P01138",0.411
"3584","P01730","Q9BZH6",0.459
"13623","P01730","Q8TAD2",0.43
"104979","P01730","P05106",0.431
"31980","P01730","P00738",0.459
"5407","P01730","O60637",0.459
"23037","P01730","P55211",0.431
"75442","P01730","P32927",0.461
"42301","P01730","P05109",0.432
"19623","P01730","Q15910",0.412
"44843","P01730","O95999",0.462
"6103","P01730","Q8N6P7",0.463
"71305","P01730","P21854",0.435
"16401","P01730","O95267",0.463
"113563","P01730","P16619",0.463
"4126","P01730","P42681",0.435
"90455","P01730","P01009",0.463
"24416","P01730","P20592",0.437
"2380","P01730","P61626",0.437
"84315","P01730","O43236",0.416
"73522","P01730","P13796",0.464
"39932","P01730","P30542",0.416
"29892","P01730","P07858",0.439
"71357","P01730","Q15722",0.439
"996","P01730","Q9NP99",0.465
"114237","P01730","P21580",0.439
"80999","P01730","P15509",0.418
"47384","P01730","O60635",0.418
"11378","P01730","Q16649",0.467
"97381","P01730","P24001",0.418
"35796","P01730","O95471",0.441
"35635","P01730","P00451",0.441
"147","P01730","P08253",0.468
"52190","P01730","P09917",0.444
"108653","P01730","O43557",0.419
"63747","P01730","Q6GTX8",0.419
"95308","P01730","P49715",0.419
"105365","P01730","Q13114",0.42
"45857","P01730","O95801",0.469
"4772","P01730","Q9UJU2",0.42
"85477","P01730","O15533",0.444
"58705","P01730","P05161",0.47
"31309","P01730","Q16625",0.47
"34619","P01730","P48736",0.447
"95692","P01730","P27986",0.421
"34998","P01730","P26358",0.47
"31008","P01730","Q9NRQ2",0.474
"554","P01730","P28300",0.474
"64879","P01730","P14921",0.472
"10013","P01730","Q9H2A7",0.476
"70","P01730","P13725",0.472
"40824","P01730","Q86SQ4",0.508
"3560","P01730","Q9UM47",0.476
"22952","P01730","Q9BY67",0.451
"43821","P01730","P0DMS9",0.508
"52787","P01730","P02745",0.51
"4208","P01730","P09038",0.479
"7127","P01730","O14763",0.512
"206","P01730","Q16617",0.479
"94934","P01730","O43490",0.451
"49651","P01730","P80188",0.452
"116785","P01730","P35237",0.452
"85635","P01730","P03372",0.513
"42332","P01730","P06702",0.479
"86","P01730","P09601",0.514
"100411","P01730","P22736",0.48
"13344","P01730","Q6PCB8",0.516
"62959","P01730","Q13421",0.48
"647","P01730","P08567",0.481
"9375","P01730","Q08334",0.481
"58811","P01730","Q12778",0.517
"50238","P01730","P17813",0.543
"106296","P01730","O94916",0.543
"41443","P01730","Q16570",0.517
"1422","P01730","Q92692",0.543
"71669","P01730","Q9BXL7",0.517
"862","P01730","P11161",0.481
"1406","P01730","Q29980",0.518
"53146","P01730","P28062",0.481
"59490","P01730","O95711",0.481
"55680","P01730","P42768",0.546
"49217","P01730","P00813",0.519
"38284","P01730","Q08722",0.548
"93049","P01730","P62937",0.483
"2063","P01730","Q07955",0.483
"26373","P01730","Q86WV1",0.519
"53066","P01730","P28065",0.52
"1715","P01730","P01116",0.55
"2631","P01730","P12830",0.52
"23221","P01730","Q99572",0.551
"96430","P01730","P07948",0.521
"36346","P01730","Q9BQ89",0.553
"262","P01730","Q9Y239",0.486
"17308","P01730","O15519",0.486
"68520","P01730","P10451",0.521
"26352","P01730","Q05516",0.522
"4941","P01730","Q9UQV4",0.491
"44209","P01730","P51617",0.492
"11273","P01730","O00300",0.492
"15635","P01730","P99999",0.556
"623","P01730","Q02363",0.522
"35483","P01730","Q9UGN4",0.492
"24716","P01730","P13726",0.493
"28310","P01730","P03973",0.524
"2440","P01730","P04275",0.494
"13597","P01730","P35408",0.494
"46789","P01730","Q9H257",0.495
"21936","P01730","P53701",0.557
"87800","P01730","Q06643",0.525
"93689","P01730","P35913",0.558
"1736","P01730","Q9Y5Y7",0.496
"55155","P01730","Q7Z5R6",0.497
"29396","P01730","Q9UKT9",0.497
"90578","P01730","P11166",0.525
"67386","P01730","P80075",0.527
"568","P01730","P02788",0.498
"27477","P01730","P36402",0.498
"24253","P01730","P84022",0.559
"43161","P01730","Q7Z7D3",0.527
"19946","P01730","P27797",0.559
"116491","P01730","Q99877",0.528
"33215","P01730","Q13568",0.529
"8986","P01730","P37231",0.56
"55394","P01730","P32249",0.5
"9555","P01730","Q96RJ3",0.53
"16715","P01730","Q8TD46",0.502
"9520","P01730","P12821",0.53
"23857","P01730","Q16777",0.531
"14829","P01730","P01100",0.504
"51754","P01730","O95150",0.504
"24068","P01730","P46092",0.564
"197","P01730","Q01201",0.532
"1111","P01730","Q9UBK5",0.532
"243","P01730","P14210",0.505
"103131","P01730","P11473",0.505
"76866","P01730","P02787",0.533
"6951","P01730","P00533",0.567
"2126","P01730","P04921",0.536
"63729","P01730","Q8NHJ6",0.568
"1185","P01730","Q9Y5W3",0.506
"10670","P01730","Q8NAC3",0.506
"115893","P01730","P09958",0.539
"5264","P01730","P26010",0.506
"41249","P01730","Q9NQ25",0.506
"29807","P01730","O15162",0.507
"3642","P01730","Q9BYX4",0.57
"3506","P01730","Q6UWB1",0.57
"403","P01730","P24385",0.571
"57312","P01730","P04839",0.572
"2105","P01730","P18510",0.54
"60740","P01730","P30740",0.54
"80181","P01730","P52333",0.639
"63772","P01730","Q8N423",0.642
"17261","P01730","Q9UIB8",0.576
"13261","P01730","Q16581",0.588
"10300","P01730","Q04864",0.588
"117162","P01730","P15941",0.593
"35055","P01730","P61296",0.642
"73599","P01730","P20591",0.593
"116026","P01730","Q06187",0.594
"13980","P01730","P08571",0.644
"86436","P01730","O15156",0.647
"9329","P01730","P30273",0.596
"3733","P01730","P16422",0.58
"3088","P01730","O43914",0.649
"3384","P01730","P53680",0.6
