"","ensembl_peptide_id","avg_seg_mean"
"199","ENSP00000394049",0.305264934319095
"200","ENSP00000428087",0.305264934319095
"201","ENSP00000430596",0.305264934319095
"202","ENSP00000231706",0.300282243716276
"203","ENSP00000414073",0.303096588454635
"204","ENSP00000428540",0.303096588454635
"205","ENSP00000429638",0.303096588454635
"206","ENSP00000427720",0.303096588454635
"207","ENSP00000429936",0.303096588454635
"208","ENSP00000430135",0.303096588454635
"209","ENSP00000427786",0.303096588454635
"210","ENSP00000497381",0.303096588454635
"211","ENSP00000430515",0.303096588454635
"212","ENSP00000428397",0.31044203672326
"213","ENSP00000430239",0.31044203672326
"214","ENSP00000428772",0.31044203672326
"215","ENSP00000429873",0.31044203672326
"216","ENSP00000428228",0.31044203672326
"217","ENSP00000349296",0.31044203672326
"218","ENSP00000367133",0.31044203672326
"219","ENSP00000504388",0.31044203672326
"220","ENSP00000430847",0.31044203672326
"221","ENSP00000241261",0.300076862634537
"222","ENSP00000389931",0.300076862634537
"223","ENSP00000404008",0.300076862634537
"224","ENSP00000312150",0.303056606674944
"225","ENSP00000429063",0.303056606674944
"226","ENSP00000428879",0.303056606674944
"227","ENSP00000319305",0.30217675
