File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
ea1c2368-f043-4db5-bbb4-908334fd8c00	9e237ede-a8c8-4e90-a52e-521af59b147b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2023	TCGA-24-2023-01A	Primary Tumor
7f70b62d-15e9-4190-9e08-55675a171fe2	4d444647-db80-41e2-b7dd-148690e2b3c2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-36-1580	TCGA-36-1580-01A	Primary Tumor
2a577b67-5c3d-4614-b4d6-29a92ffd10c4	95c5928f-acf9-4833-b63c-ad53bfd24ac2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1029	TCGA-23-1029-01B	Primary Tumor
b8849c64-a3c7-410d-a000-043bf12bfd8d	67293c0e-904a-4cc2-ad09-a99d791bd05a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0725	TCGA-13-0725-01A	Primary Tumor
0bd33aef-cfc8-45fb-8ef5-81de59502734	0c7faca1-6f1b-4e49-ad84-c56738f1a2e7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1419	TCGA-24-1419-01A	Primary Tumor
8d17a68f-d126-4eae-a8f0-77b3d4a42456	278dc83a-1488-4a81-8e24-56b784c77796.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1626	TCGA-25-1626-01A	Primary Tumor
2d6d90fc-20cb-4a34-861f-1706b456d898	fa8ad93c-f08b-4227-9be1-419b5353b160.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1123	TCGA-23-1123-01A	Primary Tumor
f84fd3bb-2d07-4d43-873b-02bc312499bb	808d8dcb-f3e5-4d7e-8b70-90a254ebc4e2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1483	TCGA-13-1483-01A	Primary Tumor
f29c89ce-2f18-421a-91af-ea53c01952c0	df4191dc-dd74-4197-bc35-d24807f0ceba.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-0968	TCGA-24-0968-01A	Primary Tumor
72f30631-1781-4e46-ab19-692c57d0098b	8b8aae66-3fb7-4875-81e3-601ccbc3bb82.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-31-1953	TCGA-31-1953-01A	Primary Tumor
0058f6ab-2114-4ead-af5e-ba002b5f9cc2	8fd3c3ec-c5c5-4ded-bcbb-387ddc1ba5f7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1495	TCGA-13-1495-01A	Primary Tumor
036e90b7-e520-4c0d-aa25-1b7ad59f303b	a761adf7-b265-4d1d-90be-82dbfd776e45.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1511	TCGA-13-1511-01A	Primary Tumor
b7d3f733-29ea-46a4-b29a-be83be09f149	0cb97f5d-d78d-409e-9b67-30f15d6ac77b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-59-2352	TCGA-59-2352-01A	Primary Tumor
acec3a68-1f44-4689-8547-18cfc1182303	f25d516a-d4ea-4f89-9f6e-9f41c1634505.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1556	TCGA-24-1556-01A	Primary Tumor
6c615494-d422-4520-9c58-62ccd6ba3385	a2e43a42-ba42-4666-8431-47d4dc22dba2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1910	TCGA-61-1910-01A	Primary Tumor
b717ede3-5ecb-4adc-81e6-9a9432d03b09	1d359158-291b-4629-bd6f-0d605ac6afa7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1116	TCGA-23-1116-01A	Primary Tumor
d47d8f5c-4c60-4b9a-883f-3685a29e8967	4050c1a3-e430-4ab6-9e11-d267f48e51ad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1631	TCGA-25-1631-01A	Primary Tumor
993e59a5-4f7f-4ca1-87bc-f537bf84179a	cac17859-2779-4a77-98b7-3c6e392f0f1e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0804	TCGA-13-0804-01A	Primary Tumor
e50173ef-c0f2-4b59-8ab4-d24997f38c5d	cadb3130-09b1-4e6a-b9ea-1c5182b2f1ed.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1512	TCGA-13-1512-01A	Primary Tumor
d148916b-1a93-4d56-bfe5-dcb5c84be1c1	32c81ba3-dca1-4bbd-9e03-5899dc6e3b0b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1604	TCGA-24-1604-01A	Primary Tumor
1882e360-8240-40b8-b0d9-152919cd2212	bfcea1b8-fb75-4e7b-972b-620d9f1fc3bb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-04-1331	TCGA-04-1331-01A	Primary Tumor
6f709b4e-c17b-49c6-9a20-66b4c6ed8c98	6f9bb9a5-b2d8-42c1-94fc-05eb778c1f0d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1923	TCGA-24-1923-01A	Primary Tumor
e5693374-686a-418d-b4e1-c60a1aa9a86b	9fa353e5-d096-480e-af87-f3441deea8dd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0911	TCGA-13-0911-01A	Primary Tumor
52880bbc-57c1-4ff5-8650-a9314769b945	0b5a3a02-abbb-405e-b392-4944e778e2be.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-30-1855	TCGA-30-1855-01A	Primary Tumor
060438f5-e4f0-47e3-894a-6278a0a11aa9	8b8765b7-07af-45c1-8aaa-d9facff1b04b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1319	TCGA-25-1319-01A	Primary Tumor
68de1f3c-c90b-42b7-8500-3e6f6905f647	f9e43abb-04fc-45c2-9a74-61a2bea4eeec.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1696	TCGA-29-1696-01A	Primary Tumor
b668c86b-fa56-4d39-9529-5b47081a3faa	41bdbd88-b4b2-4884-8a44-b34656ae4156.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1024	TCGA-23-1024-01A	Primary Tumor
0ce2f1df-0020-41aa-a826-a69efe1327fd	f0734d35-0a0c-4753-998c-95af43501b85.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2111	TCGA-61-2111-01A	Primary Tumor
638718b3-cfc2-41cd-a042-a65064cb8c74	d9b8df95-099e-400e-895d-9f2d5ce4f348.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0885	TCGA-13-0885-01A	Primary Tumor
c6c87474-8135-4a4a-a018-79f87ec7f571	24c604c0-2021-4829-b187-f160ee75d6cc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2297	TCGA-24-2297-01A	Primary Tumor
7a74d41c-46f9-494a-a971-58885a906874	94e50abd-1c5d-4267-b36e-25d229716049.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-2081	TCGA-23-2081-01A	Primary Tumor
d44e6644-ce8f-45b5-8b7c-2b309ee68fbb	7c81d253-3d75-4f27-8cc1-b1ac20c77ff5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1435	TCGA-24-1435-01A	Primary Tumor
b6d01bcb-0c4a-4aae-9b7f-d6a266c1ee69	c99fbe90-c684-42dd-ba96-66aa1f1295d8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-57-1582	TCGA-57-1582-01A	Primary Tumor
7af12dcf-aac1-44e1-b7b1-f51ce08f3c4f	88e85e7b-16f4-484a-8f20-541f0900ff44.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2097	TCGA-61-2097-01A	Primary Tumor
8aa7edec-491c-47ab-893b-f6bd68bd1aca	676462aa-e44e-4f39-a9cb-222e8815bdfc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0913	TCGA-13-0913-02A	Recurrent Tumor
0bb7fb96-b1fd-4a47-9af9-128b9acad7a8	24ffd67a-b772-47de-a41b-eaa68078ad0e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1507	TCGA-13-1507-01A	Primary Tumor
59d646f1-8088-4ef4-81a0-92965baa0ce3	1a807944-1fce-4a18-ae2b-f19a8f13e4d7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2016	TCGA-61-2016-01A	Primary Tumor
d4295353-5ebb-49d5-afad-8be7a8a43f35	80422946-6ccc-40bd-bf90-e2b9a159a826.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1563	TCGA-24-1563-01A	Primary Tumor
e3046d8c-4228-4653-a9fe-f859da9fdc1e	4951ff48-dfd1-4df5-b7ab-4bdd6ef8af67.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-30-1862	TCGA-30-1862-01A	Primary Tumor
2d15c2c8-0682-4286-81bf-6a85b97e3b5a	d563b5ea-0724-4d07-9b31-9713d6edd332.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0934	TCGA-10-0934-01A	Primary Tumor
2562d72c-859d-44e7-9951-f231108abafa	ca7a912e-f2d1-455f-8b5f-3104cc02ac9e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1111	TCGA-23-1111-01A	Primary Tumor
d2d9c803-e333-4906-8497-c5e3fadcbbfc	f04b7806-98d3-45b7-a8dd-e50812a5ca3f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-57-1585	TCGA-57-1585-01A	Primary Tumor
7eb8afbf-c5e7-48e6-87ec-a9fe92e48cad	5d9a6911-c16e-4b16-8d56-2b99a9fbce3f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1552	TCGA-24-1552-01A	Primary Tumor
9dece4a3-ecef-469d-a882-dfea3e2c61df	161a0325-0f8a-4d41-be34-6740025c4435.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0916	TCGA-13-0916-01A	Primary Tumor
7f870732-738c-4037-8fac-102fc0658ea8	ecf72b78-167b-4353-87bd-ca38c7c1d0a0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-2396	TCGA-25-2396-01A	Primary Tumor
d4d98806-414d-45e5-be8f-ab6c7600fcd5	852964b8-1f8e-4891-a1a4-a63186d841ab.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1118	TCGA-23-1118-01A	Primary Tumor
c03942c8-51f3-41f0-8f40-7712ae0b66e9	ecff58ca-03fb-42b8-8da2-c971025a43e8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1315	TCGA-25-1315-01A	Primary Tumor
cc6ae26a-981c-42d8-ad90-34dae68f724f	55f58064-b810-4345-bd41-a844cfb255c6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1312	TCGA-25-1312-01A	Primary Tumor
bc29625f-c3e9-4eda-a07f-7546c56f65c3	e18acf1a-8d53-42a4-917c-1bc7e0a13888.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2113	TCGA-61-2113-01A	Primary Tumor
fa235fa3-50a0-4e25-b8ea-923960829e36	8daad469-c921-477a-8786-721e9418795e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1846	TCGA-24-1846-01A	Primary Tumor
c7b574e5-66d6-46b0-8471-512ef4aebaf1	f03483bb-8ad5-42e2-9b5e-31e7af8edd2f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0765	TCGA-13-0765-01A	Primary Tumor
f813426e-a5b7-4342-8261-05515cb6fab5	82abd810-1a10-4eb8-911f-6393b01249fa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-0975	TCGA-24-0975-01A	Primary Tumor
f2f1f9b6-8539-4780-bfc5-42ae7f46a485	d3d30fe1-8e55-436e-85b7-bff934cfcb8a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2095	TCGA-61-2095-01A	Primary Tumor
d6573147-752d-4b80-9e09-f10face6864f	15083e68-c064-4f08-9cd8-61a25547f754.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1616	TCGA-24-1616-01A	Primary Tumor
71a467ae-d8cc-444e-8cca-6a63d642fb2e	13e069ad-b3f9-48e6-93f8-24060058ed43.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-2392	TCGA-25-2392-01A	Primary Tumor
f1ee8105-87ec-482b-b0a1-a277a9b32ade	1019e11f-92fd-42dd-b47a-5eff5fb10de5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1690	TCGA-29-1690-01A	Primary Tumor
9806deff-ba7f-4761-a421-7119ad12bc8c	eb300488-c9f0-4cb4-9bf5-00fc749360b9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0897	TCGA-13-0897-01A	Primary Tumor
a605613e-fc96-4b26-aded-30b85e6ba8d5	505c0f45-5452-4d4c-aecf-35d78b41a3b4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-36-1569	TCGA-36-1569-01A	Primary Tumor
fe4ab9db-1d3d-4202-9711-e30044d23e2d	c5318c3f-ea9a-421a-be7c-26fa120568c6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1105	TCGA-24-1105-01A	Primary Tumor
49b698b6-405f-4cbb-b470-b98c29151968	cf8f83cf-db75-479f-8f27-f0d74f262c91.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1328	TCGA-25-1328-01A	Primary Tumor
2d1181eb-a08f-4c11-bc9c-494763de6814	bba445df-c6f7-4257-9093-d4ea69db84a3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1659	TCGA-09-1659-01B	Primary Tumor
2015252f-9eb1-4071-af73-def3c6b98f34	9d007b37-ba7a-4e85-af1f-1c8aeadda990.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2033	TCGA-24-2033-01A	Primary Tumor
c33cb0b7-2625-49b6-8472-fcd3959288ca	dfe1fbdb-b7c2-46f0-ae12-b63a8375b8be.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2298	TCGA-24-2298-01A	Primary Tumor
48875905-17e3-439e-869c-caf83a360d67	391b894d-7639-4e12-97f1-e189233505ff.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-36-1575	TCGA-36-1575-01A	Primary Tumor
03a40d47-07eb-4a0e-9f70-36281e079ae0	86e119a6-1c89-4a1d-9823-2fb95e180ea8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-59-A5PD	TCGA-59-A5PD-01A	Primary Tumor
a7543a65-3492-417d-8eb6-3e2b179bb141	2b12b5be-f274-4a43-b69b-24b736e2bcac.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-10-0938	TCGA-10-0938-01A	Primary Tumor
0fc29c53-7240-46a1-9a00-a66699405029	2c3df990-5540-462f-b852-c94242e3868d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1693	TCGA-29-1693-01A	Primary Tumor
2c3c36a2-4bac-44c4-8d1b-dda0dba01b41	2c5a90ae-67c6-46de-b865-1dde61e976bd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0920	TCGA-13-0920-01A	Primary Tumor
501e43ba-ec51-4b5b-b999-759c3bd4824f	be93160b-4c67-48f1-8bdf-23d29b8c815d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-0364	TCGA-09-0364-01A	Primary Tumor
7c69529f-2273-4dc4-b213-e84924d78bea	d6472bd0-b4e2-4ed1-a892-e1702c195dc7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1489	TCGA-13-1489-01A	Primary Tumor
b407c5d5-b0d3-4965-b400-2d38e56dcbb7	24c88f11-3839-493f-9357-f8be5bbadaf6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-57-1583	TCGA-57-1583-01A	Primary Tumor
04ab577f-fe6f-4f01-860f-f74c8a0f8f8b	b6bc859c-c245-47ba-9c47-92c1c33d42c8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1489	TCGA-13-1489-02A	Recurrent Tumor
6ab62f1c-bf6b-4e91-acf1-e26f5a9c132e	6670929c-6c96-4256-affa-910687f99a45.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1738	TCGA-61-1738-01A	Primary Tumor
fe541300-58e2-43fd-ae86-42a6a51f6634	8ce770db-df49-4c86-b57b-3d98375f65c9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1321	TCGA-25-1321-01A	Primary Tumor
ef37ff85-eb17-457f-af50-912d80bd75be	357f3b6f-7140-4c6d-8007-13508d2d7258.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1776	TCGA-29-1776-01A	Primary Tumor
eaa3bbdd-4db7-4733-b8c8-706d19352ef7	c6e887f8-3f80-4099-b8dc-8b32a2a92065.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2102	TCGA-61-2102-01A	Primary Tumor
d9178135-301c-4101-85e9-6084bd0347f8	b66a1ba2-0f0d-4eb0-8f60-ca07cf3bc997.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0888	TCGA-13-0888-01A	Primary Tumor
4eb7f80b-daa2-4aa8-99f2-391c257fb4fc	bc3bc9f5-e99c-4384-a528-5dc71d1a5a19.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-2110	TCGA-61-2110-01A	Primary Tumor
7373db9c-c021-442d-9d55-e1b536a5266e	03462bef-e22d-42c1-8360-f2a3404e698d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1623	TCGA-25-1623-01A	Primary Tumor
953a378d-0ba2-4737-8176-b118d11e96d6	bf0b1fa1-16b5-44ed-bbdd-535835f2c4e9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-25-1317	TCGA-25-1317-01A	Primary Tumor
25061bb6-2e72-4d8b-b42d-e42553f71a65	d41c8245-bc6e-42e5-ad70-58a3ebd5546b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0762	TCGA-13-0762-01A	Primary Tumor
9c03b53d-5817-4d97-a5b5-d21780ce32be	e2282ea0-e21f-439d-899b-55a42119cd50.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1436	TCGA-24-1436-01A	Primary Tumor
64b9bb51-2d23-402a-b14f-9bdf9b789b17	03752bc9-46d3-4f39-8313-3050134be0db.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-23-1109	TCGA-23-1109-01A	Primary Tumor
b29783c8-1d44-4a43-9727-ed574c833994	b849f8c0-4937-4e95-bfc7-c8da9340d021.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-2044	TCGA-09-2044-01B	Primary Tumor
cec8400f-6360-47ff-a9fd-6379ead2f83d	accf08d4-a784-4908-831a-7a08d4c5f0f5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1404	TCGA-13-1404-01A	Primary Tumor
72febc01-2a53-4257-89ba-397a9784b2ed	4793d6ae-2289-4825-9d9b-5b217a0837e5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-61-1914	TCGA-61-1914-01A	Primary Tumor
c6f4a745-1426-4cee-87d3-e8123aacb60f	5c58a396-5f7b-4374-a6e7-09f381d945dd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-0884	TCGA-13-0884-01B	Primary Tumor
fc44cde6-311a-4d9c-bfb9-18a4acf21684	8c985ded-ab7e-4792-b373-8670db4f2ed7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-1557	TCGA-24-1557-01A	Primary Tumor
c9210820-970a-43e6-9c20-344e043b96cb	3852b0f7-4b5b-444f-b948-f04b2d112b2b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-09-1662	TCGA-09-1662-01A	Primary Tumor
c4a162f4-ea15-409c-af3a-ebfc257b42bc	872c6084-34b9-4037-88bd-b6cb69b4bf1f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1492	TCGA-13-1492-01A	Primary Tumor
153e0f92-da4d-47b6-a863-fabd01f5124c	8b38327a-d165-473f-bc49-2d28305e9689.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-29-1701	TCGA-29-1701-01A	Primary Tumor
