gene_id,citation_score
MIB1,4480
SLIT2,692
SUCO,42
LAMA2,421
DNAH2,19
TRAPPC13,7
GPATCH2,4
ANPEP,191
WDTC1,15
NR1H2,142
DEK,705
NPNT,93
MAT2B,78
CGGBP1,33
PATZ1,109
PHLDB1,49
KLHL2,31
CRYZ,193
GFOD2,5
STARD13,89
ISLR,61
KDM2A,225
ITPR1,907
CTPS1,66
BTNL9,23
DNTTIP2,11
SH3KBP1,152
LIMK1,753
TRPM7,977
JKAMP,6
PTPRA,213
AFG3L2,118
FARP2,41
TIAM1,600
ZC3H3,12
DSG2,475
ZMAT2,7
HAX1,330
INSIG2,302
MCCC1,64
ACOT8,29
MYO9B,86
PRKCI,119
ECM1,368
ZDHHC17,58
SECISBP2,102
B3GNT5,33
FASTKD1,15
RIMS1,146
PAK2,567
RSU1,75
POLR2B,28
USP9X,358
ATP2A3,119
ZNF146,24
SMG5,66
SEMA3E,271
UEVLD,4
ARPC4,42
BZW2,31
STK25,90
LYST,304
LRRN1,44
ACSS2,195
RAB3B,114
CWC27,21
CEP250,51
SETDB2,63
FAM104A,1
HEBP2,22
DDI2,43
QSOX1,116
PHKA2,78
MICALL2,35
IRF2BPL,47
TMPO,221
CSNK1G3,10
ZNF780B,2
ACADS,170
SUSD2,98
E4F1,51
CA8,175
ROCK1,1905
GPR180,16
PPP3CA,152
TMC6,76
KRT80,34
GLOD4,13
PTP4A2,67
SLC2A4RG,52
TCTN2,31
UBE2A,119
USP48,61
DISC1,1051
CTBP1,357
CCDC88A,165
KLHL36,4
GRHL2,231
NAA60,15
LBR,1439
SLC44A4,56
GJB2,2570
SEMA3C,187
HCFC2,12
REL,5851
SUGT1,60
CNNM4,63
PPIB,212
SEC61A1,64
BICC1,99
MYCBP2,84
DHX15,89
MAN2B1,40
CLPTM1,44
PHF14,34
ABHD3,11
TRUB2,8
MFAP3,8
CTBS,821
FBXW5,29
EIF2S2,32
ARID4A,370
STAT3,35283
UBR1,228
TCF12,302
TTLL5,31
F13A1,211
UPF2,211
SLC20A2,263
SEMA3A,1511
PCDH18,28
MBP,15865
GRIPAP1,14
JTB,269
PXDN,133
JARID2,274
IGF2BP3,679
MRPL32,12
ENOSF1,33
PYGL,124
SH3GLB1,76
HS6ST1,86
B4GALNT3,27
MCMBP,27
SPAG5,126
ZNRF3,160
RAB11B,111
ATG14,359
JAK3,2226
SFXN5,13
UBE2N,271
PARN,325
DIS3,241
KNTC1,46
HNRNPM,74
KIF20B,56
POLI,6495
MTDH,613
SMARCA2,636
RAB30,29
PPP1R12A,398
COX18,37
STAB1,165
DMXL1,14
ATP6AP2,290
ZBTB41,4
ZNF92,5
CMAS,526
STK38,91
TMEM87B,12
NOC3L,19
DGKZ,59
ACOX1,537
NIPA1,113
AMPD3,70
VPS37A,40
STK39,316
CIR1,49
ARAP2,25
PHLPP2,184
SVEP1,78
UVSSA,45
PIP4K2A,95
PSMG4,5
APH1A,138
DNALI1,30
ZNF521,60
KCNJ15,65
SPATA6,20
OGFOD3,2
AIMP2,94
PEX6,173
ARHGEF11,79
COPS3,55
HDAC9,458
NFU1,102
BLOC1S5,14
NOC2L,25
CLCC1,15
CCDC125,2
FAM83B,29
CHCHD7,32
ZNF721,6
ANKFN1,13
PPP1R3B,94
EEF1D,50
TENM4,60
AKT3,1064
PRKDC,1614
CCNG1,328
STAM2,62
ARHGAP18,51
PLOD3,99
TFDP2,59
MYO7A,568
PTPRC,1435
WDR44,22
SIPA1L3,16
C7orf50,7
GDAP2,10
ACACB,244
ZNF652,42
AHCTF1,34
ZNF280D,5
FOXN3,95
CREBRF,57
ABCC10,151
JUND,1372
RNH1,79
EVL,865
USP39,77
PREX2,107
ZNF627,7
GINS1,68
BTBD9,82
LAMTOR2,73
KIAA0930,4
LONP1,173
TAPBPL,37
NFIC,211
CTIF,54
MTM1,1823
NAGA,1241
ANXA11,95
CLIC5,80
PLCB4,157
SMARCE1,151
PEBP1,498
SPRY2,521
MAP4K4,271
LEMD3,120
FRMD8,13
PIGU,46
MFAP1,14
KDM6A,702
ATRNL1,37
AP5M1,11
SDC4,560
ABTB1,38
OFD1,219
PLEKHG3,10
FAM98B,9
EPS8L1,13
NGLY1,125
PPM1H,39
EIF3B,109
TMEM63B,14
HMGCR,1745
PPIP5K1,22
DHX16,24
GPC4,161
BIRC2,341
ACAP3,10
PALMD,32
OLFML3,40
RNF180,34
ZDHHC3,46
HECA,185
KLHL20,31
PSMB6,68
SOCS7,87
MTHFD1,300
ARSB,997
ASB8,9
NOD1,1365
RAB6B,35
ATP8B1,307
ARNT,2748
ZFAND2B,9
PHF21A,47
MANSC1,5
PHYH,101
IFI35,78
TSEN2,13
RBL1,632
UBE4B,100
RHEB,934
ITGA11,93
ELK1,1754
ZFP91,53
BIVM,10
NPTX2,145
PLEKHM3,5
SNIP1,72
PPP1R13L,187
SAMD4A,
LRCH1,23
LMAN1,
DEPDC5,198
ARPC2,86
LEO1,78
FRMD4B,14
KLC4,13
WDR37,17
EXT1,565
XPC,1530
CHID1,21
DNAH5,184
ACTR3,234
TBC1D31,2
SLC1A5,538
COX7C,60
AREL1,14
PDCD7,13
UBA2,201
SMIM14,4
POLA1,185
S100A9,2208
FBXW4,51
BRD1,123
GCLC,1408
RB1CC1,296
TMTC1,21
BLNK,283
ERP44,120
ADAM32,23
PTPRU,48
ORC3,48
FZD3,229
DLC1,443
CRABP2,215
NMT2,54
ATP10D,14
MRPL51,13
MCTP1,25
BID,19545
PRKAA2,350
SLC7A11,1561
IFNGR1,464
RALGAPA1,16
TSNAX,81
TMEM70,56
PDXDC1,20
MBNL1,494
COASY,59
TECPR1,19
PRPF40A,37
ZNF701,2
KLHDC2,12
PPIL2,17
ARF5,185
PPTC7,10
IFT80,58
PRKCD,1174
CEP44,5
SEC14L1,27
DOCK8,405
DYM,552
CORO1C,61
UTP18,15
EFNA5,415
LURAP1L,7
SEC23A,140
PLCB3,149
CDC42BPA,57
COL8A1,139
DNM1L,1421
SOS2,311
MYBL2,481
PRPF8,157
NFXL1,12
CKB,625
EIF2B3,43
UBE2D1,135
RASSF6,64
SHC1,1367
STK11IP,17
ESPL1,146
TOR1AIP1,41
SMU1,33
EVI5,68
HDAC11,237
PAIP1,63
CNTN1,209
DOCK2,212
ZC3H7B,48
GCNT2,53
PRKD2,49
NDUFA9,82
FUNDC2,16
C1orf43,5
TBC1D2,27
MON2,123
PDLIM7,175
SART1,87
HNRNPH1,102
PLSCR1,184
GJB3,330
ZDHHC5,63
CTDSP1,63
PTPN6,1532
ABCB8,44
ERN2,392
NAA40,15
DENND1A,80
SFXN2,15
KAT2B,141
CHST4,35
DAPK3,97
HENMT1,20
CDHR5,32
ZFP14,4
PMEPA1,126
RPS14,269
HIPK3,186
DCTN2,101
HAS3,420
PROS1,342
WDR17,7
ADAM10,1934
TM2D1,6
SEMA6D,80
SACS,8858
ADAMTS2,156
NOL6,17
UBN2,18
IPO8,69
MMAA,158
FAT3,116
ZMPSTE24,286
EMG1,38
TRPM4,566
COPG2,34
PLXND1,144
LPCAT4,18
ZNF236,11
DOCK10,36
PEX3,226
TMEM135,32
PLEKHG1,16
EPHX1,474
PAQR4,24
COPG1,14
SET,679144
EML5,15
SAMD8,12
MOK,6903
ATP6V1D,10
COG2,61
IFI16,567
PTPRK,120
NCSTN,127
PDHB,198
KIF14,164
DSTYK,29
SYS1,59
LGALS4,267
FKBP5,1042
C12orf4,8
PHACTR2,26
HSBP1,302
WDR6,18
CSK,4479
CNKSR3,19
SERAC1,65
CENPJ,121
CAD,63395
ACSM3,73
CPT1A,1222
CRLF3,24
EXD2,23
HM13,37
RTCB,86
AMOT,205
XAF1,252
AKR7A2,49
SAFB,133
BTBD7,35
SRP9,78
LAMC2,477
SHISA2,15
CPNE8,22
UFL1,75
SS18L1,40
TCTN3,20
ERLIN2,74
TMEM192,14
BCL2L14,45
MLXIP,54
ARHGEF3,57
VAV3,322
ANKRD6,33
PHGDH,394
ABCD3,234
FAH,1991
ZFAND3,15
NOP58,83
HLA-E,1178
AGBL5,15
DYNC1LI1,48
C1S,1804
SCAPER,25
RAB6A,117
NDUFA5,29
EIF3D,80
ERC1,115
GRTP1,7
CCNYL1,7
ACE,44066
LRP11,27
VWF,12388
HOOK2,37
BCL2L13,89
EMC4,13
ELF1,352
EIF3F,88
TFDP1,218
RECQL,221
SECISBP2L,15
NEU1,391
RAB22A,127
PPP1R12B,30
NEURL1B,8
HS3ST1,49
GLCE,57
LMNB1,201
PBX3,214
IQCB1,66
SIN3A,551
NDRG3,68
KDM5C,303
CNKSR1,35
CLPTM1L,179
TMPRSS4,165
CCNT1,250
NAA15,66
EAF1,77
TBC1D10B,12
ARCN1,25
OGT,1654
VCP,2288
AP1S1,30
ZNHIT3,18
MOCS2,48
FCHO2,36
CRY2,1333
MMP2,26161
MCM2,1566
GNG11,50
DPY19L1,12
PHF10,43
NUDCD1,28
NEK2,494
MAN2A1,33
SURF6,32
DCTN1,320
AGO2,2139
BSG,2251
IQGAP1,690
COPZ1,20
TTLL12,23
CCDC6,199
PLBD2,6
KIF18A,145
ENC1,86
MSI2,265
NRAS,7142
TMEM44,9
MTHFR,8443
PPP1R12C,30
DNAJC3,130
CCT6A,63
ATG16L1,977
ZC3H7A,3
CEP164,83
ACAP2,42
FMO5,108
ITGA2,385
RAP1GDS1,59
MEIS1,756
MAP7D1,12
INSL3,664
SZT2,43
LRP10,65
UBE2E3,39
INTS1,14
MTR,3068
UBAC1,18
LY75,42
TRIP12,79
HAT1,302
CFLAR,1145
YEATS4,64
CSF1R,2087
DYNC1H1,168
RALGPS1,10
NSUN7,23
CPEB3,121
CAPN1,468
PGBD2,1
FGFR2,4241
GNB1,157
SLC38A1,183
NCAPG2,38
POLR1C,70
RTKN,70
B3GNT6,24
ESD,6709
LRRC47,5
CUL1,913
DENND5A,15
TAF12,65
MTRF1,22
RPS12,322
AGPAT3,38
ABAT,336
ARHGEF6,62
NVL,178
PIEZO2,415
MAU2,41
DGKQ,28
PPM1G,93
CALCOCO1,29
EDRF1,10
MBNL3,50
SLC6A20,72
FIP1L1,521
CHD7,644
PRPF38B,4
B4GALT1,131
RNF217,14
SEPHS1,23
FOXP4,145
WIPI2,137
NOL7,13
TRIM4,33
SARM1,309
KEAP1,5681
ARHGAP24,68
CAPZB,62
RXRB,91
NID1,118
TRMT61B,15
TMEM14C,14
G3BP2,109
ANKFY1,22
CAPN9,25
SYNJ1,140
IFITM2,143
PGK1,1165
COX6B1,35
NPM1,2996
ZNF493,6
SOCS3,4054
PCYT1A,89
NBEAL2,66
SLC41A3,27
ARL6IP1,42
RAF1,3821
FHL5,73
ST7L,21
AR,244201
LAMA1,167
TIMELESS,1153
SLAIN1,13
SCMH1,24
NDUFB7,31
STX3,92
ZNF622,12
SEMA5A,123
GLA,12865
AQR,97
MRPL52,11
PIGR,705
CDC16,220
RNF185,23
TRIO,4529
LZTFL1,75
RBM27,12
GCH1,576
COL6A1,476
POSTN,1658
MAP7,94
CDC23,92
MED22,18
COMMD7,25
MICU2,86
INO80D,8
ZHX2,115
PINK1,3681
ZEB2,1545
HSD17B2,194
PHKA1,38
TMEM230,45
CCDC47,13
ITGB4,368
ACADSB,49
BAG6,214
DNAJC21,23
MTAP,565
RFWD3,37
N4BP1,36
CSRNP3,10
SNX19,27
AK9,21
ZNF678,0
GGA3,149
FBLIM1,53
SKIL,244
DHCR7,533
DNM3,92
MPHOSPH10,7
FOXJ3,31
SETX,264
ERI1,74
DDAH1,339
TDRD3,38
FOXK2,78
PTS,15473
KCNJ3,102
HPCAL1,48
GAPVD1,20
CDC42EP3,36
DNAJA4,44
TPX2,688
GNPDA2,100
BMPR1A,892
JAK2,14307
RPL4,139
AP3D1,53
ANKS1A,24
INPP5F,49
KLHDC4,5
ILVBL,4
GPBP1L1,1
COLEC11,73
VPS54,70
TNPO2,23
MKNK1,246
GALNS,276
ARHGEF7,141
TRAF3,1076
VWA5A,16
TMTC4,4
IRAK3,293
NXN,398
ADAM12,610
GOT2,187
HPGD,223
PSIP1,265
LRRK2,3281
MNT,1735
SPTAN1,109
VAMP7,291
TTC1,37
MYBBP1A,105
RB1,6541
DOCK7,103
OSBPL11,9
TSPAN6,23
CPNE3,22
ITSN2,49
SUDS3,15
VHL,5937
MROH6,2
SUPT5H,110
PCSK5,75
PRKAR1A,773
TRNP1,16
WBP4,19
USP4,182
ALDH3B1,38
COL6A2,274
DNHD1,11
EVPL,34
RPAP2,27
ATG4A,111
AP2A2,27
CREB3L4,47
TACC1,92
DDX1,172
ACTR1A,18
SLC25A24,37
IQGAP2,123
ARPC3,67
TRA2A,42
HNRNPL,143
PLBD1,21
NT5DC2,22
SMS,12051
ULK4,53
PI4KA,62
COG6,53
ARRDC1,25
NEDD4,1580
RASA1,319
SDHA,1029
HEPH,201
ZNF672,2
CBX4,172
DHRS9,56
CRB3,485
NAT10,157
TM9SF2,25
GAK,538
P4HTM,26
DPF2,51
EML2,32
FAM107B,8
SLC7A6,68
IMMT,220
SLC44A5,9
DEPTOR,267
ABCB10,101
GTF2IRD1,104
SPINT1,238
HR,360309
PPFIBP1,36
ODF2,141
MAX,216450
SEL1L,227
SUPT6H,39
KDM4A,320
RIC8B,39
OBSL1,70
TBC1D15,42
OSBPL7,7
HCK,1155
MTCH2,120
PLEKHG6,16
POLR3E,12
DEDD,129
MLH1,6516
YTHDF3,188
ADAT1,11
SRP68,38
SYT16,6
TTLL3,14
SLC25A38,50
KRT7,694
RALGAPA2,15
CLPB,680
TSHZ2,36
ANKRD49,12
CAAP1,21
PLA2G10,81
NXF1,276
INTS2,3
SCP2,490
ANO6,141
MRPL44,20
RNF19B,19
DCAF10,4
TTC13,1
LGALS1,2293
KDM4C,191
PDLIM3,59
VPS13C,83
OSMR,317
SLC25A16,17
TUBA1A,214
SYNE1,326
GABRP,60
RANBP1,173
GMPS,544
TSPAN33,32
FBXL4,72
PPFIBP2,17
CORO2A,10
CELSR2,148
LTBR,376
TGS1,94
SGK2,88
ABCF3,18
ATP2A2,977
RBPJ,1000
COPB1,25
BRPF1,94
PIP5K1C,55
DZIP1,55
FAM120B,14
RAPGEF5,40
CDR2L,27
CHL1,504
RBL2,538
CPSF3,41
RAD50,1984
PREPL,386
MFSD10,6
SHMT1,233
SMG6,113
ZNF880,7
CFDP1,54
ZBTB40,24
GSK3B,5372
CELSR1,191
STAT5B,1358
ZFPM2,244
HIPK2,463
SF1,2358
USP15,184
SERPINE2,481
ARHGEF10L,10
REEP3,23
EZH1,275
OTUD7B,75
CRISPLD2,66
CNNM2,108
STRN,185
NFIA,335
PLA2G4F,11
CCDC80,72
RSRC2,8
NLK,347
PTPRB,82
MRAP2,116
MAD2L1,685
ABI3BP,41
CTSZ,105
CHPF,74
KIF2A,201
AXL,2645
OSBPL10,28
MAP3K4,110
SRC,42298
NSUN2,172
SH2D3A,14
PLSCR4,26
RNPC3,32
ZNF317,1
GUCY2C,144
NUP35,22
ATP1B3,51
UNC13B,155
ASAP1,224
SCLT1,25
SLIRP,38
TMEM154,33
MAPK8IP3,111
SGPL1,140
STT3B,65
RABGAP1L,19
CYP20A1,26
SSH1,166
NDUFS5,21
SEMA4D,450
GPCPD1,24
STK17A,39
MX2,1101
GALM,219
HPS5,56
LPP,3610
AKAP8,63
SOX5,551
FSTL1,379
RPH3AL,38
ELL2,80
GIMAP2,13
PHYKPL,0
ZNF43,9
ACVR1B,224
PKN1,117
RERE,232
SBSPON,4
WDR1,133
ADCY9,114
FOXM1,2268
TPR,5144
PPP6R2,4
LPCAT1,171
HBS1L,154
THADA,193
MORF4L1,57
EEF1A1,410
MUC3A,79
RC3H1,88
KBTBD6,8
DCHS2,22
NPLOC4,59
HMGN4,11
PSMD3,45
UBE3C,66
XPO7,22
GIT2,128
FBXL20,28
ROBO2,396
CEP120,38
TBC1D1,207
MYO1D,56
GIGYF2,93
UBA1,413
MKRN2,30
ZNF83,5
TOX3,183
POGK,4
CPED1,23
EPHA1,315
SNX9,127
PRC1,1528
ARSJ,16
DOCK4,104
BTF3,108
NFKB2,482
GRB10,468
TMBIM4,28
ACTN4,442
KIF15,160
DDX6,254
COMMD8,10
SAFB2,34
PUM1,205
EAPP,118
PLAA,343
TNFRSF11B,2632
MSANTD2,4
DARS2,104
SLC43A1,34
PRPF3,68
SLC26A6,272
CYB5R3,113
MGAM,112
ZDHHC9,53
EP300,1992
NSF,14958
THOC2,27
PARP11,20
USP32,33
CHMP7,46
ANKAR,37
RFT1,165
LMO4,207
PDLIM5,121
ACP5,929
RBM5,141
TMED3,27
MADD,474
SLC7A2,135
CANX,117
HUS1,333
SHPRH,58
MAP3K7,245
SHISA5,12
RPGRIP1L,141
SDCCAG8,60
PDGFRB,6130
DNASE1L1,21
TUBGCP3,28
MFSD1,13
SERTAD4,9
ABHD10,11
UPF3A,53
AVIL,3007
SPON1,119
NDFIP2,29
TRDMT1,101
CCNY,920
BTBD3,17
ALDH1L1,211
FHL1,523
ARPC1A,28
FARSA,39
CDC6,1061
GABPB1,81
IRF2BP2,105
IQCE,23
SESTD1,18
RHBDD1,33
GFPT1,143
EIF2B5,107
RGS6,117
PSMD12,39
TOM1L2,30
COL15A1,119
DCTN4,18
PHLPP1,284
ARMC9,13
ATRN,111
USP13,110
IQCK,9
SPATA13,30
CXorf38,2
PUF60,77
PPP3CB,71
RPL39,34
NOSTRIN,52
CPNE2,3
CTDSP2,27
IL1R2,450
PLA2G12A,25
BCAR3,84
TKT,395
KRT18,411
GUF1,14
HPRT1,601
TSEN15,14
CDKAL1,375
AHR,23413
SLC9A3,791
ZNF100,4
MRPL17,8
PRKD3,39
SRSF11,21
AZGP1,220
NUDT3,39
IDH1,5146
IPO7,81
MYH10,145
PAPOLA,165
CDCA8,208
CD82,649
ZNF283,3
NMRAL1,22
TCF7L2,1945
IFT172,74
DAPK1,674
CAMSAP3,43
ELF2,159
DTWD2,8
DYNC2H1,112
ARMC8,33
ARAF,1189
CUTA,136
CWC22,32
BAG4,79
NOP14,46
SFMBT2,72
RABL6,22
IFT52,43
KNSTRN,35
CRKL,660
SLC39A7,64
CACNA1D,572
MYO1B,83
RRP36,3
RNF141,15
GEMIN5,75
MRPL45,4
COPS7B,10
NDUFS2,108
BAG3,755
DSTN,142
LONP2,17
LDLRAD4,22
LMBR1L,17
ARHGAP17,31
SRRM1,37
ALG13,71
SLC17A5,67
SCIN,143
TOM1L1,42
BRAP,324
ZNF737,2
CARM1,486
CLDN18,239
CASKIN2,7
RORC,1290
TRPM5,386
VPS13A,203
NFATC2,751
GTF3C6,2
UBXN6,26
NECAP2,9
FBLN1,149
PLCB2,159
ANKRD44,11
SLC18B1,8
CMC2,185
DENND5B,12
NCAM1,1082
PHKB,58
RALGPS2,13
PHF12,20
SDK2,23
GALNT1,41
PLEKHH1,4
COA4,13
TAF1B,43
ADCY5,211
CEP95,4
TXNIP,1775
MAP2K2,799
PABPC4,60
OXNAD1,6
ARRB1,440
NSG1,42
RAD51B,260
CHURC1,20
SLC38A5,67
URB2,11
TLK1,101
CD63,3756
CDC25B,666
RRAS,442
POGZ,81
SERINC3,54
CBLB,639
ABCA10,22
REG4,161
MSR1,612
SBF1,77
CNTNAP2,562
ANXA3,191
POLD3,100
NUP155,61
PREX1,186
GPR137B,27
CD44,22263
PHTF2,5
PPA2,101
FBXO21,20
KDM2B,184
MYL6,42
LRP4,436
RUNX1,5213
BMPR2,2220
ITCH,31964
DNAH7,21
ANTXR2,237
ERV3-1,15
VAMP8,318
MED13,137
PDE8A,107
CACNA2D1,282
ETFDH,196
CILP,102
YTHDC1,278
CYP4X1,33
NCKIPSD,36
SENP2,214
PHF2,79
KLHL18,9
MRPL9,15
FAM135A,5
PPP2R5E,38
SNX29,15
SORCS2,80
TGDS,63
TRMT2A,10
ATP6V1B2,71
LRRFIP1,75
FBXO28,31
RTTN,27
NKRF,90
NFKB1,2023
CDHR3,61
TBL2,48
SLC29A1,536
ANKIB1,14
AP1G1,16
JAK1,4703
HNRNPA2B1,396
SAMD9,151
TTC23,6
GRWD1,28
BOC,5882
SORL1,465
SAP30BP,15
MAPK3,
TOP1MT,47
POGLUT1,76
PIK3CA,7483
ANKRD26,118
ATP8A1,46
ARHGAP1,48
VPS35,514
TNRC18,10
PLK3,259
TIGD2,2
SPG21,25
KCNQ1,2543
RYK,436
RANBP10,24
PHF19,70
DIAPH2,96
D2HGDH,55
DNAJB2,50
SPPL2A,56
PARP3,144
PDK3,105
EIF3A,220
ASH2L,186
SMURF1,463
DSC2,299
FAM149B1,6
INTU,48
NEDD4L,700
ATG2A,62
ZC3H12C,23
FA2H,158
ANAPC2,68
EPHB2,845
ZNF484,5
IYD,76
MMAB,125
DENND4C,10
PATL1,33
ARNT2,175
ESF1,24
ZDHHC7,24
TIPRL,43
ZNF426,7
PLEKHG5,42
STRN3,55
FHL2,471
ZNF75A,2
EIF2S3,43
CLSTN3,36
CYP17A1,1644
ZYX,321
SF3A3,18
DDX3X,555
CLDN7,303
MMS22L,27
POLR1B,24
UBE3B,41
SEMA7A,208
MDM1,50
SACM1L,14
MTMR6,20
ANP32B,107
PCCB,203
CEP152,84
BCAR1,540
GALNT14,66
CCNI,90
GREB1,215
OCRL,357
DEPDC1,91
MYOM3,14
ANO1,924
ZNF276,8
STRADB,6
ATP13A2,363
NF2,3025
SLC4A8,36
FGD6,23
STAR,41650
ALG11,41
ZNF268,27
ZBTB33,135
CC2D2A,80
CLK1,362
EPB41L2,619
DENND4A,25
CKAP2L,35
ABCC3,426
ARL10,3
SYPL1,23
SYMPK,39
CWF19L2,1
ZNF561,6
TXNDC16,2
KIF4A,228
SBNO2,29
IFI27,273
SLC12A4,15
TYRO3,664
NACC2,8
BCL11A,711
STXBP2,161
RNF152,25
RAVER2,13
LONRF2,10
LRIG1,317
ASTE1,13
CDC123,57
ASAH1,281
SLK,1039
ZNF33B,10
CNPY3,18
TANC2,28
UGGT1,42
PKD2,6651
LAMB3,291
CAT,158867
RRM1,835
EPHX2,408
SHROOM1,16
RUFY3,32
ASPM,516
HGD,1533
GAN,85111
PRMT7,135
PECR,35
PTPRM,78
CCNB1IP1,30
GPT2,157
RAPGEF1,53
EHD4,51
CACHD1,13
PTGR1,62
USP24,42
ZZEF1,3
USP20,59
EMC2,34
PDCD11,15
MASTL,104
PRDX6,598
MRPL20,9
HERC5,138
IKZF2,212
MEF2C,1583
PDZRN3,40
B4GALT3,22
LARS2,69
RALB,234
WDR81,32
ZZZ3,42
DNMBP,38
PGM3,711
AP3S1,14
REXO1,8
ITGB6,169
VAV2,340
LRRC49,3
SOCS6,148
CABIN1,130
ZG16B,43
TOR3A,9
PLEKHB1,21
G3BP1,515
