project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	aliquot_id	aliquot_submitter_id	aliquot_quantity	aliquot_volume	amount	analyte_type	analyte_type_id	concentration	no_matched_normal_low_pass_wgs	no_matched_normal_targeted_sequencing	no_matched_normal_wgs	no_matched_normal_wxs	selected_normal_low_pass_wgs	selected_normal_targeted_sequencing	selected_normal_wgs	selected_normal_wxs	source_center	state
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ac9c5b5e-8e14-4a76-a68d-78a8349c40f7	TCGA-61-1740-01A	9c36986a-d488-434b-a9f3-5fb27b02791c	TCGA-61-1740-01A-01	fdab501e-c417-4c96-9d50-4be584fccf93	TCGA-61-1740-01A-01W	0a23be21-eb9f-4b5e-87bd-79b441564480	TCGA-61-1740-01A-01W-0635-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ac9c5b5e-8e14-4a76-a68d-78a8349c40f7	TCGA-61-1740-01A	9c36986a-d488-434b-a9f3-5fb27b02791c	TCGA-61-1740-01A-01	fdab501e-c417-4c96-9d50-4be584fccf93	TCGA-61-1740-01A-01W	0ad81b61-20fc-40d7-b0ad-6ea6bf305d82	TCGA-61-1740-01A-01W-0639-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ac9c5b5e-8e14-4a76-a68d-78a8349c40f7	TCGA-61-1740-01A	9c36986a-d488-434b-a9f3-5fb27b02791c	TCGA-61-1740-01A-01	fdab501e-c417-4c96-9d50-4be584fccf93	TCGA-61-1740-01A-01W	35acfbaf-f175-4c23-a0a8-b344a0706ac6	TCGA-61-1740-01A-01W-1214-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ac9c5b5e-8e14-4a76-a68d-78a8349c40f7	TCGA-61-1740-01A	9c36986a-d488-434b-a9f3-5fb27b02791c	TCGA-61-1740-01A-01	fdab501e-c417-4c96-9d50-4be584fccf93	TCGA-61-1740-01A-01W	425dea81-7226-482f-b712-bb22da954b49	TCGA-61-1740-01A-01W-0637-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	347f4509-70d3-498a-a0fb-84cbfac8b8a7	TCGA-61-1740-11A-01W	5aa6d080-c4d6-4548-925f-dc1bbd21bbb4	TCGA-61-1740-11A-01W-0639-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	347f4509-70d3-498a-a0fb-84cbfac8b8a7	TCGA-61-1740-11A-01W	728088a6-bbf3-4884-94b6-7704859be0aa	TCGA-61-1740-11A-01W-1214-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	347f4509-70d3-498a-a0fb-84cbfac8b8a7	TCGA-61-1740-11A-01W	e2a39aac-7636-42db-804e-90d0163a1cae	TCGA-61-1740-11A-01W-0637-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	347f4509-70d3-498a-a0fb-84cbfac8b8a7	TCGA-61-1740-11A-01W	e7090cdd-8c14-4716-89a5-1594e71ac678	TCGA-61-1740-11A-01W-0635-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	7f41899e-6afa-4d22-b98f-e17fcc5873b1	TCGA-61-1740-11A-01D	008ef716-eb3a-43b0-b83c-e2497894498c	TCGA-61-1740-11A-01D-0580-02	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	7f41899e-6afa-4d22-b98f-e17fcc5873b1	TCGA-61-1740-11A-01D	4a63b36c-bb16-4740-9ce1-a0d0f9a873bd	TCGA-61-1740-11A-01D-0579-06	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	7f41899e-6afa-4d22-b98f-e17fcc5873b1	TCGA-61-1740-11A-01D	7dc8b909-c661-4e39-9644-30845e950f94	TCGA-61-1740-11A-01D-0577-01	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	005a6517-2e5a-4ea3-ab36-531522723607	TCGA-61-1740	ad48908e-5088-4386-a9b5-4912da72f84e	TCGA-61-1740-11A	5718d172-0e0b-4535-8db2-a04fe8d50783	TCGA-61-1740-11A-01	7f41899e-6afa-4d22-b98f-e17fcc5873b1	TCGA-61-1740-11A-01D	d4f3fa3e-dc2b-4072-a530-ac5e1b68c7ce	TCGA-61-1740-11A-01D-0578-04	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	1a5693c4-2685-4dda-9e3f-ac4bfd75c581	TCGA-29-1766-10A-01D	07c7976b-ff3b-4f83-91a3-0d5f4b2879b5	TCGA-29-1766-10A-01D-A75G-36	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	True	'--	23	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	1a5693c4-2685-4dda-9e3f-ac4bfd75c581	TCGA-29-1766-10A-01D	0d4565d7-1e51-44d8-ac48-1a999606a8c8	TCGA-29-1766-10A-01D-0562-02	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	1a5693c4-2685-4dda-9e3f-ac4bfd75c581	TCGA-29-1766-10A-01D	2684ce7a-63c1-4e21-aa10-a6714de1cdf8	TCGA-29-1766-10A-01D-0561-04	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	1a5693c4-2685-4dda-9e3f-ac4bfd75c581	TCGA-29-1766-10A-01D	a2a44f9c-fb90-4089-bda2-f6e183e89594	TCGA-29-1766-10A-01D-0560-06	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	1a5693c4-2685-4dda-9e3f-ac4bfd75c581	TCGA-29-1766-10A-01D	f73da96c-6144-4a89-aa7b-51a0eaca1dea	TCGA-29-1766-10A-01D-0559-01	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	64a841c8-0fea-4aa4-a468-695d5b82537c	TCGA-29-1766-10A-01W	0dfa0588-b616-4c29-93c7-0088e3e92876	TCGA-29-1766-10A-01W-0634-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	64a841c8-0fea-4aa4-a468-695d5b82537c	TCGA-29-1766-10A-01W	729710fd-cc74-4b75-9705-26be4de4b66c	TCGA-29-1766-10A-01W-0630-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	60ec7516-fd0a-45e9-aa7d-6220a6fe3413	TCGA-29-1766-10A	b861ec55-4404-4558-af8e-eb125bddb0f2	TCGA-29-1766-10A-01	64a841c8-0fea-4aa4-a468-695d5b82537c	TCGA-29-1766-10A-01W	8f4584ff-4d18-4da3-bdf1-e28934185ebd	TCGA-29-1766-10A-01W-0632-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	43c715a9-2caf-4011-9b81-6435bc8d7a2b	TCGA-29-1766-01A-01T	773329e2-6e95-479a-a2ee-db0de32833aa	TCGA-29-1766-01A-01T-0567-07	'--	'--	'--	'--	'--	0.1	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	75742333-e994-4554-b836-cbbaa4ebd2d3	TCGA-29-1766-01A-01D	29349457-7e84-459c-8f7f-a14378627489	TCGA-29-1766-01A-01D-A75G-36	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	75742333-e994-4554-b836-cbbaa4ebd2d3	TCGA-29-1766-01A-01D	407c117e-d667-4057-9ec1-31643ea185dd	TCGA-29-1766-01A-01D-0561-04	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	75742333-e994-4554-b836-cbbaa4ebd2d3	TCGA-29-1766-01A-01D	5db16970-2d4d-4380-b0e7-df803678645a	TCGA-29-1766-01A-01D-0563-05	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	75742333-e994-4554-b836-cbbaa4ebd2d3	TCGA-29-1766-01A-01D	8826c32b-68a9-4331-b8e0-b47c83e9e653	TCGA-29-1766-01A-01D-0560-06	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	75742333-e994-4554-b836-cbbaa4ebd2d3	TCGA-29-1766-01A-01D	e9f80f79-e1ba-45ee-8b32-87df8d0ee476	TCGA-29-1766-01A-01D-0562-02	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	75742333-e994-4554-b836-cbbaa4ebd2d3	TCGA-29-1766-01A-01D	fef20c85-59fd-4c83-a61d-e7cdc277917a	TCGA-29-1766-01A-01D-0559-01	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	89616fbf-a3ee-45f6-aef0-673c5d5596f7	TCGA-29-1766-01A-01G	3bc7628a-48d4-4d7b-9073-2200800e3624	TCGA-29-1766-01A-01G-1313-09	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	e2bb7dda-497f-49ce-9b78-6692a004f7db	TCGA-29-1766-01A-01R	28cb8b11-0b3d-4ba5-a8c5-bfff98f5cb9e	TCGA-29-1766-01A-01R-0566-07	'--	'--	'--	'--	'--	0.13	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	e2bb7dda-497f-49ce-9b78-6692a004f7db	TCGA-29-1766-01A-01R	2906216e-79e0-4a2e-b997-f6763a615401	TCGA-29-1766-01A-01R-0565-03	'--	'--	'--	'--	'--	0.13	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	e2bb7dda-497f-49ce-9b78-6692a004f7db	TCGA-29-1766-01A-01R	a7005558-9983-48f6-8252-943b8a9dd384	TCGA-29-1766-01A-01R-0564-01	'--	'--	'--	'--	'--	0.13	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	e2bb7dda-497f-49ce-9b78-6692a004f7db	TCGA-29-1766-01A-01R	fb381f7f-a327-49e1-a13a-bca5a06047d3	TCGA-29-1766-01A-01R-1567-13	'--	'--	'--	'--	'--	0.13	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	ec029558-d4b4-48b0-9dce-a41afed8ed42	TCGA-29-1766-01A-01W	a1da8e09-736c-47c3-b3af-9026b120ef1e	TCGA-29-1766-01A-01W-0629-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	ec029558-d4b4-48b0-9dce-a41afed8ed42	TCGA-29-1766-01A-01W	c3226a2d-f3ee-43bb-a36d-4a4f4a535fba	TCGA-29-1766-01A-01W-0631-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	01ea6354-137b-47f3-9021-a01a382b1147	TCGA-29-1766	d3a81bab-cce2-48b3-8eb8-9ef9766af108	TCGA-29-1766-01A	6f41211d-0473-42b4-af68-67bae746ec31	TCGA-29-1766-01A-01	ec029558-d4b4-48b0-9dce-a41afed8ed42	TCGA-29-1766-01A-01W	da224cfe-35a1-4cf6-aaae-9bd877783fa9	TCGA-29-1766-01A-01W-0633-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	02594e5e-8751-47c1-9245-90c66984b665	TCGA-09-2051	2dea710e-be16-4b97-8d3f-a13a2b8e6948	TCGA-09-2051-10A	37835a5c-4231-47aa-a914-2b76f57073c0	TCGA-09-2051-10A-01	a77d206e-0f79-40da-8bd5-e8e5e83a0c02	TCGA-09-2051-10A-01D	09677ded-a98f-4f5a-9b8d-b589c9074aec	TCGA-09-2051-10A-01D-0707-02	3.0	20.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	02594e5e-8751-47c1-9245-90c66984b665	TCGA-09-2051	2dea710e-be16-4b97-8d3f-a13a2b8e6948	TCGA-09-2051-10A	37835a5c-4231-47aa-a914-2b76f57073c0	TCGA-09-2051-10A-01	a77d206e-0f79-40da-8bd5-e8e5e83a0c02	TCGA-09-2051-10A-01D	96a01d77-8786-4450-a186-b3c062426089	TCGA-09-2051-10A-01D-A75U-36	2.25	15.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	True	'--	23	released
TCGA-OV	02594e5e-8751-47c1-9245-90c66984b665	TCGA-09-2051	2dea710e-be16-4b97-8d3f-a13a2b8e6948	TCGA-09-2051-10A	37835a5c-4231-47aa-a914-2b76f57073c0	TCGA-09-2051-10A-01	a77d206e-0f79-40da-8bd5-e8e5e83a0c02	TCGA-09-2051-10A-01D	b7173d2a-870a-49ce-97c5-3f63677c940a	TCGA-09-2051-10A-01D-0704-01	1.01	6.7	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	02594e5e-8751-47c1-9245-90c66984b665	TCGA-09-2051	2dea710e-be16-4b97-8d3f-a13a2b8e6948	TCGA-09-2051-10A	37835a5c-4231-47aa-a914-2b76f57073c0	TCGA-09-2051-10A-01	a77d206e-0f79-40da-8bd5-e8e5e83a0c02	TCGA-09-2051-10A-01D	cc31f551-7e61-4beb-b94d-6b0d0f206a3b	TCGA-09-2051-10A-01D-0706-06	2.0	13.3	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	02594e5e-8751-47c1-9245-90c66984b665	TCGA-09-2051	2dea710e-be16-4b97-8d3f-a13a2b8e6948	TCGA-09-2051-10A	37835a5c-4231-47aa-a914-2b76f57073c0	TCGA-09-2051-10A-01	a77d206e-0f79-40da-8bd5-e8e5e83a0c02	TCGA-09-2051-10A-01D	d2bf1fda-32b8-4e89-94b8-648a10ba0287	TCGA-09-2051-10A-01D-0705-04	4.01	26.7	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
