ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,cluster,color
GO:0006518,peptide metabolic process,4/10,52/12113,0.0769230769230769,93.1769230769231,19.1466868591446,6.22145511877249e-08,1.93487254193824e-05,1.16570422225421e-05,ENSG00000099998/ENSG00000100031/ENSG00000166825/ENSG00000196549,4,2,springgreen
GO:0044248,cellular catabolic process,5/10,246/12113,0.0203252032520325,24.619918699187,10.758132657495,7.69349287393227e-07,0.000119633814189647,7.20758806084181e-05,ENSG00000099998/ENSG00000100031/ENSG00000166825/ENSG00000183579/ENSG00000196549,5,2,springgreen
GO:0019370,leukotriene biosynthetic process,2/10,12/12113,0.166666666666667,201.883333333333,20.0117612622984,4.03093577611816e-05,0.00368219393764953,0.00221841435404169,ENSG00000099998/ENSG00000100031,2,2,springgreen
GO:0006750,glutathione biosynthetic process,2/10,13/12113,0.153846153846154,186.353846153846,19.2194965676498,4.76173519348354e-05,0.00368219393764953,0.00221841435404169,ENSG00000099998/ENSG00000100031,2,2,springgreen
GO:0019184,nonribosomal peptide biosynthetic process,2/10,15/12113,0.133333333333333,161.506666666667,17.8790043264635,6.40438336703211e-05,0.00368219393764953,0.00221841435404169,ENSG00000099998/ENSG00000100031,2,2,springgreen
GO:0042219,modified amino acid catabolic process,2/10,17/12113,0.117647058823529,142.505882352941,16.7818362748517,8.28789632268383e-05,0.00368219393764953,0.00221841435404169,ENSG00000099998/ENSG00000100031,2,2,springgreen
GO:0043171,peptide catabolic process,2/10,17/12113,0.117647058823529,142.505882352941,16.7818362748517,8.28789632268383e-05,0.00368219393764953,0.00221841435404169,ENSG00000166825/ENSG00000196549,2,2,springgreen
GO:0006691,leukotriene metabolic process,2/10,19/12113,0.105263157894737,127.505263157895,15.8621417714649,0.000104116338320593,0.00404752265221306,0.00243851423961389,ENSG00000099998/ENSG00000100031,2,2,springgreen
GO:0043043,peptide biosynthetic process,2/10,22/12113,0.0909090909090909,110.118181818182,14.7244392716865,0.00014046263373911,0.00439469279666102,0.00264767411679019,ENSG00000099998/ENSG00000100031,2,2,springgreen
GO:0043603,amide metabolic process,4/10,361/12113,0.0110803324099723,13.4216066481994,6.88710804782838,0.000141308450053409,0.00439469279666102,0.00264767411679019,ENSG00000099998/ENSG00000100031/ENSG00000196549/ENSG00000197635,4,2,springgreen
GO:0048278,vesicle docking,3/7,55/12113,0.0545454545454545,94.387012987013,16.6911709760407,3.0609093349534e-06,0.000314275915240369,9.70659933613494e-05,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:0140029,exocytic process,3/7,68/12113,0.0441176470588235,76.3424369747899,14.9812252525624,5.82831428041199e-06,0.000314275915240369,9.70659933613494e-05,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:0016079,synaptic vesicle exocytosis,3/7,73/12113,0.0410958904109589,71.1135029354207,14.4479579274852,7.2241910645564e-06,0.000314275915240369,9.70659933613494e-05,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:0140056,organelle localization by membrane tethering,3/7,74/12113,0.0405405405405405,70.1525096525097,14.3477967180453,7.52756683210465e-06,0.000314275915240369,9.70659933613494e-05,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:0022406,membrane docking,3/7,84/12113,0.0357142857142857,61.8010204081633,13.4459770258952,1.1037195464529e-05,0.00035776921524768,0.000110499158822164,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:0016081,synaptic vesicle docking,2/7,10/12113,0.2,346.085714285714,26.2504698164399,1.28539837813538e-05,0.00035776921524768,0.000110499158822164,ENSG00000079841/ENSG00000177380,2,3,royalblue
GO:0007269,neurotransmitter secretion,3/7,98/12113,0.0306122448979592,52.9723032069971,12.4216626392348,1.75567283428838e-05,0.000366496704157699,0.000113194695894909,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:0099643,signal release from synapse,3/7,98/12113,0.0306122448979592,52.9723032069971,12.4216626392348,1.75567283428838e-05,0.000366496704157699,0.000113194695894909,ENSG00000067715/ENSG00000079841/ENSG00000177380,3,3,royalblue
GO:1903861,positive regulation of dendrite extension,2/7,16/12113,0.125,216.303571428571,20.721872691324,3.42207074827657e-05,0.000566462950998111,0.000174955465483186,ENSG00000067715/ENSG00000079841,2,3,royalblue
GO:0050808,synapse organization,4/7,393/12113,0.0101781170483461,17.6125045438023,8.05052491442905,3.53435400811554e-05,0.000566462950998111,0.000174955465483186,ENSG00000079841/ENSG00000130294/ENSG00000143847/ENSG00000177380,4,3,royalblue
GO:0098739,import across plasma membrane,4/6,126/12113,0.0317460317460317,64.0899470899471,15.8473068840662,1.64770151507058e-07,5.45389201488362e-05,1.68238996801943e-05,ENSG00000069849/ENSG00000092068/ENSG00000103257/ENSG00000163399,4,4,maroon1
GO:0015804,neutral amino acid transport,3/6,40/12113,0.075,151.4125,21.2115111746459,6.62676990934822e-07,0.000109673041999713,3.38314042740409e-05,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:1902475,L-alpha-amino acid transmembrane transport,3/6,47/12113,0.0638297872340426,128.86170212766,19.5511827463557,1.0861649863362e-06,0.000119840203492427,3.69677205875828e-05,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:0015807,L-amino acid transport,3/6,61/12113,0.0491803278688525,99.2868852459016,17.1315324561693,2.40451699372259e-06,0.000165275999646678,5.09835330441334e-05,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:0010232,vascular transport,3/6,68/12113,0.0441176470588235,89.0661764705882,16.2115851014457,3.3439183460634e-06,0.000165275999646678,5.09835330441334e-05,ENSG00000092068/ENSG00000103257/ENSG00000107331,3,4,maroon1
GO:0150104,transport across blood-brain barrier,3/6,68/12113,0.0441176470588235,89.0661764705882,16.2115851014457,3.3439183460634e-06,0.000165275999646678,5.09835330441334e-05,ENSG00000092068/ENSG00000103257/ENSG00000107331,3,4,maroon1
GO:0003333,amino acid transmembrane transport,3/6,69/12113,0.0434782608695652,87.7753623188406,16.0916616633182,3.49526283240708e-06,0.000165275999646678,5.09835330441334e-05,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:0006865,amino acid transport,3/6,105/12113,0.0285714285714286,57.6809523809524,12.9855914134306,1.24219191725633e-05,0.000342867045823348,0.000105765951486293,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:1905039,carboxylic acid transmembrane transport,3/6,105/12113,0.0285714285714286,57.6809523809524,12.9855914134306,1.24219191725633e-05,0.000342867045823348,0.000105765951486293,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:1903825,organic acid transmembrane transport,3/6,107/12113,0.0280373831775701,56.6028037383178,12.8604064794868,1.31475699498114e-05,0.000342867045823348,0.000105765951486293,ENSG00000092068/ENSG00000103257/ENSG00000138079,3,4,maroon1
GO:0010811,positive regulation of cell-substrate adhesion,2/6,106/12113,0.0188679245283019,38.0911949685535,8.53830742361221,0.00111212886713683,0.0832463686132031,0.0503297883113563,ENSG00000077942/ENSG00000163520,2,5,gold
GO:0007266,Rho protein signal transduction,2/6,122/12113,0.0163934426229508,33.0956284153005,7.93164708573172,0.00146983680876387,0.0832463686132031,0.0503297883113563,ENSG00000114993/ENSG00000213977,2,5,gold
GO:1903828,negative regulation of protein localization,2/6,181/12113,0.0110497237569061,22.3075506445672,6.42956334657373,0.00320186959988438,0.0832463686132031,0.0503297883113563,ENSG00000136999/ENSG00000213977,2,5,gold
GO:0010810,regulation of cell-substrate adhesion,2/6,187/12113,0.0106951871657754,21.5918003565062,6.31732186805386,0.00341373437836161,0.0832463686132031,0.0503297883113563,ENSG00000077942/ENSG00000163520,2,5,gold
GO:0044837,actomyosin contractile ring organization,1/6,10/12113,0.1,201.883333333333,14.1469453094439,0.00494416233924877,0.0832463686132031,0.0503297883113563,ENSG00000114993,1,5,gold
GO:2000009,negative regulation of protein localization to cell surface,1/6,10/12113,0.1,201.883333333333,14.1469453094439,0.00494416233924877,0.0832463686132031,0.0503297883113563,ENSG00000213977,1,5,gold
GO:0031645,negative regulation of nervous system process,1/6,11/12113,0.0909090909090909,183.530303030303,13.4824254678405,0.00543745615284574,0.0832463686132031,0.0503297883113563,ENSG00000136999,1,5,gold
GO:2000146,negative regulation of cell motility,2/6,249/12113,0.00803212851405622,16.2155287817938,5.40053070338845,0.00597795998264928,0.0832463686132031,0.0503297883113563,ENSG00000077942/ENSG00000136999,2,5,gold
GO:0002689,negative regulation of leukocyte chemotaxis,1/6,13/12113,0.0769230769230769,155.294871794872,12.3906978854581,0.00642343242721288,0.0832463686132031,0.0503297883113563,ENSG00000136999,1,5,gold
GO:0040013,negative regulation of locomotion,2/6,261/12113,0.00766283524904215,15.4699872286079,5.26087357282861,0.00655176452807253,0.0832463686132031,0.0503297883113563,ENSG00000077942/ENSG00000136999,2,5,gold
GO:0071526,semaphorin-plexin signaling pathway,5/6,43/12113,0.116279069767442,234.748062015504,34.1817187675595,2.65301756470212e-12,5.01535796392216e-10,1.87612346627797e-10,ENSG00000092421/ENSG00000114554/ENSG00000143434/ENSG00000167680/ENSG00000221866,5,6,orchid
GO:0097485,neuron projection guidance,6/6,156/12113,0.0384615384615385,77.6474358974359,21.4493482529337,4.14492393712575e-12,5.01535796392216e-10,1.87612346627797e-10,ENSG00000092421/ENSG00000114554/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,6,6,orchid
GO:0007411,axon guidance,5/6,155/12113,0.032258064516129,65.1236559139785,17.88628451092,1.91033167456069e-09,1.54100088414563e-07,5.76450961446385e-08,ENSG00000092421/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,5,6,orchid
GO:0048812,neuron projection morphogenesis,6/6,464/12113,0.0129310344827586,26.1056034482759,12.2758229866109,3.06224526373526e-09,1.59313674761791e-07,5.95953720292042e-08,ENSG00000092421/ENSG00000114554/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,6,6,orchid
GO:0120039,plasma membrane bounded cell projection morphogenesis,6/6,480/12113,0.0125,25.2354166666667,12.0612003162402,3.75708629798531e-09,1.59313674761791e-07,5.95953720292042e-08,ENSG00000092421/ENSG00000114554/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,6,6,orchid
GO:0048858,cell projection morphogenesis,6/6,484/12113,0.012396694214876,25.0268595041322,12.0091920339529,3.94992582054028e-09,1.59313674761791e-07,5.95953720292042e-08,ENSG00000092421/ENSG00000114554/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,6,6,orchid
GO:0007409,axonogenesis,5/6,312/12113,0.016025641025641,32.3530982905983,12.4900345822976,6.45301173689844e-08,2.23089834332774e-06,8.34524826125211e-07,ENSG00000092421/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,5,6,orchid
GO:0061564,axon development,5/6,351/12113,0.0142450142450142,28.7583095916429,11.7481983677953,1.16384023667573e-07,3.52061671594408e-06,1.31697710992254e-06,ENSG00000092421/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,5,6,orchid
GO:0048667,cell morphogenesis involved in neuron differentiation,5/6,419/12113,0.0119331742243437,24.0910898965792,10.7086613292639,2.82075077624189e-07,7.58468542056154e-06,2.83724639481641e-06,ENSG00000092421/ENSG00000143434/ENSG00000167680/ENSG00000176749/ENSG00000221866,5,6,orchid
GO:0001755,neural crest cell migration,3/6,38/12113,0.0789473684210526,159.381578947368,21.7679826142109,5.66034916714729e-07,1.36980449844964e-05,5.12410556183859e-06,ENSG00000092421/ENSG00000143434/ENSG00000167680,3,6,orchid
GO:0003341,cilium movement,5/5,117/12113,0.0427350427350427,103.529914529915,22.6455057706781,7.71658208419122e-11,3.08663283367649e-09,7.31044618502327e-10,ENSG00000007174/ENSG00000105877/ENSG00000118997/ENSG00000152763/ENSG00000158486,5,7,cyan
GO:0007018,microtubule-based movement,5/5,314/12113,0.0159235668789809,38.5764331210191,13.7092754868631,1.13462058006267e-08,1.41179492328556e-07,3.3437248183079e-08,ENSG00000007174/ENSG00000105877/ENSG00000118997/ENSG00000152763/ENSG00000158486,5,7,cyan
GO:0060294,cilium movement involved in cell motility,4/5,93/12113,0.0430107526881721,104.197849462366,20.3009618318428,1.61872024986249e-08,1.41179492328556e-07,3.3437248183079e-08,ENSG00000007174/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,7,cyan
GO:0001539,cilium or flagellum-dependent cell motility,4/5,95/12113,0.0421052631578947,102.004210526316,20.0836159678156,1.76474365410695e-08,1.41179492328556e-07,3.3437248183079e-08,ENSG00000007174/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,7,cyan
GO:0060285,cilium-dependent cell motility,4/5,95/12113,0.0421052631578947,102.004210526316,20.0836159678156,1.76474365410695e-08,1.41179492328556e-07,3.3437248183079e-08,ENSG00000007174/ENSG00000105877/ENSG00000118997/ENSG00000158486,4,7,cyan
GO:0070286,axonemal dynein complex assembly,2/5,14/12113,0.142857142857143,346.085714285714,26.2526402622887,1.23806348233996e-05,8.25375654893305e-05,1.95483707737888e-05,ENSG00000118997/ENSG00000152763,2,7,cyan
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,2/5,31/12113,0.0645161290322581,156.296774193548,17.5926228753636,6.30861673198717e-05,0.000360492384684981,8.53797753201271e-05,ENSG00000007174/ENSG00000105877,2,7,cyan
GO:0006858,extracellular transport,2/5,34/12113,0.0588235294117647,142.505882352941,16.7901736853716,7.60726614176155e-05,0.000380363307088077,9.00860464155973e-05,ENSG00000007174/ENSG00000105877,2,7,cyan
GO:0035082,axoneme assembly,2/5,53/12113,0.0377358490566038,91.4188679245283,13.4054091339707,0.00018627298951999,0.000827879953422179,0.000196076831073674,ENSG00000118997/ENSG00000152763,2,7,cyan
GO:0001578,microtubule bundle formation,2/5,81/12113,0.0246913580246914,59.8172839506173,10.7928288657435,0.000435945325917133,0.00174378130366853,0.000413000835079389,ENSG00000118997/ENSG00000152763,2,7,cyan
GO:0042908,xenobiotic transport,3/4,35/12113,0.0857142857142857,259.564285714286,27.8412566808487,8.82290810508344e-08,8.99936626718512e-06,2.32181792239038e-06,ENSG00000023839/ENSG00000125257/ENSG00000174827,3,8,yellowgreen
GO:0006820,monoatomic anion transport,3/4,106/12113,0.0283018867924528,85.7051886792453,15.9195020289587,2.58917653177165e-06,0.000125032383583648,3.22580968998059e-05,ENSG00000023839/ENSG00000125257/ENSG00000174827,3,8,yellowgreen
GO:0046618,xenobiotic export from cell,2/4,10/12113,0.2,605.65,34.7649274743548,3.67742304657787e-06,0.000125032383583648,3.22580968998059e-05,ENSG00000023839/ENSG00000174827,2,8,yellowgreen
GO:0015721,bile acid and bile salt transport,2/4,13/12113,0.153846153846154,465.884615384615,30.4795079951788,6.37209400680133e-06,0.000162488397173434,4.19216710973772e-05,ENSG00000023839/ENSG00000125257,2,8,yellowgreen
GO:0006855,xenobiotic transmembrane transport,2/4,15/12113,0.133333333333333,403.766666666667,28.3678320696632,8.57592920140187e-06,0.000174948955708598,4.51364694810625e-05,ENSG00000023839/ENSG00000125257,2,8,yellowgreen
GO:0015850,organic hydroxy compound transport,3/4,173/12113,0.0173410404624277,52.5130057803468,12.4028521592912,1.13340823239261e-05,0.000192679399506744,4.97108873856409e-05,ENSG00000023839/ENSG00000125257/ENSG00000135917,3,8,yellowgreen
GO:0072337,modified amino acid transport,2/4,30/12113,0.0666666666666667,201.883333333333,20.0216992259238,3.54701662328939e-05,0.000483380609146922,0.00012471119947031,ENSG00000125257/ENSG00000174827,2,8,yellowgreen
GO:0071715,icosanoid transport,2/4,31/12113,0.0645161290322581,195.370967741936,19.6936681406062,3.79122046389743e-05,0.000483380609146922,0.00012471119947031,ENSG00000023839/ENSG00000125257,2,8,yellowgreen
GO:0072348,sulfur compound transport,2/4,47/12113,0.0425531914893617,128.86170212766,15.9621554962567,8.79802899808868e-05,0.000997109953116717,0.000257252309885634,ENSG00000125257/ENSG00000135917,2,8,yellowgreen
GO:0140115,export across plasma membrane,2/4,50/12113,0.04,121.13,15.4700815286783,9.96671453595563e-05,0.00101660488266747,0.000262281961472517,ENSG00000125257/ENSG00000174827,2,8,yellowgreen
GO:0045109,intermediate filament organization,4/4,23/12113,0.173913043478261,526.652173913044,45.8598911482761,9.87661399270517e-12,2.56791963810334e-10,7.27750504725644e-11,ENSG00000108244/ENSG00000167767/ENSG00000171345/ENSG00000171346,4,9,mediumseagreen
GO:0045104,intermediate filament cytoskeleton organization,4/4,43/12113,0.0930232558139535,281.697674418605,33.5122196911713,1.37647987898334e-10,1.31224415129745e-09,3.71891055023569e-10,ENSG00000108244/ENSG00000167767/ENSG00000171345/ENSG00000171346,4,9,mediumseagreen
GO:0045103,intermediate filament-based process,4/4,44/12113,0.0909090909090909,275.295454545455,33.1278379093306,1.51412786688167e-10,1.31224415129745e-09,3.71891055023569e-10,ENSG00000108244/ENSG00000167767/ENSG00000171345/ENSG00000171346,4,9,mediumseagreen
GO:0030855,epithelial cell differentiation,4/4,489/12113,0.0081799591002045,24.7709611451943,9.75230237256687,2.62483606722669e-06,1.70614344369735e-05,4.83522433436495e-06,ENSG00000108244/ENSG00000167767/ENSG00000171345/ENSG00000171346,4,9,mediumseagreen
GO:0008544,epidermis development,2/4,228/12113,0.0087719298245614,26.5635964912281,7.08228780641025,0.00206433041837929,0.0107345181755723,0.00304217114287474,ENSG00000167767/ENSG00000171346,2,9,mediumseagreen
GO:0031424,keratinization,1/4,12/12113,0.0833333333333333,252.354166666667,15.8325135567287,0.00395728938263007,0.017148253991397,0.0048598290663878,ENSG00000167767,1,9,mediumseagreen
GO:0060706,cell differentiation involved in embryonic placenta development,1/4,17/12113,0.0588235294117647,178.132352941176,13.2826659442201,0.00560268874926384,0.02080998678298,0.00589756710448825,ENSG00000171345,1,9,mediumseagreen
GO:0045214,sarcomere organization,1/4,27/12113,0.037037037037037,112.157407407407,10.5090336625927,0.00888737092668768,0.028883955511735,0.00818573637984391,ENSG00000171345,1,9,mediumseagreen
GO:0030239,myofibril assembly,1/4,43/12113,0.0232558139534884,70.4244186046512,8.28851315932636,0.0141259281379875,0.0408082368430751,0.0115650873644342,ENSG00000171345,1,9,mediumseagreen
GO:0043627,response to estrogen,1/4,49/12113,0.0204081632653061,61.8010204081633,7.75080892868508,0.0160850232007844,0.0418210603220395,0.0118521223584727,ENSG00000171345,1,9,mediumseagreen
GO:0007605,sensory perception of sound,2/4,95/12113,0.0210526315789474,63.7526315789474,11.1599290345355,0.00036147513595559,0.0066608955704533,0.00225368647120601,ENSG00000112782/ENSG00000187017,2,10,saddlebrown
GO:0050954,sensory perception of mechanical stimulus,2/4,109/12113,0.018348623853211,55.5642201834862,10.400207291293,0.000475778255032379,0.0066608955704533,0.00225368647120601,ENSG00000112782/ENSG00000187017,2,10,saddlebrown
GO:0007600,sensory perception,2/4,264/12113,0.00757575757575758,22.9412878787879,6.5509912059215,0.00275826792043088,0.0257438339240215,0.00871031974872909,ENSG00000112782/ENSG00000187017,2,10,saddlebrown
GO:0030033,microvillus assembly,1/4,16/12113,0.0625,189.265625,13.695439335935,0.0052737720830105,0.0368798361159441,0.0124781400392292,ENSG00000187017,1,10,saddlebrown
GO:0007507,heart development,2/4,447/12113,0.00447427293064877,13.5492170022371,4.913525246721,0.00775921966348312,0.0368798361159441,0.0124781400392292,ENSG00000131435/ENSG00000196923,2,10,saddlebrown
GO:0032528,microvillus organization,1/4,24/12113,0.0416666666666667,126.177083333333,11.1562707959154,0.00790282202484516,0.0368798361159441,0.0124781400392292,ENSG00000187017,1,10,saddlebrown
GO:1902476,chloride transmembrane transport,1/4,60/12113,0.0166666666666667,50.4708333333333,6.98169801743066,0.0196691124788584,0.06817539737232,0.0230668637725895,ENSG00000112782,1,10,saddlebrown
GO:0006821,chloride transport,1/4,69/12113,0.0144927536231884,43.8876811594203,6.49315132911217,0.0225942585766327,0.06817539737232,0.0230668637725895,ENSG00000112782,1,10,saddlebrown
GO:0098661,inorganic anion transmembrane transport,1/4,73/12113,0.0136986301369863,41.4828767123288,6.30526493680742,0.0238922201354599,0.06817539737232,0.0230668637725895,ENSG00000112782,1,10,saddlebrown
GO:0007601,visual perception,1/4,89/12113,0.0112359550561798,34.0252808988764,5.68330321245882,0.029071143301884,0.06817539737232,0.0230668637725895,ENSG00000112782,1,10,saddlebrown
