"","external_gene_name","ensembl_gene_id","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","cluster","source","counts","druggability","CP_score","highest_score"
"11","ADA","ENSG00000196839","adenosine deaminase ","protein_coding",3,1189,0.000120540019286403,6.04510489741591e-13,"tomato","subnet",16740,0.966,0.776847619047619,0.966
"12","ADA2","ENSG00000093072","adenosine deaminase 2 ","protein_coding",1,0,0.000112473287594196,6.28826658823547e-14,"tomato","subnet",4027,0.976,0.517554545454545,0.976
"13","ADAMTS10","ENSG00000142303","ADAM metallopeptidase with thrombospondin type 1 motif 10 ","protein_coding",3,44,0.0238095238095238,0,"mediumseagreen","subnet",397,0.886,0.430357142857143,0.886
"14","ADAMTS3","ENSG00000156140","ADAM metallopeptidase with thrombospondin type 1 motif 3 ","protein_coding",2,7008,0.000119175306876415,2.21066033789288e-11,"tomato","subnet",410,0.834,0.857547619047619,0.857547619047619
"15","ADAMTS4","ENSG00000158859","ADAM metallopeptidase with thrombospondin type 1 motif 4 ","protein_coding",4,5889,0.000104832791697243,2.50325161209412e-13,"tomato","subnet",2634,0.83,0.830828571428571,0.830828571428571
"16","ADAMTSL2","ENSG00000197859","ADAMTS like 2 ","protein_coding",1,0,0.0166666666666667,0,"mediumseagreen","subnet",269,0.578,0.970209523809524,0.970209523809524
"17","ADGRB3","ENSG00000135298","adhesion G protein-coupled receptor B3 ","protein_coding",1,0,0.000112258643915581,3.05348677628739e-12,"tomato","subnet",346,0.973,0.734638095238095,0.973
"18","ADGRL3","ENSG00000150471","adhesion G protein-coupled receptor L3 ","protein_coding",3,1530.67056277056,0.000103466114847387,1.53795164790622e-14,"tomato","subnet",839,0.941,0.487866666666667,0.941
"19","ADIPOQ","ENSG00000181092","adiponectin, C1Q and collagen domain containing ","protein_coding",2,565,9.21828908554572e-05,0,"tomato","subnet",44286,0.398,0.810714285714286,0.810714285714286
"20","ADIPOR1","ENSG00000159346","adiponectin receptor 1 ","protein_coding",3,609.5,8.78503030835456e-05,0,"tomato","subnet",2567,0.998,0.294723809523809,0.998
"21","ADM","ENSG00000148926","adrenomedullin ","protein_coding",3,28,0.0078125,0,"royalblue","subnet",8377,0.396,0.289908333333333,0.396
"22","ADORA2A","ENSG00000128271","adenosine A2a receptor ","protein_coding",4,31793.5187545787,0.000129785853341986,5.68332920087157e-12,"tomato","subnet",6889,0.95,0.379652380952381,0.95
"23","ADRA1A","ENSG00000120907","adrenoceptor alpha 1A ","protein_coding",1,0,0.00833333333333333,0,"royalblue","subnet",1728,0.97,0.3663,0.97
"24","AGPAT2","ENSG00000169692","1-acylglycerol-3-phosphate O-acyltransferase 2 ","protein_coding",5,0,0.0344827586206897,4.95403305305487e-17,"cyan","subnet",773,0.95,0.876146153846154,0.95
"25","AGPAT4","ENSG00000026652","1-acylglycerol-3-phosphate O-acyltransferase 4 ","protein_coding",6,6,0.0384615384615385,5.4168674778972e-17,"cyan","subnet",223,0.963,0.731136363636364,0.963
"26","AGPAT5","ENSG00000155189","1-acylglycerol-3-phosphate O-acyltransferase 5 ","protein_coding",5,0,0.0344827586206897,4.48607168913923e-17,"cyan","subnet",174,0.943,0.715957142857143,0.943
"27","AGXT2","ENSG00000113492","alanine--glyoxylate aminotransferase 2 ","protein_coding",1,0,0.000132819763580821,4.60334166146114e-14,"tomato","subnet",363,0.202,0.860819047619048,0.860819047619048
"28","ALCAM","ENSG00000170017","activated leukocyte cell adhesion molecule ","protein_coding",2,9280,9.21743939533597e-05,1.19497133274304e-15,"maroon1","subnet",5540,0.307,0.784866666666667,0.784866666666667
"29","ALDH1A1","ENSG00000165092","aldehyde dehydrogenase 1 family member A1 ","protein_coding",6,26716.6238435165,0.000132065504490227,3.9134430105702e-10,"tomato","subnet",8981,0.742,0.700238095238095,0.742
"30","ALDH1A2","ENSG00000128918","aldehyde dehydrogenase 1 family member A2 ","protein_coding",5,43862.2577995605,0.000136705399863295,5.28010235395035e-11,"tomato","subnet",1896,0.952,0.925773333333333,0.952
"31","ALDH1A3","ENSG00000184254","aldehyde dehydrogenase 1 family member A3 ","protein_coding",3,0,0.000129065565307176,5.16592160776316e-11,"tomato","subnet",1851,0.97,0.484580952380952,0.97
"32","ALDH1B1","ENSG00000137124","aldehyde dehydrogenase 1 family member B1 ","protein_coding",1,0,0.00012809017548354,6.69189128867915e-13,"tomato","subnet",631,0.991,0.812114285714286,0.991
"33","ALDH2","ENSG00000111275","aldehyde dehydrogenase 2 family member ","protein_coding",6,32885.0290816118,0.000138657792567942,6.43039632481697e-12,"tomato","subnet",5406,0.967,0.692138095238095,0.967
"34","ALDH5A1","ENSG00000112294","aldehyde dehydrogenase 5 family member A1 ","protein_coding",1,0,0.000122473974280465,7.99552115841187e-11,"tomato","subnet",808,0.714,0.891161904761905,0.891161904761905
"35","ALOX15","ENSG00000161905","arachidonate 15-lipoxygenase ","protein_coding",2,0,0.000122699386503067,4.5570318824887e-11,"tomato","subnet",5275,0.941,0.127140909090909,0.941
"36","AMBP","ENSG00000106927","alpha-1-microglobulin/bikunin precursor ","protein_coding",1,0,0.000118962645729241,2.32534125732206e-09,"tomato","subnet",2546,0.685,0.624657142857143,0.685
"37","ANGPTL4","ENSG00000167772","angiopoietin like 4 ","protein_coding",2,595,0.000118385225523855,0.00617097854719966,"tomato","subnet",3876,0.81,0.497809523809524,0.81
"38","ANKS6","ENSG00000165138","ankyrin repeat and sterile alpha motif domain containing 6 ","protein_coding",2,1779,9.1726288754357e-05,0,"tomato","subnet",181,0.689,0.424290476190476,0.689
"39","AOC1","ENSG00000002726","amine oxidase copper containing 1 ","protein_coding",1,0,0.000134138162307176,2.18895798708262e-14,"tomato","subnet",3238,0.966,0.830609090909091,0.966
"40","AOC2","ENSG00000131480","amine oxidase copper containing 2 ","protein_coding",3,16163.8123839431,0.000141442715700141,7.71357503738376e-13,"tomato","subnet",655,0.513,0.749490476190476,0.749490476190476
"41","AOC3","ENSG00000131471","amine oxidase copper containing 3 ","protein_coding",3,16163.8123839431,0.000141442715700141,7.71360241533854e-13,"tomato","subnet",1252,0.956,0.527185714285714,0.956
"42","AOX1","ENSG00000138356","aldehyde oxidase 1 ","protein_coding",4,186.592307692308,0.000129082225377565,5.22347374115182e-11,"tomato","subnet",2659,0.993,0.493442857142857,0.993
"43","APH1A","ENSG00000117362","aph-1 homolog A, gamma-secretase subunit ","protein_coding",1,0,0.000129634430904848,3.99344083702003e-13,"tomato","subnet",1235,0.725,0.402342857142857,0.725
"44","ARHGAP33","ENSG00000004777","Rho GTPase activating protein 33 ","protein_coding",1,0,8.27266710787558e-05,0,"tomato","subnet",106,0.666,0.223119047619048,0.666
"45","ARHGEF15","ENSG00000198844","Rho guanine nucleotide exchange factor 15 ","protein_coding",3,78,0.00909090909090909,0,"royalblue","subnet",153,0.412,0.716228571428571,0.716228571428571
"46","ARID5A","ENSG00000196843","AT-rich interaction domain 5A ","protein_coding",1,0,9.87166831194472e-05,9.82746529529043e-14,"tomato","subnet",347,0.791,0.717854545454545,0.791
"47","ARL11","ENSG00000152213","ADP ribosylation factor like GTPase 11 ","protein_coding",1,0,0.000121109361753664,2.31087723106024e-05,"tomato","subnet",144,0.203,0.652809090909091,0.652809090909091
"48","ASAH1","ENSG00000104763","N-acylsphingosine amidohydrolase 1 ","protein_coding",3,0,0.000115220647540039,0.000171113299701868,"tomato","subnet",1969,0.864,0.708164285714286,0.864
"49","ASIP","ENSG00000101440","agouti signaling protein ","protein_coding",1,0,7.30193501277839e-05,0,"tomato","subnet",1234,0.356,0.580080952380952,0.580080952380952
"50","ASPM","ENSG00000066279","assembly factor for spindle microtubules ","protein_coding",2,2955,0.000138312586445367,7.48000969977557e-10,"tomato","subnet",5877,0.949,0.932836363636364,0.949
"51","ATP1A2","ENSG00000018625","ATPase Na+/K+ transporting subunit alpha 2 ","protein_coding",12,262.2,0.000125754527162978,0.986371023686654,"gold","subnet",1245,0.761,0.496366666666667,0.761
"52","ATP1A4","ENSG00000132681","ATPase Na+/K+ transporting subunit alpha 4 ","protein_coding",12,262.2,0.000125754527162978,0.986371023686655,"gold","subnet",238,0.324,0.838766666666667,0.838766666666667
"53","ATP1B1","ENSG00000143153","ATPase Na+/K+ transporting subunit beta 1 ","protein_coding",13,17463.2798301544,0.000129651238169325,1,"gold","subnet",3455,0.818,0.89637619047619,0.89637619047619
"54","ATP1B2","ENSG00000129244","ATPase Na+/K+ transporting subunit beta 2 ","protein_coding",12,262.2,0.000125754527162978,0.986371023686654,"gold","subnet",368,0.797,0.516585714285714,0.797
"55","ATP2A1","ENSG00000196296","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 ","protein_coding",4,298,0.000119431506031291,0.119868421566055,"gold","subnet",1340,0.891,0.215442857142857,0.891
"56","ATP2A3","ENSG00000074370","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 ","protein_coding",3,296.5,0.000119417243850012,0.109756961086896,"gold","subnet",2431,0.955,0.409780952380952,0.955
"57","ATP6V0A4","ENSG00000105929","ATPase H+ transporting V0 subunit a4 ","protein_coding",4,0,0.000114194358798675,0.00177983794492627,"tomato","subnet",460,0.977,0.723513333333333,0.977
"58","ATP6V0C","ENSG00000185883","ATPase H+ transporting V0 subunit c ","protein_coding",10,18212.1410656876,0.000122473974280465,0.0116296435429146,"tomato","subnet",402,0.345,0.760814285714286,0.760814285714286
"59","ATP6V0D2","ENSG00000147614","ATPase H+ transporting V0 subunit d2 ","protein_coding",5,1.5,0.000114207400639561,0.0019126883342778,"tomato","subnet",478,0.941,0.823604761904762,0.941
"60","ATP6V1B1","ENSG00000116039","ATPase H+ transporting V1 subunit B1 ","protein_coding",4,0,0.000114194358798675,0.00177983794492627,"tomato","subnet",486,0.797,0.583136363636364,0.797
"61","ATRNL1","ENSG00000107518","attractin like 1 ","protein_coding",1,0,1,0,"tomato","subnet",179,0.332,0.739928571428571,0.739928571428571
"62","AVPR1A","ENSG00000166148","arginine vasopressin receptor 1A ","protein_coding",4,80,0.0108695652173913,0,"royalblue","subnet",1427,0.967,0.413995238095238,0.967
"63","BBS1","ENSG00000174483","Bardet-Biedl syndrome 1 ","protein_coding",5,21369,0.000102817191034341,1.16955781660536e-16,"tomato","subnet",961,0.934,0.662428571428571,0.934
"64","BBS5","ENSG00000163093","Bardet-Biedl syndrome 5 ","protein_coding",3,0,0.000102417042195821,1.29735077407697e-16,"tomato","subnet",450,0.498,0.792780952380952,0.792780952380952
"65","BCAN","ENSG00000132692","brevican ","protein_coding",5,1189,0.000103755965968043,2.09310037454538e-08,"springgreen","subnet",942,0.656,0.811638095238095,0.811638095238095
"66","BCHE","ENSG00000114200","butyrylcholinesterase ","protein_coding",3,32,0.0192307692307692,0,"mediumseagreen","subnet",21727,0.774,0.602114285714286,0.774
"67","BMP6","ENSG00000153162","bone morphogenetic protein 6 ","protein_coding",3,595,0.000118666192001899,4.12894508473952e-10,"tomato","subnet",3634,0.009,0.384081818181818,0.384081818181818
"68","BMPER","ENSG00000164619","BMP binding endothelial regulator ","protein_coding",1,0,0.000110840168477056,4.29706985919769e-11,"tomato","subnet",1625,0.225,0.18760380952381,0.225
"69","BMPR1B","ENSG00000138696","bone morphogenetic protein receptor type 1B ","protein_coding",6,19911.0546127473,0.000127616130678918,3.51153319066523e-09,"tomato","subnet",2442,0.225,0.582004761904762,0.582004761904762
"70","BROX","ENSG00000162819","BRO1 domain and CAAX motif containing ","protein_coding",1,0,8.9750493627715e-05,8.87013458238493e-16,"tomato","subnet",104,0.83,0.548609523809524,0.83
"71","BSCL2","ENSG00000168000","BSCL2 lipid droplet biogenesis associated, seipin ","protein_coding",1,0,9.68054211035818e-05,0,"tomato","subnet",1030,0.778,0.316290476190476,0.778
"72","BTLA","ENSG00000186265","B and T lymphocyte associated ","protein_coding",4,7019,8.34445927903872e-05,0,"maroon1","subnet",3394,0.589,0.855746666666667,0.855746666666667
"73","BTNL8","ENSG00000113303","butyrophilin like 8 ","protein_coding",5,15486.1510335695,0.000136295488619327,4.85598067040822e-14,"tomato","subnet",159,0.425,0.956572727272727,0.956572727272727
"74","BTNL9","ENSG00000165810","butyrophilin like 9 ","protein_coding",2,436.291603821015,0.000130872922392357,6.07051546829662e-15,"tomato","subnet",248,0.859,0.506904761904762,0.859
"75","BUB1","ENSG00000169679","BUB1 mitotic checkpoint serine/threonine kinase ","protein_coding",10,15279.0343708494,0.000148743120630671,3.40121460105455e-07,"tomato","subnet",4154,0.974,0.222863636363636,0.974
"76","C7orf25","ENSG00000136197","chromosome 7 open reading frame 25 ","protein_coding",1,0,0.000116279069767442,2.75268154761024e-11,"tomato","subnet",28,0.136,0.301257142857143,0.301257142857143
"77","CA12","ENSG00000074410","carbonic anhydrase 12 ","protein_coding",3,0,0.0175438596491228,0,"orchid","subnet",1660,0.434,0.328461904761905,0.434
"78","CA14","ENSG00000118298","carbonic anhydrase 14 ","protein_coding",3,0,0.0175438596491228,0,"orchid","subnet",380,0.657,0.759866666666667,0.759866666666667
"79","CA2","ENSG00000104267","carbonic anhydrase 2 ","protein_coding",5,82,0.032258064516129,0,"orchid","subnet",15639,0.193,0.960861904761905,0.960861904761905
"80","CA3","ENSG00000164879","carbonic anhydrase 3 ","protein_coding",2,44,0.027027027027027,0,"orchid","subnet",2015,0.372,0.478314285714286,0.478314285714286
"81","CA4","ENSG00000167434","carbonic anhydrase 4 ","protein_coding",4,36,0.0222222222222222,0,"orchid","subnet",2076,0.841,0.898171428571429,0.898171428571429
"82","CA9","ENSG00000107159","carbonic anhydrase 9 ","protein_coding",3,0,0.0175438596491228,0,"orchid","subnet",7877,0.307,0.906209090909091,0.906209090909091
"83","CALCR","ENSG00000004948","calcitonin receptor ","protein_coding",3,0,0.00775193798449612,0,"royalblue","subnet",3422,0.948,0.267090476190476,0.948
"84","CAMP","ENSG00000164047","cathelicidin antimicrobial peptide ","protein_coding",3,595,0.00012992074834351,1.71016878400291e-07,"tomato","subnet",12786,0.149,0.775063636363636,0.775063636363636
"85","CANT1","ENSG00000171302","calcium activated nucleotidase 1 ","protein_coding",2,40,0.0238095238095238,0,"mediumseagreen","subnet",552,0.228,0.41723125,0.41723125
"86","CAPG","ENSG00000042493","capping actin protein, gelsolin like ","protein_coding",3,1189,8.56017805170347e-05,3.72140437424391e-17,"tomato","subnet",1795,0.673,0.465480952380952,0.673
"87","CAPSL","ENSG00000152611","calcyphosine like ","protein_coding",1,0,0.000138121546961326,7.39809719323299e-10,"tomato","subnet",86,0.589,0.71465,0.71465
"88","CAT","ENSG00000121691","catalase ","protein_coding",2,2955,0.00010671219720414,7.92898960906334e-13,"tomato","subnet",84911,0.994,0.285038095238095,0.994
"89","CCBE1","ENSG00000183287","collagen and calcium binding EGF domains 1 ","protein_coding",5,7966.99999999992,0.000127877237851662,2.10090366169762e-10,"tomato","subnet",418,0.043,0.489847619047619,0.489847619047619
"90","CCL14","ENSG00000276409","C-C motif chemokine ligand 14 ","protein_coding",4,9281.91666666667,0.000122940742562085,4.65293947714417e-11,"tomato","subnet",2561,0.136,0.733728571428571,0.733728571428571
"91","CCL16","ENSG00000275152","C-C motif chemokine ligand 16 ","protein_coding",2,0.0833333333333333,0.000101337657073368,2.27511151349391e-13,"yellowgreen","subnet",1571,0.247,0.692609523809524,0.692609523809524
"92","CCL17","ENSG00000102970","C-C motif chemokine ligand 17 ","protein_coding",4,293.708333333333,0.00010771219302025,7.9809814707897e-13,"yellowgreen","subnet",6724,0.575,0.318285714285714,0.575
"93","CCL22","ENSG00000102962","C-C motif chemokine ligand 22 ","protein_coding",5,7360.58333333328,0.000114916111238796,5.25117749109535e-12,"yellowgreen","subnet",7811,0.236,0.349372727272727,0.349372727272727
"94","CCL23","ENSG00000274736","C-C motif chemokine ligand 23 ","protein_coding",1,0,0.000100040016006403,6.21743320383903e-17,"tomato","subnet",1443,0.538,0.866866666666667,0.866866666666667
"95","CCL27","ENSG00000213927","C-C motif chemokine ligand 27 ","protein_coding",3,0.0833333333333333,0.00010135819987837,3.07920782040291e-13,"yellowgreen","subnet",2235,0.418,0.9507375,0.9507375
"96","CCL3L3","ENSG00000276085","C-C motif chemokine ligand 3 like 3 ","protein_coding",2,0.0833333333333333,0.000101337657073368,2.27494693874966e-13,"yellowgreen","subnet",346,0.62,0.284666666666667,0.62
"97","CCL4L2","ENSG00000276070","C-C motif chemokine ligand 4 like 2 ","protein_coding",3,0.0833333333333333,0.000101347927434884,2.74602619939334e-13,"yellowgreen","subnet",915,0.674,0.939695238095238,0.939695238095238
"98","CCL7","ENSG00000108688","C-C motif chemokine ligand 7 ","protein_coding",4,205.83333333333,0.00010771219302025,7.71954531232288e-13,"yellowgreen","subnet",6533,0.09,0.262604761904762,0.262604761904762
"99","CCNB2","ENSG00000157456","cyclin B2 ","protein_coding",8,43755.2002673427,0.000154679040989946,5.76956098137709e-08,"tomato","subnet",2811,0.073,0.680390476190476,0.680390476190476
"100","CCNF","ENSG00000162063","cyclin F ","protein_coding",2,14275,0.000132925694536754,6.8831510725553e-10,"tomato","subnet",885,0.059,0.831585714285714,0.831585714285714
"101","CCNO","ENSG00000152669","cyclin O ","protein_coding",3,595,0.000133297787256732,8.27802059914323e-10,"tomato","subnet",422,0.838,0.870623809523809,0.870623809523809
"102","CCNP","ENSG00000105219","cyclin P ","protein_coding",1,0,0.000123502531801902,8.61509059179797e-11,"tomato","subnet",60,0.063,0.393061904761905,0.393061904761905
"103","CCR8","ENSG00000179934","C-C motif chemokine receptor 8 ","protein_coding",12,1968.66666666668,0.000107816711590296,1.09488025408127e-12,"yellowgreen","subnet",2204,0.884,0.394957142857143,0.884
"104","CD163","ENSG00000177575","CD163 molecule ","protein_coding",3,2368,9.46790380609733e-05,4.10953403702291e-15,"tomato","subnet",18385,0.73,0.378383333333333,0.73
"105","CD177","ENSG00000204936","CD177 molecule ","protein_coding",1,0,0.000123839009287926,2.08449493954105e-11,"tomato","subnet",3675,0.179,0.337690476190476,0.337690476190476
"106","CD207","ENSG00000116031","CD207 molecule ","protein_coding",3,1781,0.000100210441928049,3.90031265706494e-14,"tomato","subnet",2770,0.831,0.856819047619048,0.856819047619048
"107","CD248","ENSG00000174807","CD248 molecule ","protein_coding",1,0,0.000106940434178163,0.000128749088952983,"tomato","subnet",1762,0.187,0.540942857142857,0.540942857142857
"108","CD6","ENSG00000013725","CD6 molecule ","protein_coding",4,8729,8.76117049237778e-05,6.24949749956359e-17,"maroon1","subnet",1805,0.896,0.396690476190476,0.896
"109","CD68","ENSG00000129226","CD68 molecule ","protein_coding",3,1189,0.000114207400639561,0.00123711707886136,"tomato","subnet",34874,0.197,0.595,0.595
"110","CD70","ENSG00000125726","CD70 molecule ","protein_coding",4,197.166666666663,7.28385170077937e-05,0,"maroon1","subnet",4062,0.805,0.495609523809524,0.805
"111","CDCP1","ENSG00000163814","CUB domain containing protein 1 ","protein_coding",1,0,8.32708801732034e-05,0,"maroon1","subnet",931,0.901,0.970209523809524,0.970209523809524
"112","CDK3","ENSG00000250506","cyclin dependent kinase 3 ","protein_coding",4,1189,0.00013331555792561,8.36085314759169e-10,"tomato","subnet",677,0.118,0.98387619047619,0.98387619047619
"113","CDKN1C","ENSG00000129757","cyclin dependent kinase inhibitor 1C ","protein_coding",1,0,0.000123517786561265,8.7012947567692e-11,"tomato","subnet",5604,0.504,0.447585714285714,0.504
"114","CDKN3","ENSG00000100526","cyclin dependent kinase inhibitor 3 ","protein_coding",1,0,0.000123517786561265,8.70129469588679e-11,"tomato","subnet",4229,0.277,0.527185714285714,0.527185714285714
"115","CEL","ENSG00000170835","carboxyl ester lipase ","protein_coding",3,595,0.00011846937566639,1.16893728006813e-15,"tomato","subnet",4535,0.833,0.966361904761905,0.966361904761905
"116","CENPE","ENSG00000138778","centromere protein E ","protein_coding",5,682.158513708518,0.000145137880986938,7.00757517420431e-08,"tomato","subnet",2000,0.997,0.814014285714286,0.997
"117","CENPF","ENSG00000117724","centromere protein F ","protein_coding",8,2229.62489177489,0.000137343771459964,7.29702945906305e-08,"tomato","subnet",2434,0.906,0.723561904761905,0.906
"118","CEP55","ENSG00000138180","centrosomal protein 55 ","protein_coding",2,54,0.00746268656716418,0,"royalblue","subnet",1352,0.386,0.708781818181818,0.708781818181818
"119","CEP85L","ENSG00000111860","centrosomal protein 85 like ","protein_coding",1,0,9.86777185711466e-05,2.6033386816823e-14,"tomato","subnet",164,0.776,0.454104761904762,0.776
"120","CERS2","ENSG00000143418","ceramide synthase 2 ","protein_coding",5,12756.7761263786,0.000120177863237592,0.00128199170840963,"tomato","subnet",814,0.967,0.7708,0.967
"121","CERS4","ENSG00000090661","ceramide synthase 4 ","protein_coding",3,0,0.000115220647540039,0.000171113299701865,"tomato","subnet",425,0.907,0.304728571428571,0.907
"122","CERS6","ENSG00000172292","ceramide synthase 6 ","protein_coding",6,14020.01580043,0.000119274809160305,0.000191078940706892,"tomato","subnet",675,0.96,0.672976190476191,0.96
"123","CFB","ENSG00000243649","complement factor B ","protein_coding",3,14976.9037832161,0.000122294239941299,0.000119576963764983,"springgreen","subnet",5020,0.232,0.537466666666667,0.537466666666667
"124","CFD","ENSG00000197766","complement factor D ","protein_coding",1,0,0.000113999088007296,1.24445983387985e-05,"springgreen","subnet",5064,0.624,0.952614285714286,0.952614285714286
"125","CFI","ENSG00000205403","complement factor I ","protein_coding",7,0,0.000137532664007702,8.9457565535671e-10,"tomato","subnet",3012,0.962,0.143216363636364,0.962
"126","CFP","ENSG00000126759","complement factor properdin ","protein_coding",4,20927.6844425567,0.000126662444585181,1.28772770957498e-05,"springgreen","subnet",4760,0.768,0.260295238095238,0.768
"127","CIDEA","ENSG00000176194","cell death inducing DFFA like effector a ","protein_coding",3,669.1,0.000126135216952573,5.68749592840326e-15,"tomato","subnet",946,0.4,0.716180952380952,0.716180952380952
"128","CIDEC","ENSG00000187288","cell death inducing DFFA like effector c ","protein_coding",1,0,0.000117329578786812,5.75099065430817e-16,"tomato","subnet",856,0.451,0.237708333333333,0.451
"129","CKS2","ENSG00000123975","CDC28 protein kinase regulatory subunit 2 ","protein_coding",6,19569.1676853908,0.000144675925925926,7.03190271718583e-09,"tomato","subnet",885,0.498,0,0.498
"130","CLDN11","ENSG00000013297","claudin 11 ","protein_coding",8,44.5327922077921,0.000123092072870507,0.0545136922782015,"tomato","subnet",1247,0.82,0.799466666666667,0.82
"131","CLDN15","ENSG00000106404","claudin 15 ","protein_coding",8,44.5327922077921,0.000123092072870507,0.0545136922782016,"tomato","subnet",466,0.179,0.811247619047619,0.811247619047619
"132","CLDN18","ENSG00000066405","claudin 18 ","protein_coding",8,44.5327922077921,0.000123092072870507,0.0545136922782016,"tomato","subnet",898,0.07,0.540257142857143,0.540257142857143
"133","CLDN19","ENSG00000164007","claudin 19 ","protein_coding",8,44.5327922077921,0.000123092072870507,0.0545136922782015,"tomato","subnet",482,0.702,0.536825,0.702
"134","CLDN3","ENSG00000165215","claudin 3 ","protein_coding",9,200.416125541127,0.000123107226394189,0.0562650190525569,"tomato","subnet",2969,0.891,0.687023809523809,0.891
"135","CLDN5","ENSG00000184113","claudin 5 ","protein_coding",11,8759.40111366961,0.000127323656735421,0.0586531298618756,"tomato","subnet",5070,0.538,0.581685714285714,0.581685714285714
"136","CLDN9","ENSG00000213937","claudin 9 ","protein_coding",9,7415.51778033628,0.000127275041364388,0.0563201151559919,"tomato","subnet",328,0.42,0.887085714285714,0.887085714285714
"137","CLEC4A","ENSG00000111729","C-type lectin domain family 4 member A ","protein_coding",1,0,0.000100150225338007,3.82363063151402e-14,"tomato","subnet",607,0.296,0.852414285714286,0.852414285714286
"138","CLEC4F","ENSG00000152672","C-type lectin domain family 4 member F ","protein_coding",1,0,9.45715906941555e-05,4.05699998243875e-15,"tomato","subnet",179,0.806,0.527080952380952,0.806
"139","CLN3","ENSG00000188603","CLN3 lysosomal/endosomal transmembrane protein, battenin ","protein_coding",3,1781,9.29454410261177e-05,4.0182567453202e-17,"tomato","subnet",2087,0.956,0.0424606666666667,0.956
"140","CLN5","ENSG00000102805","CLN5 intracellular trafficking protein ","protein_coding",1,0,8.807468733486e-05,0,"tomato","subnet",546,0.928,0.890714285714286,0.928
"141","CNR1","ENSG00000118432","cannabinoid receptor 1 ","protein_coding",4,29944.8401831502,0.000123563573458544,6.13059699058311e-13,"tomato","subnet",11334,0.99,0.948336363636364,0.99
"142","CNR2","ENSG00000188822","cannabinoid receptor 2 ","protein_coding",2,0,0.000116468669927789,7.1272829683062e-14,"tomato","subnet",6575,0.893,0.799138095238095,0.893
"143","CNTFR","ENSG00000122756","ciliary neurotrophic factor receptor ","protein_coding",5,10692,0.000102827763496144,1.1285583568852e-13,"maroon1","subnet",763,0.724,0.8414,0.8414
"144","CNTNAP2","ENSG00000174469","contactin associated protein 2 ","protein_coding",2,1779,0.00010671219720414,1.07848606604615e-13,"tomato","subnet",3649,0.937,0.934395238095238,0.937
"145","COA7","ENSG00000162377","cytochrome c oxidase assembly factor 7 ","protein_coding",1,0,9.56297217175098e-05,4.55436912152884e-17,"tomato","subnet",128,0.461,0.522128571428571,0.522128571428571
"146","COL10A1","ENSG00000123500","collagen type X alpha 1 chain ","protein_coding",4,1781,9.87361769352291e-05,2.68982838546902e-14,"tomato","subnet",2142,0.028,0.374271428571429,0.374271428571429
"147","COL22A1","ENSG00000169436","collagen type XXII alpha 1 chain ","protein_coding",2,0,9.32661816825219e-05,3.08522976983105e-15,"tomato","subnet",354,0.117,0.758628571428571,0.758628571428571
"148","COL25A1","ENSG00000188517","collagen type XXV alpha 1 chain ","protein_coding",3,193.499999999997,0.000127648710748021,1.21815474539544e-10,"tomato","subnet",248,0.37,0.93232380952381,0.93232380952381
