"gene","avg_rank","rank_variance"
"AQP1",203.76356976357,12435.4144352206
"CASP3",205.192141192141,20294.085987519
"KIF2A",208.695304695305,29086.6816135231
"CCT5",211.245088245088,51418.842643255
"HLA-DQB2",212.629370629371,190177.715019824
"STAT5A",216.209124209124,113368.453920718
"FLT4",216.348318348318,14053.2910256521
"SPTBN1",217.591408591409,79251.6248029119
"RFC3",224.152514152514,213942.451082118
"CDH2",225.021312021312,111285.858972695
"LRRK1",226.034299034299,26910.4435267153
"APOB",227.264069264069,30768.1784120831
"AP1S1",228.932733932734,60739.4405104112
"PLA2G7",229.07992007992,47954.9476412994
"DNAJA1",229.485847485847,22344.8028476076
"PARP1",231.945387945388,66539.1149379157
"ELOB",232.221778221778,45094.5444022999
"ESR2",237.108891108891,103830.923182081
"ITGB3",242.842157842158,20197.4714133302
"RFC4",246.153513153513,60581.5730281267
"VWF",246.173493173493,60869.1094637097
"HSCB",249.596070596071,65147.753841983
"LRP2",250.423909423909,37922.9271696547
"H2BC15",259.043623043623,55239.1310077886
"KLRK1",259.728271728272,37750.5277380847
"AGR2",260.863802863803,143928.950464814
"CCT3",261.761571761572,367800.81388587
"ACTR2",264.240426240426,25361.2439747683
"DAG1",267.779553779554,61947.4257377089
"CASK",268.540126540127,48456.2264872591
"CACNA1G",269.15318015318,163700.518833154
"AURKB",269.158175158175,61486.2764379746
"SPTBN2",272.201798201798,69401.919956792
"PAK1",272.921078921079,276872.294568856
"MYO6",279.354312354312,55134.8997373934
"H2BC12",282.186147186147,31452.0989152975
"UBE2N",282.429903429903,54680.8454346009
"PPM1B",282.807192807193,24075.0744052749
"ALB",286.735597735598,71439.067309994
"SDC4",287.020646020646,89430.3300199689
"H2BC21",287.331668331668,185954.111811573
"NBN",288.364635364635,59420.6314871005
"TFRC",295.497835497836,344953.061537619
"H2BC7",298.292707292707,493980.517558391
"ANLN",300.001665001665,320053.502662117
"NEFL",301.496836496837,105932.148807444
"ANK2",303.094905094905,171837.580930063
"LMAN1",308.749250749251,220947.38447229
"APOF",308.962703962704,100817.608868369
"BRD3",316.94338994339,89204.2499587909
"DMD",318.257076257076,26940.703376792
"PPARG",334.098235098235,31149.4163959514
"IL6",335.584415584416,41665.292921602
"IGF1R",336.452214452214,269331.622882336
"GJA1",336.67032967033,26313.952573742
"CHML",337.928404928405,303058.789342791
"TGFBR1",341.928071928072,18572.1107473473
"GABBR1",349.550782550783,66931.2954715726
"H2AZ1",352.113553113553,359067.862850896
"GRB2",358.144522144522,846468.341531442
"LCK",362.564435564436,43966.927475589
"GRIN2D",367.535464535465,78613.3321029404
"GRIK3",368.632367632368,276927.674261781
"EDEM3",369.88011988012,811307.788422104
"BRD4",379.870795870796,74943.5262720846
"SPRY2",379.969363969364,53086.6832716473
"H2BC26",381.615717615718,162425.570465732
"COG8",388.074592074592,42261.1136879998
"HSPA8",388.982350982351,1086700.09662378
"H2BC4",389.407259407259,117580.633218436
"CEBPB",390.213453213453,113169.13996552
"WNT11",390.372294372294,148604.442296766
"CALML5",391.085914085914,652554.893349156
"AURKA",394.163503163503,146068.633817437
"NME2",394.51714951715,99359.5382634243
"IGKV1-33",394.906093906094,188439.015828941
"EREG",397.305361305361,151035.837103159
"RMI1",401.061938061938,136138.273310966
"TPM2",404.156843156843,48850.4900489251
"PPP4C",412.636363636364,67111.750469384
"PCBP1",412.689643689644,90461.9569446765
"LRPPRC",416.067932067932,121943.997382364
"VAMP2",418.702630702631,292163.202348174
"RUVBL2",420.135531135531,29803.9506458454
"ERBB2",420.403929403929,478194.105607473
"TP53BP1",421.290043290043,184051.920177313
"KIF19",422.333333333333,636109.626027093
"BCL11A",422.754578754579,150629.746210707
"TP53",425.70362970363,1375463.69094951
"TAFAZZIN",426.035298035298,100581.522404533
"RHOD",429.245088245088,352956.181750517
"RBBP7",429.724608724609,406059.875167027
"DSP",433.118215118215,87498.2415168664
"TEKT1",433.767232767233,357706.597700101
"DPYSL2",437.594405594406,86416.0279766869
"PKD2",438.561105561106,65742.0538098366
"FASN",441.041958041958,58944.2867132867
"LRP1",442.317349317349,45934.7816675885
"PAPSS1",443.884115884116,47563.4755737267
"KLC1",445.097569097569,62280.5111299981
"CCR3",445.484182484182,97634.824783034
"ERBB4",448.510156510156,44068.8129381167
"GSK3B",449.138861138861,214392.034342074
"AVPR2",449.661005661006,217387.016956617
"EPHA1",450.34632034632,122553.225791752
"DAP3",451.125208125208,107409.056935958
"RAC2",451.217782217782,78775.6913958793
"GRIN2B",451.519813519814,56924.213048333
"FZD4",452.264735264735,414990.046147723
"RFC5",453.096237096237,376196.360155723
"CAMK2B",453.196803196803,87227.5158858463
"MRPL3",453.584415584416,117261.721968904
"GAPDH",456.672660672661,104308.599342252
"TK2",457.763902763903,233151.783346789
"PEX13",458.488844488845,539113.907520417
"WLS",461.016983016983,106908.700910682
"KIF11",462.411921411921,130490.202349505
"WDCP",462.712620712621,208832.316119812
"TUBB",463.559440559441,87154.4990472552
"CAVIN1",464.067932067932,85335.0966495197
"MRPS23",465.190809190809,162680.069842216
"RBBP5",466.36963036963,329165.146472448
"ADRB2",470.8667998668,150849.659800116
"POLR1B",471.931401931402,187341.305752431
"ALDH2",473.505161505161,53674.7883644226
"ABHD16A",476.636696636697,162773.689085953
"CLIC5",477.526140526141,111576.395302455
"DNHD1",487.914418914419,146291.983013212
"C9orf72",488.444888444888,172564.689416735
"ATP5PO",492.411588411588,83460.4701121663
"BARD1",492.690975690976,225925.659968501
"RXRG",493.825840825841,139064.728819038
"RPA3",493.880785880786,548067.641346218
"MUC16",494.007326007326,177624.900012934
"WWC1",494.215118215118,71544.9430491782
"PLAUR",494.441891441891,63339.9588974206
"BTNL8",495.10989010989,57145.3443491885
"CNIH2",498.114219114219,436115.742779095
"BRCA1",498.24975024975,1697993.7797093
"ACAN",500.808857808858,166296.243932173
"VIM",501.055278055278,69941.3673630389
"RAD51",501.301365301365,195034.545058095
"MYH7B",502.429903429903,54939.7335092179
"CD4",505.664668664669,168393.09704242
"STAU1",506.407925407925,774200.765919845
"NEIL3",511.909423909424,225369.10838218
"EPAS1",512.821511821512,31879.7076383532
"PRKN",513.94338994339,1478395.50378957
"PCDHA4",514.460872460872,82767.8774658608
"ABCA1",515.532134532134,95224.2190702924
"P2RY12",515.909090909091,222694.182605536
"GRIA2",524.061938061938,61893.1680478083
"SMARCC1",525.16317016317,124528.45238062
"CD74",525.207126207126,62999.6233069617
"KAT2B",527.071262071262,39894.846352404
"NXF1",527.080253080253,130310.445589276
"HAUS8",527.734598734599,881162.903222915
"COL9A1",528.759240759241,177838.683188231
"TOP2A",529.918414918415,188436.930383629
"SOX2",531.886446886447,871467.259253294
"BUB1",532.332001332001,86037.7455012232
"CHRNA5",533.367965367965,60305.8542299362
"BLOC1S1",538.582084582085,63763.0141626084
"UBE2L6",541.247419247419,85071.8504888405
"RPL21",541.337995337995,330948.113902309
"PCBP2",541.802863802864,116984.45479526
"NTS",542.596403596404,89529.0895540169
"F8",544.468198468198,216403.281050284
"AGT",545.510822510823,168046.879546392
"MRNIP",545.784881784882,289314.460704075
"EPHB3",546.812520812521,761164.88922359
"P4HB",547.930735930736,403655.8652875
"LAMC1",548.498168498169,72841.0362224939
"RYR2",549.564435564436,149198.058055203
"KIFC1",549.852147852148,305825.072736058
"CEP41",554.387279387279,143433.727712882
"LEO1",556.601731601732,225704.28703231
"TLR2",559.503163503163,159466.504570269
"RECQL4",560.655011655012,576117.756359785
"CRHR1",560.795204795205,151953.787158877
"MSH6",562.749916749917,92572.8891364021
"PSMD2",563.838161838162,128783.955145454
"SRD5A1",565.31635031635,1162284.71667795
"CARD8",570.642357642358,165178.00262895
"VIRMA",572.173826173826,197933.196290052
"RAP1A",573.829503829504,518394.396637562
"IGF1",577.194472194472,196737.014799546
"ACTG2",578.582750582751,59864.3464978282
"PTK2",579.986346986347,310710.00414398
"FZD3",588.738261738262,443577.557053207
"H2AC6",589.232767232767,415136.471784045
"ADORA2A",589.337329337329,52678.7792422989
"CANX",593.066933066933,1145264.02250048
"MIS18A",595.54711954712,267556.045330641
"ITPR3",595.82017982018,102307.994302832
"BRCA2",597.360639360639,628638.998809984
"SRD5A2",597.991341991342,1123288.3663474
"TLR4",600.68364968365,529801.102420786
"RHNO1",601.045954045954,476337.780032759
"TLR5",603.833166833167,74046.3202586887
"SLC18A2",604.390276390276,311903.109459051
"TUT1",606.358641358641,68640.9542782334
"MEIS2",608.260073260073,68189.5149509607
"RDX",610.187812187812,211883.864115232
"CA2",610.531801531802,163209.023888392
"SLC8A2",611.087246087246,203929.577995178
"CFAP144",612.823176823177,839222.86046199
"TRIM37",613.337995337995,59496.2944486116
"FN1",613.404928404928,1389534.77535212
"KCNJ10",614.049284049284,330952.639808781
"RPL26L1",615.678654678655,158063.690506917
"PHF1",620.390942390942,70300.5393183321
"GSR",621.694305694306,265911.198991548
"H2BC9",622.092907092907,280234.622611233
"TMC2",623.672993672994,308954.717148497
"CLDN12",624.868131868132,592826.949293877
"PRMT2",634.62370962371,153185.206126541
"RAD51AP1",635.418914418914,333975.303466243
"CD40LG",636.417582417582,42688.0294309288
"ENPP2",639.824508824509,243677.192044021
"CENPI",641.104562104562,90065.9897293468
"RAF1",641.371961371961,413540.594110309
"SRD5A3",641.649017649018,1160009.14192692
"KDELR3",643.023643023643,39176.6286879898
"CDK1",643.600066600067,1340682.59849433
"CENPE",649.558774558775,220320.261284574
"TTLL12",652.28638028638,84729.4009703377
"CIMIP2C",653.587745587746,780363.656105609
"XCR1",655.733932733933,349384.525120671
"RAD21",656.289044289044,1257608.06099586
"LMNA",657.156843156843,64165.1649323361
"LPAR1",658.22977022977,207958.380232692
"KAT5",659.489843489843,772523.559107337
"HBEGF",661.4662004662,884252.694643354
"PKD1",662.854145854146,185696.17658757
"CCNA2",667.080919080919,217107.660671773
"SDHA",667.464535464536,344198.388065632
"LMNB1",670.972027972028,125699.770036759
"CFAP53",671.408924408924,853260.031259436
"YKT6",673.366633366633,1134540.96047191
"S1PR1",673.755244755245,287069.815158193
"PSMG1",674.224442224442,167202.735751479
"SRCAP",675.995670995671,111017.393385651
"C4A",676.160173160173,123485.369739077
"SLFN11",676.200466200466,44432.4101663382
"KLHL41",676.936396936397,119260.022269092
"TRPA1",677.82017982018,87473.3147558637
"DLG3",680.096237096237,600644.514053124
"PRC1",680.91341991342,122206.344933104
"FZD5",682.310023310023,305532.323240606
"PCNA",685.296703296703,1771725.30933956
"PTPRC",685.632367632368,153256.485054586
"CSE1L",686.693306693307,199203.470531467
"CYP2J2",687.160173160173,299734.834762395
"COMMD5",690.555444555445,1822794.95920003
"POLE3",692.774558774559,183402.40318997
"PHB2",693.30969030969,116733.629576286
"SLC6A4",693.458541458542,116870.921248638
"CFTR",693.741924741925,147409.769817347
"GABBR2",694.02331002331,818168.838896835
"TCF7L2",697.364635364635,228059.704105355
"AMFR",698.691974691975,156046.777507192
"H2BC8",701.377955377955,90965.6435778301
"NRG2",702.307359307359,202059.016424837
"STXBP1",705.375291375291,293095.343786349
"BMP2",707.694638694639,760860.908388968
"CLN3",712.990675990676,118231.021898377
"RGS11",716.099234099234,83357.8282572413
"CALML3",716.680652680653,1380347.24608458
"DST",717.899100899101,292044.056771343
"TLN2",718.547452547453,167746.496331783
"LAMA2",719.786213786214,280481.642488092
"BCL11B",721.622710622711,129542.869930425
"PLTP",724.154179154179,191686.167759844
"AFF3",726.428904428904,124854.610116954
"SHC1",728.489177489177,1376901.57108537
"FOXA1",729.973026973027,333860.922989735
"CLEC10A",730.469863469864,452403.578954911
"PDE8B",731.504495504495,947221.54586586
"TMPO",732.853146853147,170411.265901986
"LAT",733.77355977356,1072968.66889429
"JPH1",734.635697635698,130007.476833182
"CTLA4",736.053613053613,94789.515112691
"AKT1",738.957708957709,568656.888617268
"HOXB5",739.871128871129,132053.67392634
"ACTG1",740.098568098568,351025.871027263
"ACVR1C",745.582417582418,111284.477132461
"ILF2",746.666000666001,367758.242504553
"KRT6B",747.203796203796,314392.067713765
"LPCAT1",748.748251748252,96269.5182139646
"MYC",749.363303363303,2513432.05817323
"A2M",751.078255078255,109019.335979366
"CETP",751.190809190809,933758.835998112
"SSR1",751.684315684316,329789.688451455
"YEATS4",752.234432234432,118005.589926618
"ATP5MC1",752.347652347652,75683.3194706692
"CYP3A4",752.982017982018,384370.969696526
"CENPU",756.721611721612,425615.525405529
"PTGIR",757.746253746254,572286.455911177
"CD48",758.168831168831,540225.899867621
"SMARCD3",759.068598068598,152628.657517921
"YWHAE",760.050616050616,423595.752933498
"ZDHHC8",762.475191475191,1839725.43068013
"C4B",762.861804861805,224164.981228853
"NAXE",763.712287712288,237095.051104791
"CYP2E1",765.06993006993,384046.13634733
"TRPM7",766.860472860473,295531.154076658
"STAT1",766.973692973693,1177451.76846161
"TRIM24",767.127539127539,1097751.76687292
"PLXNA4",770.4671994672,955313.442211575
"F2RL3",771.333999333999,161149.542304686
"NLGN1",774.559773559774,177232.99267843
"TTN",774.688644688645,277775.072579208
"H2AC8",774.880452880453,392686.016683073
"KPNA2",777.451215451215,1636254.29567057
"NDRG1",778.202131202131,288088.688976136
"HAUS4",778.442557442557,549119.286755882
"COL12A1",778.45621045621,224325.485340331
"CNTNAP3",778.744921744922,1814753.96289476
"TGFBR2",780.568431568432,570026.114819225
"IL6R",781.327006327006,85857.5499266445
"CERS2",781.638028638029,165046.355608637
"FMN2",783.330336330336,144213.350535097
"HOMER1",786.234765234765,377717.077112095
"PAK3",788.404928404928,598721.454232865
"LPCAT4",789.819513819514,108834.161950863
"NGF",791.608391608392,122739.513480523
"AGTR1",792.759906759907,72399.1425359007
"RAMP2",792.802863802864,120337.652663348
"F7",795.799866799867,1157242.8250233
"SDS",797.885114885115,1866503.95448522
"CSNK2B",798.7668997669,940331.616532257
"CDC45",801.781884781885,106743.515701043
"KDM1B",806.549783549784,358950.851867875
"LAMA3",806.592074592075,611895.220949825
"COPG1",807.028305028305,380897.543169245
"BMP4",808.021645021645,111689.871283502
"SLC2A1",810.815184815185,223552.069429571
"F2R",811.52047952048,71596.1843739206
"SNAP25",812.459873459874,415538.87738666
"TERT",813.148185148185,74629.3381271183
"KIF6",814.164169164169,1030098.95338594
"RAB3IP",815.916416916417,393585.92938729
"CHD1L",816.269397269397,242533.713210396
"BMP7",816.498501498501,325555.154811211
"DERL1",816.51714951715,134121.213146835
"STAT4",818.104562104562,166687.462747335
"LPAR5",818.90675990676,295577.886040231
"AQP7",820.241092241092,375982.32826423
"DYNC1H1",821.045288045288,381198.335056904
"PLOD1",823.563103563104,1613998.07687937
"RAP1B",824.417582417582,164996.736293021
"ATP8A2",826.416583416583,488872.314408443
"H2BC17",826.686646686647,484661.557673062
"ARNT2",833.833166833167,216118.915195398
"ADIPOR1",835.336663336663,378513.58981791
"LRRC8E",835.364635364635,252318.90130722
"IFIH1",836.151515151515,88000.7948236529
"ABCC9",837.889443889444,464194.089039098
"RGS2",839.583416583417,103230.592889456
"GPR156",839.846153846154,526359.507302824
"ERG28",840.985680985681,172792.441167316
"SH3GL2",844.012987012987,2306677.31062409
"SPSB2",849.780885780886,246679.571559908
"MAOA",852.858141858142,540813.719376559
"IPO7",854.341991341991,435521.042563255
"PKM",855.492840492841,838497.946900756
"PDE3B",856.390609390609,332427.767093666
"TBCC",856.394938394938,95953.2303807674
"POU5F1",857.093573093573,637248.001567608
"PLEC",857.285714285714,363169.566574664
"KCNH2",859.487512487513,89929.1979619315
"KCNK2",862.435231435231,231815.083328619
"CHRFAM7A",863.312354312354,699848.611263043
"PRKACB",867.122211122211,1522316.99538592
"NDUFA4L2",868.569097569098,240342.165360511
"EBNA1BP2",869.28305028305,316792.018456782
"RPGRIP1L",872.641025641026,45204.0596354567
"ACTC1",876.5670995671,378548.645312937
"SLC17A7",876.823842823843,810252.652169505
"ETFB",877.976023976024,848911.108685452
"HSD17B13",878.672660672661,1976633.78055478
"ABCB1",879.160506160506,256446.863636253
"MYH6",879.660006660007,157508.02127475
"PDIA3",883.07659007659,176091.836903492
"DMGDH",885.634698634699,577180.385164691
"CFI",887.43623043623,333640.614436419
"PLPP4",888.540792540792,507944.54688638
"FANCI",890.83016983017,191576.270948239
"TNFRSF10B",891.783882783883,500685.305376391
"CTNND1",893.995670995671,107325.352746077
"KRT31",896.182151182151,534569.248955131
"DYNLL1",896.191475191475,1420283.2194876
"CD3E",896.207792207792,225435.591051853
"JUP",896.306027306027,597899.187128883
"RBM25",896.351981351981,460505.214175786
"TMBIM4",898.4329004329,576660.830522797
"CHD4",899.568431568432,154052.937604035
"MUC5B",902.425907425907,55443.5836990014
"GNG2",903.081918081918,3021304.49162164
"F2RL2",903.458208458208,1106126.34826954
"HSPA5",904.620046620047,131500.17037748
"POTEF",904.77688977689,378603.9961746
"CKAP4",905.071595071595,123042.11712427
"KIF25",906.632034632035,1201050.41319063
"KCNIP3",909.472194472194,176000.206005409
"B4GALT1",911.154845154845,236184.222850434
"STAB2",912.145854145854,213818.45973214
"HACD3",912.39627039627,180177.669033387
"IGKV2D-40",912.954045954046,606403.889959474
"CALCOCO2",914.401598401598,113144.542862201
"H3C10",915.830502830503,416254.57985541
"RRH",916.099234099234,1055641.25730454
"MCM10",916.618714618715,355861.51846377
"RIMS2",916.985014985015,278854.79224706
"SIN3B",917.888111888112,1467671.1300485
"TRMT12",918.334998334998,580869.520650125
"TUBA1A",921.84015984016,1915008.97444261
"OBP2B",923.972027972028,2067068.46157573
"ACACB",927.762903762904,606897.757224343
"APOA4",927.957708957709,481975.06916357
"FBN1",928.11322011322,383221.763992392
"PCDHA10",928.521811521812,116786.009101048
"MRPS16",929.984015984016,254528.213601855
"SPTLC2",930.012987012987,190138.098099103
"SCN3A",936.927405927406,1035798.457753
"SORBS1",937.322011322011,365784.605468039
"MBOAT2",938.163836163836,757325.255627118
"VAPB",940.757242757243,661290.485019977
"GPR65",941.229437229437,1877379.78578206
"PPP3CA",942.646353646354,90380.6863516231
"GNAL",947.16983016983,135822.849229385
"ADGRL3",949.301698301698,97185.3033515452
"RAB5C",949.999333999334,420714.003330669
"CFAP298",952.155511155511,2112934.68033854
"SPAG6",952.505161505161,268823.860316455
"SAA4",953.21312021312,763522.969887763
"ABCA12",955.117216117216,936877.733091248
"KAT2A",955.381285381285,323329.265965436
"CRABP1",955.62037962038,80228.9564399624
"CDH1",957.702630702631,2710748.71867063
"ADRA1A",957.819180819181,410211.801071014
"AKR1C1",958.424575424575,473133.444259272
"KIF23",959.839160839161,615997.827886304
"CD226",960.025641025641,142758.882420267
"KIF20A",960.042624042624,329034.588455737
"SULT1E1",960.583416583417,591286.500284526
"SCN7A",960.722943722944,986388.277644629
"ATP5F1B",961.302031302031,223182.67723438
"KCNE1",964.561105561106,244748.614769197
"ATP6V0D2",964.915750915751,255805.21308627
"DNAH14",966.251748251748,395740.35299078
"SPAG4",966.395604395604,423153.223858087
"TMEM249",966.399933399933,745005.275376411
"CCR10",966.957375957376,237953.541153938
"RORA",967.862470862471,320388.92411741
"TNFRSF14",967.930402930403,250101.917539711
"RAB39A",968.312021312021,201029.439918731
"RMI2",969.714951714952,1215761.88274439
"FCGR1A",970.318348318348,243179.76137875
"ACTL6A",975.818181818182,294206.813033735
"TNFSF11",978.360972360972,504022.69777014
"SFTPD",978.656343656344,47755.2609415901
"ADRA1D",984.308358308358,903247.617741574
"CACHD1",984.581085581086,266007.979015876
"CCR6",988.000666000666,183967.13857384
"LCAT",988.040293040293,989099.439748348
"BPIFB1",990.310689310689,648120.106304755
"MATR3",991.124209124209,301580.646459026
"MRPL46",992.570096570097,399950.777479904
"ARTN",993.448551448551,476755.303398134
"GJB1",993.467865467866,229098.058510665
"DYNLT5",994.9333999334,408929.971578943
"CASP8",995.596736596737,85203.18742439
"WDR83OS",996.341991341991,862540.656820417
"FGA",999.250083250083,292767.205592098
"DNAH9",1001.80153180153,171240.137812443
"TRIM36",1002.13386613387,880435.024045907
"KIF15",1002.78588078588,406701.64467733
"REEP6",1003.41824841825,747211.419280475
"MYO3B",1004.54578754579,405664.323269225
"AKR1C3",1004.82783882784,450513.578278706
"PNPLA2",1006.14418914419,389604.178736209
"TRIM63",1008.27472527473,1191244.27526704
"FEN1",1011.00799200799,322319.903333841
"H2BC6",1013.00599400599,329991.963321821
"NALF1",1013.23742923743,679348.6661269
"GPR17",1013.87279387279,338462.077750586
"SDSL",1015.59673659674,2286114.40861027
"TAS2R14",1017.12321012321,826866.041443123
"ADRA2C",1018.04329004329,249491.950157327
"MEIS1",1018.42457542458,386218.310348546
"SULT1A4",1018.9020979021,752400.876487936
"EEF1A2",1019.05228105228,488056.995600225
"ASH2L",1019.25241425241,1795173.04619254
"CREB3L1",1019.95304695305,337343.980806003
"CERS6",1022.19147519148,323703.956995924
"CHST3",1022.88078588079,2296297.42682257
"NUP155",1023.72161172161,241232.332867222
"XBP1",1023.77888777889,544204.232239002
"CEL",1024.20679320679,315146.29732892
"WWP1",1024.68165168165,734155.358980349
"PIEZO1",1026.17415917416,678495.756800384
"GRIA4",1028.95770895771,98007.0645000125
"GJA4",1030.52580752581,330219.313374389
"EHBP1L1",1031.81185481185,558601.781711515
"LHCGR",1032.99933399933,780605.078613814
"TMED3",1034.91808191808,372331.458976733
"XRCC2",1035.30802530803,1666307.04732731
"SYNE1",1036.46686646687,513556.718671957
"MED1",1036.71262071262,521946.451362983
"MARCHF6",1037.30969030969,118586.640902069
"RECK",1038.63036963037,207560.637478444
"ESPN",1039.62071262071,882668.216186434
"CACNG4",1039.77522477522,106173.119679122
"KCNB1",1039.98867798868,62833.2723567794
"CCNB1",1040.30902430902,841258.216930527
"SRP54",1040.80719280719,222839.570074829
"PLCG2",1041.61871461871,232621.182021399
"ATP6V1A",1041.90675990676,438608.38037734
"MRPL27",1042.93206793207,865651.582991958
"SMG8",1043.01365301365,523425.780293213
"COL25A1",1044.0616050616,119355.336310148
"SMARCA4",1044.28105228105,2549827.4179853
"KIF17",1044.90909090909,789258.127309067
"KDELR2",1045.0999000999,141060.471695526
"APP",1046.23343323343,310834.598055731
"CSTF1",1046.92607392607,179188.921248638
"RAB3A",1049.2047952048,404956.189557278
"FANCD2",1051.2380952381,540590.953618223
"KBTBD7",1052.88045288045,666707.384437903
"INPPL1",1053.24075924076,499942.679190896
"DNMT1",1053.86413586414,600451.234699345
"TUBB4B",1056.1381951382,1612611.7194034
"MEF2C",1057.0626040626,401400.966099412
"KCNK13",1057.79320679321,1056915.22537689
"RPS4Y1",1058.17649017649,427883.955516391
"AIFM1",1058.72893772894,325140.789258931
"ERBB3",1059.17282717283,203792.601366655
"ANXA1",1060.05760905761,931211.603941916
"KIF9",1060.33366633367,832876.608150011
"OGT",1060.75224775225,488936.147792248
"LNX2",1060.77289377289,128317.509364941
"CNR1",1064.04129204129,743156.507288403
"PABPC1",1064.50116550117,2477665.4153051
"SLX1A",1065.12021312021,606812.596803152
"DPP4",1065.27106227106,259956.09572129
"COL8A1",1066.69497169497,498112.399931403
"KCNK7",1066.7668997669,911047.124193816
"ADA",1066.78021978022,421093.533959046
"ZNF813",1068.28138528139,2438227.68062273
"HOOK1",1069.10256410256,259914.776285895
"CD209",1070.65068265068,177209.174738874
"OPRD1",1073.22577422577,387206.164198892
"RAB8A",1074.61405261405,304238.298363418
"BDKRB1",1074.62337662338,260983.068967009
"ACTA1",1075.65467865468,72140.8843776698
"SSTR2",1076.91208791209,120736.552562028
"TRPV6",1078.78554778555,138128.542269412
"AKR7A3",1078.80253080253,812970.151199456
"TRAM1",1079.72627372627,732413.460691873
"TIMM23",1080.38894438894,157111.272389392
"LRP6",1081.94272394272,148605.009376588
"SCN4A",1082.65501165501,1489179.62777884
"CD1B",1084.60472860473,816093.145840391
"GNAZ",1084.98801198801,1089693.57147516
"AMPH",1085.52780552781,139143.792947448
"POLE2",1086.99500499501,342888.72715692
"KDM5B",1088.17349317349,114613.461229199
"SMAD4",1088.27239427239,67674.4227786426
"SAG",1091.30702630703,60831.814430961
"PTCH1",1094.37995337995,755551.255653962
"HYCC1",1097.53246753247,354951.952559765
"CDKN1A",1097.64335664336,800060.679891727
"NQO1",1102.08191808192,436899.929996053
"SNRPB2",1102.44821844822,64031.2767148463
"CACNA1B",1102.46087246087,545541.088658399
"KIF7",1103.15651015651,642488.674363833
"H2BC11",1103.29836829837,622104.933598269
"AGPAT4",1103.83782883783,587253.386416604
"SCN8A",1105.16183816184,688395.638689758
"SAMD4B",1106.04229104229,167932.993880426
"UNC5B",1108.18614718615,255602.269468262
"TMEM185A",1108.91841491842,443462.344107813
"TRRAP",1108.97902097902,1302019.68810071
"UBE2V1",1110.62803862804,437049.884583327
"DCLRE1A",1112.73726273726,317148.232411825
"REV3L",1113.88578088578,557634.664831061
"PHC1",1114.57642357642,1625081.59067648
"QKI",1114.76157176157,697926.331540767
"GPAT4",1116.21578421578,441239.632302408
"PGR",1116.37595737596,222072.945551007
"RYR3",1117.37595737596,634782.985524358
"PLA2G2D",1117.60972360972,455558.178746193
"MYCBP2",1120.35031635032,810440.430868487
"SNX6",1120.62204462204,105099.840113473
"VPS35",1121.25041625042,494806.105158887
"SKP2",1121.25774225774,1789229.04747085
"OTUB2",1122.70929070929,312796.44810486
"EMC3",1123.3976023976,77713.419474596
"SPCS1",1123.48018648019,349674.301655928
"SCN11A",1124.37062937063,663751.699030483
"RBP4",1124.48351648352,156916.362403087
"SCN5A",1126.07692307692,938291.216266079
"PPP1R3D",1127.22044622045,266256.298489208
"RIPOR2",1128.2027972028,490343.574782313
"SLC9A1",1130.51515151515,91835.0413259847
"KLKB1",1131.19047619048,590816.315472225
