"","display.name","degree","betweenness","closeness","eigen_centrality","source"
"9606.ENSP00000383364","PLA2G2A",8,22864.6580280518,0.000133511348464619,2.19916131059238e-06,"subnet"
"9606.ENSP00000385300","CLDN15",8,0.142857142857143,9.10415149308085e-05,9.47690232996304e-10,"subnet"
"9606.ENSP00000296387","CLDN19",8,0.142857142857143,9.10415149308085e-05,9.47690232996304e-10,"subnet"
"9606.ENSP00000296280","MASP1",8,0,0.000147080453007795,0.910049778474533,"subnet"
"9606.ENSP00000305651","CXCL10",8,23196.5812733551,0.000143740117866897,0.00886598844141869,"subnet"
"9606.ENSP00000453793","MEIS2",8,2362.28329170829,0.00012827090815803,1.99327565401932e-06,"subnet"
"9606.ENSP00000340939","CLDN18",8,0.142857142857143,9.10415149308085e-05,9.47690314595389e-10,"subnet"
"9606.ENSP00000386041","MYH6",8,16180.3339705109,0.000137343771459964,1.21374928159301e-06,"subnet"
"9606.ENSP00000064724","CLDN11",8,0.142857142857143,9.10415149308085e-05,9.47689988199046e-10,"subnet"
"9606.ENSP00000249016","MCHR1",7,6328.77573224799,0.000108837614279495,8.50065015208136e-05,"subnet"
"9606.ENSP00000278927","ESAM",7,0,9.10332271279017e-05,8.36554522006286e-10,"subnet"
"9606.ENSP00000372170","MSX1",7,5047.85394137037,0.000118948495301534,2.12907795165442e-07,"subnet"
"9606.ENSP00000286758","CXCL13",7,5651.17227494875,0.000141462724572075,0.00865911075135312,"subnet"
"9606.ENSP00000356213","VIP",7,14719.717495816,8.66551126516465e-05,6.87736580394453e-13,"subnet"
"9606.ENSP00000465075","SPC24",7,58.8214440932671,0.000134336378291241,1.32010992710298e-05,"subnet"
"9606.ENSP00000427018","RIMS2",7,6580,0.000104964836779679,2.35746574814882e-08,"subnet"
"9606.ENSP00000282369","TRIM36",7,5983.67324635773,0.000130924325739722,3.55953286443449e-08,"subnet"
"9606.ENSP00000306884","CXCL11",7,10906.0416139121,0.000133922592741395,0.00388180044536898,"subnet"
"9606.ENSP00000271452","NUF2",7,1.91666666666667,0.000134336378291241,1.4402104674806e-05,"subnet"
"9606.ENSP00000438262","TJP2",7,13635.25,0.000103263114415531,1.22214714676265e-09,"subnet"
"9606.ENSP00000436812","MUC5B",7,9606.19332405918,0.000121728545343883,3.8738617559375e-05,"subnet"
"9606.ENSP00000242159","HOXA7",7,3300,0.000118497452304775,3.15620537852124e-07,"subnet"
"9606.ENSP00000364246","PLA2G2D",7,2456.72431721036,0.000128369704749679,2.15270170051393e-06,"subnet"
"9606.ENSP00000354901","CXCL9",7,138.733761565232,0.000132397722759169,0.00401349917341677,"subnet"
"9606.ENSP00000347507","MYH7",6,443.708189686131,0.000127145581691036,2.82740561870129e-07,"subnet"
"9606.ENSP00000406261","ENPP3",6,23960.9533641907,0.00013197835554969,3.83094071096183e-05,"subnet"
"9606.ENSP00000225275","MPO",6,3185.94393304187,0.000130395097144347,0.0034988163735681,"subnet"
"9606.ENSP00000359643","LPAR3",6,995,0.00010354110581901,1.6575032368172e-05,"subnet"
"9606.ENSP00000166345","TRIP13",6,17960,0.000118455342335939,5.07025751554889e-08,"subnet"
"9606.ENSP00000359353","GABRE",6,2757.43207695275,8.52514919011083e-05,7.9733745914598e-13,"subnet"
"9606.ENSP00000337701","PNPLA2",6,4434.07321526268,0.00012748597654258,1.60181427137575e-07,"subnet"
"9606.ENSP00000349790","COL9A1",6,12015.3390952679,0.000129533678756477,0.0338588789030879,"subnet"
"9606.ENSP00000253796","RAMP2",6,2620.78169947935,8.30013280212483e-05,1.21175670983063e-13,"subnet"
"9606.ENSP00000469332","GABRQ",6,2757.43207695275,8.52514919011083e-05,7.97302723255816e-13,"subnet"
"9606.ENSP00000372295","GJB2",6,770.666666666673,9.09752547307133e-05,2.91968752063057e-11,"subnet"
"9606.ENSP00000312286","PLA2G1B",6,288.762698412698,0.000127275041364388,2.07542901716933e-06,"subnet"
"9606.ENSP00000297785","ALDH1A1",6,35051.9620983185,0.000124548511645286,4.43043858987618e-05,"subnet"
"9606.ENSP00000478699","TNFRSF9",6,7849.16666666667,8.29393713195654e-05,4.31377952371399e-11,"subnet"
"9606.ENSP00000259486","ENPP2",6,31335.8034140995,0.000132432790358893,1.00090738164118e-05,"subnet"
"9606.ENSP00000247191","DLGAP5",6,24020.0611532346,0.000151263046437755,1.00144521630093e-05,"subnet"
"9606.ENSP00000367001","DPP6",6,37628.556350701,0.000156961230576048,0.00669787159448211,"subnet"
"9606.ENSP00000308725","GABRB3",6,2757.43207695275,8.52514919011083e-05,7.97263925838886e-13,"subnet"
"9606.ENSP00000360806","KCNB1",6,3960.5,0.000112726862811408,9.28027792253709e-06,"subnet"
"9606.ENSP00000244289","LIPE",6,14761.8313715142,0.000135043889264011,4.6588708263874e-06,"subnet"
"9606.ENSP00000377492","HMMR",6,39691.5954893414,0.000141582896786068,2.61791819674703e-07,"subnet"
"9606.ENSP00000305877","NMUR1",6,5205.72731954958,0.00010568590150074,1.63752051468076e-05,"subnet"
"9606.ENSP00000354488","TNNI1",6,2063.0379983543,0.000126008064516129,2.02592470850993e-07,"subnet"
"9606.ENSP00000306866","GABARAP",6,13206.355215798,8.74508089199825e-05,3.33405995842167e-12,"subnet"
"9606.ENSP00000367848","GABRD",6,2757.43207695275,8.52514919011083e-05,7.97316491607434e-13,"subnet"
"9606.ENSP00000497183","CCBE1",6,14191.5591633075,0.000137268359643102,0.255568953252236,"subnet"
"9606.ENSP00000393847","PLA2G10",6,62.9539682539683,0.000123808344682432,1.09028296727685e-06,"subnet"
"9606.ENSP00000440689","CYP2E1",6,37332.3894442335,0.000133262260127932,4.37697164007689e-07,"subnet"
"9606.ENSP00000233156","TFPI",6,56056.5026606884,0.000160642570281124,0.364659458346489,"subnet"
"9606.ENSP00000342307","FOXM1",6,73717.7223139556,0.00015785319652723,0.000299712178652372,"subnet"
"9606.ENSP00000355308","HACD1",6,3300.25,9.99600159936026e-05,1.66393366073949e-10,"subnet"
"9606.ENSP00000329102","LIN9",6,29555.587974585,0.000157257430413587,0.00104952187572101,"subnet"
"9606.ENSP00000282074","SPC25",6,0,0.000134318334452653,1.23973351008563e-05,"subnet"
"9606.ENSP00000498074","ENPP1",6,23960.9533641907,0.00013197835554969,3.8309407109619e-05,"subnet"
"9606.ENSP00000364976","CKS2",6,8437.13694318529,0.000138427464008859,3.46564382892347e-06,"subnet"
"9606.ENSP00000265148","CENPE",6,445.367494009622,0.000145116819039327,1.88869849740416e-05,"subnet"
"9606.ENSP00000216336","CTSG",6,898.268173639225,0.000129399585921325,0.00388909665645024,"subnet"
"9606.ENSP00000254661","RAMP1",6,2620.78169947935,8.30013280212483e-05,1.21163989424473e-13,"subnet"
"9606.ENSP00000301159","LIN37",6,29555.587974585,0.000157257430413587,0.00104952187572099,"subnet"
"9606.ENSP00000266041","ITIH4",6,7180.08800732164,0.000113986093696569,3.14867260962734e-07,"subnet"
"9606.ENSP00000281834","TNFSF4",6,1547.00000000001,7.86905886056028e-05,7.99181276039662e-12,"subnet"
"9606.ENSP00000327368","COL10A1",6,3476.3996196426,0.000119574315437044,0.00650131716096771,"subnet"
"9606.ENSP00000354900","GJB1",6,770.666666666673,9.09752547307133e-05,2.91968599064771e-11,"subnet"
"9606.ENSP00000243349","ACVR1C",6,27238.2135387258,0.000105451861225351,8.84887988643084e-08,"subnet"
"9606.ENSP00000353770","RRM2",6,17218.2360136368,0.000146370023419204,3.29367152262183e-06,"subnet"
"9606.ENSP00000376453","CERS6",6,24276.6461719205,9.35453695042095e-05,1.90647697439775e-10,"subnet"
"9606.ENSP00000401907","BMPR1B",6,31049.2135387258,0.000117384669562155,5.68804223308179e-06,"subnet"
"9606.ENSP00000300900","CA4",5,7863,8.22639025995393e-05,6.95499744560275e-12,"subnet"
"9606.ENSP00000395294","CD70",5,2862.83333333332,7.86967813016448e-05,7.30754041142447e-12,"subnet"
"9606.ENSP00000419503","HACD4",5,0.25,9.37734433608402e-05,3.60710086399655e-11,"subnet"
"9606.ENSP00000309336","HOXC5",5,0,0.000109902187053522,7.13908003035435e-08,"subnet"
"9606.ENSP00000215885","PLA2G3",5,0,0.000122699386503067,1.01301028393826e-06,"subnet"
"9606.ENSP00000359319","PAX2",5,44609.0581437575,0.000147362216327734,3.81075091010999e-05,"subnet"
"9606.ENSP00000166244","EPHA8",5,2644,0.00012227928588897,0.00182833830220321,"subnet"
"9606.ENSP00000262041","MEOX2",5,16123.0325561942,8.92936869363336e-05,5.22606882887698e-12,"subnet"
"9606.ENSP00000216968","PROCR",5,1988,0.000142328494164532,0.36231494510129,"subnet"
"9606.ENSP00000323264","MARVELD2",5,818.25,9.67585873246251e-05,5.5014615732738e-10,"subnet"
"9606.ENSP00000480012","ADORA2A",5,9664.31931089158,0.000116036203295428,9.36372952087659e-07,"subnet"
"9606.ENSP00000239151","HOXB5",5,0,0.000109902187053522,7.1390800318429e-08,"subnet"
"9606.ENSP00000321853","SERPINF2",5,32803.7380613852,0.000145602795573675,0.116465267856443,"subnet"
"9606.ENSP00000379282","ABHD16A",5,3268.67296092537,8.54773912300197e-05,3.15449140577126e-12,"subnet"
"9606.ENSP00000261733","ALDH2",5,19035.9583843935,0.000124208172897777,1.03059050955677e-06,"subnet"
"9606.ENSP00000369927","AKR1C3",5,1986,0.000105764145954521,1.23705209487777e-09,"subnet"
"9606.ENSP00000368265","CNTFR",5,14907.25,0.000120656370656371,1.05683904066139e-05,"subnet"
"9606.ENSP00000249750","ALDH1A2",5,23325.2296148567,0.000124501992031873,7.15705577213653e-06,"subnet"
"9606.ENSP00000319417","SKA3",5,1326,0.000134066228716986,5.65007962478676e-06,"subnet"
"9606.ENSP00000307479","ARNT2",5,5932,9.12741876597298e-05,2.94914938067778e-11,"subnet"
"9606.ENSP00000381008","MUC16",5,2650,0.000111333778668448,5.9815934162243e-07,"subnet"
"9606.ENSP00000393098","LPAR5",5,331,0.00010353038616834,1.6366106970136e-05,"subnet"
"9606.ENSP00000285379","CA2",5,4621,7.43273375947673e-05,1.0550306147845e-13,"subnet"
"9606.ENSP00000285393","ATP6V0D2",5,1.5,7.92895654931811e-05,9.79199327708884e-13,"subnet"
"9606.ENSP00000309432","RETREG3",5,16912.2607171881,9.03423976872346e-05,2.44917376047118e-11,"subnet"
"9606.ENSP00000333203","SERPINA5",5,5740.87895466252,0.000135685210312076,0.13774988020932,"subnet"
"9606.ENSP00000340176","RBPMS",5,11679,0.000110460620788689,3.55909614086252e-08,"subnet"
"9606.ENSP00000222728","HOXA6",5,0,0.000109902187053522,7.13908002772046e-08,"subnet"
"9606.ENSP00000222726","HOXA5",5,0,0.000109902187053522,7.13908002924166e-08,"subnet"
"9606.ENSP00000271688","CERS2",5,7779.9937057413,8.83236177353824e-05,3.3641854714e-11,"subnet"
"9606.ENSP00000219235","CCL22",5,20903.8412023496,0.000135648399348888,0.00230276291895686,"subnet"
"9606.ENSP00000487785","KCNA2",5,9086.27855106054,0.000121654501216545,6.43427391767285e-05,"subnet"
"9606.ENSP00000427603","GABRA2",5,0,8.19940964250574e-05,4.43290096982388e-13,"subnet"
"9606.ENSP00000317469","BBS1",5,10542.7108594631,0.000113378684807256,0.000493420589249425,"subnet"
"9606.ENSP00000245206","GOT2",5,30468.4868650134,0.000142857142857143,3.2720244738912e-05,"subnet"
"9606.ENSP00000261875","HACD3",5,0.25,9.37734433608402e-05,3.60710020805205e-11,"subnet"
"9606.ENSP00000342197","BTNL8",5,11677.7287330431,0.000124254473161034,8.44367420347617e-08,"subnet"
"9606.ENSP00000398273","SOX5",5,18571,0.000110864745011086,1.63898973943577e-07,"subnet"
"9606.ENSP00000398368","LIFR",5,10402.7393403034,0.00012569130216189,6.01204703047731e-05,"subnet"
"9606.ENSP00000411532","TOP2A",5,17616.406372605,0.000148279952550415,8.62211827158432e-06,"subnet"
"9606.ENSP00000373153","HACD2",5,0.25,9.37734433608402e-05,3.60709884459089e-11,"subnet"
"9606.ENSP00000362464","GJB3",5,439.999999999996,9.09669789866279e-05,2.8300768707537e-11,"subnet"
"9606.ENSP00000037502","MYOC",5,6138.0146197649,0.000117633219621221,2.61616921282603e-08,"subnet"
"9606.ENSP00000327758","NKX2-5",5,9131,8.68357068426537e-05,5.44798513544316e-11,"subnet"
"9606.ENSP00000302548","HOXD4",5,0,0.000109902187053522,7.13908002935929e-08,"subnet"
"9606.ENSP00000241125","GJA3",5,0.666666666666667,8.58221764503948e-05,1.26991828610122e-11,"subnet"
"9606.ENSP00000435712","GATA4",5,10992.5,9.1869545245751e-05,3.49866490618588e-10,"subnet"
"9606.ENSP00000364249","PLA2G5",5,0,0.000122699386503067,1.01301028394345e-06,"subnet"
"9606.ENSP00000484342","NEB",5,202.906196581196,0.000118539592223803,7.83063278501093e-08,"subnet"
"9606.ENSP00000251595","HBA2",4,662,0.000102322725877417,2.17152982472064e-06,"subnet"
"9606.ENSP00000467176","TNNT1",4,0,0.000116945386504502,4.37467201198429e-08,"subnet"
"9606.ENSP00000310332","FBXO45",4,45061.7864612742,0.000118849536486808,1.30177029077915e-06,"subnet"
"9606.ENSP00000264563","IL11",4,10003.4432635731,0.000126198889449773,9.66643674188017e-06,"subnet"
"9606.ENSP00000480474","COL19A1",4,0,0.000119445771619685,0.00628563101293572,"subnet"
"9606.ENSP00000299178","AVPR1A",4,1700.56113301903,8.30426839395449e-05,8.97736999124707e-14,"subnet"
"9606.ENSP00000228841","MYL2",4,6644.5146197649,0.000126726650614624,2.07733396725044e-07,"subnet"
"9606.ENSP00000264613","CP",4,5865.89267319367,0.000120875135984528,0.00099299267516835,"subnet"
"9606.ENSP00000265969","KCNC1",4,1327,0.000142247510668563,0.00159937364216774,"subnet"
"9606.ENSP00000298048","MELK",4,19556.7052837022,0.000154583397743082,4.62387516076667e-05,"subnet"
"9606.ENSP00000215368","EFNA2",4,0,0.000113134970019233,0.00033726798617172,"subnet"
"9606.ENSP00000362717","LHX2",4,3278.10773809524,0.000115901715345387,5.42738998800766e-08,"subnet"
"9606.ENSP00000300403","TPX2",4,36341.3228949461,0.000146735143066764,2.02622805776926e-06,"subnet"
"9606.ENSP00000494468","GJB6",4,3954,9.6749226006192e-05,1.55425463579211e-10,"subnet"
"9606.ENSP00000359215","TLX1",4,9102.32825078146,0.000136276914690651,5.63682435525722e-06,"subnet"
"9606.ENSP00000373539","STAB2",4,1327,0.000129516901955705,3.6378718506477e-08,"subnet"
"9606.ENSP00000323280","CD6",4,12919,9.84833563127831e-05,1.9115793521632e-08,"subnet"
"9606.ENSP00000479097","CCL14",4,20803.6611704784,0.000129735339906591,0.000304789792033196,"subnet"
"9606.ENSP00000363832","AOX1",4,322.459956709957,0.000119345984007638,7.05012737880429e-06,"subnet"
"9606.ENSP00000239243","MSX2",4,12441.9853802351,0.00011839924224485,1.28033185942976e-07,"subnet"
"9606.ENSP00000347055","MYL4",4,7.91666666666667,0.000126326427488631,2.26676663154034e-07,"subnet"
"9606.ENSP00000357711","S100A7",4,26761.7211671807,0.000149276011344977,0.000256829227517457,"subnet"
"9606.ENSP00000259365","TMOD1",4,0,0.000116945386504502,4.3746720103405e-08,"subnet"
"9606.ENSP00000442795","MYBPC3",4,3278.49955233605,0.00012853470437018,3.25586940718404e-07,"subnet"
"9606.ENSP00000477437","KCNJ6",4,0,8.07102502017756e-05,1.10979542969976e-13,"subnet"
"9606.ENSP00000428417","RIMS1",4,21973.7864612742,0.000106632544252506,2.01456587969519e-08,"subnet"
"9606.ENSP00000296435","CAMP",4,664,0.00012923235978289,0.00286993805182444,"subnet"
"9606.ENSP00000295101","KCNJ3",4,0,8.07102502017756e-05,1.10975229932356e-13,"subnet"
"9606.ENSP00000333919","BTLA",4,11032,9.2738569971251e-05,2.65354213770551e-09,"subnet"
"9606.ENSP00000234198","DLX2",4,14061.1724699679,0.000127388535031847,8.34186006602648e-07,"subnet"
"9606.ENSP00000480971","SSTR3",4,664,0.000107077845593747,7.90754062152686e-05,"subnet"
"9606.ENSP00000358831","ELOVL4",4,0,9.3764650726676e-05,3.26096542909108e-11,"subnet"
"9606.ENSP00000499058","DIABLO",4,6021.89103748177,0.000140686550365785,6.90404946058008e-06,"subnet"
"9606.ENSP00000442982","GPR17",4,0,0.00010351966873706,1.59508896423763e-05,"subnet"
"9606.ENSP00000368370","WT1",4,14167,9.74848898420745e-05,2.46257565045466e-09,"subnet"
"9606.ENSP00000321684","MEOX1",4,16631.416214641,9.28850083596508e-05,4.14587650533443e-11,"subnet"
"9606.ENSP00000427279","CXCL2",4,0.0909090909090909,0.000124953142571536,0.00197190177161348,"subnet"
"9606.ENSP00000261267","LYZ",4,664,0.00012923235978289,0.00286993805182445,"subnet"
"9606.ENSP00000346693","ELOVL2",4,0,9.3764650726676e-05,3.26096427357303e-11,"subnet"
"9606.ENSP00000357393","EFNA3",4,0,0.000113134970019233,0.000337267986171722,"subnet"
"9606.ENSP00000333433","SKA2",4,0,0.000134030290845731,5.57784269433157e-06,"subnet"
"9606.ENSP00000417261","GPR156",4,0,8.06842020332419e-05,1.06047380254319e-13,"subnet"
"9606.ENSP00000261037","COL8A1",4,0,0.000119445771619685,0.00628563101293571,"subnet"
"9606.ENSP00000308122","ATP6V0A4",4,0,7.92832791564259e-05,9.05937129016785e-13,"subnet"
"9606.ENSP00000285116","SKA1",4,0,0.000134030290845731,5.57784269435452e-06,"subnet"
"9606.ENSP00000429562","UNC13A",4,28922.8773703651,0.000112561909049977,1.624000787643e-07,"subnet"
"9606.ENSP00000369251","MAB21L1",4,126.372610722608,0.00012748597654258,1.20524885834397e-06,"subnet"
"9606.ENSP00000358513","CNR1",4,7127.91931089157,0.000110290062865336,3.91353576749168e-07,"subnet"
"9606.ENSP00000371587","KCNIP4",4,39191.524736237,0.000158579130986362,0.0455185123374373,"subnet"
"9606.ENSP00000287713","NMNAT2",4,42459.4228249105,0.000125078173858662,1.04813558403426e-05,"subnet"
"9606.ENSP00000352071","CD163",4,4175.29568012207,0.00010972130787799,1.49445035935946e-05,"subnet"
"9606.ENSP00000303153","COL22A1",4,0,0.000119445771619685,0.00628563101293571,"subnet"
"9606.ENSP00000364163","NOTCH4",4,1986,9.68523002421307e-05,1.9096170209327e-05,"subnet"
"9606.ENSP00000327246","VIPR1",4,5378.56608516139,8.41963458785889e-05,1.133055863214e-13,"subnet"
"9606.ENSP00000499593","TNNT2",4,0,0.000116945386504502,4.37467201039055e-08,"subnet"
"9606.ENSP00000199936","HSD17B2",4,4606,0.000113636363636364,7.663059104153e-09,"subnet"
"9606.ENSP00000367832","CCL7",4,448.431950089801,0.000125486259254612,0.00119516485830044,"subnet"
"9606.ENSP00000219244","CCL17",4,60.5251196172249,0.000125486259254612,0.00151071149387635,"subnet"
"9606.ENSP00000449500","RNASEK",4,0,7.92832791564259e-05,9.05890245571122e-13,"subnet"
"9606.ENSP00000450540","SERPINA3",4,4106.73558020071,0.000126550240445457,0.00462387782346774,"subnet"
"9606.ENSP00000414378","EFNA4",4,0,0.000113134970019233,0.000337267986171735,"subnet"
"9606.ENSP00000356975","ADAMTS4",4,3991.85316216042,0.000110975474420153,0.00125995075371439,"subnet"
"9606.ENSP00000343676","GJA4",4,0,8.58148116364885e-05,1.18030594686828e-11,"subnet"
"9606.ENSP00000306772","LDB2",4,3597.99304742515,0.000124223602484472,2.31150474219204e-07,"subnet"
"9606.ENSP00000283243","PLA2R1",4,10255.4452177825,0.000125109470786939,7.27987908249631e-07,"subnet"
"9606.ENSP00000451406","HSD17B6",4,664,0.000105741778576716,1.21671329368088e-09,"subnet"
"9606.ENSP00000234396","ATP6V1B1",4,0,7.92832791564259e-05,9.05924352054303e-13,"subnet"
"9606.ENSP00000291527","TFF1",4,7120.52602376405,0.000121050720251786,1.00639673480416e-07,"subnet"
"9606.ENSP00000410561","CDK3",4,1327,0.00012685525815045,4.80756221274255e-07,"subnet"
"9606.ENSP00000362139","EPHA10",4,0,0.000113134970019233,0.000337267986171719,"subnet"
"9606.ENSP00000494175","HBB",4,662,0.000102322725877417,2.17152982470407e-06,"subnet"
"9606.ENSP00000364847","MAGED1",4,9713.32361552921,0.000103455410717981,1.94261402257637e-09,"subnet"
"9606.ENSP00000386200","FOXP2",4,7681.75346546667,0.000124192747143567,0.00419931405556293,"subnet"
"9606.ENSP00000352561","CALCR",4,0,8.06842020332419e-05,1.06074488642041e-13,"subnet"
"9606.ENSP00000376568","MLF1",4,0,0.00012745347947999,7.57228262214515e-06,"subnet"
"9606.ENSP00000315564","LGALS9B",4,9777,8.75886835420864e-05,3.29525516672725e-10,"subnet"
"9606.ENSP00000338207","LMO1",4,1982.99799632621,0.000126887450831113,7.05990682126403e-07,"subnet"
"9606.ENSP00000377854","LHX6",4,3868.63530401852,0.000127713920817369,7.00193322481081e-07,"subnet"
"9606.ENSP00000389814","ADIPOQ",4,13342.3886256164,0.000126135216952573,0.0319570192313871,"subnet"
"9606.ENSP00000340684","MAOA",4,19767.941794121,0.000129533678756477,6.00557002602774e-07,"subnet"
"9606.ENSP00000498684","FHL1",4,7837.56991910769,0.000124239035905081,1.1669797086361e-06,"subnet"
"9606.ENSP00000364298","FKBPL",4,3362.40044814146,0.000130821559392988,1.05558665952399e-07,"subnet"
"9606.ENSP00000485659","MUC5AC",4,6160.35935709738,0.000119574315437044,6.12376541765805e-06,"subnet"
"9606.ENSP00000498939","CYP3A4",4,668.5,0.000122609122118686,6.7275357702787e-08,"subnet"
"9606.ENSP00000496255","EYA1",4,4400.2125,0.000135135135135135,5.34767075360014e-06,"subnet"
"9606.ENSP00000359539","GOT1",3,123.118421052632,0.000132766861391397,4.9644444223553e-06,"subnet"
"9606.ENSP00000371272","PLIN5",3,2136.52271874245,0.000127746550843127,5.80449608770127e-07,"subnet"
"9606.ENSP00000443292","FAM222A",3,0,0.000118638035354135,6.19628794203679e-07,"subnet"
"9606.ENSP00000420525","TFR2",3,664,0.000108944329447652,7.78941119277569e-07,"subnet"
"9606.ENSP00000361965","ADA",3,1327,0.000107781849536538,1.14421719277765e-07,"subnet"
"9606.ENSP00000396688","C4A",3,6839.49034455421,0.000136017410228509,0.13067575631985,"subnet"
"9606.ENSP00000494708","HBD",3,0,9.5831336847149e-05,5.8523713985291e-07,"subnet"
"9606.ENSP00000382083","COL25A1",3,198.628940999103,0.000136017410228509,0.149228384790478,"subnet"
"9606.ENSP00000372313","MSLN",3,7621.28979423045,0.000120105693009849,4.75298837101986e-06,"subnet"
"9606.ENSP00000251363","CERS4",3,0,8.81989768918681e-05,3.02235465685169e-11,"subnet"
"9606.ENSP00000347451","LINGO1",3,2980.51461976491,0.000109781534745856,3.21030681666103e-09,"subnet"
"9606.ENSP00000251303","SLX1A",3,33667.6312646771,0.000136332651670075,3.93512465915716e-08,"subnet"
"9606.ENSP00000358107","CA14",3,0,7.80152909970354e-05,1.083211405707e-12,"subnet"
"9606.ENSP00000300738","RRM1",3,664,0.000133457894034432,4.50270081987402e-07,"subnet"
"9606.ENSP00000250092","CD68",3,1327,7.92895654931811e-05,5.91165252471583e-13,"subnet"
"9606.ENSP00000371152","ASAH1",3,0,8.81989768918681e-05,3.02235531915518e-11,"subnet"
"9606.ENSP00000166139","FSTL3",3,664,9.25668795704897e-05,2.96885526662906e-09,"subnet"
"9606.ENSP00000252321","KCNA5",3,6465.59906388106,0.000121817517358996,8.81089150134734e-06,"subnet"
"9606.ENSP00000362702","NEK6",3,1327,9.26440615156568e-05,8.75294994569321e-07,"subnet"
"9606.ENSP00000384179","ZFPM2",3,1292,9.1743119266055e-05,3.39615523920666e-10,"subnet"
"9606.ENSP00000253799","AOC2",3,9289.1833238494,0.000124626121635095,2.19800827534116e-07,"subnet"
"9606.ENSP00000287139","NODAL",3,23664.5771750895,0.000100989699050697,1.20998619517219e-08,"subnet"
"9606.ENSP00000420040","KCNIP2",3,519.988095238095,0.000149880095923261,0.00639064191690357,"subnet"
"9606.ENSP00000230792","NUDT12",3,0,0.000123198225945546,1.03431787054025e-05,"subnet"
"9606.ENSP00000313581","KLK2",3,2635.86659962417,0.000130463144161774,0.0171487644841728,"subnet"
"9606.ENSP00000492024","PAX6",3,13718.4195395649,0.000135611608353675,4.69048487051177e-06,"subnet"
"9606.ENSP00000312326","AOC3",3,9289.1833238494,0.000124626121635095,2.19800827541098e-07,"subnet"
"9606.ENSP00000385334","MAD1L1",3,22983.3772364775,0.000138350857775318,3.28934276742362e-06,"subnet"
"9606.ENSP00000430846","KCNB2",3,1.5,0.00010492078480747,1.40560031433498e-06,"subnet"
"9606.ENSP00000259396","ORM1",3,1986,0.000125960448419196,1.48938477245713e-07,"subnet"
"9606.ENSP00000319476","ICOS",3,0,7.8665827564506e-05,6.93949755108318e-12,"subnet"
