ensembl_gene_id,external_gene_name,description,gene_biotype,degree,betweenness,closeness,eigen_centrality,cluster,source
ENSG00000092820,EZR,ezrin ,protein_coding,80,28294.5255973344,0.000106326422115896,0.138524617468907,white,STRING
ENSG00000096717,SIRT1,sirtuin 1 ,protein_coding,80,22465.0873552324,0.000104025798398003,0.280233472975576,white,STRING
ENSG00000259207,ITGB3,integrin subunit beta 3 ,protein_coding,80,20384.8622379433,0.000102396067990989,0.116336779046671,white,STRING
ENSG00000103275,UBE2I,ubiquitin conjugating enzyme E2 I ,protein_coding,79,23187.4301808926,0.000103188525435972,0.195011463838278,white,STRING
ENSG00000165280,VCP,valosin containing protein ,protein_coding,79,38167.4223534116,0.000107204116638079,0.21816962854445,white,STRING
ENSG00000185345,PRKN,parkin RBR E3 ubiquitin protein ligase ,protein_coding,79,43578.9220074157,0.000105797714769361,0.192446845568073,white,STRING
ENSG00000186868,MAPT,microtubule associated protein tau ,protein_coding,79,35307.3386392104,0.000110314396028682,0.179443780518789,white,STRING
ENSG00000270882,H4C14,H4 clustered histone 14 ,protein_coding,79,1781.955215901,9.73520249221184e-05,0.429371989571076,white,STRING
ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5 ,protein_coding,78,35519.8807415452,0.000106986198780357,0.130350939869294,white,STRING
ENSG00000072401,UBE2D1,ubiquitin conjugating enzyme E2 D1 ,protein_coding,78,13277.3306920411,0.000101801893515219,0.24430350161328,white,STRING
ENSG00000172977,KAT5,lysine acetyltransferase 5 ,protein_coding,77,17154.0069948779,0.000103135313531353,0.295185859650467,white,STRING
ENSG00000174775,HRAS,"HRas proto-oncogene, GTPase ",protein_coding,77,21408.5391675166,0.000103562551781276,0.12233885515925,white,STRING
ENSG00000197061,H4C3,H4 clustered histone 3 ,protein_coding,77,1633.12599547038,9.70779535967382e-05,0.419549634477279,white,STRING
ENSG00000276180,H4C9,H4 clustered histone 9 ,protein_coding,77,1767.5765306668,9.71722864639005e-05,0.4122634569388,white,STRING
ENSG00000004487,KDM1A,lysine demethylase 1A ,protein_coding,76,8118.405823449,0.000100351229302559,0.295527326339089,white,STRING
ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta ,protein_coding,76,15394.8889268502,0.000106089539571398,0.183392698018488,white,STRING
ENSG00000111642,CHD4,chromodomain helicase DNA binding protein 4 ,protein_coding,76,5370.62526752038,9.50209045990118e-05,0.302262278984263,white,STRING
ENSG00000143799,PARP1,poly(ADP-ribose) polymerase 1 ,protein_coding,76,12491.0125260031,0.000100959111559818,0.30720668315408,white,STRING
ENSG00000175279,CENPS,centromere protein S ,protein_coding,76,2554.20689689569,9.3257483913084e-05,0.300267536752721,white,STRING
ENSG00000197837,H4C16,H4 histone 16 ,protein_coding,76,1829.90377410229,9.71722864639005e-05,0.412342353898427,white,STRING
ENSG00000269335,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma ,protein_coding,76,13644.8111731876,0.000105954651409197,0.219403302263399,white,STRING
ENSG00000275126,H4C13,H4 clustered histone 13 ,protein_coding,76,1615.99911205411,9.70496894409938e-05,0.414391246727222,white,STRING
ENSG00000278705,H4C2,H4 clustered histone 2 ,protein_coding,76,1615.99911205411,9.70496894409938e-05,0.414391246727222,white,STRING
ENSG00000101966,XIAP,X-linked inhibitor of apoptosis ,protein_coding,75,15871.5588730359,0.000102711585866886,0.165783950931115,white,STRING
ENSG00000137154,RPS6,ribosomal protein S6 ,protein_coding,75,4935.99995109694,9.83284169124877e-05,0.210914062473892,white,STRING
ENSG00000158406,H4C8,H4 clustered histone 8 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000169689,CENPX,centromere protein X ,protein_coding,75,2376.73909990018,9.3101201005493e-05,0.299384683043993,white,STRING
ENSG00000197238,H4C11,H4 clustered histone 11 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000270276,H4C15,H4 clustered histone 15 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000273542,H4C12,H4 clustered histone 12 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000276966,H4C5,H4 clustered histone 5 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000277157,H4C4,H4 clustered histone 4 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000278637,H4C1,H4 clustered histone 1 ,protein_coding,75,1596.2955865159,9.69367972082202e-05,0.40890218805811,white,STRING
ENSG00000105329,TGFB1,transforming growth factor beta 1 ,protein_coding,74,25692.9568654906,0.000105574324324324,0.152522876879178,white,STRING
ENSG00000127955,GNAI1,G protein subunit alpha i1 ,protein_coding,74,14237.4214905395,9.53197979220284e-05,0.0488513549550966,white,STRING
ENSG00000140443,IGF1R,insulin like growth factor 1 receptor ,protein_coding,74,20024.671331206,0.000108049702863317,0.173353946240269,white,STRING
ENSG00000140575,IQGAP1,IQ motif containing GTPase activating protein 1 ,protein_coding,74,25857.6797257208,0.000107353730542136,0.138885021555546,white,STRING
ENSG00000145386,CCNA2,cyclin A2 ,protein_coding,74,11000.0881871186,0.000100341159943809,0.22522623454302,white,STRING
ENSG00000156052,GNAQ,G protein subunit alpha q ,protein_coding,74,23465.477787671,9.53652489032996e-05,0.0517028417309099,white,STRING
ENSG00000185883,ATP6V0C,ATPase H+ transporting V0 subunit c ,protein_coding,74,12580.1305537452,8.53023969973556e-05,0.0193908261613021,tomato,subnet
ENSG00000196924,FLNA,filamin A ,protein_coding,74,27096.5900353434,0.000108061378863194,0.151976913387377,white,STRING
ENSG00000203811,H3C14,H3 clustered histone 14 ,protein_coding,74,4652.31301742782,9.59232613908873e-05,0.379739033487265,white,STRING
ENSG00000113558,SKP1,S-phase kinase associated protein 1 ,protein_coding,73,14461.2931737264,0.000102976006590464,0.230839709424041,white,STRING
ENSG00000130816,DNMT1,DNA methyltransferase 1 ,protein_coding,73,8008.01668269179,0.000101091791346543,0.340309359505034,white,STRING
ENSG00000138685,FGF2,fibroblast growth factor 2 ,protein_coding,73,19753.5433070281,0.00010350895352448,0.171272961584052,white,STRING
ENSG00000149273,RPS3,ribosomal protein S3 ,protein_coding,73,6377.3790099181,0.000100270730973629,0.234226266320387,white,STRING
ENSG00000153201,RANBP2,RAN binding protein 2 ,protein_coding,73,21282.9539328306,0.000104199228925706,0.121082586012632,white,STRING
ENSG00000166710,B2M,beta-2-microglobulin ,protein_coding,73,28106.9005831118,0.000101595042161943,0.0816203932340382,white,STRING
ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A ,protein_coding,72,8340.41324767503,0.000104318798247444,0.209283079620271,white,STRING
ENSG00000115808,STRN,striatin ,protein_coding,72,15129.1680592145,0.000102438024994878,0.118107525323785,white,STRING
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A ,protein_coding,72,6881.67399128311,0.00010354110581901,0.282794363955836,white,STRING
ENSG00000132383,RPA1,replication protein A1 ,protein_coding,72,4912.87331743248,9.83671060397403e-05,0.260765518381173,white,STRING
ENSG00000147065,MSN,moesin ,protein_coding,72,14866.984909755,0.000106360348861944,0.123559950044148,white,STRING
ENSG00000184009,ACTG1,actin gamma 1 ,protein_coding,72,14234.4959113583,0.00010366991499067,0.107023830158375,white,STRING
ENSG00000087460,GNAS,GNAS complex locus ,protein_coding,71,11825.1507712473,9.09669789866279e-05,0.0348111337787611,white,STRING
ENSG00000105193,RPS16,ribosomal protein S16 ,protein_coding,71,3490.93206686324,9.7380465478625e-05,0.206019438579304,white,STRING
ENSG00000134057,CCNB1,cyclin B1 ,protein_coding,71,23766.9410353677,0.000101317122593718,0.197279797080858,white,STRING
ENSG00000163631,ALB,albumin ,protein_coding,71,39113.9871008302,9.97904400758407e-05,0.0433074779913507,white,STRING
ENSG00000121807,CCR2,C-C motif chemokine receptor 2 ,protein_coding,70,5119.92995560873,9.19709371838499e-05,0.0349832285670664,white,STRING
ENSG00000130726,TRIM28,tripartite motif containing 28 ,protein_coding,70,13638.3342351725,0.000102113754722761,0.239365313554429,white,STRING
ENSG00000180871,CXCR2,C-X-C motif chemokine receptor 2 ,protein_coding,70,18968.2808772211,9.56297217175098e-05,0.0400801571109923,white,STRING
ENSG00000187608,ISG15,ISG15 ubiquitin like modifier ,protein_coding,70,8694.81834525311,9.76467141880676e-05,0.228319902045819,white,STRING
ENSG00000198400,NTRK1,neurotrophic receptor tyrosine kinase 1 ,protein_coding,70,11829.1014097044,0.000102944204241301,0.132151468430512,white,STRING
ENSG00000271503,CCL5,C-C motif chemokine ligand 5 ,protein_coding,70,9252.41119933683,9.26354793886058e-05,0.0331733154993893,white,STRING
ENSG00000108953,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon ,protein_coding,69,23796.6135375434,0.000105999576001696,0.135808458267315,white,STRING
ENSG00000182866,LCK,"LCK proto-oncogene, Src family tyrosine kinase ",protein_coding,69,14220.8199713549,0.00010350895352448,0.141398960856354,white,STRING
ENSG00000188375,H3-5,H3.5 histone ,protein_coding,69,3736.46259568119,9.65623792970259e-05,0.305573157602144,white,STRING
ENSG00000196419,XRCC6,X-ray repair cross complementing 6 ,protein_coding,69,20319.2497727398,0.000102406554019457,0.226442384503309,white,STRING
ENSG00000106799,TGFBR1,transforming growth factor beta receptor 1 ,protein_coding,68,29849.9088029005,0.000105474106106951,0.180599804440001,white,STRING
ENSG00000128052,KDR,kinase insert domain receptor ,protein_coding,68,11947.7216733401,0.000104865771812081,0.145051054851207,white,STRING
ENSG00000170759,KIF5B,kinesin family member 5B ,protein_coding,68,8216.5942214699,0.000100421771440048,0.0896823815147882,white,STRING
ENSG00000183625,CCR3,C-C motif chemokine receptor 3 ,protein_coding,68,8102.97014924854,9.21574048474795e-05,0.0353200777134833,white,STRING
ENSG00000112039,FANCE,FA complementation group E ,protein_coding,67,2826.58953838686,9.4170825878143e-05,0.233661489217325,white,STRING
ENSG00000132535,DLG4,discs large MAGUK scaffold protein 4 ,protein_coding,67,34460.0264761887,0.000101615689462453,0.0741539572002616,white,STRING
ENSG00000142937,RPS8,ribosomal protein S8 ,protein_coding,67,1511.1493787525,9.65437343116432e-05,0.196156836095874,white,STRING
ENSG00000145335,SNCA,synuclein alpha ,protein_coding,67,22820.0762540262,0.000107089312486614,0.164282233505457,white,STRING
ENSG00000163823,CCR1,C-C motif chemokine receptor 1 ,protein_coding,67,3243.50943877504,8.94134477825465e-05,0.0297475888960821,white,STRING
ENSG00000185591,SP1,Sp1 transcription factor ,protein_coding,67,6559.66833544742,0.000102218133496882,0.240055138344625,white,STRING
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase ,protein_coding,67,32544.5004123444,0.000102806620746376,0.125915295137752,white,STRING
ENSG00000106399,RPA3,replication protein A3 ,protein_coding,66,3136.49972247295,9.5593155530064e-05,0.229273364556136,white,STRING
ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12 ,protein_coding,66,15911.5539733555,9.89511181476351e-05,0.0553617805884352,white,STRING
ENSG00000117748,RPA2,replication protein A2 ,protein_coding,66,3336.16637112212,9.68992248062015e-05,0.243521810258159,white,STRING
ENSG00000125730,C3,complement C3 ,protein_coding,66,31255.2468691185,9.49938254013489e-05,0.0202803160335645,white,STRING
ENSG00000137076,TLN1,talin 1 ,protein_coding,66,12115.5470472798,0.000100704934541793,0.0924615519629484,white,STRING
ENSG00000145425,RPS3A,ribosomal protein S3A ,protein_coding,66,1890.55896130247,9.8512461826421e-05,0.21496423613276,white,STRING
ENSG00000159216,RUNX1,RUNX family transcription factor 1 ,protein_coding,66,11725.3546851493,0.000100240577385726,0.228473719384575,white,STRING
ENSG00000171863,RPS7,ribosomal protein S7 ,protein_coding,66,1713.65177635639,9.89217528934613e-05,0.215349763717614,white,STRING
ENSG00000204209,DAXX,death domain associated protein ,protein_coding,66,4388.9392892677,9.95222929936306e-05,0.321606418547785,white,STRING
ENSG00000108773,KAT2A,lysine acetyltransferase 2A ,protein_coding,65,4983.51579401794,9.8173964264677e-05,0.251819052559616,white,STRING
ENSG00000110330,BIRC2,baculoviral IAP repeat containing 2 ,protein_coding,65,8150.68083591224,9.87751876728566e-05,0.1581464456173,white,STRING
