"","weighted_zscore","unweighted_zscore"
"ABCC8",0.346032364992635,0.346032364992635
"ABCC9",1.39454107773935,0.805666362740271
"ABCD1",-1.79783419889136,-1.79783419889136
"ABCD1P2",-0.920004846860177,-0.920004846860177
"ABCD1P3",-0.403748512294,-0.403748512294
"ABCD1P4",NA,NA
"ABCD1P5",2.20206430942516,2.20206430942516
"ABCD2",1.34221883616524,1.34221883616524
"ABCD3",-0.537114433976806,-0.537114433976806
"ABCD4",-0.335673189599333,-0.335673189599333
"ABCE1",0.527046399136534,0.527046399136534
"ABCF1",-0.38788866121126,-0.38788866121126
"ABCF2",0.38681001358132,0.38681001358132
"ABCF2-H2BK1",0.38681001358132,0.38681001358132
"ABCF2P1",-0.530377491322588,-0.530377491322588
"ABCF2P2",0.588729039411068,0.588729039411068
"ABCF3",0.5362985712012,0.5362985712012
"ABCG1",0.988725526768954,0.988725526768954
"ABCG2",0.140997949979131,0.140997949979131
"ABCG4",-0.0262488189691936,-0.0262488189691936
"ABCG5",0.964818403978431,0.964818403978431
"ABCG8",0.964818403978431,0.964818403978431
"ABHD1",1.31261444776596,1.31261444776596
"ABHD10",-1.36650298193423,-0.898425623576439
"ABHD11",1.29016941204439,1.29016941204439
"ABHD12",-0.31568873615905,-0.31568873615905
"ABHD12B",-1.05054743574462,-1.05054743574462
"ABHD13",-0.0334056491588731,-0.0620274601177358
"ABHD14A",-0.192761726097026,-0.192761726097026
"ABHD14A-ACY1",-0.192761726097026,-0.192761726097026
"ABHD14B",-0.192761726097026,-0.192761726097026
"ABHD15",-0.653417200585994,-0.653417200585994
"ABHD15-AS1",-0.653417200585994,-0.653417200585994
"ABHD16A",NA,NA
"ABHD16B",NA,NA
"ABHD17A",-0.643422773889845,-0.643422773889845
"ABHD17AP1",0.19467420444853,0.19467420444853
"ABHD17AP3",1.09416934835884,1.09416934835884
"ABHD17AP4",-0.613209269578368,-0.613209269578368
"ABHD17AP5",0.12127672727707,0.12127672727707
"ABHD17AP6",-0.808326776034802,-0.808326776034802
"ABHD17AP7",-0.403748512294,-0.403748512294
"ABHD17AP8",-0.291845374771215,-0.291845374771215
"ABHD17AP9",-0.365570895708503,-0.365570895708503
"ABHD17B",-1.18628691266048,-1.18628691266048
"ABHD17C",-0.438652196690119,-0.438652196690119
"ABHD18",0.11728867231318,0.11728867231318
"ABHD2",-0.625089035684731,-0.54927569484549
"ABHD3",-0.41586635329691,-0.41586635329691
"ABHD4",-0.36347686176512,-0.36347686176512
"ABHD5",-0.115960282275344,-0.115960282275344
"ABHD6",-0.0708776463023826,-0.0708776463023826
"ABHD8",2.44563441160211,2.44563441160211
"ABI1",-0.963406049405462,-0.963406049405462
"ABI1P1",-1.11685474902512,-1.11685474902512
"ABI2",0.0624823994249355,0.0624823994249355
"ABI3",-0.0982043114023037,-0.0982043114023037
"ABI3BP",-1.12527427345492,-1.12527427345492
"ABITRAM",-1.71516352719353,-1.71516352719353
"ABITRAMP1",0.0579160319314331,0.0579160319314331
"ABL1",-1.0873051287776,-1.0873051287776
"ABL2",0.286373799594909,0.0778746999508497
"ABLIM1",0.523180210443017,1.46051218646095
"ABLIM2",-0.524181824677336,-0.587460975878675
"ABLIM3",-1.97053178708242,-1.97053178708242
"ABO",-1.02316816425172,-1.02316816425172
"ABR",-1.05621945941931,-0.941636076016294
"ABR-AS1",-0.933103179501539,-0.933103179501539
"ABRA",-0.718038091443026,-0.718038091443026
"ABRACL",0.0911784866317884,0.0911784866317884
"ABRAXAS1",0.124242273527222,0.124242273527222
"ABRAXAS2",1.70076519476169,0.639460149803556
"ABT1",-0.310274587183552,-0.310274587183552
"ABT1P1",0.0652416371684653,0.0652416371684653
"ABTB1",1.52228289190555,1.52228289190555
"ABTB2",0.0507906325985985,0.0507906325985985
"ABTB3",0.860535678309943,0.858538728391053
"ACAA1",-0.0956372948165347,-0.0956372948165347
"ACAA2",0.278197289076721,0.278197289076721
"ACAA2P1",2.59299999422281,2.59299999422281
"ACACA",-0.897102031743873,-0.782669877024588
"ACACB",-0.11387035951209,-0.24854022928781
"ACAD10",-0.128102944374913,-0.233601617314323
"ACAD11",1.55618078862482,1.55618078862482
"ACAD8",0.446041964634976,0.446041964634976
"ACAD9",1.5952008407171,1.5952008407171
"ACAD9-DT",1.5952008407171,1.5952008407171
"ACADL",0.1357725779337,0.1357725779337
"ACADM",-0.392609795152308,-0.392609795152308
"ACADS",-0.24354614234084,-0.24354614234084
"ACADSB",1.72625809398027,1.35452870322526
"ACADVL",-0.784611189089896,-0.784611189089896
"ACAN",-0.649120221522321,-0.691878903538556
"ACAP1",-0.784611189089896,-0.784611189089896
"ACAP2",0.404909841334223,0.404909841334223
"ACAP2-IT1",0.404909841334223,0.404909841334223
"ACAP3",NA,NA
"ACAT1",-0.263626154570948,-0.263626154570948
"ACAT2",1.12603678476395,1.12603678476395
"ACBD3",1.0217967902141,1.0217967902141
"ACBD3-AS1",1.0217967902141,1.0217967902141
"ACBD4",1.55536996300993,1.55536996300993
"ACBD5",-1.0605041166208,-1.0605041166208
"ACBD6",0.0849404595640364,0.0849404595640364
"ACBD7",-0.857590521200195,-0.857590521200195
"ACCS",-0.130966360745029,-0.130966360745029
"ACCSL",-0.130966360745029,-0.130966360745029
"ACD",-1.55005814000591,-1.55005814000591
"ACE",-0.362599987505002,-0.362599987505002
"ACE2",-1.75811770651764,-1.55215189208192
"ACE2-DT",-1.65869748568223,-1.65869748568223
"ACE3P",-0.362599987505002,-0.362599987505002
"ACER1",-1.07354426053892,-1.07354426053892
"ACER2",0.934708504309261,0.934708504309261
"ACER2P1",0.0959563765769059,0.0959563765769059
"ACER3",-0.508505450049083,-0.55187254909581
"ACHE",1.20716070279165,1.20716070279165
"ACIN1",-0.0683140787099783,-0.0683140787099783
"ACKR1",0.364886962695274,0.364886962695274
"ACKR2",-0.162096941112241,-0.162096941112241
"ACKR3",-0.552092102475031,-0.552092102475031
"ACKR4",1.55618078862482,1.55618078862482
"ACKR4P1",0.0911784866317884,0.0911784866317884
"ACLY",-0.821716958823447,-0.821716958823447
"ACMSD",-0.346335822006026,-0.346335822006026
"ACNATP",-1.89371247426252,-1.89371247426252
"ACO1",0.86932078534061,0.86932078534061
"ACO2",0.0630837279978473,0.0630837279978473
"ACOD1",-0.194095723549558,-0.194095723549558
"ACOT1",0.249532926080154,0.249532926080154
"ACOT11",1.02242726167255,1.02242726167255
"ACOT12",-0.529477959641723,-0.529477959641723
"ACOT13",-0.264055442187007,-0.436126766576051
"ACOT2",-0.436233938155267,-0.436233938155267
"ACOT4",-0.436233938155267,-0.436233938155267
"ACOT6",-0.436233938155267,-0.436233938155267
"ACOT7",0.829246804962244,0.824289482648818
"ACOT8",0.99683084712772,0.99683084712772
"ACOT9",0.517530340591927,1.04126273567202
"ACOX1",-1.32547150330009,-1.32547150330009
"ACOX2",-0.0708776463023826,-0.0708776463023826
"ACOX3",-0.57376979289019,-0.532364425707684
"ACOXL",-1.17731683003226,-1.09706628553815
"ACOXL-AS1",-1.00848205303844,-1.00848205303844
"ACP1",NA,NA
"ACP2",0.0192870173544311,0.0192870173544311
"ACP3",1.72428070689701,1.74598953238413
"ACP4",0.834896633652669,0.834896633652669
"ACP5",0.857509927396331,0.857509927396331
"ACP6",0.125792542934249,0.125792542934249
"ACP7",0.784857568971881,0.245019200298006
"ACR",NA,NA
"ACRBP",0.57577430655922,0.57577430655922
"ACRP1",-0.36886499096586,-0.36886499096586
"ACRV1",0.461857713619315,0.461857713619315
"ACSBG1",-0.481661104363372,-0.481661104363372
"ACSBG2",-1.07354426053892,-1.07354426053892
"ACSF2",-0.660979893927541,-0.660979893927541
"ACSF3",-1.37668008914586,-1.37668008914586
"ACSL1",-1.03225134604976,-0.982787433014437
"ACSL3",-0.329949391808797,-0.329949391808797
"ACSL3-AS1",-0.329949391808797,-0.329949391808797
"ACSL4",0.723695186489303,0.723695186489303
"ACSL5",0.273253979709533,0.273253979709533
"ACSL6",-0.78883281981265,-0.78883281981265
"ACSL6-AS1",-0.78883281981265,-0.78883281981265
"ACSM1",-0.313481793921763,-0.313481793921763
"ACSM2A",-0.313481793921763,-0.313481793921763
"ACSM2B",-0.313481793921763,-0.313481793921763
"ACSM3",-0.313481793921763,-0.313481793921763
"ACSM4",0.604263951421833,0.604263951421833
"ACSM5",-0.313481793921763,-0.313481793921763
"ACSM5P1",-0.313481793921763,-0.313481793921763
"ACSM6",-1.08837027250879,-1.08837027250879
"ACSS1",-0.31568873615905,-0.31568873615905
"ACSS2",0.578642861174663,0.578642861174663
"ACSS3",1.81782666530202,1.81782666530202
"ACTA1",1.15809715649808,1.15809715649808
"ACTA2",-0.985307303329654,-0.985307303329654
"ACTA2-AS1",-0.985307303329654,-0.985307303329654
"ACTB",1.70786758769114,1.70786758769114
"ACTBL2",-0.826810905047146,-0.826810905047146
"ACTBP1",2.59358922668153,2.59358922668153
"ACTBP11",1.09818503700058,1.09818503700058
"ACTBP12",-0.543679834263227,-0.543679834263227
"ACTBP14",-1.28515782885313,-1.28515782885313
"ACTBP15",-0.938531434072786,-0.938531434072786
"ACTBP2",-0.695474795924631,-0.695474795924631
"ACTBP4",-0.78883281981265,-0.78883281981265
"ACTBP6",-0.836284570681207,-0.836284570681207
"ACTBP7",-1.36881675987469,-1.36881675987469
"ACTBP8",-1.24437203649205,-1.24437203649205
"ACTBP9",0.157448961069169,0.157448961069169
"ACTC1",-1.34071841889192,-1.34071841889192
"ACTE1P",-0.542400806424556,-0.542400806424556
"ACTG1",-1.41177999464657,-1.41177999464657
"ACTG1P1",2.25695265264395,2.25695265264395
"ACTG1P10",-0.206867485765193,-0.206867485765193
"ACTG1P11",NA,NA
"ACTG1P12",-0.358220610444764,-0.358220610444764
"ACTG1P13",-0.968737207732774,-0.968737207732774
"ACTG1P14",0.881860535294166,0.881860535294166
"ACTG1P15",-1.33372459315845,-1.33372459315845
"ACTG1P16",-1.53107022556881,-1.53107022556881
"ACTG1P17",-0.455803201543348,-0.455803201543348
"ACTG1P18",-1.49995475636174,-1.49995475636174
"ACTG1P19",-1.88658915513137,-1.88658915513137
"ACTG1P2",NA,NA
"ACTG1P20",1.31926354919105,1.31926354919105
"ACTG1P21",-0.386003961240936,-0.386003961240936
"ACTG1P22",1.80922861303086,1.80922861303086
"ACTG1P23",0.416893791889822,0.416893791889822
"ACTG1P24",-0.755260966051699,-0.755260966051699
"ACTG1P25",0.0939891854767099,0.0939891854767099
"ACTG1P3",2.66265425207575,2.66265425207575
"ACTG1P4",-1.19351730138979,-1.19351730138979
"ACTG1P9",-0.775965027623037,-0.775965027623037
"ACTG2",2.43176603884341,2.43176603884341
"ACTL10",0.830670683678493,0.830670683678493
"ACTL11P",-0.100634737613905,-0.100634737613905
"ACTL6A",0.533880679230606,0.533880679230606
"ACTL6B",1.20151255304175,1.20151255304175
"ACTL7A",-1.31538210629005,-1.31538210629005
"ACTL7B",-1.31538210629005,-1.31538210629005
"ACTL8",0.863231306186554,0.863231306186554
"ACTL9",0.797219504248805,0.797219504248805
"ACTN1",-0.196593091359019,-0.279743561643008
"ACTN1-DT",-0.209741589861969,-0.209741589861969
"ACTN2",0.251436872588561,0.251436872588561
"ACTN3",-0.634038937972632,-0.634038937972632
"ACTN4",0.945141296574363,0.945141296574363
"ACTN4P1",0.0180941426815717,0.0180941426815717
"ACTN4P2",0.625502250056735,0.625502250056735
"ACTP1",0.0293746279003708,0.0293746279003708
"ACTR10",-0.931407753407683,-0.931407753407683
"ACTR1A",0.413331114799746,0.413331114799746
"ACTR1AP1",-1.09706628553815,-1.09706628553815
"ACTR1B",2.53168662622762,0.539739696733761
"ACTR2",1.8629139852467,1.8629139852467
"ACTR3",-0.36886499096586,-0.36886499096586
"ACTR3-AS1",-0.36886499096586,-0.36886499096586
"ACTR3B",-0.253180902675939,-0.253180902675939
"ACTR3BP1",NA,NA
"ACTR3BP2",2.20206430942516,2.20206430942516
"ACTR3BP3",-0.403748512294,-0.403748512294
"ACTR3BP4",0.151591469781488,0.151591469781488
"ACTR3BP5",-0.920004846860177,-0.920004846860177
"ACTR3BP6",NA,NA
"ACTR3C",0.338522694664473,0.338522694664473
"ACTR3P2",0.549554230868182,0.549554230868182
"ACTR3P3",-1.12527427345492,-1.12527427345492
"ACTR5",0.560716469298381,0.560716469298381
"ACTR6",1.02584071255645,1.02584071255645
"ACTR6P1",0.0383801763427123,0.0383801763427123
"ACTR8",-0.130647131415801,-0.130647131415801
"ACTRT1",0.674051403602298,0.674051403602298
"ACTRT1P1",0.674051403602298,0.674051403602298
"ACTRT2",NA,NA
"ACTRT3",0.465352923986714,0.465352923986714
"ACVR1",-1.20505857388395,-1.20505857388395
"ACVR1B",0.661876028574783,0.621816112888617
"ACVR1C",-1.06983325605082,-0.250742626564382
"ACVR2A",-0.272044700200601,-0.272044700200601
"ACVR2B",-0.0956372948165347,-0.0956372948165347
"ACVR2B-AS1",-0.0956372948165347,-0.0956372948165347
"ACVRL1",0.621816112888617,0.621816112888617
"ACY1",-0.192761726097026,-0.192761726097026
"ACY3",-0.510695121652302,-0.510695121652302
"ACYP1",-0.370931481302827,-0.370931481302827
"ACYP2",1.53514234478324,1.42247150170477
"ADA",0.997609025734554,0.997609025734554
"ADA2",-0.483368690853652,-0.301312369553043
"ADAD1",0.0439996009544361,0.0439996009544361
"ADAD1P2",0.278197289076721,0.278197289076721
"ADAD2",-1.4956868828319,-1.4956868828319
"ADAL",-1.35116652940247,-1.35116652940247
"ADAM10",-1.38492675959027,-1.38541067045626
"ADAM11",0.323885276034751,0.323885276034751
"ADAM12",1.51657367026235,1.51657367026235
"ADAM15",1.07053103407064,1.07053103407064
"ADAM17",0.591346776514088,0.591346776514088
"ADAM18",-0.0738362220321188,-0.142459940304281
"ADAM19",-1.72076504171842,-1.72076504171842
"ADAM1A",-0.0870368342631398,-0.188652682777463
"ADAM1B",-0.0658998022955826,-0.0658998022955826
"ADAM2",-0.163059293222157,0.0249912437507624
"ADAM20",-0.331177335955013,-0.331177335955013
"ADAM20P1",-0.331177335955013,-0.331177335955013
"ADAM20P2",-0.378589774045454,-0.378589774045454
"ADAM20P3",-0.985667496208413,-0.985667496208413
"ADAM21",-0.331177335955013,-0.331177335955013
"ADAM21P1",-0.331177335955013,-0.331177335955013
"ADAM22",1.37803575287857,1.33426124700065
"ADAM23",0.0718084346862593,0.0959563765769059
"ADAM24P",-0.14738893877974,-0.14738893877974
"ADAM28",-0.107752453237068,-0.107752453237068
"ADAM29",-0.410377341512972,-0.434892322307356
"ADAM30",0.541113910258538,0.541113910258538
"ADAM32",-0.135837914855426,-0.135837914855426
"ADAM33",2.52136627886077,2.52136627886077
"ADAM3A",-0.993418821807679,-0.993418821807679
"ADAM3B",-1.46125070800552,-1.46125070800552
"ADAM5",-0.875255147906154,-0.498921730813949
"ADAM6",NA,NA
"ADAM7",-0.107752453237068,-0.107752453237068
"ADAM7-AS1",-0.107752453237068,-0.107752453237068
"ADAM7-AS2",-0.107752453237068,-0.107752453237068
"ADAM8",1.63092187109171,1.63092187109171
"ADAM9",-0.135837914855426,-0.135837914855426
"ADAMDEC1",-0.107752453237068,-0.107752453237068
"ADAMTS1",1.73751865228325,1.73751865228325
"ADAMTS10",0.734252781086198,0.734252781086198
"ADAMTS12",-0.405840912135501,-0.342093323816056
"ADAMTS13",-1.03731954809859,-1.03731954809859
"ADAMTS14",-1.09951411439793,-0.577191509945959
"ADAMTS15",0.438614000912402,0.438614000912402
"ADAMTS16",-0.632439176433995,-0.632439176433995
"ADAMTS16-DT",-0.632439176433995,-0.632439176433995
"ADAMTS17",-0.599477480132844,-0.646625232483861
"ADAMTS18",-1.67989940961213,-1.54265071677862
"ADAMTS19",-0.726353931546731,-0.726353931546731
"ADAMTS19-AS1",-0.726353931546731,-0.726353931546731
"ADAMTS2",-1.05935642612364,-1.05935642612364
"ADAMTS20",1.48024983161631,1.3126634149528
"ADAMTS3",-0.612150269821178,-0.634617828969474
"ADAMTS4",0.292966656979545,0.292966656979545
"ADAMTS5",1.73751865228325,1.73751865228325
"ADAMTS6",-0.517893062962965,-0.517893062962965
"ADAMTS7",-0.525462104000786,-0.505774993130044
"ADAMTS7P1",-0.455803201543348,-0.455803201543348
"ADAMTS7P3",-0.438064595521207,-0.438064595521207
"ADAMTS7P4",-0.54629755888183,-0.54629755888183
"ADAMTS8",0.438614000912402,0.438614000912402
"ADAMTS9",-0.282804402619997,-0.282804402619997
"ADAMTS9-AS1",-0.282804402619997,-0.282804402619997
"ADAMTS9-AS2",-0.25678936012131,-0.282804402619997
"ADAMTSL1",1.21655766362945,1.05728296049194
"ADAMTSL2",-1.03731954809859,-1.03731954809859
"ADAMTSL3",-0.440315281807196,-0.455803201543348
"ADAMTSL4",1.70192972577467,1.70192972577467
"ADAMTSL4-AS1",1.70192972577467,1.70192972577467
"ADAMTSL4-AS2",1.70192972577467,1.70192972577467
"ADAMTSL5",-0.694071714002256,-0.694071714002256
"ADAP1",0.829993489276967,0.829993489276967
"ADAP2",-0.723933648562673,-0.723933648562673
"ADAR",0.99377213798572,0.99377213798572
"ADARB1",0.985244234106308,0.985244234106308
"ADARB2",-0.626970531844091,-0.0508776442238794
"ADARB2-AS1",-1.07076769292365,-1.07076769292365
"ADAT1",-1.66023633412418,-1.66023633412418
"ADAT2",0.0938214700729648,0.0938214700729648
"ADAT3",-0.643422773889845,-0.643422773889845
"ADCK1",-0.308792312670702,-0.308792312670702
"ADCK2",0.443155362762479,0.443155362762479
"ADCK5",NA,NA
"ADCY1",1.34817023509729,1.34817023509729
"ADCY10",0.471873204251366,0.471873204251366
"ADCY10P1",-0.729323179524142,-0.729323179524142
"ADCY2",-0.596173193218865,-0.576873081683131
"ADCY3",0.920360510027167,0.920360510027167
"ADCY4",-0.116995618360303,-0.116995618360303
"ADCY5",0.369707432833691,0.369707432833691
"ADCY6",1.23157993273229,1.23157993273229
"ADCY6-DT",1.23157993273229,1.23157993273229
"ADCY7",-1.53107022556881,-1.53107022556881
"ADCY8",-0.353024092908971,-0.46253097856929
"ADCY9",-0.320964893243059,-0.320964893243059
"ADCYAP1",0.0483244254133467,0.0483244254133467
"ADCYAP1R1",1.69724315084318,1.69724315084318
"ADD1",-0.613875478380434,-0.613875478380434
"ADD2",1.78975720683868,1.78975720683868
"ADD3",0.257070464372943,0.257070464372943
"ADD3-AS1",0.257070464372943,0.257070464372943
"ADGB",0.0868872733896423,0.0868872733896423
"ADGB-DT",0.0868872733896423,0.0868872733896423
"ADGRA1",1.63092187109171,1.63092187109171
"ADGRA1-AS1",1.63092187109171,1.63092187109171
"ADGRA2",-0.124894497887264,-0.124894497887264
"ADGRA3",0.256424515524718,0.256424515524718
"ADGRA3P1",-0.617454290460421,-0.617454290460421
"ADGRB1",-0.449653559927157,-0.449653559927157
"ADGRB2",0.891585349204028,0.891585349204028
"ADGRB3",-1.6998130953201,-0.690446557660776
"ADGRB3-DT",-0.690446557660776,-0.690446557660776
"ADGRD1",0.102374245268723,0.103153107908641
"ADGRD1-AS1",0.103153107908641,0.103153107908641
"ADGRD2",-1.46304808938316,-1.46304808938316
"ADGRE1",NA,NA
"ADGRE2",0.868121158857055,0.868121158857055
"ADGRE3",0.85373179205323,0.877990610145968
"ADGRE4P",NA,NA
"ADGRE5",0.819333416244551,0.819333416244551
"ADGRF1",-0.777038062495713,-0.777038062495713
"ADGRF2",-0.760086797598568,-0.760086797598568
"ADGRF3",0.912899161888283,0.912899161888283
"ADGRF4",-0.760086797598568,-0.760086797598568
"ADGRF5",-0.749692745438084,-0.749692745438084
"ADGRF5-AS1",-0.749692745438084,-0.749692745438084
"ADGRF5P1",-0.109852713356521,-0.109852713356521
"ADGRF5P2",-0.0476703938131673,-0.0476703938131673
"ADGRG1",0.312555504240754,0.312555504240754
"ADGRG2",-1.52919833649223,-1.61586492542167
"ADGRG3",0.312555504240754,0.312555504240754
"ADGRG4",0.709605637616195,0.709605637616195
"ADGRG5",0.312555504240754,0.312555504240754
"ADGRG6",0.0964814855600314,0.0964814855600314
"ADGRG7",-1.12527427345492,-1.12527427345492
"ADGRL1",0.819333416244551,0.819333416244551
"ADGRL1-AS1",0.819333416244551,0.819333416244551
"ADGRL2",0.118908536298201,0.118908536298201
"ADGRL3",-0.584758728181827,-0.58289470429489
"ADGRL3-AS1",-0.507304298859586,-0.507304298859586
"ADGRL4",0.177977381727923,0.251900206316827
"ADGRV1",-0.689714359889097,-0.693386513144202
"ADH1A",0.156576697230068,0.156576697230068
"ADH1B",0.156576697230068,0.156576697230068
"ADH1C",0.156576697230068,0.156576697230068
"ADH4",0.0652416371684653,0.0652416371684653
"ADH5",0.0652416371684653,0.0652416371684653
"ADH5P2",0.105064276388024,0.105064276388024
"ADH5P3",0.374608656748413,0.374608656748413
"ADH5P4",-0.995538640763916,-0.995538640763916
"ADH5P5",-0.46623194109784,-0.46623194109784
"ADH6",0.0652416371684653,0.0652416371684653
"ADH7",0.143744317140151,0.143744317140151
"ADHFE1",-0.827504535294634,-0.827504535294634
"ADI1",0.367502761169701,0.367502761169701
"ADI1P1",1.13088170265684,1.13088170265684
"ADI1P2",-0.731111487511143,-0.731111487511143
"ADI1P3",0.861550792481107,0.861550792481107
"ADIG",0.559932172232489,0.559932172232489
"ADIPOQ",0.57815440041612,0.57815440041612
"ADIPOQ-AS1",0.57815440041612,0.57815440041612
"ADIPOR1",0.0939891854767099,0.0939891854767099
"ADIPOR1P1",-0.791098563022408,-0.791098563022408
"ADIPOR1P2",-0.411320356482621,-0.411320356482621
"ADIPOR2",0.380129230862561,0.397936000311499
"ADIRF",-1.04290189459592,-1.04290189459592
"ADIRF-AS1",-1.04290189459592,-1.04290189459592
"ADK",1.9805207029192,1.9805207029192
"ADM",0.335612141578172,0.335612141578172
"ADM-DT",0.335612141578172,0.335612141578172
"ADM2",NA,NA
"ADM5",0.801518419685006,0.801518419685006
"ADNP",0.667747319752963,0.667747319752963
"ADNP-AS1",0.667747319752963,0.667747319752963
"ADNP2",NA,NA
"ADO",-0.859047158920268,-0.859047158920268
"ADORA1",0.0939891854767099,0.0939891854767099
"ADORA2A",-0.235247485380411,-0.235247485380411
"ADORA2A-AS1",-0.0418698418523045,-0.235247485380411
"ADORA2B",-0.647319108645096,-0.647319108645096
"ADORA2BP1",1.10047261227995,1.10047261227995
"ADORA3",-0.966568745841731,-0.966568745841731
"ADPGK",-0.448027015838047,-0.448027015838047
"ADPGK-AS1",-0.448027015838047,-0.448027015838047
"ADPRH",0.536552722875655,0.536552722875655
"ADPRHL1",-0.596677886921273,-0.253374202062134
"ADPRM",-0.558028699633483,-0.558028699633483
"ADPRS",0.954111056190008,0.954111056190008
"ADRA1A",-0.171075024152824,-0.171075024152824
"ADRA1B",-1.75271297582504,-1.75271297582504
"ADRA1D",2.52311183457741,2.52311183457741
"ADRA2A",0.257070464372943,0.257070464372943
"ADRA2B",2.19373200111517,2.19373200111517
"ADRA2C",-0.619260039237834,-0.619260039237834
"ADRB1",0.440190177056518,0.440190177056518
"ADRB2",-1.97053178708242,-1.97053178708242
"ADRB3",-0.124894497887264,-0.124894497887264
"ADRM1",1.74924902819082,1.74924902819082
"ADSL",-0.884947272196752,-0.884947272196752
"ADSS1",-0.431849629996557,-0.431849629996557
"ADSS2",0.981306408923586,0.981306408923586
"ADTRP",-0.658059010246812,-0.658059010246812
"AEBP1",1.75333745087123,1.75333745087123
"AEBP2",1.64546895387076,0.138988594909791
"AEN",-0.612337146663935,-0.612337146663935
"AFAP1",-0.52832790378036,-0.567058784245261
"AFAP1-AS1",-0.567058784245261,-0.567058784245261
"AFAP1L1",-1.97053178708242,-1.97053178708242
"AFAP1L2",1.46051218646095,1.46051218646095
