"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score","base_count","cancer_count","MeSH_count","title_query","ovarian_count","title_count"
"16","PRKDC","P78527","1",25488,9,1.2497929328165,"AF-P78527-F8-model_v4","P78527-F8",0.145,0.975,3,75.5738346533772,1639,961,554,46,33,46
"17","ERP27","Q96DN0","1",0,1,1.62754894621842,"AF-Q96DN0-F1-model_v4","Q96DN0-F1",0.229,0.972,1,86.1981063432836,16,6,5,0,0,0
"18","KIF20B","Q96Q89","1",426,11,1.12125955806111,"AF-Q96Q89-F1-model_v4","Q96Q89-F1",0.232,0.971,4,63.7483354768835,62,35,26,8,2,8
"19","SLC35F2","Q8IXU6","6",0,1,1.63862057003553,"AF-Q8IXU6-F1-model_v4","Q8IXU6-F1",-0.002,0.97,2,82.7324095139607,29,21,13,12,1,12
"20","MMP13","P45452","1",0,1,2.44344705398712,"AF-P45452-F1-model_v4","P45452-F1",0.298,0.966,3,89.1526470588235,6749,1068,680,204,27,204
"21","H2BC4","P62807","1",6226,9,1.66434323576442,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221,0,0,0,0,0,0
"22","H2BC8","P62807","1",1456,2,1.32075469536961,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221,2,1,0,0,0,0
"23","DHTKD1","Q96HY7","1",0,1,1.4958536091432,"AF-Q96HY7-F1-model_v4","Q96HY7-F1",0.105,0.964,3,95.0743758611188,53,7,2,1,0,1
"24","SLC16A3","O15427","22",0,1,1.69100429745997,"AF-O15427-F1-model_v4","O15427-F1",0.025,0.963,1,83.5874261119082,204,83,46,10,7,10
"25","NAXE","Q8NCW5","1",0,1,1.15545196613878,"AF-Q8NCW5-F1-model_v4","Q8NCW5-F1",0.423,0.962,1,86.8761372812921,54,5,4,0,1,0
"26","SCML2","Q9UQR0","1",367,3,1.7010779706236,"AF-Q9UQR0-F1-model_v4","Q9UQR0-F1",-0.014,0.961,3,69.0634310471976,37,13,3,7,0,7
"27","TTLL12","Q14166","1",0,1,1.00671654197107,"AF-Q14166-F1-model_v4","Q14166-F1",0.183,0.961,2,91.1891239763854,26,12,8,3,1,3
"28","NDRG1","Q92597","5",0,1,1.45784213799182,"AF-Q92597-F1-model_v4","Q92597-F1",0.317,0.96,1,78.598135026738,759,531,396,225,16,225
"29","FBN3","Q75N90","1",729,2,2.96335360395817,"AF-Q75N90-F9-model_v4","Q75N90-F9",0.195,0.958,2,75.3038825484765,55,26,21,1,19,1
"30","CYBA","P13498","1",4346,3,1.10716333500167,"AF-P13498-F1-model_v4","P13498-F1",0.48,0.957,1,77.0298854447439,1052,133,81,11,1,11
"31","TTK","P33981","1",729,3,3.35328318188977,"AF-P33981-F1-model_v4","P33981-F1",0.087,0.956,1,63.954351783879,2136,773,462,82,40,82
"32","TMEM147","Q9BVK8","1",0,1,1.13036596132787,"AF-Q9BVK8-F1-model_v4","Q9BVK8-F1",0.505,0.955,2,92.5151600224593,24,13,9,6,1,6
"33","PLK1","P53350","1",30452,13,3.31977003525316,"AF-P53350-F1-model_v4","P53350-F1",0.175,0.953,2,85.1698896752706,3082,2156,1150,706,57,706
"34","LBR","Q14739","1",0,1,1.00613949486157,"AF-Q14739-F1-model_v4","Q14739-F1",0.043,0.952,1,77.4102118305356,1511,184,104,5,58,5
"35","TSPAN33","Q86UF1","1",2904,2,1.49642737859308,"AF-Q86UF1-F1-model_v4","Q86UF1-F1",0.034,0.951,2,89.6664947987336,32,10,6,1,0,1
"36","IL32","P24001","1",0,1,1.79810666843571,"AF-P24001-F1-model_v4","P24001-F1",0.099,0.95,2,71.1900160599572,646,200,126,55,4,55
"37","OCA2","Q04671","1",0,1,1.8163515156464,"AF-Q04671-F1-model_v4","Q04671-F1",0.333,0.95,2,74.2419853166106,542,102,56,18,0,18
"38","ASPM","Q8IZT6","1",10197,4,3.4219781147741,"AF-Q8IZT6-F10-model_v4","Q8IZT6-F10",0.434,0.949,4,62.6404820392025,531,215,135,62,11,62
"39","NDUFB9","Q9Y6M9","1",8640,4,1.22384793889082,"AF-Q9Y6M9-F1-model_v4","Q9Y6M9-F1",-0.051,0.948,1,96.1323201555412,38,15,9,1,0,1
"40","CYP27B1","O15528","13",0,1,1.09642435170957,"AF-O15528-F1-model_v4","O15528-F1",0.246,0.947,1,86.7373639327815,1979,414,291,56,19,56
"41","TDO2","P48775","18",0,1,1.60030457289322,"AF-P48775-F1-model_v4","P48775-F1",0.175,0.947,1,90.5243651968038,240,135,84,35,6,35
"42","ICOS","Q9Y6W8","1",729,2,1.62216557536119,"AF-Q9Y6W8-F1-model_v4","Q9Y6W8-F1",0.208,0.946,2,74.8344493392071,2718,778,430,162,15,162
"43","NRM","Q8IXM6","20",0,1,1.00371449098996,"AF-Q8IXM6-F1-model_v4","Q8IXM6-F1",0.152,0.946,2,89.7265977895243,2947,1451,1108,4,1,4
"44","GPR37","O15354","1",0,1,1.43590798059059,"AF-O15354-F1-model_v4","O15354-F1",0.097,0.945,5,61.8110206251329,150,28,17,15,1,15
"45","GJB2","P29033","15",0,1,2.80633065469661,"AF-P29033-F1-model_v4","P29033-F1",0.236,0.943,2,86.3863956639566,2613,282,182,33,2,33
"46","KCNK1","O00180","1",0,1,1.17671563166666,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852,108,17,8,1,1,1
"47","IFI27","P40305","1",3841,2,1.46998046888651,"AF-P40305-F1-model_v4","P40305-F1",0.066,0.942,1,52.1421118012422,299,105,66,18,10,18
"48","H2BC9","Q93079","1",68421,10,1.88053231384974,"AF-Q93079-F1-model_v4","Q93079-F1",0.364,0.94,2,88.1431147540984,3,2,0,0,0,0
"49","TAP1","Q03518","1",3172,2,1.94118666433905,"AF-Q03518-F1-model_v4","Q03518-F1",0.107,0.939,1,77.3401155034976,1614,576,335,83,20,83
"50","CCT5","P48643","1",18067,6,1.28736501440389,"AF-P48643-F1-model_v4","P48643-F1",0.309,0.938,1,89.3984521238301,110,42,20,5,2,5
"51","H2BC12","O60814","1",74,10,1.72378749316049,"AF-O60814-F1-model_v4","O60814-F1",0.241,0.937,1,88.0577868852459,3,1,0,0,0,0
"52","RAC3","P60763","1",15075,8,1.50032825924294,"AF-P60763-F1-model_v4","P60763-F1",0.341,0.937,1,93.8337150466045,311,159,91,47,3,47
"53","IL2RA","P01589","1",0,1,1.81331635972206,"AF-P01589-F1-model_v4","P01589-F1",0,0.936,1,72.5082859804378,2030,529,350,13,11,13
"54","H2BC15","Q99877","1",846,11,1.08080448775553,"AF-Q99877-F1-model_v4","Q99877-F1",0.313,0.935,1,87.691308793456,0,0,0,0,0,0
"55","RSAD2","Q8WXG1","1",5955,3,1.71049339186031,"AF-Q8WXG1-F1-model_v4","Q8WXG1-F1",0.193,0.935,1,87.9568383838384,415,58,23,5,3,5
"56","SHMT2","P34897","1",0,1,1.17837338930975,"AF-P34897-F1-model_v4","P34897-F1",0.355,0.933,2,93.305652284264,223,160,88,55,3,55
"57","DNMT3A","Q9Y6K1","1",0,6,1.08249750165514,"AF-Q9Y6K1-F1-model_v4","Q9Y6K1-F1",0.156,0.932,3,74.2469507416737,4551,2509,1669,549,61,549
"58","IFIT1","P09914","1",0,1,1.08924986609987,"AF-P09914-F1-model_v4","P09914-F1",0.057,0.93,1,94.1743924993578,597,124,73,16,1,16
"59","MUC5B","Q9HC84","1",0,1,2.49230881715854,"AF-Q9HC84-F1-model_v4","Q9HC84-F1",0.112,0.93,1,82.3506823372668,1256,250,161,43,12,43
"60","KIFC2","Q96AC6","1",13561,14,1.23801877911967,"AF-Q96AC6-F1-model_v4","Q96AC6-F1",0.136,0.929,2,63.4666787630167,21,4,3,2,0,2
"61","DSG1","Q02413","1",729,2,2.1182559932061,"AF-Q02413-F1-model_v4","Q02413-F1",0.153,0.928,3,62.3768296965137,813,116,66,3,0,3
"62","ACTL6A","O96019","1",728,4,1.2172140037768,"AF-O96019-F1-model_v4","O96019-F1",0.086,0.927,1,92.0625698827773,104,56,40,20,5,20
"63","OPN3","Q9H1Y3","16",0,1,1.12072522505614,"AF-Q9H1Y3-F1-model_v4","Q9H1Y3-F1",0.265,0.927,1,80.8694281200632,99,18,13,4,1,4
"64","CDC45","O75419","1",2908,3,2.90537485321399,"AF-O75419-F1-model_v4","O75419-F1",0.323,0.926,1,92.8874267100977,619,239,83,31,5,31
"65","CDC6","Q99741","1",729,3,2.45453415575065,"AF-Q99741-F1-model_v4","Q99741-F1",0.244,0.922,2,69.8394804010939,1076,448,209,125,5,125
"66","GBP1","P32455","1",729,2,1.62192623882738,"AF-P32455-F1-model_v4","P32455-F1",0.234,0.919,4,91.4032717733473,449,125,80,24,12,24
"67","PLOD3","O60568","1",0,5,1.39327819163005,"AF-O60568-F1-model_v4","O60568-F1",0.185,0.917,2,91.9998965287049,103,53,32,15,2,15
"68","CENPI","Q92674","1",3742,6,2.49049236193137,"AF-Q92674-F1-model_v4","Q92674-F1",0.058,0.915,3,72.7981596597415,71,26,13,9,1,9
"69","FABP5","Q01469","1",0,1,1.23221242876556,"AF-Q01469-F1-model_v4","Q01469-F1",0.137,0.914,1,96.4678293838863,966,264,158,65,5,65
"70","MOCOS","Q96EN8","1",0,1,1.24541477187635,"AF-Q96EN8-F1-model_v4","Q96EN8-F1",0.108,0.911,1,81.172244750181,43,6,3,0,0,0
"71","EPRS1","P07814","1",729,2,1.13475713887739,"AF-P07814-F1-model_v4","P07814-F1",0.211,0.909,1,83.4264830861523,12,2,0,1,0,1
"72","CENPF","P49454","1",412,3,3.22865538356663,"AF-P49454-F7-model_v4","P49454-F7",0.122,0.906,1,71.418744961032,407,272,164,57,9,57
"73","DAPK1","P53355","1",0,1,1.20668305287784,"AF-P53355-F1-model_v4","P53355-F1",0.191,0.905,1,82.805399324084,692,454,328,116,14,116
"74","DBF4","Q9UBU7","1",0,1,1.60649466013582,"AF-Q9UBU7-F1-model_v4","Q9UBU7-F1",0.154,0.902,1,54.9596502590674,341,108,34,32,2,32
"75","FANCI","Q9NVI1","1",318,4,1.89952576486002,"AF-Q9NVI1-F1-model_v4","Q9NVI1-F1",0.132,0.901,3,83.4713298329356,430,280,133,40,19,40
"76","PBK","Q96KB5","1",0,2,3.09753524318727,"AF-Q96KB5-F1-model_v4","Q96KB5-F1",0.152,0.901,1,84.9070023696682,820,255,157,71,7,71
"77","PHGDH","O43175","1",1396,5,1.66747602123619,"AF-O43175-F1-model_v4","O43175-F1",0.13,0.899,2,92.8479052180489,416,264,160,86,7,86
"78","TRAF3IP3","Q9Y228","1",729,3,1.01483360893069,"AF-Q9Y228-F1-model_v4","Q9Y228-F1",0.462,0.899,4,74.3634969737727,36,21,6,6,2,6
"79","IFIH1","Q9BYX4","1",2184,4,1.39969083122561,"AF-Q9BYX4-F1-model_v4","Q9BYX4-F1",0.12,0.898,1,80.3413356164384,1571,181,85,2,4,2
"80","TOP2A","P11388","1",2676,6,3.02043848957136,"AF-P11388-F1-model_v4","P11388-F1",0.045,0.897,1,76.4083174292472,1393,1182,846,203,48,203
"81","KCNH2","Q12809","1",0,1,2.3443800035448,"AF-Q12809-F1-model_v4","Q12809-F1",0.079,0.896,2,63.8125348001796,2059,150,95,5,4,5
"82","RRS1","Q15050","1",4683,4,1.12776625771879,"AF-Q15050-F1-model_v4","Q15050-F1",0.061,0.895,1,78.2648723257419,159,32,16,22,1,22
"83","ATP5MF","P56134","1",0,1,1.01312522389337,"AF-P56134-F1-model_v4","P56134-F1",0.423,0.892,3,74.1683527885862,2,2,1,0,0,0
"84","F5","P12259","1",5789,4,1.60842340627175,"AF-P12259-F1-model_v4","P12259-F1",0.139,0.887,2,62.2511937521146,10081,754,438,24,21,24
"85","SPAG5","Q96R06","1",347,3,2.55150724364393,"AF-Q96R06-F1-model_v4","Q96R06-F1",0.223,0.887,2,63.8131142310147,130,78,53,34,2,34
"86","HMMR","O75330","1",0,1,2.73072399891473,"AF-O75330-F1-model_v4","O75330-F1",0.192,0.886,2,76.1048990670059,264,210,133,53,4,53
"87","ESPL1","Q14674","1",0,1,2.50772453706645,"AF-Q14674-F1-model_v4","Q14674-F1",0.619,0.885,1,75.7783475713937,147,80,53,12,3,12
"88","MX1","P20591","1",1643,3,1.66879406574735,"AF-P20591-F1-model_v4","P20591-F1",0.269,0.885,1,83.3958606403013,2405,646,400,46,29,46
"89","TUBA1C","Q9BQE3","1",1456,5,1.56336007838521,"AF-Q9BQE3-F1-model_v4","Q9BQE3-F1",0.219,0.883,1,91.6524379811805,58,33,19,9,2,9
"90","CIT","O14578","1",0,1,2.05359256615731,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933,8887,1156,708,31,30,31
"91","PKP3","Q9Y446","1",256,2,1.03038667805078,"AF-Q9Y446-F1-model_v4","Q9Y446-F1",0.07,0.881,1,69.2845051361487,98,66,46,11,7,11
"92","NDC1","Q9BTX1","1",0,1,1.04713480907192,"AF-Q9BTX1-F1-model_v4","Q9BTX1-F1",0.385,0.878,3,76.4172512991834,97,29,10,5,1,5
"93","BAIAP2L1","Q9UHR4","1",5061,2,1.25690018912268,"AF-Q9UHR4-F1-model_v4","Q9UHR4-F1",0.324,0.876,2,74.9357797246558,47,31,22,5,1,5
"94","CCHCR1","Q8TD31","1",0,1,1.03872618716977,"AF-Q8TD31-F1-model_v4","Q8TD31-F1",0.24,0.876,1,79.0013490914938,62,13,9,3,0,3
"95","SPHK1","Q9NYA1","1",0,3,1.19258433810227,"AF-Q9NYA1-F1-model_v4","Q9NYA1-F1",0.6,0.873,1,91.4840388479571,1292,591,344,112,19,112
"96","FADS2","O95864","1",0,1,1.46691852593886,"AF-O95864-F1-model_v4","O95864-F1",0.389,0.87,2,95.2437691686844,802,105,49,18,3,18
"97","H2BC11","P06899","1",4,9,2.75326063888232,"AF-P06899-F1-model_v4","P06899-F1",0.25,0.87,2,85.698045035824,1,1,0,0,0,0
"98","KIF15","Q9NS87","1",882,7,2.74737102587625,"AF-Q9NS87-F1-model_v4","Q9NS87-F1",0.241,0.869,1,72.0212966758756,166,101,51,42,5,42
"99","MAPK8IP2","Q13387","1",1457,3,1.37643028277591,"AF-Q13387-F1-model_v4","Q13387-F1",0.174,0.869,1,51.7187309562399,43,13,8,4,0,4
"100","PYCR1","P32322","1",729,2,1.75176417171834,"AF-P32322-F1-model_v4","P32322-F1",0.336,0.869,2,90.0678100940975,171,105,71,44,1,44
"101","IL23A","Q9NPF7","1",0,1,1.15325063861295,"AF-Q9NPF7-F1-model_v4","Q9NPF7-F1",0.205,0.868,2,80.9574640164496,727,132,60,6,2,6
"102","DIAPH3","Q9NSV4","1",15217,2,2.74701910906485,"AF-Q9NSV4-F1-model_v4","Q9NSV4-F1",0.164,0.866,2,71.818128125,91,45,29,13,1,13
"103","SLC25A10","Q9UBX3","1",0,1,1.1654013751116,"AF-Q9UBX3-F1-model_v4","Q9UBX3-F1",0.028,0.865,2,72.3795903504779,35,10,7,5,2,5
"104","SLC7A5","Q01650","5",3,3,2.98850245248241,"AF-Q01650-F1-model_v4","Q01650-F1",0.097,0.862,2,86.240030919866,897,513,331,60,10,60
"105","WDR76","Q9H967","1",1380,8,1.29001201322032,"AF-Q9H967-F1-model_v4","Q9H967-F1",0.272,0.861,1,75.3804394032291,24,15,9,9,0,9
"106","EFNA1","P20827","1",1455,3,1.1494075912938,"AF-P20827-F1-model_v4","P20827-F1",-0.036,0.859,1,79.8500357142857,465,257,172,13,11,13
"107","KCNK5","O95279","1",729,2,2.57746225880249,"AF-O95279-F1-model_v4","O95279-F1",0.208,0.858,1,69.7581925545571,138,21,15,3,0,3
"108","PFKP","Q01813","1",0,1,1.65422538342771,"AF-Q01813-F1-model_v4","Q01813-F1",0.513,0.857,2,92.4487485419097,243,140,87,34,5,34
"109","CDK16","Q00536","1",0,1,1.16232312492867,"AF-Q00536-F1-model_v4","Q00536-F1",0.123,0.855,1,72.6038510584035,67,41,22,24,1,24
"110","CHEK2","O96017","1",5509,5,1.3866122683299,"AF-O96017-F1-model_v4","O96017-F1",0.139,0.855,1,77.5916931340495,2564,2147,1546,425,373,425
"111","CACNA1A","O00555","1",1456,2,1.3058545913615,"AF-O00555-F1-model_v4","O00555-F1",0.201,0.851,2,57.9753587049419,1068,43,19,6,2,6
"112","BUB1B","O60566","1",2914,8,2.75604181505578,"AF-O60566-F1-model_v4","O60566-F1",0.211,0.846,2,64.7205771748185,492,358,206,52,20,52
"113","GRIN2D","O15399","1",2907,3,1.97970379041986,"AF-O15399-F1-model_v4","O15399-F1",0.143,0.846,3,64.0020888757513,98,19,11,4,0,4
"114","LIN9","Q5TKA1","1",729,2,1.59190048649479,"AF-Q5TKA1-F1-model_v4","Q5TKA1-F1",0.08,0.844,1,71.5263726165863,69,43,22,12,5,12
"115","POLD1","P28340","1",51062,10,1.29322878866052,"AF-P28340-F1-model_v4","P28340-F1",0.097,0.843,2,86.9567614224882,336,261,176,68,9,68
"116","TFR2","Q9UP52","1",1456,2,3.09464276966548,"AF-Q9UP52-F1-model_v4","Q9UP52-F1",0.069,0.843,1,83.9593323773104,539,101,59,11,2,11
"117","TRIM59","Q8IWR1","20",0,1,1.84949106956097,"AF-Q8IWR1-F1-model_v4","Q8IWR1-F1",0.321,0.843,6,84.7440501359106,141,82,60,59,4,59
"118","TAPBP","O15533","1",0,1,1.01961424258579,"AF-O15533-F1-model_v4","O15533-F1",0.124,0.842,1,88.1446668649613,61,19,10,3,0,3
"119","TRIM47","Q96LD4","1",0,1,1.2862340874884,"AF-Q96LD4-F1-model_v4","Q96LD4-F1",0.205,0.842,4,82.1019688588404,42,21,14,13,1,13
"120","YWHAZ","P63104","1",13492,12,1.05160731013412,"AF-P63104-F1-model_v4","P63104-F1",0.287,0.842,1,94.3001079691517,664,254,171,66,8,66
"121","PGK1","P00558","1",0,1,1.0543121134795,"AF-P00558-F1-model_v4","P00558-F1",0.232,0.84,1,96.6292288,1218,406,272,93,10,93
"122","SLC2A1","P11166","1",12152,4,1.88557890652021,"AF-P11166-F1-model_v4","P11166-F1",0.19,0.839,1,89.6153121720881,3611,1231,963,44,40,44
"123","TYMP","P19971","1",0,1,1.46852265751328,"AF-P19971-F1-model_v4","P19971-F1",0.402,0.833,2,93.0189263278127,278,100,76,6,0,6
"124","RNF8","O76064","1",1457,5,1.06861237847708,"AF-O76064-F1-model_v4","O76064-F1",0.306,0.832,1,75.7656208140134,326,195,66,80,7,80
"125","MRPL47","Q9HD33","1",24,3,1.28312146706506,"AF-Q9HD33-F1-model_v4","Q9HD33-F1",0.233,0.83,1,84.3708369408369,12,5,2,0,0,0
"126","NCAPG2","Q86XI2","1",14546,8,1.62831274727727,"AF-Q86XI2-F1-model_v4","Q86XI2-F1",0.149,0.83,1,88.2032419793366,41,29,17,16,0,16
"127","TAP2","Q03519","1",751,3,1.25652962252283,"AF-Q03519-F1-model_v4","Q03519-F1",0.099,0.829,1,82.9954391891892,1034,336,193,38,8,38
"128","DDX11","Q96FC9","1",0,1,1.21338139572914,"AF-Q96FC9-F1-model_v4","Q96FC9-F1",0.185,0.826,1,71.6242206424434,131,77,40,38,2,38
"129","GJB3","O75712","15",0,1,2.67004548848368,"AF-O75712-F1-model_v4","O75712-F1",0.462,0.826,4,79.180516605166,340,24,12,2,0,2
"130","CCT3","P49368","1",1429,6,1.36740407532463,"AF-P49368-F1-model_v4","P49368-F1",0.164,0.823,1,89.0905656804734,113,73,40,26,2,26
"131","VDAC3","Q9Y277","1",3625,2,1.00631451775229,"AF-Q9Y277-F1-model_v4","Q9Y277-F1",0.361,0.823,4,95.5577813802686,168,34,19,9,1,9
"132","KCNQ4","P56696","1",706,2,1.47668362384076,"AF-P56696-F1-model_v4","P56696-F1",0.162,0.822,2,66.0856627393225,332,14,9,2,1,2
"133","NOD2","Q9HC29","1",322,2,1.32685339658086,"AF-Q9HC29-F1-model_v4","Q9HC29-F1",0.114,0.82,2,85.2249623596199,3837,411,163,154,9,154
"134","RASAL1","O95294","1",0,1,1.32487720671167,"AF-O95294-F1-model_v4","O95294-F1",0.12,0.818,3,88.5874731352718,81,51,29,25,2,25
"135","CYC1","P08574","1",2184,4,1.17800998780489,"AF-P08574-F1-model_v4","P08574-F1",0.109,0.817,1,86.3844046661303,891,41,19,4,3,4
"136","GPI","P06744","1",729,2,1.12247265199292,"AF-P06744-F1-model_v4","P06744-F1",0.383,0.816,2,97.8407676767677,21162,5225,3839,173,578,173
"137","KIF24","Q5T7B8","1",0,1,1.34621414626504,"AF-Q5T7B8-F1-model_v4","Q5T7B8-F1",0.108,0.816,1,52.8212802022851,24,15,5,3,1,3
"138","CENPA","P49450","1",1710,5,3.50491616190096,"AF-P49450-F1-model_v4","P49450-F1",0.14,0.815,2,82.0783628318584,1126,395,125,125,8,125
"139","KIF20A","O95235","1",26941,13,3.15501958558052,"AF-O95235-F1-model_v4","O95235-F1",0.333,0.814,3,67.3045557924662,316,240,136,67,13,67
"140","BGN","P21810","1",1456,2,1.30358335226885,"AF-P21810-F1-model_v4","P21810-F1",0.299,0.811,1,85.7091987725878,1151,244,154,17,10,17
"141","PUS7","Q96PZ0","1",0,2,1.19339907212215,"AF-Q96PZ0-F1-model_v4","Q96PZ0-F1",0.207,0.81,1,80.9021965098634,47,20,12,8,1,8
"142","PFDN2","Q9UHV9","1",3191,6,1.75092527945274,"AF-Q9UHV9-F1-model_v4","Q9UHV9-F1",0.347,0.808,2,81.5634793814433,19,11,5,1,0,1
"143","TET3","O43151","1",0,1,1.16023574358025,"AF-O43151-F1-model_v4","O43151-F1",0.22,0.808,1,52.1700938691698,630,239,111,48,7,48
"144","VPS72","Q15906","1",729,2,1.40549934682206,"AF-Q15906-F1-model_v4","Q15906-F1",0.404,0.804,1,73.3457502623295,17,8,4,3,0,3
"145","TRPV4","Q9HBA0","1",0,1,1.03800070229417,"AF-Q9HBA0-F1-model_v4","Q9HBA0-F1",0.132,0.803,5,72.000326259564,2306,195,68,86,5,86
"146","TPM3","P06753","1",6542,6,1.21129717833265,"AF-P06753-F1-model_v4","P06753-F1",0.348,0.799,1,91.788884064264,510,246,184,47,5,47
"147","MUC16","Q8WXI7","1",2183,3,2.36763573397943,"AF-Q8WXI7-F58-model_v4","Q8WXI7-F58",0.18,0.798,1,55.9683919501677,1392,1122,896,156,622,156
"148","NRAS","P01111","1",729,2,1.02864568451057,"AF-P01111-F1-model_v4","P01111-F1",0.256,0.798,1,92.2966778975741,7330,6263,4853,1225,121,1225
"149","BRCA2","P51587","1",32797,5,1.73766377552499,"AF-P51587-F12-model_v4","P51587-F12",0.083,0.796,1,65.838077675904,14772,14132,11393,3736,6202,3736
"150","CALML5","Q9NZT1","1",13131,12,2.0415859061861,"AF-Q9NZT1-F1-model_v4","Q9NZT1-F1",0.334,0.796,1,82.5713901345292,43,20,16,2,0,2
"151","RECQL4","O94761","1",39262,10,2.28690279267888,"AF-O94761-F1-model_v4","O94761-F1",0.125,0.793,1,69.0309568099209,348,216,104,70,10,70
"152","IGHV1-3","A0A0C4DH29","1",2,3,1.25966016089956,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781,2,0,0,0,0,0
"153","SECTM1","Q8WVN6","9",0,1,1.69109484830866,"AF-Q8WVN6-F1-model_v4","Q8WVN6-F1",0.407,0.792,1,75.4174882013634,29,14,8,9,0,9
"154","VANGL2","Q9ULK5","1",0,1,1.41078447851478,"AF-Q9ULK5-F1-model_v4","Q9ULK5-F1",0.276,0.79,2,73.6053249525617,408,78,24,23,2,23
"155","AURKB","Q96GD4","1",9767,4,3.46697741362003,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243,1414,910,545,63,25,63
"156","CHAF1B","Q13112","1",0,1,1.82275672951386,"AF-Q13112-F1-model_v4","Q13112-F1",0.173,0.789,1,75.3852922152922,94,43,25,12,0,12
"157","KRT86","O43790","19",0,3,1.8584524757312,"AF-O43790-F1-model_v4","O43790-F1",0.408,0.788,4,75.5574161524014,27,1,1,0,1,0
"158","ANKS6","Q68DC2","1",0,1,1.17027496921301,"AF-Q68DC2-F1-model_v4","Q68DC2-F1",0.173,0.787,2,61.2333508095605,46,2,0,0,1,0
"159","MX2","P20592","1",0,1,1.00515506244205,"AF-P20592-F1-model_v4","P20592-F1",0.177,0.784,1,78.0171242849714,1131,212,123,40,9,40
"160","TIMELESS","Q9UNS1","1",0,1,1.31824557506329,"AF-Q9UNS1-F1-model_v4","Q9UNS1-F1",0.482,0.784,2,75.0644755459859,1197,160,76,60,7,60
"161","MAD2L2","Q9UI95","1",3500,5,1.25211080692413,"AF-Q9UI95-F1-model_v4","Q9UI95-F1",0.17,0.781,1,90.7140315974254,194,112,56,15,9,15
"162","MAGED1","Q9Y5V3","1",0,1,1.0236693549212,"AF-Q9Y5V3-F1-model_v4","Q9Y5V3-F1",0.063,0.781,2,51.7151074651354,143,61,44,5,4,5
