"file_id","ID","uniprot_id","max_hit","num_hits"
"AF-A0A087WSZ0-F1-model_v4.pdb","A0A087WSZ0-F1","A0A087WSZ0",0.73077619047619,58
"AF-A0A087WSZ9-F1-model_v4.pdb","A0A087WSZ9-F1","A0A087WSZ9",0.306914285714286,0
"AF-A0A087WT01-F1-model_v4.pdb","A0A087WT01-F1","A0A087WT01",0.846433333333333,109
"AF-A0A087WT02-F1-model_v4.pdb","A0A087WT02-F1","A0A087WT02",0.672390476190476,0
"AF-A0A087WT03-F1-model_v4.pdb","A0A087WT03-F1","A0A087WT03",0.670072727272727,0
"AF-A0A087WTH1-F1-model_v4.pdb","A0A087WTH1-F1","A0A087WTH1",0.637652380952381,0
"AF-A0A087WTH5-F1-model_v4.pdb","A0A087WTH5-F1","A0A087WTH5",0.834771428571429,132
"AF-A0A087WUM9-F1-model_v4.pdb","A0A087WUM9-F1","A0A087WUM9",0.98277619047619,103
"AF-A0A087WUV0-F1-model_v4.pdb","A0A087WUV0-F1","A0A087WUV0",0.688947058823529,0
"AF-A0A087WV53-F1-model_v4.pdb","A0A087WV53-F1","A0A087WV53",0.671146666666667,0
"AF-A0A087WV62-F1-model_v4.pdb","A0A087WV62-F1","A0A087WV62",0.675285714285714,0
"AF-A0A087WVF3-F1-model_v4.pdb","A0A087WVF3-F1","A0A087WVF3",0.722328571428571,16
"AF-A0A087WW49-F1-model_v4.pdb","A0A087WW49-F1","A0A087WW49",0.593309090909091,0
"AF-A0A087WW87-F1-model_v4.pdb","A0A087WW87-F1","A0A087WW87",0.800175,35
"AF-A0A087WWA1-F1-model_v4.pdb","A0A087WWA1-F1","A0A087WWA1",0.424363636363636,0
"AF-A0A087WX78-F1-model_v4.pdb","A0A087WX78-F1","A0A087WX78",0.719936363636364,9
"AF-A0A087WXM9-F1-model_v4.pdb","A0A087WXM9-F1","A0A087WXM9",0.408742857142857,0
"AF-A0A087WXS9-F1-model_v4.pdb","A0A087WXS9-F1","A0A087WXS9",0.627866666666667,0
"AF-A0A087WYE8-F1-model_v4.pdb","A0A087WYE8-F1","A0A087WYE8",0.705665,11
"AF-A0A087WZ39-F1-model_v4.pdb","A0A087WZ39-F1","A0A087WZ39",0.760545454545455,58
"AF-A0A087X0K7-F1-model_v4.pdb","A0A087X0K7-F1","A0A087X0K7",0.7271,51
"AF-A0A087X0M5-F1-model_v4.pdb","A0A087X0M5-F1","A0A087X0M5",0.426695238095238,0
"AF-A0A087X179-F1-model_v4.pdb","A0A087X179-F1","A0A087X179",0.51287619047619,0
"AF-A0A087X1C1-F1-model_v4.pdb","A0A087X1C1-F1","A0A087X1C1",0.729354545454545,28
"AF-A0A087X1C5-F1-model_v4.pdb","A0A087X1C5-F1","A0A087X1C5",0.941490476190476,515
"AF-A0A087X1G2-F1-model_v4.pdb","A0A087X1G2-F1","A0A087X1G2",0.0820109523809524,0
"AF-A0A087X1L8-F1-model_v4.pdb","A0A087X1L8-F1","A0A087X1L8",0.599361904761905,0
"AF-A0A096LNP1-F1-model_v4.pdb","A0A096LNP1-F1","A0A096LNP1",0.816341176470588,35
"AF-A0A096LNT9-F1-model_v4.pdb","A0A096LNT9-F1","A0A096LNT9",0.489561904761905,0
"AF-A0A096LNW5-F1-model_v4.pdb","A0A096LNW5-F1","A0A096LNW5",0.362785714285714,0
"AF-A0A096LP01-F1-model_v4.pdb","A0A096LP01-F1","A0A096LP01",0.9372,95
"AF-A0A096LP55-F1-model_v4.pdb","A0A096LP55-F1","A0A096LP55",0.103951904761905,0
"AF-A0A096LPG2-F1-model_v4.pdb","A0A096LPG2-F1","A0A096LPG2",0.292133333333333,0
"AF-A0A096LPH7-F1-model_v4.pdb","A0A096LPH7-F1","A0A096LPH7",0.5106,0
"AF-A0A096LPI5-F1-model_v4.pdb","A0A096LPI5-F1","A0A096LPI5",0.971628571428571,108
"AF-A0A096LPK6-F1-model_v4.pdb","A0A096LPK6-F1","A0A096LPK6",0.126750476190476,0
"AF-A0A096LPK9-F1-model_v4.pdb","A0A096LPK9-F1","A0A096LPK9",0.176927857142857,0
"AF-A0A0A0MRZ7-F1-model_v4.pdb","A0A0A0MRZ7-F1","A0A0A0MRZ7",0.833942857142857,120
"AF-A0A0A0MRZ8-F1-model_v4.pdb","A0A0A0MRZ8-F1","A0A0A0MRZ8",0.317145454545455,0
"AF-A0A0A0MRZ9-F1-model_v4.pdb","A0A0A0MRZ9-F1","A0A0A0MRZ9",0.721058333333333,25
"AF-A0A0A0MS00-F1-model_v4.pdb","A0A0A0MS00-F1","A0A0A0MS00",0.321647619047619,0
"AF-A0A0A0MS01-F1-model_v4.pdb","A0A0A0MS01-F1","A0A0A0MS01",0.262833333333333,0
"AF-A0A0A0MS02-F1-model_v4.pdb","A0A0A0MS02-F1","A0A0A0MS02",0.929757142857143,117
"AF-A0A0A0MS03-F1-model_v4.pdb","A0A0A0MS03-F1","A0A0A0MS03",0.795463636363636,114
"AF-A0A0A0MS04-F1-model_v4.pdb","A0A0A0MS04-F1","A0A0A0MS04",0.641885714285714,0
"AF-A0A0A0MS05-F1-model_v4.pdb","A0A0A0MS05-F1","A0A0A0MS05",0.129023636363636,0
"AF-A0A0A0MS06-F1-model_v4.pdb","A0A0A0MS06-F1","A0A0A0MS06",0.827205263157895,115
"AF-A0A0A0MS14-F1-model_v4.pdb","A0A0A0MS14-F1","A0A0A0MS14",0.527341666666667,0
"AF-A0A0A0MS15-F1-model_v4.pdb","A0A0A0MS15-F1","A0A0A0MS15",0.791,119
"AF-A0A0A0MT36-F1-model_v4.pdb","A0A0A0MT36-F1","A0A0A0MT36",0.718463636363636,13
"AF-A0A0A0MT70-F1-model_v4.pdb","A0A0A0MT70-F1","A0A0A0MT70",0.4923,0
"AF-A0A0A0MT76-F1-model_v4.pdb","A0A0A0MT76-F1","A0A0A0MT76",0.635423076923077,0
"AF-A0A0A0MT82-F1-model_v4.pdb","A0A0A0MT82-F1","A0A0A0MT82",0.716923076923077,10
"AF-A0A0A0MT86-F1-model_v4.pdb","A0A0A0MT86-F1","A0A0A0MT86",0.9532,24
"AF-A0A0A0MT87-F1-model_v4.pdb","A0A0A0MT87-F1","A0A0A0MT87",0.4098,0
"AF-A0A0A0MT93-F1-model_v4.pdb","A0A0A0MT93-F1","A0A0A0MT93",0.281946666666667,0
"AF-A0A0A0MT94-F1-model_v4.pdb","A0A0A0MT94-F1","A0A0A0MT94",0.413254545454545,0
"AF-A0A0A0MTA7-F1-model_v4.pdb","A0A0A0MTA7-F1","A0A0A0MTA7",0.315381818181818,0
"AF-A0A0A6YYC5-F1-model_v4.pdb","A0A0A6YYC5-F1","A0A0A6YYC5",0.698433333333333,0
"AF-A0A0A6YYD4-F1-model_v4.pdb","A0A0A6YYD4-F1","A0A0A6YYD4",0.519133333333333,0
"AF-A0A0A6YYG2-F1-model_v4.pdb","A0A0A6YYG2-F1","A0A0A6YYG2",0.678685714285714,0
"AF-A0A0A6YYG3-F1-model_v4.pdb","A0A0A6YYG3-F1","A0A0A6YYG3",0.915238095238095,113
"AF-A0A0A6YYJ7-F1-model_v4.pdb","A0A0A6YYJ7-F1","A0A0A6YYJ7",0.969229411764706,113
"AF-A0A0A6YYK1-F1-model_v4.pdb","A0A0A6YYK1-F1","A0A0A6YYK1",0.619972727272727,0
"AF-A0A0A6YYK4-F1-model_v4.pdb","A0A0A6YYK4-F1","A0A0A6YYK4",0.786209523809524,115
"AF-A0A0A6YYK6-F1-model_v4.pdb","A0A0A6YYK6-F1","A0A0A6YYK6",0.0515026666666667,0
"AF-A0A0A6YYK7-F1-model_v4.pdb","A0A0A6YYK7-F1","A0A0A6YYK7",0.475204761904762,0
"AF-A0A0A6YYL3-F1-model_v4.pdb","A0A0A6YYL3-F1","A0A0A6YYL3",0.0204575714285714,0
"AF-A0A0B4J1T7-F1-model_v4.pdb","A0A0B4J1T7-F1","A0A0B4J1T7",0.346461904761905,0
"AF-A0A0B4J1U3-F1-model_v4.pdb","A0A0B4J1U3-F1","A0A0B4J1U3",0.230257142857143,0
"AF-A0A0B4J1U4-F1-model_v4.pdb","A0A0B4J1U4-F1","A0A0B4J1U4",0.9437,118
"AF-A0A0B4J1U6-F1-model_v4.pdb","A0A0B4J1U6-F1","A0A0B4J1U6",0.28044375,0
"AF-A0A0B4J1U7-F1-model_v4.pdb","A0A0B4J1U7-F1","A0A0B4J1U7",0.459941666666667,0
"AF-A0A0B4J1V0-F1-model_v4.pdb","A0A0B4J1V0-F1","A0A0B4J1V0",0.640933333333333,0
"AF-A0A0B4J1V1-F1-model_v4.pdb","A0A0B4J1V1-F1","A0A0B4J1V1",0.28864375,0
"AF-A0A0B4J1V2-F1-model_v4.pdb","A0A0B4J1V2-F1","A0A0B4J1V2",0.875909523809524,119
"AF-A0A0B4J1V6-F1-model_v4.pdb","A0A0B4J1V6-F1","A0A0B4J1V6",0.234433333333333,0
"AF-A0A0B4J1V7-F1-model_v4.pdb","A0A0B4J1V7-F1","A0A0B4J1V7",0.101712727272727,0
"AF-A0A0B4J1W7-F1-model_v4.pdb","A0A0B4J1W7-F1","A0A0B4J1W7",0.845514285714286,369
"AF-A0A0B4J1X5-F1-model_v4.pdb","A0A0B4J1X5-F1","A0A0B4J1X5",0.06787,0
"AF-A0A0B4J1X8-F1-model_v4.pdb","A0A0B4J1X8-F1","A0A0B4J1X8",0.771245454545455,16
"AF-A0A0B4J1Y8-F1-model_v4.pdb","A0A0B4J1Y8-F1","A0A0B4J1Y8",0.199527272727273,0
"AF-A0A0B4J1Y9-F1-model_v4.pdb","A0A0B4J1Y9-F1","A0A0B4J1Y9",0.619442857142857,0
"AF-A0A0B4J1Z2-F1-model_v4.pdb","A0A0B4J1Z2-F1","A0A0B4J1Z2",0.871428571428571,117
"AF-A0A0B4J200-F1-model_v4.pdb","A0A0B4J200-F1","A0A0B4J200",0.479275,0
"AF-A0A0B4J234-F1-model_v4.pdb","A0A0B4J234-F1","A0A0B4J234",0.904561904761905,112
"AF-A0A0B4J235-F1-model_v4.pdb","A0A0B4J235-F1","A0A0B4J235",0.965433333333333,113
"AF-A0A0B4J237-F1-model_v4.pdb","A0A0B4J237-F1","A0A0B4J237",0.878461904761905,113
"AF-A0A0B4J238-F1-model_v4.pdb","A0A0B4J238-F1","A0A0B4J238",0.564561904761905,0
"AF-A0A0B4J240-F1-model_v4.pdb","A0A0B4J240-F1","A0A0B4J240",0.869880952380952,114
"AF-A0A0B4J241-F1-model_v4.pdb","A0A0B4J241-F1","A0A0B4J241",0.0994295238095238,0
"AF-A0A0B4J244-F1-model_v4.pdb","A0A0B4J244-F1","A0A0B4J244",0.84042380952381,114
"AF-A0A0B4J245-F1-model_v4.pdb","A0A0B4J245-F1","A0A0B4J245",0.631757142857143,0
"AF-A0A0B4J248-F1-model_v4.pdb","A0A0B4J248-F1","A0A0B4J248",0.785829411764706,108
"AF-A0A0B4J249-F1-model_v4.pdb","A0A0B4J249-F1","A0A0B4J249",0.622685714285714,0
"AF-A0A0B4J262-F1-model_v4.pdb","A0A0B4J262-F1","A0A0B4J262",0.619819047619048,0
"AF-A0A0B4J263-F1-model_v4.pdb","A0A0B4J263-F1","A0A0B4J263",0.828538095238095,102
"AF-A0A0B4J264-F1-model_v4.pdb","A0A0B4J264-F1","A0A0B4J264",0.678538095238095,0
"AF-A0A0B4J265-F1-model_v4.pdb","A0A0B4J265-F1","A0A0B4J265",0.333747619047619,0
"AF-A0A0B4J266-F1-model_v4.pdb","A0A0B4J266-F1","A0A0B4J266",0.39094,0
"AF-A0A0B4J268-F1-model_v4.pdb","A0A0B4J268-F1","A0A0B4J268",0.509033333333333,0
"AF-A0A0B4J271-F1-model_v4.pdb","A0A0B4J271-F1","A0A0B4J271",0.813404761904762,97
"AF-A0A0B4J272-F1-model_v4.pdb","A0A0B4J272-F1","A0A0B4J272",0.248914285714286,0
"AF-A0A0B4J273-F1-model_v4.pdb","A0A0B4J273-F1","A0A0B4J273",0.62282380952381,0
"AF-A0A0B4J274-F1-model_v4.pdb","A0A0B4J274-F1","A0A0B4J274",0.521526315789474,0
"AF-A0A0B4J275-F1-model_v4.pdb","A0A0B4J275-F1","A0A0B4J275",0.389380952380952,0
"AF-A0A0B4J276-F1-model_v4.pdb","A0A0B4J276-F1","A0A0B4J276",0.356371428571429,0
"AF-A0A0B4J277-F1-model_v4.pdb","A0A0B4J277-F1","A0A0B4J277",0.186466666666667,0
"AF-A0A0B4J279-F1-model_v4.pdb","A0A0B4J279-F1","A0A0B4J279",0.744616666666667,112
"AF-A0A0B4J280-F1-model_v4.pdb","A0A0B4J280-F1","A0A0B4J280",0.8521,105
"AF-A0A0B4J2A2-F1-model_v4.pdb","A0A0B4J2A2-F1","A0A0B4J2A2",0.756345454545455,125
"AF-A0A0B4J2B6-F1-model_v4.pdb","A0A0B4J2B6-F1","A0A0B4J2B6",0.525466666666667,0
"AF-A0A0B4J2B8-F1-model_v4.pdb","A0A0B4J2B8-F1","A0A0B4J2B8",0.404571428571429,0
"AF-A0A0B4J2D5-F1-model_v4.pdb","A0A0B4J2D5-F1","A0A0B4J2D5",0.839042857142857,232
"AF-A0A0B4J2D9-F1-model_v4.pdb","A0A0B4J2D9-F1","A0A0B4J2D9",0.591864285714286,0
"AF-A0A0B4J2E0-F1-model_v4.pdb","A0A0B4J2E0-F1","A0A0B4J2E0",0.861018181818182,115
"AF-A0A0B4J2E5-F1-model_v4.pdb","A0A0B4J2E5-F1","A0A0B4J2E5",0.58877619047619,0
"AF-A0A0B4J2F0-F1-model_v4.pdb","A0A0B4J2F0-F1","A0A0B4J2F0",0.470316666666667,0
"AF-A0A0B4J2F2-F1-model_v4.pdb","A0A0B4J2F2-F1","A0A0B4J2F2",0.642257142857143,0
"AF-A0A0B4J2H0-F1-model_v4.pdb","A0A0B4J2H0-F1","A0A0B4J2H0",0.170780952380952,0
"AF-A0A0C4DGP1-F1-model_v4.pdb","A0A0C4DGP1-F1","A0A0C4DGP1",0.881280952380952,68
"AF-A0A0C4DH24-F1-model_v4.pdb","A0A0C4DH24-F1","A0A0C4DH24",0.0432075,0
"AF-A0A0C4DH25-F1-model_v4.pdb","A0A0C4DH25-F1","A0A0C4DH25",0.685438095238095,0
"AF-A0A0C4DH26-F1-model_v4.pdb","A0A0C4DH26-F1","A0A0C4DH26",0.0557952380952381,0
"AF-A0A0C4DH27-F1-model_v4.pdb","A0A0C4DH27-F1","A0A0C4DH27",0.820119047619048,118
"AF-A0A0C4DH28-F1-model_v4.pdb","A0A0C4DH28-F1","A0A0C4DH28",0.666057142857143,0
"AF-A0A0C4DH29-F1-model_v4.pdb","A0A0C4DH29-F1","A0A0C4DH29",0.891154545454545,117
"AF-A0A0C4DH30-F1-model_v4.pdb","A0A0C4DH30-F1","A0A0C4DH30",0.385407692307692,0
"AF-A0A0C4DH31-F1-model_v4.pdb","A0A0C4DH31-F1","A0A0C4DH31",0.335027272727273,0
"AF-A0A0C4DH32-F1-model_v4.pdb","A0A0C4DH32-F1","A0A0C4DH32",0.206557142857143,0
"AF-A0A0C4DH33-F1-model_v4.pdb","A0A0C4DH33-F1","A0A0C4DH33",0.0588747619047619,0
"AF-A0A0C4DH34-F1-model_v4.pdb","A0A0C4DH34-F1","A0A0C4DH34",0.146172727272727,0
"AF-A0A0C4DH35-F1-model_v4.pdb","A0A0C4DH35-F1","A0A0C4DH35",0.1732,0
"AF-A0A0C4DH36-F1-model_v4.pdb","A0A0C4DH36-F1","A0A0C4DH36",0.787671428571429,89
"AF-A0A0C4DH38-F1-model_v4.pdb","A0A0C4DH38-F1","A0A0C4DH38",0.6794,0
"AF-A0A0C4DH39-F1-model_v4.pdb","A0A0C4DH39-F1","A0A0C4DH39",0.138486666666667,0
"AF-A0A0C4DH41-F1-model_v4.pdb","A0A0C4DH41-F1","A0A0C4DH41",0.625725,0
"AF-A0A0C4DH42-F1-model_v4.pdb","A0A0C4DH42-F1","A0A0C4DH42",0.578004761904762,0
"AF-A0A0C4DH43-F1-model_v4.pdb","A0A0C4DH43-F1","A0A0C4DH43",0.750533333333333,58
"AF-A0A0C4DH55-F1-model_v4.pdb","A0A0C4DH55-F1","A0A0C4DH55",0.931176923076923,119
"AF-A0A0C4DH59-F1-model_v4.pdb","A0A0C4DH59-F1","A0A0C4DH59",0.380127272727273,0
"AF-A0A0C4DH62-F1-model_v4.pdb","A0A0C4DH62-F1","A0A0C4DH62",0.768018181818182,17
"AF-A0A0C4DH63-F1-model_v4.pdb","A0A0C4DH63-F1","A0A0C4DH63",0.451083333333333,0
"AF-A0A0C4DH67-F1-model_v4.pdb","A0A0C4DH67-F1","A0A0C4DH67",0.537528571428571,0
"AF-A0A0C4DH68-F1-model_v4.pdb","A0A0C4DH68-F1","A0A0C4DH68",0.353271428571429,0
"AF-A0A0C4DH69-F1-model_v4.pdb","A0A0C4DH69-F1","A0A0C4DH69",0.536342857142857,0
"AF-A0A0C4DH72-F1-model_v4.pdb","A0A0C4DH72-F1","A0A0C4DH72",0.365981818181818,0
"AF-A0A0C4DH73-F1-model_v4.pdb","A0A0C4DH73-F1","A0A0C4DH73",0.0543361904761905,0
"AF-A0A0C4DH90-F1-model_v4.pdb","A0A0C4DH90-F1","A0A0C4DH90",0.04973,0
"AF-A0A0C5B5G6-F1-model_v4.pdb","A0A0C5B5G6-F1","A0A0C5B5G6",0.663893333333333,0
"AF-A0A0D9SF12-F1-model_v4.pdb","A0A0D9SF12-F1","A0A0D9SF12",0.201007692307692,0
"AF-A0A0G2JKD1-F1-model_v4.pdb","A0A0G2JKD1-F1","A0A0G2JKD1",0.839185714285714,100
"AF-A0A0G2JKW9-F1-model_v4.pdb","A0A0G2JKW9-F1","A0A0G2JKW9",0.646593333333333,0
"AF-A0A0G2JLG4-F1-model_v4.pdb","A0A0G2JLG4-F1","A0A0G2JLG4",0.484290476190476,0
"AF-A0A0G2JLM5-F1-model_v4.pdb","A0A0G2JLM5-F1","A0A0G2JLM5",0.925961904761905,398
"AF-A0A0G2JLQ3-F1-model_v4.pdb","A0A0G2JLQ3-F1","A0A0G2JLQ3",0.543646153846154,0
"AF-A0A0G2JLW4-F1-model_v4.pdb","A0A0G2JLW4-F1","A0A0G2JLW4",0.582219047619048,0
"AF-A0A0G2JMD5-F1-model_v4.pdb","A0A0G2JMD5-F1","A0A0G2JMD5",0.485261904761905,0
"AF-A0A0G2JMH3-F1-model_v4.pdb","A0A0G2JMH3-F1","A0A0G2JMH3",0.563963636363636,0
"AF-A0A0G2JMH6-F1-model_v4.pdb","A0A0G2JMH6-F1","A0A0G2JMH6",0.504652380952381,0
"AF-A0A0G2JMI3-F1-model_v4.pdb","A0A0G2JMI3-F1","A0A0G2JMI3",0.964909523809524,117
"AF-A0A0G2JMM0-F1-model_v4.pdb","A0A0G2JMM0-F1","A0A0G2JMM0",0.486152380952381,0
"AF-A0A0G2JMP0-F1-model_v4.pdb","A0A0G2JMP0-F1","A0A0G2JMP0",0.741980952380952,209
"AF-A0A0G2JMS6-F1-model_v4.pdb","A0A0G2JMS6-F1","A0A0G2JMS6",0.73892380952381,219
"AF-A0A0G2JN01-F1-model_v4.pdb","A0A0G2JN01-F1","A0A0G2JN01",0.341566666666667,0
"AF-A0A0G2JN53-F1-model_v4.pdb","A0A0G2JN53-F1","A0A0G2JN53",0.601742857142857,0
"AF-A0A0G2JN68-F1-model_v4.pdb","A0A0G2JN68-F1","A0A0G2JN68",0.406981818181818,0
"AF-A0A0G2JNF4-F1-model_v4.pdb","A0A0G2JNF4-F1","A0A0G2JNF4",0.477671428571429,0
"AF-A0A0G2JNG1-F1-model_v4.pdb","A0A0G2JNG1-F1","A0A0G2JNG1",0.824536363636364,304
"AF-A0A0G2JNH3-F1-model_v4.pdb","A0A0G2JNH3-F1","A0A0G2JNH3",0.511736363636364,0
"AF-A0A0G2JNQ3-F1-model_v4.pdb","A0A0G2JNQ3-F1","A0A0G2JNQ3",0.142395238095238,0
"AF-A0A0G2JP20-F1-model_v4.pdb","A0A0G2JP20-F1","A0A0G2JP20",0.525357142857143,0
"AF-A0A0G2JPB7-F1-model_v4.pdb","A0A0G2JPB7-F1","A0A0G2JPB7",0.428761904761905,0
"AF-A0A0G2JPC4-F1-model_v4.pdb","A0A0G2JPC4-F1","A0A0G2JPC4",0.544161904761905,0
