"","node_1","node_2","uniprot_id"
"64400","O14792","P18827",0.932
"32145","O14792","O75056",0.935
"61576","O14792","O00468",0.936
"71176","O14792","P51654",0.945
"4036","O14792","P35052",0.949
"47836","O14792","O75487",0.954
"16221","O14792","P34741",0.958
"120771","Q13275","P15692",0.889
"20575","Q13275","Q9Y4D7",0.893
"1950","Q13275","O60486",0.973
"77984","Q13275","P78352",0.405
"17383","Q13275","Q16555",0.407
"38500","Q13275","O60462",0.995
"44880","P52569","Q8TF71",0.408
"4959","Q96RU2","P63146",0.403
"17221","Q96RU2","Q96JH7",0.408
"97268","P52569","Q8IWT0",0.412
"93438","Q96RU2","Q01804",0.408
"22404","P52569","Q86XE3",0.412
"96312","P52569","P11166",0.414
"7466","P52569","Q15233",0.429
"12953","Q96RU2","P53350",0.415
"112565","P52569","Q9H2H9",0.433
"11836","P52569","Q13595",0.439
"58755","P52569","P19623",0.46
"75348","Q96RU2","O43623",0.433
"498","Q13275","Q92187",0.42
"30304","Q13275","Q9HB63",0.424
"113189","Q13275","Q96B86",0.424
"125472","Q13275","P09958",0.424
"44849","P52569","P04181",0.461
"17032","Q13275","O00212",0.432
"1727","Q13275","O00533",0.44
"47411","Q13275","Q06787",0.441
"15499","P52569","Q9NY97",0.465
"65499","P52569","P22102",0.493
"102588","Q13275","P42684",0.457
"43719","Q13275","Q9Y624",0.463
"3671","Q13275","Q9UPQ7",0.47
"46070","Q13275","Q93097",0.47
"37245","Q13275","Q8TDZ2",0.474
"79143","P52569","O94901",0.494
"76338","Q13275","Q96MS0",0.475
"45523","Q13275","P01138",0.479
"624","P52569","P11926",0.505
"82491","Q13275","P61073",0.479
"37","Q13275","P98172",0.48
"104611","Q13275","P09086",0.481
"30469","Q13275","Q92859",0.487
"16544","P52569","P62079",0.513
"1012","P52569","Q8WV83",0.531
"50815","P52569","P00966",0.578
"27142","Q13275","Q8IZJ1",0.509
"61116","Q13275","Q92823",0.51
"68087","Q13275","P20916",0.511
"110527","P52569","Q15758",0.588
"70386","P52569","P51606",0.676
"76637","Q96RU2","Q9P260",0.45
"18248","Q96RU2","Q9HA38",0.455
"121069","P52569","O00341",0.703
"63866","Q16654","P30825",0.405
"20699","Q13275","P08581",0.526
"3877","Q13275","P35968",0.536
"122061","Q13275","P49767",0.542
"115931","Q16654","Q9H3M7",0.406
"972","Q13275","P52799",0.544
"57385","Q13275","P61587",0.546
"1094","Q16654","P20393",0.408
"38065","Q13275","Q9HCM2",0.553
"43488","Q16654","O00141",0.409
"29007","Q16654","P55316",0.41
"42428","Q13275","O75051",0.561
"22707","Q16654","Q01581",0.411
"16630","Q16654","P99999",0.412
"30372","Q13275","Q05397",0.581
"69543","Q13275","O14908",0.594
"7404","Q13275","P21709",0.614
"96840","Q13275","Q9HCK4",0.618
"26246","Q13275","O75094",0.62
"4263","Q96RU2","Q13618",0.483
"6400","Q96RU2","O00444",0.486
"39450","Q96RU2","Q9NQC1",0.488
"43105","Q96RU2","Q149N8",0.488
"371","Q16654","Q96PD7",0.42
"29980","Q96RU2","Q7Z6Z7",0.489
"12651","Q16654","Q5S007",0.422
"30890","Q16654","Q96A54",0.426
"101069","Q96RU2","O95198",0.49
"85219","Q96RU2","Q9NQC7",0.492
"97757","Q96RU2","Q5VVJ2",0.493
"57711","Q16654","Q9Y4H2",0.426
"91513","Q96RU2","Q9BXH1",0.501
"47298","Q16654","Q9BYJ9",0.436
"105565","Q96RU2","Q8WWI1",0.508
"67789","Q96RU2","Q32MZ4",0.519
"14842","Q16654","P06213",0.437
"18832","Q16654","Q86YN6",0.445
"16049","Q96RU2","Q8NFD2",0.525
"525","Q16654","Q08426",0.593
"15186","Q16654","P35568",0.453
"76705","Q96RU2","P57081",0.53
"45453","Q96RU2","P46736",0.53
"94896","Q96RU2","Q8IV36",0.534
"79693","Q16654","O00327",0.461
"30327","Q16654","O00763",0.465
"78824","Q96RU2","Q96PU5",0.543
"61887","Q16654","Q12778",0.599
"3157","Q16654","Q9Y2P4",0.47
"30698","Q96RU2","A6NCF5",0.544
"1946","Q96RU2","Q9H0E7",0.545
"73932","Q16654","P07195",0.474
"68056","Q16654","Q9Y6R4",0.483
"18948","Q96RU2","Q53GS9",0.549
"7848","Q96RU2","Q13315",0.555
"10245","Q16654","Q15067",0.622
"9464","Q16654","P37231",0.627
"95180","Q16654","Q9NRP4",0.484
"41223","Q16654","P26374",0.499
"36430","Q16654","P24386",0.499
"110799","Q16654","P00338",0.51
"101314","Q96RU2","P46934",0.564
"80908","Q16654","Q15034",0.513
"26684","Q96RU2","Q70EL2",0.574
"78611","Q96RU2","O60341",0.575
"80061","Q16654","P11474",0.699
"119243","Q16654","O95479",0.518
"73220","Q16654","Q92523",0.742
"24420","Q96RU2","Q5VVQ6",0.583
"1308","Q16654","Q6PCB7",0.519
"4621","Q16654","Q9UBK2",0.811
"100233","Q16654","Q00059",0.524
"110","Q16654","Q16822",0.526
"81807","Q96RU2","O00487",0.606
"2393","Q96RU2","O60706",0.612
"70744","Q16654","P11498",0.528
"18538","Q16654","P55851",0.531
"3115","Q16654","O95822",0.535
"13341","Q96RU2","Q8NFA0",0.625
"41","Q16654","P09622",0.931
"16277","Q16654","P11177",0.94
"49201","Q16654","P23786",0.539
"8131","Q16654","P10515",0.957
"24","Q96RU2","O43264",0.627
"611","Q16654","P28330",0.552
"43013","Q96RU2","Q9Y5K5",0.657
"6077","Q96RU2","P04637",0.66
"31855","Q96RU2","O94782",0.676
"110440","Q96RU2","Q96FW1",0.703
"62492","Q16654","P08559",0.984
"62796","P11233","P39210",0.401
"48595","P11233","P05412",0.404
"18891","P11233","Q92930",0.41
"39018","P11233","Q9BZE4",0.412
"71400","P11233","O00522",0.414
"13431","P11233","Q71U36",0.416
"31864","P11233","O60725",0.418
"12612","P11233","Q5S007",0.425
"118","P11233","O14965",0.426
"96313","Q16654","P11166",0.556
"20403","P11233","Q93008",0.439
"17554","Q16654","P06858",0.563
"86991","P11233","O95398",0.44
"92118","Q96RU2","P61956",0.744
"8162","Q96RU2","Q9Y4E8",0.746
"15072","Q16654","P49327",0.575
"22283","Q96RU2","Q96PM5",0.786
"2548","Q96RU2","P54578",0.813
"106093","P11233","P47736",0.442
"103104","Q16654","Q969P5",0.576
"108101","Q16654","P49748",0.587
"5019","P11233","P06746",0.444
"12385","P11233","P62330",0.779
"89415","P11233","Q6PFW1",0.45
"75639","P11233","Q8WZA2",0.459
"56636","P11233","Q9P258",0.466
"18624","P11233","P25098",0.796
"61820","P11233","Q8WXI2",0.819
"37325","Q9UHR4","Q99683",0.406
"9685","Q9UHR4","Q8TBY9",0.409
"14972","P11233","P60763",0.847
"16016","Q9UHR4","Q9BZE9",0.413
"3418","Q9UHR4","Q16204",0.415
"17275","P11233","Q9Y256",0.474
"6657","P11233","Q9Y2D4",0.872
"50314","P11233","Q13905",0.477
"82305","Q9UHR4","P51826",0.419
"118103","Q9UHR4","O43900",0.422
"118307","Q9UHR4","Q9Y4F1",0.427
"2283","P11233","Q8TAG9",0.88
"54132","Q9UHR4","Q9H694",0.432
"9950","P11233","Q8IZJ4",0.897
"6744","Q9UHR4","P20339",0.457
"7209","P11233","P00533",0.491
"68305","P11233","Q14765",0.901
"29575","Q9UHR4","P22607",0.481
"6667","P11233","P11234",0.904
"7204","Q9UHR4","P00533",0.487
"9645","P11233","Q12965",0.909
"30805","Q9UHR4","Q9NRY5",0.49
"125250","Q9UHR4","Q9Y6W5",0.512
"26849","P11233","Q15759",0.918
"22487","Q9UHR4","O75410",0.529
"109797","P11233","Q86YS7",0.919
"37457","P11233","P53779",0.926
"24234","Q9UHR4","Q9Y6A5",0.616
"20380","Q9UHR4","Q9UQB8",0.631
"802","P11233","P08476",0.543
"45671","P11233","P01111",0.926
"4534","P11233","P61026",0.933
"6093","P11233","P52565",0.557
"77690","P11233","Q9Y4I1",0.934
"99763","P11233","O15211",0.95
"1959","P11233","B0I1T2",0.575
"77439","P11233","Q8IVT5",0.584
"14563","P11233","Q9NZL6",0.956
"5698","P11233","P46940",0.59
"752","P11233","P35080",0.592
"8301","Q9UHR4","Q12929",0.918
"31386","P11233","Q13393",0.994
"27998","Q24JP5","Q9NP50",0.4
"27434","Q24JP5","Q96FZ5",0.404
"86386","Q24JP5","Q96M96",0.415
"49560","Q24JP5","Q5VUD6",0.417
"56154","Q24JP5","Q7Z7J9",0.417
"30879","Q24JP5","Q8NC96",0.429
"23450","P11233","O94832",0.594
"301","P11233","P07737",0.595
"14297","P11233","Q6GYQ0",0.596
"1266","P11233","P04049",0.606
"11875","P11233","Q8N8U9",0.613
"56280","P11233","Q9UIM3",0.616
"50138","P11233","Q12967",0.998
"41665","P11233","Q8IYI6",0.999
"16018","P11233","Q9BZE9",0.65
"4507","Q24JP5","Q9H6D8",0.434
"1","P11233","Q15311",0.999
"77425","Q24JP5","Q8IVT5",0.456
"32935","O75865","Q9NX58",0.407
"7795","P11233","P23396",0.655
"38515","P11233","P35580",0.664
"6957","P11233","O75380",0.669
"4","Q24JP5","Q9Y4A8",0.49
"23995","O75865","O15027",0.409
"66851","Q24JP5","Q8NBJ4",0.557
"113264","P11233","Q03169",0.69
"23231","Q24JP5","P11021",0.596
"72587","P11233","P06493",0.699
"86162","O75865","Q6QNY0",0.424
"28805","O75865","Q15437",0.425
"26288","Q24JP5","O43759",0.613
"84806","Q24JP5","Q3V5L5",0.65
"40708","O75865","Q5T6F0",0.429
"174","O75865","Q9P253",0.432
"108433","P11233","P84077",0.702
"283","Q24JP5","Q9UKB3",0.693
"4760","Q24JP5","Q9UNL2",0.704
"25662","O75865","Q86SZ2",0.891
"51","P11233","O15264",0.716
"361","P11233","P24385",0.721
"19531","P11233","P63027",0.723
"1177","P11233","O00161",0.752
"20829","P11233","Q12846",0.768
"41203","O75865","P26374",0.905
"4213","Q9H977","O14530",0.41
"36453","O75865","P24386",0.905
"67364","O75865","Q96Q05",0.995
"6962","Q9H977","O75380",0.433
"95194","Q9H977","Q8N0X7",0.472
"1444","Q9H977","Q9Y5H0",0.517
"36628","Q9H977","Q9H6Y2",0.59
"28114","O75865","Q8WVB3",0.498
"396","O75865","Q8WUD6",0.499
"77754","O75865","Q9NRG7",0.516
"13857","O75865","Q8N2G8",0.519
"17323","O75865","Q6UX98",0.529
"111888","O75865","Q96QF0",0.587
"200","O75865","Q8N2M8",0.596
"118130","O75865","Q8IUR0",0.999
"73497","O75865","P13987",0.6
"96075","O75865","P01009",0.6
"70530","Q9H977","Q96MT7",0.62
"122445","Q9H977","Q8TCZ2",0.627
"114964","Q8TB22","Q9NTJ4",0.4
"25036","Q9H977","Q7Z5U6",0.66
"2945","O75865","Q15363",0.6
"10690","Q8TB22","Q504Y2",0.426
"38322","O75865","P00451",0.6
"42","Q6NTF9","Q9UKN7",0.406
"11978","Q6NTF9","Q8IVN8",0.432
"24618","Q8TB22","Q9NZN3",0.437
"18602","Q6NTF9","Q8N5Y2",0.452
"50870","Q8TB22","Q5JTD7",0.437
"43","Q8TB22","Q9H6D7",0.454
"22423","Q6NTF9","Q96PD2",0.488
"75160","Q6NTF9","O60830",0.495
"6510","O75865","Q8TBE1",0.607
"36577","Q8TB22","Q9UGI8",0.467
"346","O75865","P53634",0.608
"5804","Q6NTF9","P58872",0.514
"46362","Q8TB22","A8MQ27",0.502
"1717","Q6NTF9","P40337",0.54
"8638","Q6NTF9","Q9NT62",0.54
"3019","Q6NTF9","Q15370",0.54
"6983","Q6NTF9","O60337",0.54
"2074","Q6NTF9","Q9BUN8",0.54
"277","O75865","O15498",0.668
"3678","Q8TB22","Q96PE2",0.543
"22742","Q6NTF9","Q6PJF5",0.556
"5928","Q8TB22","Q96F10",0.611
"56613","Q6NTF9","Q5TC63",0.619
"24830","Q8TB22","P19404",0.616
"7097","Q8TB22","Q9BWV2",0.677
"50906","Q8TB22","Q9BR10",0.71
"21557","Q6NTF9","Q9BZ67",0.687
"67879","Q6NTF9","Q8TEB9",0.702
"3045","Q6NTF9","Q96CC6",0.709
"79056","Q6NTF9","Q8NBM4",0.747
"18690","Q9UJK0","Q9H2W6",0.405
"36643","Q9UJK0","Q9H6Y2",0.411
"1583","Q9UJK0","Q9Y221",0.423
"32966","Q9UJK0","Q9NX58",0.426
"49815","Q8TB22","Q9NWH7",0.737
"1285","Q9UJK0","Q8IZ69",0.428
"1656","Q9BZF2","P42356",0.411
"69750","Q8TB22","Q99538",0.788
"86411","Q9BZF2","Q9ULL5",0.428
"20815","Q8TB22","P53611",0.792
"42206","Q9BZF2","Q5VT66",0.45
"124347","P26006","P0C875",0.4
"49251","Q9BZF2","Q86YB7",0.455
"60612","Q9BZF2","A8MT33",0.465
"30464","P26006","Q92859",0.401
"117546","Q9BZF2","O94911",0.469
"82051","P26006","Q14192",0.403
"44376","Q9BZF2","P98198",0.499
"12228","Q9UJK0","Q6PF06",0.464
"63634","Q9UJK0","Q8N6G6",0.47
"913","Q9UJK0","Q96EU6",0.473
"12185","Q9UJK0","Q8N6F8",0.475
"115645","Q9UJK0","Q9HCB6",0.482
"190","Q9BZF2","Q53H96",0.565
"10645","P26006","P19320",0.404
"13053","Q9UJK0","Q9Y6H3",0.504
"456","Q9UJK0","Q13895",0.543
"92738","Q9UJK0","Q8TCB7",0.549
"101396","Q9UJK0","Q8NBA8",0.553
"22129","P26006","Q9UIG8",0.41
"1232","Q9UJK0","Q8N5C7",0.62
"23777","P26006","Q99715",0.413
"29376","Q9UJK0","Q9Y2G5",0.659
"89591","Q9UJK0","O43709",0.68
"43295","Q9UJK0","Q96GA3",0.708
"4592","P26006","P05362",0.414
"16308","Q9UJK0","Q9Y4P3",0.722
"65767","P26006","Q07912",0.414
"16798","P26006","P50281",0.414
"49750","P26006","P20908",0.426
"1112","Q9UJK0","P27918",0.754
"72317","P26006","P10451",0.695
"24151","P26006","Q86XX4",0.432
"10849","P26006","P12111",0.703
"13693","Q9UJK0","Q2NL82",0.766
"52732","P26006","P17813",0.441
"25545","Q9UJK0","Q53H54",0.773
"33977","O95772","Q5T9L3",0.402
"522","O95772","P36406",0.402
"69788","P26006","P19075",0.712
"131","P26006","Q9BQL6",0.461
"13220","P26006","P12110",0.72
"1025","P26006","P50552",0.721
"41873","P26006","P35442",0.721
"84591","O95772","O95199",0.422
"6746","P26006","P20339",0.465
"21719","P26006","Q5ZPR3",0.475
"40766","P26006","P12109",0.733
"26922","P26006","P35613",0.735
"106753","P26006","O00214",0.741
"72166","P26006","Q14031",0.742
"2639","P26006","P12830",0.493
"74611","P26006","Q01955",0.746
"61575","P26006","O00468",0.755
"221","O95772","O00459",0.442
"1456","P26006","P17931",0.493
"2061","P26006","P04921",0.499
"109635","P26006","Q14118",0.507
"27021","P26006","Q9NVD7",0.761
"87146","P26006","Q8NG11",0.508
"13233","P26006","P46108",0.773
"1309","P26006","O43707",0.774
"123287","O95772","Q6ZVN7",0.505
"343","P26006","P27701",0.512
"84256","P26006","Q6UXI9",0.528
"19244","O95772","Q8N3J3",0.518
"57624","P26006","P02462",0.778
"38588","P26006","P08572",0.785
"74786","P26006","P53420",0.793
"15600","P26006","Q13740",0.539
"26171","P26006","P29400",0.795
"42727","P26006","P47224",0.801
"63205","P26006","Q9Y6C2",0.54
"36783","P26006","P29317",0.829
"75097","P26006","Q13418",0.545
"22170","P26006","P27797",0.838
"12352","P26006","P62330",0.901
"70328","O95772","Q5T4F4",0.536
"17584","O95772","A4D0V7",0.54
"91535","P26006","Q92800",0.56
"48792","P26006","O75553",0.906
"75993","P26006","O14817",0.589
"78962","P26006","P57087",0.907
"120773","P26006","P15692",0.926
"92743","P26006","P22105",0.612
"45248","P26006","O75578",0.928
"51378","P26006","P00749",0.928
"57328","P26006","Q9Y5V3",0.617
"12717","P26006","Q9BX67",0.93
"65980","P26006","P98155",0.931
"51318","P26006","Q14055",0.618
"83416","P26006","P55268",0.934
"93233","P26006","P17252",0.636
"14730","P26006","Q14114",0.934
"60063","P26006","P53708",0.943
"88846","P26006","P24043",0.947
"70696","O95772","O75425",0.677
"72079","P26006","Q9NQS7",0.642
"29270","P26006","Q03405",0.948
"327","P26006","P04004",0.948
"82623","P26006","P23229",0.652
"4164","P26006","P14543",0.948
"20661","P26006","P08581",0.953
"228","P26006","P07942",0.954
"7297","P26006","P00533",0.954
"472","P26006","Q16363",0.954
"4079","P26006","Q13753",0.955
"30357","P26006","Q05397",0.958
"20","O95772","Q9UM22",0.749
"7512","O95772","P49675",0.966
"29405","P26006","P35443",0.66
"1907","P26006","P11047",0.958
"67743","P26006","Q13751",0.961
"237","P26006","P26012",0.963
"25","P26006","P16144",0.967
"58011","P26006","O95965",0.66
"115093","P26006","P63261",0.669
"25315","Q96NX5","Q70SY1",0.61
"1326","P26006","O15230",0.98
"11205","P26006","P18084",0.98
"113407","P26006","P05106",0.984
"12716","Q96NX5","Q9BX67",0.647
"7637","Q96S59","Q16620",0.41
"124915","Q96NX5","Q14184",0.409
"2150","Q96NX5","Q8NB66",0.41
"12251","Q96NX5","Q96P53",0.418
"166","Q96NX5","O60304",0.421
"29431","Q96NX5","Q13557",0.422
"83236","Q96NX5","P16220",0.72
"14573","Q96S59","P22303",0.411
"43713","Q96NX5","Q9Y624",0.729
"98750","Q96NX5","Q96GE6",0.739
"5691","Q96NX5","Q8N1W2",0.429
"78958","Q96NX5","P57087",0.764
"118064","Q96S59","Q9Y463",0.775
"10692","Q96NX5","Q504Y2",0.439
"26008","Q96S59","Q14393",0.43
"89668","Q96S59","P46060",0.433
"11180","Q96S59","P13385",0.434
"15054","Q96S59","Q6ZW76",0.436
"7928","Q96S59","P08397",0.811
"2593","Q96NX5","O15034",0.452
"13538","Q96S59","P30530",0.812
"111484","Q96S59","P62826",0.862
"121173","Q96NX5","Q8IU85",0.457
"11106","Q96NX5","P17600",0.462
"1191","Q96S59","O94788",0.45
"10369","Q96S59","Q7Z6J2",0.455
"29886","Q96S59","Q9H8N7",0.457
"45705","Q96S59","P01111",0.903
"12937","Q96S59","P53350",0.466
"20463","Q96S59","Q6VN20",0.911
"24067","Q96S59","P62136",0.481
"23418","Q96NX5","Q96EK2",0.464
"46731","Q96S59","P32004",0.93
"41042","Q96S59","Q99549",0.943
"112350","Q96S59","Q4G1C9",0.488
"5280","Q96S59","Q9NWU2",0.967
"67162","Q96NX5","Q6ZUT9",0.482
"20672","Q96S59","P08581",0.976
"93356","Q96S59","P39905",0.494
"8663","Q96S59","Q9H871",0.988
"53188","O75954","O95858",0.404
"10076","Q96S59","Q96RE7",0.509
"34415","Q96S59","P62256",0.512
"225","O75954","O60292",0.413
"36285","Q96S59","P51114",0.524
"68814","Q96S59","O14578",0.532
"109242","O75954","Q9NR20",0.427
"21203","Q96S59","P56817",0.541
"470","O75954","P23942",0.44
"79602","Q96S59","Q9UQ88",0.547
"23354","O75954","Q8N3F0",0.454
"37244","Q96S59","Q8TDZ2",0.569
"55625","Q96S59","P10275",0.574
"109671","Q96S59","O75689",0.574
"12","Q96S59","P08138",0.582
"113969","O75954","Q2VPB7",0.468
"93489","O75954","Q9BSW2",0.472
"25170","O75954","Q5XPI4",0.478
"68889","Q96S59","P62993",0.625
"7937","O75954","Q03395",0.481
"69731","O75954","Q9P2B2",0.504
"6051","Q96S59","P04637",0.635
"14257","O75954","Q8IY47",0.514
"2424","O75954","P30279",0.516
"78428","O75954","Q9H0X4",0.556
"28008","O75954","Q9BQI9",0.567
"17804","Q96S59","P0C2W1",0.685
"121294","Q96NX5","P19086",0.492
"71879","Q96NX5","Q9UHJ3",0.493
"43454","O75954","Q5TID7",0.571
"121991","Q96NX5","P55198",0.502
"99091","O75954","Q9GZV5",0.578
"1273","Q96S59","P04049",0.764
"2193","O75954","O14672",0.583
"47414","Q96S59","Q06787",0.765
"61434","O75954","Q5T7B8",0.614
"110952","Q96S59","Q9NPC1",0.77
"36353","O75954","Q9H6A0",0.627
"44352","Q9NXS2","Q15126",0.408
"66137","Q96NX5","Q9GZP1",0.518
"95036","O75954","Q8TAC1",0.658
"42828","Q96NX5","Q99595",0.526
"16116","Q9NXS2","P41161",0.412
"118371","O75954","Q15562",0.659
"32826","O75954","Q99594",0.659
"3","O75954","Q8WTV1",0.668
"23606","Q9NXS2","Q8N0W5",0.424
"27","Q9NXS2","O75078",0.426
"106490","Q9NXS2","A6NKG5",0.44
"44521","O75954","P42677",0.672
"26772","Q9NXS2","P09110",0.441
"19695","O75954","Q86W92",0.693
"23013","Q9NXS2","Q8N4Q0",0.584
"5201","Q96NX5","Q9H788",0.559
"22276","Q9NXS2","Q9NRF2",0.6
"76955","Q96NX5","Q9UQM7",0.579
"14598","Q9NXS2","Q9Y6C9",0.601
"2216","Q9NXS2","O60266",0.469
"73066","Q9NXS2","Q9NNW5",0.603
"94928","Q96NX5","Q9NVX2",0.6
"4541","Q9NXS2","Q9NZQ0",0.619
"46972","Q9NXS2","Q9UKA9",0.518
"36402","Q9NXS2","Q7Z3B1",0.518
"74716","Q9NXS2","Q8IWW8",0.637
"72093","Q9NXS2","Q9C0K1",0.527
"119752","Q9NXS2","O95989",0.652
"17","Q9NXS2","Q13163",0.56
"16912","Q9NXS2","Q96JE7",0.654
"31670","Q9NXS2","P84550",0.562
"86363","Q9NXS2","Q96SI1",0.566
"22655","Q9NXS2","Q59H18",0.681
"37463","P53041","P53779",0.409
"43229","P53041","Q05823",0.41
"21733","P53041","Q15642",0.413
"31370","P53041","O15355",0.415
"1345","Q9NXS2","Q9NX00",0.681
"1018","P53041","P50552",0.42
"110317","Q9NXS2","Q6NXE6",0.726
"104593","P53041","Q00613",0.797
"2","Q9Y4K4","Q15311",0.41
"65665","P53041","P27348",0.427
"8","P53041","Q15173",0.429
"31523","P53041","P63096",0.429
"118227","P53041","P37198",0.435
"54297","Q9Y4K4","Q8NFU5",0.486
"94387","P53041","Q13362",0.442
"32385","P53041","P46734",0.45
"7166","P53041","Q03113",0.453
"55254","P53041","P78318",0.458
"58571","P53041","O60927",0.462
"3534","P53041","Q9NPH5",0.471
"16","P53041","Q13163",0.502
"22224","P53041","Q8IYW5",0.9
"25552","P53041","O95456",0.903
"5030","P53041","O60934",0.904
"66587","P53041","O96028",0.908
"103252","P53041","Q15819",0.908
"35556","P53041","O60814",0.908
"125963","P53041","Q99877",0.908
"60801","P53041","Q92878",0.909
"9673","P53041","P15056",0.909
"45666","P53041","P01111",0.909
"77403","P53041","Q8IVT5",0.909
"20303","P53041","P61088",0.914
"105962","P53041","P16104",0.917
"68174","P53041","P63165",0.917
"36654","Q9Y4K4","Q8WXF7",0.663
"8119","P53041","P48643",0.921
"1855","P53041","Q99832",0.922
"1277","P53041","P04049",0.922
"37368","P53041","Q99683",0.922
"7379","P53041","P40227",0.923
"10966","P53041","P49368",0.928
"110566","P53041","Q13451",0.933
"7888","P53041","Q13315",0.946
"51556","P53041","P31946",0.948
"90513","O95050","A8MZ97",0.422
"32742","O95050","P23769",0.432
"35975","O95050","Q9NTI7",0.455
"4944","O95050","Q4G0A6",0.604
"30033","O95050","P21397",0.918
"60027","O95050","P27338",0.919
"30930","Q9NRV9","P25089",0.962
"86383","Q15311","Q96M96",0.406
"74518","Q15311","Q5T5U3",0.407
"1736","Q15311","P21266",0.408
"94071","Q15311","Q59EK9",0.413
"88754","P53041","Q00526",0.513
"48853","P53041","O95801",0.514
"23025","P53041","Q9C0C9",0.515
"63425","P53041","Q86WA6",0.526
"4240","P53041","P62258",0.545
"117686","P53041","P52564",0.549
"86548","P53041","P50897",0.552
"120503","P53041","Q49AN0",0.584
"24691","P53041","Q92526",0.604
"69997","P53041","Q15257",0.627
"7587","P53041","Q6P1N9",0.679
"32043","P53041","Q92731",0.7
"1109","P53041","Q12931",0.708
"104416","Q9NRV9","P48651",0.426
"86410","Q9NRV9","Q9ULL5",0.434
"299","Q9NRV9","Q9NVS9",0.44
"103906","Q9NRV9","Q9NYZ2",0.457
"77478","Q9NRV9","Q9NXP7",0.468
"66569","Q9NRV9","P22830",0.501
"41766","Q9NRV9","Q9NRK6",0.521
"13231","Q9Y4K4","P46108",0.738
"20019","Q15311","Q6XZF7",0.439
"88894","Q15311","O60641",0.445
"99778","Q15311","O15211",0.471
"36867","Q15311","Q14790",0.476
"74282","Q15311","Q86VP1",0.485
"1347","Q15311","O75146",0.486
"21473","Q15311","P61225",0.495
"93174","Q15311","P17252",0.521
"48045","Q15311","O15217",0.521
"68983","Q9Y4K4","P62993",0.744
"104590","Q15311","Q00613",0.543
"37334","Q9Y4K4","Q99683",0.906
"3497","Q15311","P53680",0.581
"1122","Q15311","Q12933",0.605
"63838","Q15311","Q13227",0.658
"50133","Q15311","Q12967",0.686
"1676","Q15311","P14635",0.704
"41671","Q15311","Q8IYI6",0.723
"81632","Q15311","Q2M2I8",0.747
"72652","Q15311","P06493",0.75
"27316","Q15311","Q9NSY1",0.757
"9752","Q15311","O14807",0.834
"14969","Q15311","P60763",0.837
"45779","Q15311","P01111",0.856
"82659","Q15311","O43731",0.9
"12386","Q15311","P62330",0.9
"17310","Q15311","P09497",0.9
"25406","Q15311","P24390",0.9
"10173","Q15311","Q96CW1",0.917
"108435","Q15311","P84077",0.927
"6679","Q15311","P11234",0.999
"83391","Q9UKA4","Q9ULI4",0.405
"112982","Q9UKA4","Q9P0R6",0.405
"67874","Q9UKA4","Q2M3C7",0.409
"78909","Q9UKA4","Q8NFP9",0.413
"17494","Q9Y4K4","Q16584",0.911
"2533","Q9UKA4","Q709C8",0.418
"1128","Q9Y4K4","Q12933",0.952
"76968","Q9UKA4","A8MV65",0.504
"24122","Q9UKA4","P62136",0.504
"11879","Q9UKA4","Q8NC24",0.514
"62346","Q9UKA4","Q15063",0.539
