"ID","uniprot_id","max_hit","num_hits"
"A0A087WVF3-F1","A0A087WVF3",0.722328571428571,1
"A0A087WW49-F1","A0A087WW49",0.593309090909091,0
"A0A087WW87-F1","A0A087WW87",0.800175,3
"A0A087WWA1-F1","A0A087WWA1",0.424363636363636,0
"A0A087WX78-F1","A0A087WX78",0.719936363636364,2
"A0A087WXM9-F1","A0A087WXM9",0.408742857142857,0
"A0A087WXS9-F1","A0A087WXS9",0.627866666666667,0
"A0A087WYE8-F1","A0A087WYE8",0.705665,3
"A0A087WZ39-F1","A0A087WZ39",0.760545454545455,6
"A0A087X0K7-F1","A0A087X0K7",0.7271,13
"A0A087X0M5-F1","A0A087X0M5",0.426695238095238,0
"A0A087X179-F1","A0A087X179",0.51287619047619,0
"A0A087X1C1-F1","A0A087X1C1",0.729354545454545,4
"A0A087X1C5-F1","A0A087X1C5",0.941490476190476,1
"A0A087X1G2-F1","A0A087X1G2",0.0820109523809524,0
"A0A087X1L8-F1","A0A087X1L8",0.599361904761905,0
"A0A096LNT9-F1","A0A096LNT9",0.489561904761905,0
"A0A096LNW5-F1","A0A096LNW5",0.362785714285714,0
"A0A096LP01-F1","A0A096LP01",0.9372,1
"A0A096LP55-F1","A0A096LP55",0.103951904761905,0
"A0A096LPH7-F1","A0A096LPH7",0.5106,0
"A0A096LPI5-F1","A0A096LPI5",0.971628571428571,1
"A0A096LPK6-F1","A0A096LPK6",0.126750476190476,0
"A0A096LPK9-F1","A0A096LPK9",0.176927857142857,0
"A0A0A0MRZ7-F1","A0A0A0MRZ7",0.833942857142857,1
"A0A0A0MRZ8-F1","A0A0A0MRZ8",0.317145454545455,0
"A0A0A0MRZ9-F1","A0A0A0MRZ9",0.721058333333333,3
"A0A0A0MS00-F1","A0A0A0MS00",0.321647619047619,0
"A0A0A0MS01-F1","A0A0A0MS01",0.262833333333333,0
"A0A0A0MS02-F1","A0A0A0MS02",0.929757142857143,1
"A0A0A0MS03-F1","A0A0A0MS03",0.795463636363636,1
"A0A0A0MS04-F1","A0A0A0MS04",0.641885714285714,0
"A0A0A0MS05-F1","A0A0A0MS05",0.129023636363636,0
"A0A0A0MS06-F1","A0A0A0MS06",0.827205263157895,1
"A0A0A0MS14-F1","A0A0A0MS14",0.527341666666667,0
"A0A0A0MS15-F1","A0A0A0MS15",0.791,1
"A0A0A0MT36-F1","A0A0A0MT36",0.718463636363636,1
"A0A0A6YYC5-F1","A0A0A6YYC5",0.698433333333333,0
"A0A0A6YYD4-F1","A0A0A6YYD4",0.519133333333333,0
"A0A0A6YYG2-F1","A0A0A6YYG2",0.678685714285714,0
"A0A0A6YYG3-F1","A0A0A6YYG3",0.915238095238095,1
"A0A0A6YYJ7-F1","A0A0A6YYJ7",0.969229411764706,1
"A0A0A6YYK1-F1","A0A0A6YYK1",0.619972727272727,0
"A0A0A6YYK4-F1","A0A0A6YYK4",0.786209523809524,1
"A0A0A6YYK6-F1","A0A0A6YYK6",0.0515026666666667,0
"A0A0A6YYK7-F1","A0A0A6YYK7",0.475204761904762,0
"A0A0A6YYL3-F1","A0A0A6YYL3",0.0204575714285714,0
"A0A0B4J1T7-F1","A0A0B4J1T7",0.346461904761905,0
"A0A0B4J1U3-F1","A0A0B4J1U3",0.230257142857143,0
"A0A0B4J1U4-F1","A0A0B4J1U4",0.9437,1
"A0A0B4J1U6-F1","A0A0B4J1U6",0.28044375,0
"A0A0B4J1U7-F1","A0A0B4J1U7",0.459941666666667,0
"A0A0B4J1V0-F1","A0A0B4J1V0",0.640933333333333,0
"A0A0B4J1V1-F1","A0A0B4J1V1",0.28864375,0
"A0A0B4J1V2-F1","A0A0B4J1V2",0.875909523809524,1
"A0A0B4J1V6-F1","A0A0B4J1V6",0.234433333333333,0
"A0A0B4J1V7-F1","A0A0B4J1V7",0.101712727272727,0
"A0A0B4J1W7-F1","A0A0B4J1W7",0.845514285714286,1
"A0A0B4J1X5-F1","A0A0B4J1X5",0.06787,0
"A0A0B4J1X8-F1","A0A0B4J1X8",0.771245454545455,1
"A0A0B4J1Y8-F1","A0A0B4J1Y8",0.199527272727273,0
"A0A0B4J1Y9-F1","A0A0B4J1Y9",0.619442857142857,0
"A0A0B4J1Z2-F1","A0A0B4J1Z2",0.871428571428571,1
"A0A0B4J234-F1","A0A0B4J234",0.904561904761905,1
"A0A0B4J235-F1","A0A0B4J235",0.965433333333333,1
"A0A0B4J237-F1","A0A0B4J237",0.878461904761905,1
"A0A0B4J238-F1","A0A0B4J238",0.564561904761905,0
"A0A0B4J240-F1","A0A0B4J240",0.869880952380952,1
"A0A0B4J241-F1","A0A0B4J241",0.0994295238095238,0
"A0A0B4J244-F1","A0A0B4J244",0.84042380952381,1
"A0A0B4J245-F1","A0A0B4J245",0.631757142857143,0
"A0A0B4J248-F1","A0A0B4J248",0.785829411764706,1
"A0A0B4J249-F1","A0A0B4J249",0.622685714285714,0
"A0A0B4J262-F1","A0A0B4J262",0.619819047619048,0
"A0A0B4J263-F1","A0A0B4J263",0.828538095238095,1
"A0A0B4J264-F1","A0A0B4J264",0.678538095238095,0
"A0A0B4J265-F1","A0A0B4J265",0.333747619047619,0
"A0A0B4J266-F1","A0A0B4J266",0.39094,0
"A0A0B4J268-F1","A0A0B4J268",0.509033333333333,0
"A0A0B4J271-F1","A0A0B4J271",0.813404761904762,1
"A0A0B4J272-F1","A0A0B4J272",0.248914285714286,0
"A0A0B4J273-F1","A0A0B4J273",0.62282380952381,0
"A0A0B4J274-F1","A0A0B4J274",0.521526315789474,0
"A0A0B4J275-F1","A0A0B4J275",0.389380952380952,0
"A0A0B4J276-F1","A0A0B4J276",0.356371428571429,0
"A0A0B4J277-F1","A0A0B4J277",0.186466666666667,0
"A0A0B4J279-F1","A0A0B4J279",0.744616666666667,1
"A0A0B4J280-F1","A0A0B4J280",0.8521,1
"A0A0B4J2A2-F1","A0A0B4J2A2",0.756345454545455,5
"A0A0B4J2B6-F1","A0A0B4J2B6",0.525466666666667,0
"A0A0B4J2B8-F1","A0A0B4J2B8",0.404571428571429,0
"A0A0B4J2D5-F1","A0A0B4J2D5",0.839042857142857,4
"A0A0B4J2D9-F1","A0A0B4J2D9",0.591864285714286,0
"A0A0B4J2E0-F1","A0A0B4J2E0",0.861018181818182,1
"A0A0B4J2E5-F1","A0A0B4J2E5",0.58877619047619,0
"A0A0B4J2F2-F1","A0A0B4J2F2",0.642257142857143,0
"A0A0B4J2H0-F1","A0A0B4J2H0",0.170780952380952,0
"A0A0C4DH24-F1","A0A0C4DH24",0.0432075,0
"A0A0C4DH25-F1","A0A0C4DH25",0.685438095238095,0
"A0A0C4DH26-F1","A0A0C4DH26",0.0557952380952381,0
"A0A0C4DH27-F1","A0A0C4DH27",0.820119047619048,1
"A0A0C4DH28-F1","A0A0C4DH28",0.666057142857143,0
"A0A0C4DH29-F1","A0A0C4DH29",0.891154545454545,1
"A0A0C4DH30-F1","A0A0C4DH30",0.385407692307692,0
"A0A0C4DH31-F1","A0A0C4DH31",0.335027272727273,0
"A0A0C4DH32-F1","A0A0C4DH32",0.206557142857143,0
"A0A0C4DH33-F1","A0A0C4DH33",0.0588747619047619,0
"A0A0C4DH34-F1","A0A0C4DH34",0.146172727272727,0
"A0A0C4DH35-F1","A0A0C4DH35",0.1732,0
"A0A0C4DH36-F1","A0A0C4DH36",0.787671428571429,1
"A0A0C4DH38-F1","A0A0C4DH38",0.6794,0
"A0A0C4DH39-F1","A0A0C4DH39",0.138486666666667,0
"A0A0C4DH41-F1","A0A0C4DH41",0.625725,0
"A0A0C4DH42-F1","A0A0C4DH42",0.578004761904762,0
"A0A0C4DH43-F1","A0A0C4DH43",0.750533333333333,7
"A0A0C4DH55-F1","A0A0C4DH55",0.931176923076923,1
"A0A0C4DH59-F1","A0A0C4DH59",0.380127272727273,0
"A0A0C4DH67-F1","A0A0C4DH67",0.537528571428571,0
"A0A0C4DH68-F1","A0A0C4DH68",0.353271428571429,0
"A0A0C4DH69-F1","A0A0C4DH69",0.536342857142857,0
"A0A0C4DH72-F1","A0A0C4DH72",0.365981818181818,0
"A0A0C4DH73-F1","A0A0C4DH73",0.0543361904761905,0
"A0A0C4DH90-F1","A0A0C4DH90",0.04973,0
"A0A0D9SF12-F1","A0A0D9SF12",0.201007692307692,0
"A0A0G2JKD1-F1","A0A0G2JKD1",0.839185714285714,4
"A0A0G2JLG4-F1","A0A0G2JLG4",0.484290476190476,0
"A0A0G2JLM5-F1","A0A0G2JLM5",0.925961904761905,1
"A0A0G2JLQ3-F1","A0A0G2JLQ3",0.543646153846154,0
"A0A0G2JLW4-F1","A0A0G2JLW4",0.582219047619048,0
"A0A0G2JMD5-F1","A0A0G2JMD5",0.485261904761905,0
"A0A0G2JMH3-F1","A0A0G2JMH3",0.563963636363636,0
"A0A0G2JMH6-F1","A0A0G2JMH6",0.504652380952381,0
"A0A0G2JMI3-F1","A0A0G2JMI3",0.964909523809524,1
"A0A0G2JMM0-F1","A0A0G2JMM0",0.486152380952381,0
"A0A0G2JMP0-F1","A0A0G2JMP0",0.741980952380952,9
"A0A0G2JMS6-F1","A0A0G2JMS6",0.73892380952381,20
"A0A0G2JN01-F1","A0A0G2JN01",0.341566666666667,0
"A0A0G2JN53-F1","A0A0G2JN53",0.601742857142857,0
"A0A0G2JN68-F1","A0A0G2JN68",0.406981818181818,0
"A0A0G2JNF4-F1","A0A0G2JNF4",0.477671428571429,0
"A0A0G2JNG1-F1","A0A0G2JNG1",0.824536363636364,1
"A0A0G2JNH3-F1","A0A0G2JNH3",0.511736363636364,0
"A0A0G2JNQ3-F1","A0A0G2JNQ3",0.142395238095238,0
"A0A0G2JP20-F1","A0A0G2JP20",0.525357142857143,0
"A0A0G2JPB7-F1","A0A0G2JPB7",0.428761904761905,0
"A0A0G2JPC4-F1","A0A0G2JPC4",0.544161904761905,0
"A0A0G2JPF8-F1","A0A0G2JPF8",0.286095238095238,0
"A0A0G2JQ47-F1","A0A0G2JQ47",0.564128571428571,0
"A0A0G2JQZ4-F1","A0A0G2JQZ4",0.608414285714286,0
"A0A0G2JRQ6-F1","A0A0G2JRQ6",0.320238095238095,0
"A0A0G2JS06-F1","A0A0G2JS06",0.348033333333333,0
"A0A0J9YVY3-F1","A0A0J9YVY3",0.542745,0
"A0A0J9YW62-F1","A0A0J9YW62",0.349072727272727,0
"A0A0J9YWL9-F1","A0A0J9YWL9",0.643738095238095,0
"A0A0J9YWU9-F1","A0A0J9YWU9",0.508014285714286,0
"A0A0J9YX35-F1","A0A0J9YX35",0.731763636363636,1
"A0A0J9YX57-F1","A0A0J9YX57",0.576758823529412,0
"A0A0J9YX75-F1","A0A0J9YX75",0.941453333333333,1
"A0A0J9YX94-F1","A0A0J9YX94",0.6342,0
"A0A0J9YXQ4-F1","A0A0J9YXQ4",0.88617619047619,1
"A0A0J9YXX1-F1","A0A0J9YXX1",0.02867,0
"A0A0J9YXY3-F1","A0A0J9YXY3",0.05439,0
"A0A0J9YY99-F1","A0A0J9YY99",0.833627272727273,1
"A0A0K0K1A3-F1","A0A0K0K1A3",0.78542380952381,1
"A0A0K0K1A5-F1","A0A0K0K1A5",0.121169230769231,0
"A0A0K0K1B3-F1","A0A0K0K1B3",0.919590476190476,1
"A0A0K0K1C0-F1","A0A0K0K1C0",0.410671428571429,0
"A0A0K0K1C4-F1","A0A0K0K1C4",0.29616,0
"A0A0K0K1D8-F1","A0A0K0K1D8",0.645336363636364,0
"A0A0K0K1E9-F1","A0A0K0K1E9",0.413190476190476,0
"A0A0K0K1G6-F1","A0A0K0K1G6",0.983323809523809,1
"A0A0K0K1G8-F1","A0A0K0K1G8",0.736938095238095,1
"A0A0K2S4Q6-F1","A0A0K2S4Q6",0.865928571428571,1
"A0A0M3HER8-F1","A0A0M3HER8",0.700147619047619,1
"A0A0U1RQE8-F1","A0A0U1RQE8",0.877133333333333,1
"A0A0U1RQG5-F1","A0A0U1RQG5",0.0564464705882353,0
"A0A0U1RQI7-F1","A0A0U1RQI7",0.317619047619048,0
"A0A0U1RQS6-F1","A0A0U1RQS6",0.62597619047619,0
"A0A0U1RR11-F1","A0A0U1RR11",0.180161428571429,0
"A0A0U1RR37-F1","A0A0U1RR37",0.952342857142857,1
"A0A0U1RRI6-F1","A0A0U1RRI6",0.975095238095238,1
"A0A0U1RRK4-F1","A0A0U1RRK4",0.947342857142857,1
"A0A0X1KG70-F1","A0A0X1KG70",0.687033333333333,0
"A0A126GWB0-F1","A0A126GWB0",0.7457,8
"A0A126GWI2-F1","A0A126GWI2",0.893380952380952,1
"A0A140G945-F1","A0A140G945",0.0372509090909091,0
"A0A140T8X8-F1","A0A140T8X8",0.208218181818182,0
"A0A140TA62-F1","A0A140TA62",0.8299,4
"A0A183-F1","A0A183",0.532427272727273,0
"A0A191URJ7-F1","A0A191URJ7",0.433805263157895,0
"A0A1B0GTC6-F1","A0A1B0GTC6",0.835257142857143,1
"A0A1B0GTD5-F1","A0A1B0GTD5",0.740204761904762,1
"A0A1B0GTE1-F1","A0A1B0GTE1",0.365447619047619,0
"A0A1B0GTH9-F1","A0A1B0GTH9",0.685357142857143,0
"A0A1B0GTI1-F1","A0A1B0GTI1",0.270909523809524,0
"A0A1B0GTI8-F1","A0A1B0GTI8",0.136888095238095,0
"A0A1B0GTJ6-F1","A0A1B0GTJ6",0.256690909090909,0
"A0A1B0GTK4-F1","A0A1B0GTK4",0.782433333333333,2
"A0A1B0GTL2-F1","A0A1B0GTL2",0.0940595238095238,0
"A0A1B0GTQ1-F1","A0A1B0GTQ1",0.0770547619047619,0
"A0A1B0GTQ4-F1","A0A1B0GTQ4",0.118872727272727,0
"A0A1B0GTR0-F1","A0A1B0GTR0",0.750390476190476,2
"A0A1B0GTR3-F1","A0A1B0GTR3",0.893209090909091,1
"A0A1B0GTR4-F1","A0A1B0GTR4",0.774163636363636,3
"A0A1B0GTS1-F1","A0A1B0GTS1",0.462138095238095,0
"A0A1B0GTU1-F1","A0A1B0GTU1",0.376952380952381,0
"A0A1B0GTW7-F1","A0A1B0GTW7",0.972719047619048,1
"A0A1B0GTY4-F1","A0A1B0GTY4",0.269004761904762,0
"A0A1B0GTZ2-F1","A0A1B0GTZ2",0.336614285714286,0
"A0A1B0GU29-F1","A0A1B0GU29",0.155928571428571,0
"A0A1B0GU71-F1","A0A1B0GU71",0.686238095238095,0
"A0A1B0GUA5-F1","A0A1B0GUA5",0.600190476190476,0
"A0A1B0GUA6-F1","A0A1B0GUA6",0.352538095238095,0
"A0A1B0GUA7-F1","A0A1B0GUA7",0.09464,0
"A0A1B0GUA9-F1","A0A1B0GUA9",0.961047619047619,1
"A0A1B0GUC4-F1","A0A1B0GUC4",0.838361904761905,2
"A0A1B0GUI7-F1","A0A1B0GUI7",0.515463636363636,0
"A0A1B0GUJ8-F1","A0A1B0GUJ8",0.432054545454545,0
"A0A1B0GUL7-F1","A0A1B0GUL7",0.491580952380952,0
"A0A1B0GUS0-F1","A0A1B0GUS0",0.410538095238095,0
"A0A1B0GUS4-F1","A0A1B0GUS4",0.425718181818182,0
"A0A1B0GUT2-F1","A0A1B0GUT2",0.611766666666667,0
"A0A1B0GUU1-F1","A0A1B0GUU1",0.7246,11
"A0A1B0GUV7-F1","A0A1B0GUV7",0.662754545454545,0
"A0A1B0GUV8-F1","A0A1B0GUV8",0.330266666666667,0
"A0A1B0GUX0-F1","A0A1B0GUX0",0.2899,0
"A0A1B0GV03-F1","A0A1B0GV03",0.612766666666667,0
"A0A1B0GV85-F1","A0A1B0GV85",0.556414285714286,0
"A0A1B0GVB3-F1","A0A1B0GVB3",0.4731,0
"A0A1B0GVD1-F1","A0A1B0GVD1",0.934933333333333,1
"A0A1B0GVG4-F1","A0A1B0GVG4",0.201571428571429,0
"A0A1B0GVG6-F1","A0A1B0GVG6",0.778308333333333,2
"A0A1B0GVH4-F1","A0A1B0GVH4",0.821914285714286,1
"A0A1B0GVH6-F1","A0A1B0GVH6",0.907619047619048,1
"A0A1B0GVH7-F1","A0A1B0GVH7",0.154490476190476,0
"A0A1B0GVM6-F1","A0A1B0GVM6",0.712333333333333,1
"A0A1B0GVN3-F1","A0A1B0GVN3",0.370147619047619,0
"A0A1B0GVQ0-F1","A0A1B0GVQ0",0.196572727272727,0
"A0A1B0GVQ3-F1","A0A1B0GVQ3",0.439652380952381,0
"A0A1B0GVR7-F1","A0A1B0GVR7",0.660663636363636,0
"A0A1B0GVS7-F1","A0A1B0GVS7",0.272219047619048,0
"A0A1B0GVT2-F1","A0A1B0GVT2",0.598547619047619,0
"A0A1B0GVV1-F1","A0A1B0GVV1",0.477657142857143,0
"A0A1B0GVZ6-F1","A0A1B0GVZ6",0.72697619047619,1
"A0A1B0GVZ9-F1","A0A1B0GVZ9",0.449838095238095,0
"A0A1B0GW35-F1","A0A1B0GW35",0.263204761904762,0
"A0A1B0GW64-F1","A0A1B0GW64",0.567104761904762,0
"A0A1B0GWB2-F1","A0A1B0GWB2",0.265866666666667,0
"A0A1B0GWG4-F1","A0A1B0GWG4",0.474233333333333,0
"A0A1B0GWH4-F1","A0A1B0GWH4",0.397390476190476,0
"A0A1B0GWK0-F1","A0A1B0GWK0",0.447854545454545,0
"A0A1B0GX31-F1","A0A1B0GX31",0.967933333333333,1
"A0A1B0GX49-F1","A0A1B0GX49",0.121209090909091,0
"A0A1B0GX51-F1","A0A1B0GX51",0.93782380952381,1
"A0A1B0GX56-F1","A0A1B0GX56",0.635447619047619,0
"A0A1B0GX68-F1","A0A1B0GX68",0.0796208333333333,0
"A0A1B0GX78-F1","A0A1B0GX78",0.915507692307692,1
"A0A1B0GX95-F1","A0A1B0GX95",0.330395238095238,0
"A0A1B0GXF2-F1","A0A1B0GXF2",0.732189473684211,3
"A0A1W2PN81-F1","A0A1W2PN81",0.346819047619048,0
"A0A1W2PP81-F1","A0A1W2PP81",0.359936363636364,0
"A0A1W2PP97-F1","A0A1W2PP97",0.701661904761905,4
"A0A1W2PPD8-F1","A0A1W2PPD8",0.612866666666667,0
"A0A1W2PPE2-F1","A0A1W2PPE2",0.832647619047619,2
"A0A1W2PPF3-F1","A0A1W2PPF3",0.29152380952381,0
"A0A1W2PPH5-F1","A0A1W2PPH5",0.323677777777778,0
"A0A1W2PPK0-F1","A0A1W2PPK0",0.774757142857143,7
"A0A1W2PPL8-F1","A0A1W2PPL8",0.853633333333333,1
"A0A1W2PPM0-F1","A0A1W2PPM0",0.802290476190476,1
"A0A1W2PPM1-F1","A0A1W2PPM1",0.454204761904762,0
"A0A1W2PPW3-F1","A0A1W2PPW3",0.854309523809524,1
"A0A1W2PQ09-F1","A0A1W2PQ09",0.890247619047619,1
"A0A1W2PQ27-F1","A0A1W2PQ27",0.0979507692307692,0
"A0A1W2PQ64-F1","A0A1W2PQ64",0.586309523809524,0
"A0A1W2PQ72-F1","A0A1W2PQ72",0.963090476190476,1
"A0A1W2PQ73-F1","A0A1W2PQ73",0.875585714285714,1
"A0A1W2PQC6-F1","A0A1W2PQC6",0.153485714285714,0
"A0A1W2PQD8-F1","A0A1W2PQD8",0.767576190476191,1
"A0A1W2PQF6-F1","A0A1W2PQF6",0.496682352941176,0
"A0A1W2PQJ5-F1","A0A1W2PQJ5",0.865947619047619,1
"A0A1W2PQL4-F1","A0A1W2PQL4",0.827366666666667,1
"A0A1W2PQM1-F1","A0A1W2PQM1",0.87666,1
"A0A1W2PR19-F1","A0A1W2PR19",0.611536363636364,0
"A0A1W2PR48-F1","A0A1W2PR48",0.312580952380952,0
"A0A1W2PR64-F1","A0A1W2PR64",0.655066666666667,0
"A0A1W2PR75-F1","A0A1W2PR75",0.778752380952381,4
"A0A1W2PR80-F1","A0A1W2PR80",0.978109523809524,1
"A0A1W2PR82-F1","A0A1W2PR82",0.449257142857143,0
"A0A1W2PR95-F1","A0A1W2PR95",0.583546153846154,0
"A0A1W2PRE2-F1","A0A1W2PRE2",0.182152380952381,0
"A0A1W2PRG0-F1","A0A1W2PRG0",0.5758,0
"A0A1W2PRN1-F1","A0A1W2PRN1",0.726018181818182,4
"A0A1W2PRN6-F1","A0A1W2PRN6",0.317771428571429,0
"A0A1W2PRP0-F1","A0A1W2PRP0",0.189983333333333,0
"A0A1W2PRS3-F1","A0A1W2PRS3",0.736566666666667,3
"A0A1W2PRV1-F1","A0A1W2PRV1",0.510680952380952,0
"A0A1W2PS18-F1","A0A1W2PS18",0.51257619047619,0
"A0A286YEU6-F1","A0A286YEU6",0.446642857142857,0
"A0A286YF18-F1","A0A286YF18",0.289418181818182,0
"A0A286YF58-F1","A0A286YF58",0.936095238095238,1
"A0A2R8Y2Y2-F1","A0A2R8Y2Y2",0.964718181818182,1
"A0A2R8Y422-F1","A0A2R8Y422",0.283538095238095,0
"A0A2R8Y4L2-F1","A0A2R8Y4L2",0.406909523809524,0
"A0A2R8Y4L6-F1","A0A2R8Y4L6",0.68052380952381,0
"A0A2R8Y4M4-F1","A0A2R8Y4M4",0.2341,0
"A0A2R8Y4Y8-F1","A0A2R8Y4Y8",0.923825,1
"A0A2R8Y5M8-F1","A0A2R8Y5M8",0.298563636363636,0
"A0A2R8Y619-F1","A0A2R8Y619",0.620019047619048,0
"A0A2R8Y747-F1","A0A2R8Y747",0.425214285714286,0
"A0A2R8Y7D0-F1","A0A2R8Y7D0",0.530876190476191,0
"A0A2R8Y7Y5-F1","A0A2R8Y7Y5",0.646747619047619,0
"A0A2R8YCJ5-F1","A0A2R8YCJ5",0.3842,0
"A0A2R8YCY7-F1","A0A2R8YCY7",0.185407142857143,0
"A0A2R8YE69-F1","A0A2R8YE69",0.971933333333333,1
"A0A2R8YED5-F1","A0A2R8YED5",0.704909523809524,3
"A0A2R8YEG4-F1","A0A2R8YEG4",0.650147619047619,0
"A0A2R8YEH3-F1","A0A2R8YEH3",0.899,1
"A0A2R8YEV3-F1","A0A2R8YEV3",0.461309523809524,0
"A0A2R8YFL7-F1","A0A2R8YFL7",0.338454545454545,0
"A0A2R8YFM6-F1","A0A2R8YFM6",0.361530769230769,0
"A0A2U3TZM8-F1","A0A2U3TZM8",0.866652380952381,1
"A0A2Z4LIS9-F1","A0A2Z4LIS9",0.27347619047619,0
"A0A376A8Z9-F1","A0A376A8Z9",0.908571428571429,1
"A0A3B3IRS2-F1","A0A3B3IRS2",0.3875,0
"A0A3B3IRV3-F1","A0A3B3IRV3",0.297453333333333,0
"A0A3B3IT33-F1","A0A3B3IT33",0.47115,0
"A0A3B3IT34-F1","A0A3B3IT34",0.574945454545455,0
"A0A3B3IT45-F1","A0A3B3IT45",0.520723809523809,0
"A0A3B3IT52-F1","A0A3B3IT52",0.356938095238095,0
"A0A3B3IU46-F1","A0A3B3IU46",0.638561904761905,0
"A0A3B3IU63-F1","A0A3B3IU63",0.477415384615385,0
"A0A494BZU4-F1","A0A494BZU4",0.624163636363636,0
"A0A494C071-F1","A0A494C071",0.794,4
"A0A494C086-F1","A0A494C086",0.922809523809524,1
"A0A494C0N9-F1","A0A494C0N9",0.637585714285714,0
"A0A494C0Y3-F1","A0A494C0Y3",0.740057142857143,4
"A0A494C0Z2-F1","A0A494C0Z2",0.475704761904762,0
"A0A494C103-F1","A0A494C103",0.379147619047619,0
"A0A494C162-F1","A0A494C162",0.429642857142857,0
"A0A494C191-F1","A0A494C191",0.203147619047619,0
"A0A494C193-F1","A0A494C193",0.798109523809524,1
