"","node_1","node_2","uniprot_id"
"14399","P11233","Q9BZE9",0.65
"24260","Q24JP5","Q9NP50",0.4
"23834","Q24JP5","Q96FZ5",0.404
"61481","Q24JP5","Q8IVL1",0.455
"94791","Q24JP5","Q8N4N3",0.408
"72249","Q24JP5","Q96M96",0.415
"41704","Q24JP5","Q5VUD6",0.417
"47404","Q24JP5","Q7Z7J9",0.417
"2153","P11233","Q5JS13",0.651
"65127","Q24JP5","Q8IVT5",0.456
"16197","Q24JP5","Q5U4P2",0.479
"6428","P11233","O75380",0.669
"50352","Q24JP5","Q07065",0.487
"10","Q24JP5","Q9Y4A8",0.49
"22764","Q24JP5","O43759",0.613
"5195","P11233","Q16799",0.687
"93513","P11233","Q03169",0.69
"60125","P11233","P06493",0.699
"4194","Q24JP5","Q9H6D8",0.434
"49511","Q24JP5","Q9H7V2",0.642
"71032","Q24JP5","Q3V5L5",0.65
"335","Q24JP5","Q9UKB3",0.693
"88866","P11233","P84077",0.702
"78448","P78423","P08575",0.52
"67","P11233","P53778",0.714
"8171","P78423","P07333",0.523
"22389","P78423","P16581",0.533
"54","P11233","O15264",0.716
"425","P11233","P24385",0.721
"17000","P11233","P63027",0.723
"1509","P78423","Q99988",0.407
"518","P78423","P04406",0.407
"94224","P78423","Q9BQD7",0.408
"44502","P78423","Q9NZC2",0.54
"1351","P11233","O00161",0.752
"68796","P78423","P01732",0.556
"62991","P78423","P13612",0.416
"21214","P78423","P09603",0.568
"22121","P78423","Q99572",0.418
"364","P78423","P13500",0.837
"2","P78423","P01730",0.583
"10443","P78423","P32246",0.899
"69306","P78423","P61073",0.934
"7463","P78423","Q14116",0.588
"48716","P78423","P55008",0.613
"99562","O75865","Q6DD87",0.406
"2044","O75865","Q96JB2",0.409
"9655","P78423","Q9H2A7",0.616
"2162","P78423","O00585",0.617
"10796","P78423","P40933",0.617
"23840","P78423","Q96FZ5",0.434
"89710","P78423","P11215",0.62
"4256","P78423","P05362",0.628
"10352","P78423","P02768",0.438
"71954","O75865","Q6QNY0",0.424
"24842","O75865","Q15437",0.425
"34426","O75865","Q5T6F0",0.429
"103526","P78423","Q8NHW4",0.639
"27748","O75865","Q7L5Y1",0.445
"95879","P78423","A6NFN3",0.447
"9899","P78423","P19320",0.65
"1425","P78423","O95450",0.456
"24353","O75865","Q8WVB3",0.498
"93660","P78423","P05106",0.658
"49015","O75865","Q567U6",0.499
"65314","O75865","Q9NRG7",0.516
"64121","P78423","P05107",0.464
"97431","P78423","P49771",0.469
"36882","P78423","P08637",0.47
"3593","P78423","P16109",0.47
"94362","P78423","P20702",0.471
"22838","P78423","P46092",0.679
"12975","P78423","Q14005",0.474
"22650","P78423","P42081",0.476
"15247","O75865","Q6UX98",0.529
"91990","O75865","Q96QF0",0.587
"99601","P78423","P15692",0.691
"60850","P78423","P48061",0.696
"14287","P78423","P10145",0.714
"80193","O75865","P01009",0.6
"140","O75865","Q9UBR2",0.6
"24148","P78423","O95715",0.48
"100197","P78423","Q16627",0.49
"38757","P78423","P01138",0.49
"98650","P78423","P13501",0.779
"73263","P78423","Q6ZMJ4",0.497
"33366","P78423","P42224",0.5
"34688","P78423","Q08722",0.51
"59556","P78423","Q9Y258",0.517
"4064","P78423","P09038",0.518
"1370","P78423","P34810",0.519
"21969","O75865","Q86SZ2",0.891
"2880","O75865","Q15363",0.6
"60757","O75865","P15514",0.6
"32481","O75865","P00451",0.6
"105","O75865","O95406",0.607
"416","O75865","P53634",0.608
"72650","P78423","O00574",0.791
"53243","O75865","P50395",0.909
"3975","Q9H977","O14530",0.41
"23807","O75865","Q7Z392",0.96
"6427","Q9H977","O75380",0.433
"55978","O75865","Q96Q05",0.995
"79469","Q9H977","Q8N0X7",0.472
"1614","Q9H977","Q9Y5H0",0.517
"101070","O75865","O43617",0.999
"97585","O75865","Q8IUR0",0.999
"94967","Q8TB22","Q9NTJ4",0.4
"58174","Q9H977","Q96MT7",0.62
"9948","Q8TB22","Q504Y2",0.426
"21045","Q8TB22","Q9NZN3",0.437
"44","Q6NTF9","Q9UKN7",0.406
"3590","Q9H977","Q15005",0.622
"43111","Q8TB22","Q5JTD7",0.437
"101040","Q9H977","Q8TCZ2",0.627
"102485","P26006","P0C875",0.4
"45","Q8TB22","Q9H6D7",0.454
"30860","Q8TB22","Q9UGI8",0.467
"11013","Q6NTF9","Q8IVN8",0.432
"25879","P26006","Q92859",0.401
"68973","P26006","Q14192",0.403
"9861","P26006","P19320",0.404
"7902","P26006","P04216",0.406
"19161","P26006","Q9UIG8",0.41
"62644","Q6NTF9","O60830",0.495
"5404","Q6NTF9","P58872",0.514
"20315","P26006","Q99715",0.413
"7795","Q6NTF9","Q9NT62",0.54
"2936","Q6NTF9","Q15370",0.54
"20696","Q8TB22","Q8IYB3",0.541
"4275","P26006","P05362",0.414
"7428","P26006","Q14185",0.416
"57986","Q8TB22","Q9P0W8",0.584
"5489","Q8TB22","Q96F10",0.611
"21123","Q8TB22","P19404",0.616
"24","P26006","O95631",0.425
"41987","P26006","P20908",0.426
"20706","P26006","Q86XX4",0.432
"62867","Q8TB22","P49674",0.674
"6501","Q8TB22","Q9BWV2",0.677
"44747","P26006","P17813",0.441
"43167","Q8TB22","Q9BR10",0.71
"19619","Q6NTF9","Q6PJF5",0.556
"73358","P26006","Q9BY77",0.466
"67185","Q6NTF9","Q96Q80",0.605
"20345","Q6NTF9","Q9H300",0.663
"42094","Q8TB22","Q9NWH7",0.737
"57654","Q8TB22","Q99538",0.788
"33204","P26006","Q9Y6N6",0.691
"53385","P26006","P02458",0.692
"18754","P26006","Q5ZPR3",0.475
"59810","P26006","P10451",0.695
"32283","P26006","P02786",0.7
"10048","P26006","P12111",0.703
"18557","Q6NTF9","Q9BZ67",0.687
"2937","Q6NTF9","Q96CC6",0.709
"5252","P26006","O60637",0.483
"57758","P26006","P19075",0.712
"66977","P26006","Q9HBI1",0.714
"2601","P26006","P12830",0.493
"11968","P26006","P12110",0.72
"1171","P26006","P50552",0.721
"35271","P26006","P35442",0.721
"2151","P26006","P04921",0.499
"34483","P26006","P12109",0.733
"102792","Q96NX5","Q14184",0.409
"2237","Q96NX5","Q8NB66",0.41
"90077","P26006","Q14118",0.507
"402","P26006","P27701",0.512
"73722","P26006","P16070",0.538
"11200","Q96NX5","Q96P53",0.418
"25283","Q96NX5","Q13557",0.422
"94331","P26006","P20702",0.735
"59479","P26006","Q14031",0.742
"53264","P26006","Q9Y6C2",0.54
"89722","P26006","P11215",0.745
"62084","P26006","Q01955",0.746
"51799","P26006","O00468",0.755
"62577","P26006","Q13418",0.545
"5300","Q96NX5","Q8N1W2",0.429
"76146","P26006","Q92800",0.56
"2711","Q96NX5","Q9NQX4",0.435
"63514","P26006","O14817",0.589
"9950","Q96NX5","Q504Y2",0.439
"1503","P26006","O43707",0.774
"62216","P26006","P53420",0.793
"22565","P26006","P29400",0.795
"77307","P26006","P22105",0.612
"36091","P26006","P47224",0.801
"48122","P26006","Q9Y5V3",0.617
"31066","P26006","P29317",0.829
"19198","P26006","P27797",0.838
"2574","Q96NX5","O15034",0.452
"43522","P26006","Q14055",0.618
"11272","P26006","P62330",0.901
"71077","P26006","Q9HBI0",0.635
"41023","P26006","O75553",0.906
"100060","Q96NX5","Q8IU85",0.457
"77551","P26006","P17252",0.636
"93303","P26006","Q13683",0.638
"20048","Q96NX5","Q96EK2",0.464
"66419","P26006","P57087",0.907
"29957","P26006","P20701",0.917
"59306","P26006","Q9NQS7",0.642
"63062","P26006","P13612",0.923
"84085","P26006","O15335",0.651
"16566","P26006","Q6UVK1",0.926
"99784","P26006","P15692",0.926
"38408","P26006","O75578",0.928
"69564","P26006","P23229",0.652
"43608","P26006","P00749",0.928
"11538","P26006","Q9BX67",0.93
"54886","P26006","P98155",0.931
"80497","P26006","Q15582",0.933
"70036","P26006","P55268",0.934
"55791","Q96NX5","Q6ZUT9",0.482
"25985","P26006","Q14050",0.659
"13169","P26006","Q14114",0.934
"270","P26006","P14210",0.94
"50477","P26006","P53708",0.943
"48875","P26006","O95965",0.66
"2268","P26006","P07996",0.945
"74388","P26006","P24043",0.947
"25132","P26006","Q03405",0.948
"11528","Q96NX5","Q9BX67",0.647
"384","P26006","P04004",0.948
"3935","P26006","P14543",0.948
"9606","P26006","P08648",0.949
"17818","P26006","P08581",0.953
"275","P26006","P07942",0.954
"6680","P26006","P00533",0.954
"615","P26006","Q16363",0.954
"3884","P26006","Q13753",0.955
"56423","P26006","Q13751",0.961
"282","P26006","P26012",0.963
"31","P26006","P16144",0.967
"55258","P26006","P21926",0.974
"64085","P26006","P05107",0.977
"1530","P26006","O15230",0.98
"10507","P26006","P18084",0.98
"93584","P26006","P05106",0.984
"59261","Q96NX5","Q9UHJ3",0.493
"100724","Q96NX5","P55198",0.502
"30421","Q96NX5","Q9BQ16",0.502
"82442","Q96NX5","Q96GE6",0.739
"3015","Q96NX5","Q9NX63",0.522
"36135","Q96NX5","Q99595",0.526
"1729","P04233","P01116",0.4
"66418","Q96NX5","P57087",0.764
"9855","P04233","P19320",0.405
"8","P04233","Q13094",0.408
"66575","P04233","P32927",0.41
"128","P04233","Q9UL46",0.41
"1288","P04233","Q9UIA0",0.484
"29193","P04233","P13797",0.41
"366","P04233","P13500",0.415
"63066","Q96NX5","P13612",0.585
"9586","P04233","P55160",0.49
"64095","P04233","P05107",0.711
"46775","P04233","P02745",0.729
"47219","P04233","P28062",0.491
"473","P04233","Q07108",0.418
"29009","P04233","P07949",0.418
"68932","P04233","P01732",0.497
"36869","P04233","P08637",0.498
"1390","P04233","Q9H6Z9",0.422
"37907","P04233","P05109",0.498
"1366","P04233","P34810",0.498
"33144","P04233","Q2M385",0.426
"50863","P04233","P04839",0.5
"32521","P04233","Q15746",0.5
"14254","P04233","P10145",0.427
"60963","P04233","Q6WCQ1",0.501
"103536","P04233","Q8NHW4",0.506
"28248","P04233","P08133",0.506
"4234","P04233","P05362",0.428
"37581","P04233","Q9HD26",0.507
"37176","P04233","P41218",0.43
"23320","P04233","P68871",0.523
"44516","P04233","Q9NZC2",0.43
"1515","P04233","P23327",0.434
"37629","P04233","P06753",0.523
"417","P04233","P53634",0.924
"77393","P04233","P04440",0.924
"67385","P04233","P13284",0.526
"13","P04233","P20273",0.533
"6012","P04233","P43235",0.931
"27654","P04233","P07858",0.934
"47097","P04233","P28065",0.437
"3304","P04233","Q16204",0.55
"2442","P04233","P61626",0.438
"103464","P04233","Q06187",0.442
"57668","P04233","Q99538",0.934
"47267","P04233","Q30154",0.945
"591","P04233","P06340",0.947
"409","P04233","P17947",0.563
"71478","P04233","P40126",0.445
"29979","P04233","P20701",0.448
"48725","P04233","P55008",0.563
"8928","P04233","P30273",0.451
"46064","P04233","P31785",0.452
"43504","P04233","P31431",0.569
"1181","P04233","Q9UPG8",0.453
"82708","P04233","P30556",0.57
"64552","P04233","P30046",0.978
"20532","P04233","P11049",0.575
"71894","P04233","P20036",0.98
"38148","P04233","P25774",0.984
"25169","P04233","P01909",0.984
"73854","P04233","P28068",0.985
"62632","P04233","P21854",0.456
"46710","P04233","P02747",0.577
"6687","P04233","P00533",0.456
"69294","P04233","P61073",0.991
"737","P04233","P08567",0.58
"98929","P04233","Q9P0K9",0.583
"2045","P04233","P33947",0.585
"32199","P04233","P01911",0.994
"47024","P04233","P28067",0.994
"48898","P04233","P10321",0.599
"73640","P04233","P16070",0.998
"60348","P04233","P01903",0.999
"10455","P04233","P32246",0.46
"76176","P04233","O15533",0.465
"91107","P04233","P08631",0.467
"3367","P04233","P53680",0.6
"21094","P04233","P35228",0.469
"94057","P04233","O60315",0.471
"98550","P04233","P13501",0.472
"94256","P04233","P20702",0.475
"88086","P04233","Q9BZL3",0.476
"31314","P04233","P31994",0.476
"77117","P15085","Q86VK4",0.406
"5937","P04233","P19397",0.604
"57030","P15085","O14578",0.44
"456","P04233","Q13651",0.479
"88884","P04233","P84077",0.606
"104621","P15085","P07478",0.739
"54284","P15085","P55259",0.462
"23923","P04233","P61966",0.609
"36185","P15085","O00482",0.465
"8833","P15085","P32754",0.473
"62291","P04233","P04439",0.612
"64164","P15085","P07998",0.49
"8174","P04233","P07333",0.613
"30712","P04233","Q10567",0.614
"34431","P15085","P08727",0.496
"43981","P04233","Q05193",0.617
"73950","P04233","P01889",0.625
"5562","P04233","P04637",0.626
"1","P04233","P01730",0.632
"38303","P15085","P16233",0.79
"90965","P04233","P56377",0.637
"89736","P04233","P11215",0.64
"33610","P15085","P19961",0.531
"22618","P04233","P42081",0.643
"17292","P15085","Q8TD84",0.539
"15124","P15085","P07477",0.814
"78556","P04233","P08575",0.651
"33393","P04233","P37275",0.668
"80798","P15085","P15086",0.843
"9834","P04233","Q13571",0.669
"16435","P15085","P04054",0.566
"20186","P04233","Q9Y678",0.674
"104547","P04233","P33076",0.682
"95046","P15085","P40313",0.939
"64718","P04233","P13796",0.684
"5372","P04233","Q02556",0.693
"3070","P04233","O43914",0.699
"20522","P01730","P11049",0.401
"8948","P15085","P09093",0.964
"10601","P15085","Q4ZJI4",0.576
"29648","P01730","P62854",0.402
"3979","P15085","Q9BS40",0.618
"59286","P15085","Q86UD5",0.652
"1718","P01730","P36222",0.403
"97","P01730","Q9Y572",0.404
"7142","P01730","Q13315",0.455
"835","P01730","P10600",0.404
"5223","P01730","P21781",0.404
"54515","P01730","Q9Y2Q0",0.422
"60767","P01730","P15514",0.455
"1880","P01730","Q04609",0.422
"52811","P01730","Q02763",0.405
"79136","P01730","Q9UKS7",0.457
"752","P01730","P06733",0.407
"12582","P01730","Q13158",0.407
"35523","P01730","Q6XR72",0.407
"69","P01730","P09382",0.422
"2787","P01730","P21757",0.424
"1926","P01730","Q9BYV9",0.457
"44942","P01730","P50750",0.425
"90256","P01730","Q13304",0.408
"22269","P01730","P19544",0.459
"996","P01730","Q07954",0.408
"46721","P01730","P02747",0.426
"46622","P01730","Q02535",0.459
"39996","P01730","Q8N884",0.459
"27879","P01730","P07355",0.409
"99431","P01730","P08183",0.409
"29206","P01730","P00738",0.459
"62883","P01730","Q00978",0.409
"42883","P01730","P00519",0.41
"2051","P01730","B0I1T2",0.426
"2534","P01730","P35398",0.427
"45673","P01730","Q13077",0.427
"5253","P01730","O60637",0.459
"42","P01730","P40225",0.429
"38831","P01730","P01138",0.411
"66609","P01730","P32927",0.461
"54291","P01730","P55259",0.43
"12959","P01730","Q8TAD2",0.43
"93652","P01730","P05106",0.431
"40208","P01730","O95999",0.462
"27187","P01730","Q5SNT2",0.412
"80224","P01730","P01009",0.463
"18838","P01730","Q15910",0.412
"21925","P01730","P55211",0.431
"37903","P01730","P05109",0.432
"31438","P01730","P15502",0.433
"62630","P01730","P21854",0.435
"64746","P01730","P13796",0.464
"23137","P01730","P20592",0.437
"2441","P01730","P61626",0.437
"75030","P01730","O43236",0.416
"35575","P01730","P61812",0.465
"27653","P01730","P07858",0.439
"11092","P01730","Q16649",0.467
"101807","P01730","P21580",0.439
"32581","P01730","O95471",0.441
"72138","P01730","P15509",0.418
"86489","P01730","P24001",0.418
"167","P01730","P08253",0.468
"32506","P01730","P00451",0.441
"41164","P01730","O95801",0.469
"56131","P01730","Q6GTX8",0.419
"51993","P01730","P05161",0.47
"94175","P01730","Q13114",0.42
"4564","P01730","Q9UJU2",0.42
"46262","P01730","P09917",0.444
"67380","P01730","P13284",0.444
"76198","P01730","O15533",0.444
"68433","P01730","O15409",0.47
"31954","P01730","P26358",0.47
"31576","P01730","P48736",0.447
"85039","P01730","P27986",0.421
"28476","P01730","Q9NRQ2",0.474
"36578","P01730","Q86SQ4",0.508
"9653","P01730","Q9H2A7",0.476
"3447","P01730","Q9UM47",0.476
"76565","P01730","Q92835",0.448
"14352","P01730","Q96AZ6",0.451
"21786","P01730","Q9BY67",0.451
"71468","P01730","P40126",0.451
"46765","P01730","P02745",0.51
"4088","P01730","P09038",0.479
"6858","P01730","O14763",0.512
"76293","P01730","P03372",0.513
"37926","P01730","P06702",0.479
"80","P01730","P09601",0.514
"89297","P01730","P22736",0.48
"55445","P01730","Q13421",0.48
"12750","P01730","Q6PCB8",0.516
"735","P01730","P08567",0.481
"8982","P01730","Q08334",0.481
"44758","P01730","P17813",0.543
"52155","P01730","Q12778",0.517
"1481","P01730","Q92692",0.543
"957","P01730","P11161",0.481
"37126","P01730","Q16570",0.517
"62962","P01730","Q9BXL7",0.517
"1456","P01730","Q29980",0.518
"47211","P01730","P28062",0.481
"49399","P01730","P42768",0.546
"34674","P01730","Q08722",0.548
"23888","P01730","P29274",0.518
"82733","P01730","P62937",0.483
"43848","P01730","P00813",0.519
"2071","P01730","Q07955",0.483
"47071","P01730","P28065",0.52
"72421","P01730","Q8NF50",0.55
"1730","P01730","P01116",0.55
"22118","P01730","Q99572",0.551
"1872","P01730","Q92608",0.552
"2604","P01730","P12830",0.52
"33030","P01730","Q9BQ89",0.553
"292","P01730","Q9Y239",0.486
"85666","P01730","P07948",0.521
"59763","P01730","P10451",0.521
"8714","P01730","Q9NRM6",0.522
"39565","P01730","P51617",0.492
"14743","P01730","P99999",0.556
"24458","P01730","Q05516",0.522
"583","P01730","Q9UMR7",0.522
"714","P01730","Q02363",0.522
"196","P01730","P01266",0.523
"20789","P01730","P53701",0.557
"26227","P01730","P03973",0.524
"83298","P01730","P35913",0.558
"32342","P01730","Q9UGN4",0.492
"80394","P01730","P11166",0.525
"23404","P01730","P13726",0.493
"12936","P01730","P35408",0.494
"41829","P01730","Q9H257",0.495
"22955","P01730","P84022",0.559
"103833","P01730","Q99877",0.528
"19177","P01730","P27797",0.559
"66202","P01730","P60953",0.56
"8587","P01730","P37231",0.56
"1785","P01730","Q9Y5Y7",0.496
"48955","P01730","Q7Z5R6",0.497
"25537","P01730","P36402",0.498
"30470","P01730","Q13568",0.529
"99187","P01730","Q96F15",0.499
"9163","P01730","P12821",0.53
"67677","P01730","Q9NPP4",0.501
"22839","P01730","P46092",0.564
"468","P01730","P21583",0.564
"222","P01730","Q01201",0.532
"6574","P01730","P00533",0.567
"56113","P01730","Q8NHJ6",0.568
"14026","P01730","P01100",0.504
"68190","P01730","P02787",0.533
"263","P01730","P14210",0.505
"91906","P01730","P11473",0.505
"3547","P01730","Q9BYX4",0.57
"3409","P01730","Q6UWB1",0.57
"2148","P01730","P04921",0.536
"444","P01730","P24385",0.571
"50905","P01730","P04839",0.572
"1241","P01730","Q9Y5W3",0.506
"10396","P01730","Q8NAC3",0.506
"103286","P01730","P09958",0.539
"27538","P01730","O15162",0.507
