ensembl_gene_id,external_gene_name,description,gene_biotype,degree,betweenness,closeness,eigen_centrality,source
ENSG00000173039,RELA,"RELA proto-oncogene, NF-kB subunit ",protein_coding,222,28687.6520156586,0.000103316458311809,0.345353150545965,STRING
ENSG00000169083,AR,androgen receptor ,protein_coding,220,27194.0508768609,0.000103809820409011,0.409829109539843,STRING
ENSG00000270882,H4C14,H4 clustered histone 14 ,protein_coding,220,2327.66222047059,9.38438438438438e-05,0.677068365215424,STRING
ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4 ,protein_coding,218,53717.9528392269,9.75990630489947e-05,0.0579290057986682,STRING
ENSG00000069966,GNB5,G protein subunit beta 5 ,protein_coding,216,12339.2224383019,9.12741876597298e-05,0.0560916513796711,STRING
ENSG00000115415,STAT1,signal transducer and activator of transcription 1 ,protein_coding,216,45028.180088256,0.000103199174406605,0.201230707566374,STRING
ENSG00000141367,CLTC,clathrin heavy chain ,protein_coding,216,46587.9354532351,0.000103982530934803,0.143262888227739,STRING
ENSG00000197061,H4C3,H4 clustered histone 3 ,protein_coding,216,2189.10362765523,9.35803855511885e-05,0.665974638037821,STRING
ENSG00000276180,H4C9,H4 clustered histone 9 ,protein_coding,216,2318.50030102863,9.36680404645935e-05,0.65764382471898,STRING
ENSG00000111664,GNB3,G protein subunit beta 3 ,protein_coding,214,12651.3775876367,9.12658574427307e-05,0.0560725319126844,STRING
ENSG00000114450,GNB4,G protein subunit beta 4 ,protein_coding,214,9567.03895620102,9.06782734856728e-05,0.0532032328248541,STRING
ENSG00000141736,ERBB2,erb-b2 receptor tyrosine kinase 2 ,protein_coding,214,36282.2070022716,0.000104036620890553,0.175531675812453,STRING
ENSG00000197837,H4C16,H4 histone 16 ,protein_coding,214,2418.13664140029,9.36592675845275e-05,0.656323077255676,STRING
ENSG00000275126,H4C13,H4 clustered histone 13 ,protein_coding,214,2163.29102017185,9.3562874251497e-05,0.6600803460415,STRING
ENSG00000278705,H4C2,H4 clustered histone 2 ,protein_coding,214,2163.29102017185,9.3562874251497e-05,0.6600803460415,STRING
ENSG00000067560,RHOA,ras homolog family member A ,protein_coding,212,52045.9398581125,0.000103799045048786,0.154807995246291,STRING
ENSG00000158406,H4C8,H4 clustered histone 8 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000172354,GNB2,G protein subunit beta 2 ,protein_coding,212,8862.29986505864,9.06289650172195e-05,0.0531575655534633,STRING
ENSG00000197238,H4C11,H4 clustered histone 11 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000270276,H4C15,H4 clustered histone 15 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000273542,H4C12,H4 clustered histone 12 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000275714,H3C1,H3 clustered histone 1 ,protein_coding,212,11213.4793892774,9.77708251857646e-05,0.559527593919255,STRING
ENSG00000276966,H4C5,H4 clustered histone 5 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000277157,H4C4,H4 clustered histone 4 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000278637,H4C1,H4 clustered histone 1 ,protein_coding,212,2137.0860607777,9.34579439252336e-05,0.654059859611444,STRING
ENSG00000184260,H2AC20,H2A clustered histone 20 ,protein_coding,210,5976.00272910563,9.59508731529457e-05,0.583425931629696,STRING
ENSG00000203811,H3C14,H3 clustered histone 14 ,protein_coding,210,5391.21933806881,9.22253988748501e-05,0.610734846541238,STRING
ENSG00000203812,,,,210,6097.61484201566,9.61538461538461e-05,0.609263888717131,STRING
ENSG00000127928,GNGT1,G protein subunit gamma transducin 1 ,protein_coding,208,6662.77212421407,9.06289650172195e-05,0.0515222188396346,STRING
ENSG00000168243,GNG4,G protein subunit gamma 4 ,protein_coding,208,7673.06142226714,8.97746655893707e-05,0.0510188767949807,STRING
ENSG00000141480,ARRB2,arrestin beta 2 ,protein_coding,206,50528.9517131967,0.000101916021198532,0.135708511657364,STRING
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit ,protein_coding,204,15057.3441975882,9.81257972721028e-05,0.508072727489787,STRING
ENSG00000127920,GNG11,G protein subunit gamma 11 ,protein_coding,204,4925.82883296772,8.97263346792284e-05,0.0509509098975385,STRING
ENSG00000174021,GNG5,G protein subunit gamma 5 ,protein_coding,204,7478.83688084062,8.95816536773269e-05,0.050771358224462,subnet
ENSG00000242616,GNG10,G protein subunit gamma 10 ,protein_coding,204,5200.97565004175,8.96217960207923e-05,0.0510771646233068,subnet
ENSG00000127588,GNG13,G protein subunit gamma 13 ,protein_coding,202,4666.9859223093,8.95495656846064e-05,0.0507617950624347,STRING
ENSG00000162188,GNG3,G protein subunit gamma 3 ,protein_coding,202,4666.9859223093,8.95495656846064e-05,0.0507617950624347,STRING
ENSG00000167083,GNGT2,G protein subunit gamma transducin 2 ,protein_coding,202,4666.9859223093,8.95495656846064e-05,0.0507617950624347,STRING
ENSG00000167414,GNG8,G protein subunit gamma 8 ,protein_coding,202,4666.9859223093,8.95495656846064e-05,0.0507617950624347,STRING
ENSG00000167986,DDB1,damage specific DNA binding protein 1 ,protein_coding,202,14889.4459737846,9.6237128284092e-05,0.427398383656302,STRING
ENSG00000172380,GNG12,G protein subunit gamma 12 ,protein_coding,202,4666.9859223093,8.95495656846064e-05,0.0507617950624347,STRING
ENSG00000176533,GNG7,G protein subunit gamma 7 ,protein_coding,202,4666.9859223093,8.95495656846064e-05,0.0507617950624347,STRING
ENSG00000150093,ITGB1,integrin subunit beta 1 ,protein_coding,200,31401.1211651291,9.88435306909163e-05,0.0719706762666601,STRING
ENSG00000123374,CDK2,cyclin dependent kinase 2 ,protein_coding,198,22056.4479442141,9.92358836955443e-05,0.246053513881578,STRING
ENSG00000169398,PTK2,protein tyrosine kinase 2 ,protein_coding,198,23688.8832966492,0.000101719051978436,0.13277664453695,STRING
ENSG00000178372,CALML5,calmodulin like 5 ,protein_coding,198,30026.7050818114,0.000100190361687206,0.0812818823381405,STRING
ENSG00000105647,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2 ,protein_coding,194,8465.41226864223,9.70873786407767e-05,0.115958137719745,STRING
ENSG00000178363,CALML3,calmodulin like 3 ,protein_coding,194,26693.4568782981,9.98402555910543e-05,0.0804032820446936,STRING
ENSG00000127191,TRAF2,TNF receptor associated factor 2 ,protein_coding,192,24387.3894036685,0.000101061141990904,0.177529526275726,STRING
ENSG00000141027,NCOR1,nuclear receptor corepressor 1 ,protein_coding,192,10464.2571408505,9.64785335262904e-05,0.36418510366598,STRING
ENSG00000166851,PLK1,polo like kinase 1 ,protein_coding,192,33972.9719422192,9.80969197567196e-05,0.310268957616815,STRING
ENSG00000170296,GABARAP,GABA type A receptor-associated protein ,protein_coding,192,62445.1815580032,9.05797101449275e-05,0.0302560178583564,subnet
ENSG00000185130,H2BC13,H2B clustered histone 13 ,protein_coding,192,8279.63174756708,9.67585873246251e-05,0.483775744124532,STRING
ENSG00000254087,LYN,"LYN proto-oncogene, Src family tyrosine kinase ",protein_coding,192,19526.5733857487,9.90197049212793e-05,0.109384780971025,STRING
ENSG00000129007,CALML4,calmodulin like 4 ,protein_coding,190,24881.9461642619,9.96810207336523e-05,0.0797041186425321,STRING
ENSG00000149806,FAU,FAU ubiquitin like and ribosomal protein S30 fusion ,protein_coding,190,67034.1324348807,9.28936367858802e-05,0.121654045540845,STRING
ENSG00000165280,VCP,valosin containing protein ,protein_coding,190,48118.4114822799,0.000102923013585838,0.196611201798158,STRING
ENSG00000169885,CALML6,calmodulin like 6 ,protein_coding,190,24881.9461642619,9.96810207336523e-05,0.0797041186425321,STRING
ENSG00000175387,SMAD2,SMAD family member 2 ,protein_coding,188,24915.1406124829,0.000100321027287319,0.249716011066902,STRING
ENSG00000136238,RAC1,Rac family small GTPase 1 ,protein_coding,186,20889.0633954922,9.71534052268532e-05,0.0760551682164524,STRING
ENSG00000203852,H3C15,H3 clustered histone 15 ,protein_coding,186,1657.43273628463,9.03587241348152e-05,0.565797466714158,STRING
ENSG00000055130,CUL1,cullin 1 ,protein_coding,184,15554.8928625642,9.94530084535057e-05,0.214180027840262,STRING
ENSG00000096717,SIRT1,sirtuin 1 ,protein_coding,184,29227.8350991221,9.98402555910543e-05,0.344368561862441,STRING
ENSG00000096968,JAK2,Janus kinase 2 ,protein_coding,184,26425.7190921695,9.86485153398441e-05,0.115631349034869,STRING
ENSG00000099817,POLR2E,"RNA polymerase II, I and III subunit E ",protein_coding,184,5005.76476170558,9.42063118228921e-05,0.518052056192442,STRING
ENSG00000100030,MAPK1,mitogen-activated protein kinase 1 ,protein_coding,184,35662.0525439479,0.000103874519580347,0.169711374317535,STRING
ENSG00000136869,TLR4,toll like receptor 4 ,protein_coding,184,40494.8093870037,0.000100040016006403,0.1197186956684,STRING
ENSG00000172977,KAT5,lysine acetyltransferase 5 ,protein_coding,182,20409.6181741821,9.8960910440376e-05,0.365611078247906,STRING
ENSG00000141646,SMAD4,SMAD family member 4 ,protein_coding,180,25038.8677185274,9.80296049406921e-05,0.236126698966589,STRING
ENSG00000175792,RUVBL1,RuvB like AAA ATPase 1 ,protein_coding,180,14604.2731783854,9.60707080411183e-05,0.367403963801456,STRING
ENSG00000112592,TBP,TATA-box binding protein ,protein_coding,178,8320.4359850091,9.77039570102589e-05,0.435783714713208,STRING
ENSG00000156052,GNAQ,G protein subunit alpha q ,protein_coding,178,19800.9706668628,9.0711175616836e-05,0.0462376751496378,STRING
ENSG00000103266,STUB1,STIP1 homology and U-box containing protein 1 ,protein_coding,176,34665.0072419828,0.000102848914943947,0.211658084243497,STRING
ENSG00000103275,UBE2I,ubiquitin conjugating enzyme E2 I ,protein_coding,176,31634.8883799104,9.92555831265509e-05,0.190517661216878,STRING
ENSG00000124181,PLCG1,phospholipase C gamma 1 ,protein_coding,176,8050.20531756667,9.70402717127608e-05,0.107738249882564,STRING
ENSG00000164924,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta ,protein_coding,176,23753.9300068268,0.00010338054378166,0.197923523801565,STRING
ENSG00000165025,SYK,spleen associated tyrosine kinase ,protein_coding,176,16866.682240194,9.75990630489947e-05,0.0946484954801427,STRING
ENSG00000213341,CHUK,component of inhibitor of nuclear factor kappa B kinase complex ,protein_coding,176,19252.1566303795,0.000101926409132606,0.215346591814496,STRING
ENSG00000004487,KDM1A,lysine demethylase 1A ,protein_coding,174,8918.25365379349,9.63205548063957e-05,0.361964484769344,STRING
ENSG00000094631,HDAC6,histone deacetylase 6 ,protein_coding,174,20488.2879610316,0.000102743244631665,0.272464771073374,STRING
ENSG00000163882,POLR2H,"RNA polymerase II, I and III subunit H ",protein_coding,174,4114.51352889348,9.42329438371655e-05,0.516484532702648,STRING
ENSG00000181449,SOX2,SRY-box transcription factor 2 ,protein_coding,174,24324.4646576185,9.57762666411263e-05,0.325046692360443,STRING
ENSG00000184009,ACTG1,actin gamma 1 ,protein_coding,174,19149.7746367251,9.82511298879937e-05,0.0805997962505972,STRING
ENSG00000087460,GNAS,GNAS complex locus ,protein_coding,172,13619.5060268189,8.78503030835456e-05,0.0340771069826758,STRING
ENSG00000104067,TJP1,tight junction protein 1 ,protein_coding,172,45846.6059586354,9.55109837631328e-05,0.0548313907277816,STRING
ENSG00000143799,PARP1,poly(ADP-ribose) polymerase 1 ,protein_coding,172,14312.3909233096,9.61538461538461e-05,0.327445629095737,STRING
ENSG00000100142,POLR2F,"RNA polymerase II, I and III subunit F ",protein_coding,170,3661.37351491897,9.35979034069637e-05,0.50244442067572,STRING
ENSG00000136807,CDK9,cyclin dependent kinase 9 ,protein_coding,170,19084.3849856824,9.83187493855078e-05,0.266419841565776,STRING
ENSG00000147669,POLR2K,"RNA polymerase II, I and III subunit K ",protein_coding,170,3525.25670497215,9.34317481080071e-05,0.501900410997667,STRING
ENSG00000160791,CCR5,C-C motif chemokine receptor 5 ,protein_coding,170,20502.3877656835,9.08100254268071e-05,0.0266749418919633,STRING
ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5 ,protein_coding,168,34543.2334614314,0.000102124183006536,0.108080809431701,STRING
ENSG00000103363,ELOB,elongin B ,protein_coding,168,10766.964587977,9.58221540820238e-05,0.220976833378336,STRING
ENSG00000127955,GNAI1,G protein subunit alpha i1 ,protein_coding,168,14477.0084304962,9.11826388255676e-05,0.0453856448987319,STRING
ENSG00000159216,RUNX1,RUNX family transcription factor 1 ,protein_coding,168,16415.623660067,9.62741888899586e-05,0.305320193176762,STRING
ENSG00000168002,POLR2G,RNA polymerase II subunit G ,protein_coding,168,10191.0496586394,9.33532486930545e-05,0.479502079066567,STRING
ENSG00000220205,VAMP2,vesicle associated membrane protein 2 ,protein_coding,168,27548.0913752075,9.1432751211484e-05,0.0306290827691582,STRING
ENSG00000277836,"","",protein_coding,168,42753.783891722,9.48856627763545e-05,0.0352269075325052,STRING
ENSG00000092820,EZR,ezrin ,protein_coding,166,30739.2371048165,0.000100664384940608,0.102905683054358,STRING
ENSG00000108773,KAT2A,lysine acetyltransferase 2A ,protein_coding,166,6329.77975362424,9.42951438000943e-05,0.378775263600303,STRING
ENSG00000139687,RB1,RB transcriptional corepressor 1 ,protein_coding,166,11117.540347678,9.71911750413062e-05,0.238887523359559,STRING
ENSG00000196924,FLNA,filamin A ,protein_coding,166,29521.578032197,0.000102658864592958,0.115442292564096,STRING
ENSG00000232810,TNF,tumor necrosis factor ,protein_coding,166,24186.4613443827,0.000100847115772489,0.145154057270872,STRING
ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta ,protein_coding,164,16624.2108488104,0.000100623867981485,0.139160583028969,STRING
ENSG00000138798,EGF,epidermal growth factor ,protein_coding,164,19476.7683893475,0.000101978380583316,0.152379664502653,STRING
ENSG00000175279,CENPS,centromere protein S ,protein_coding,164,2724.83346781699,8.91503967192654e-05,0.361295583679641,STRING
ENSG00000185345,PRKN,parkin RBR E3 ubiquitin protein ligase ,protein_coding,164,43988.7200661864,0.000101153145862836,0.156496045606281,STRING
ENSG00000259207,ITGB3,integrin subunit beta 3 ,protein_coding,164,21846.4899384661,9.67585873246251e-05,0.0715464331241198,STRING
ENSG00000072401,UBE2D1,ubiquitin conjugating enzyme E2 D1 ,protein_coding,162,14751.5964104153,9.72006220839813e-05,0.204602136756085,STRING
ENSG00000166913,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta ,protein_coding,162,32782.0947596206,0.000101770812131081,0.106986856100131,STRING
ENSG00000169689,CENPX,centromere protein X ,protein_coding,162,2546.91573922575,8.90154886950329e-05,0.360562304714057,STRING
ENSG00000174775,HRAS,"HRas proto-oncogene, GTPase ",protein_coding,162,19117.969782845,9.78952520802741e-05,0.0851609785482096,STRING
ENSG00000188375,H3-5,H3.5 histone ,protein_coding,162,4370.94484156067,9.2464170134073e-05,0.409749483535461,STRING
ENSG00000154582,ELOC,elongin C ,protein_coding,160,14841.6461220538,9.65250965250965e-05,0.220230125337729,STRING
ENSG00000186868,MAPT,microtubule associated protein tau ,protein_coding,160,43328.6345838782,0.00010487676979549,0.134371052075969,STRING
ENSG00000111642,CHD4,chromodomain helicase DNA binding protein 4 ,protein_coding,158,5311.99335083499,9.0293453724605e-05,0.364232207787291,STRING
ENSG00000124151,NCOA3,nuclear receptor coactivator 3 ,protein_coding,158,7035.91133972207,9.45090256119459e-05,0.355384171450557,STRING
ENSG00000132383,RPA1,replication protein A1 ,protein_coding,158,7252.76115908835,9.40822278671559e-05,0.279674826888918,STRING
ENSG00000132535,DLG4,discs large MAGUK scaffold protein 4 ,protein_coding,158,38512.616565624,9.65437343116432e-05,0.053720565850981,STRING
ENSG00000144231,POLR2D,RNA polymerase II subunit D ,protein_coding,158,3122.17873608251,9.29627219484986e-05,0.474753778155372,STRING
ENSG00000162434,JAK1,Janus kinase 1 ,protein_coding,158,23622.7485946878,9.51837045497811e-05,0.0823264810803778,STRING
ENSG00000196498,NCOR2,nuclear receptor corepressor 2 ,protein_coding,158,15630.481760326,9.60522524253194e-05,0.229959460369671,STRING
ENSG00000269335,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma ,protein_coding,158,9970.08656554901,0.000100250626566416,0.177723943680983,STRING
ENSG00000101966,XIAP,X-linked inhibitor of apoptosis ,protein_coding,156,17270.7272500354,9.77135040062537e-05,0.126477552921184,STRING
ENSG00000130816,DNMT1,DNA methyltransferase 1 ,protein_coding,156,6019.97273349185,9.64506172839506e-05,0.395739468780092,STRING
ENSG00000132170,PPARG,peroxisome proliferator activated receptor gamma ,protein_coding,156,15530.3619853996,9.92063492063492e-05,0.241243893287635,STRING
ENSG00000149273,RPS3,ribosomal protein S3 ,protein_coding,156,7508.29825969474,9.56388676358072e-05,0.173132242300981,STRING
ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A ,protein_coding,150,9794.95687226873,9.85318750615824e-05,0.151765883267241,STRING
ENSG00000122705,CLTA,clathrin light chain A ,protein_coding,150,13521.9974297603,9.71062342202369e-05,0.099001042204738,STRING
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A ,protein_coding,150,7400.27739874729,9.9039318609488e-05,0.250964888478977,STRING
ENSG00000137154,RPS6,ribosomal protein S6 ,protein_coding,150,5279.07866943325,9.31358852565894e-05,0.136722816900058,STRING
ENSG00000186350,RXRA,retinoid X receptor alpha ,protein_coding,150,6706.56521082822,9.45447669471495e-05,0.351528056777157,STRING
ENSG00000204209,DAXX,death domain associated protein ,protein_coding,150,5301.41696377413,9.53107129241327e-05,0.413372480269633,STRING
ENSG00000126581,BECN1,beclin 1 ,protein_coding,148,20764.7882172123,0.000101214574898785,0.120263496802525,STRING
ENSG00000130726,TRIM28,tripartite motif containing 28 ,protein_coding,148,21340.8474927817,9.72857281836755e-05,0.243605112450179,STRING
ENSG00000135446,CDK4,cyclin dependent kinase 4 ,protein_coding,148,7761.22155692803,9.48496632836953e-05,0.262535389569408,STRING
ENSG00000137076,TLN1,talin 1 ,protein_coding,148,14507.2498279584,9.51203272139256e-05,0.0564085440793086,STRING
ENSG00000147133,TAF1,TATA-box binding protein associated factor 1 ,protein_coding,148,8151.93075630863,9.10083727702949e-05,0.369755719774179,STRING
