ensembl_gene_id,external_gene_name,description,gene_biotype,degree,betweenness,closeness,eigen_centrality,source
ENSG00000163132,MSX1,msh homeobox 1 ,protein_coding,14,5728.50156041798,0.000119232144986288,2.16658461783446e-07,subnet
ENSG00000169248,CXCL11,C-X-C motif chemokine ligand 11 ,protein_coding,14,10664.1077803078,0.000129988301052905,0.00404251259921492,subnet
ENSG00000176406,RIMS2,regulating synaptic membrane exocytosis 2 ,protein_coding,14,7437,0.000101926409132606,2.7193590945434e-08,subnet
ENSG00000005381,MPO,myeloperoxidase ,protein_coding,12,3255.6236870209,0.000126374320738026,0.00349581110280065,subnet
ENSG00000049249,TNFRSF9,TNF receptor superfamily member 9 ,protein_coding,12,8077.16666666667,8.04828973843059e-05,4.48208296892746e-11,subnet
ENSG00000055955,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4 ,protein_coding,12,7402.04511129934,0.000111247079764156,3.16608328129972e-07,subnet
ENSG00000069764,PLA2G10,phospholipase A2 group X ,protein_coding,12,62.9539682539683,0.000121285627653123,1.25504200072406e-06,subnet
ENSG00000071539,TRIP13,thyroid hormone receptor interactor 13 ,protein_coding,12,18492,0.000120235661897319,5.12554230813459e-08,subnet
ENSG00000072571,HMMR,hyaluronan mediated motility receptor ,protein_coding,12,40498.9819813034,0.000143947027493882,2.64991963826556e-07,subnet
ENSG00000079435,LIPE,"lipase E, hormone sensitive type ",protein_coding,12,14434.3733739561,0.000130975769482646,4.71977886963831e-06,subnet
ENSG00000092054,MYH7,myosin heavy chain 7 ,protein_coding,12,452.751326941033,0.000135354629128316,2.85819288593694e-07,subnet
ENSG00000100448,CTSG,cathepsin G ,protein_coding,12,1089.38087205192,0.000125454773554134,0.0038884525701511,subnet
ENSG00000102287,GABRE,gamma-aminobutyric acid type A receptor subunit epsilon ,protein_coding,12,3785.60524568562,9.38967136150235e-05,9.9301278416311e-13,subnet
ENSG00000106004,HOXA5,homeobox A5 ,protein_coding,12,683,0.000109902187053522,7.38960405770663e-08,subnet
ENSG00000111206,FOXM1,forkhead box M1 ,protein_coding,12,70779.4848782173,0.000159667890787163,0.000303774872784702,subnet
ENSG00000112280,COL9A1,collagen type IX alpha 1 chain ,protein_coding,12,11230.7255577622,0.000125754527162978,0.0338197056793107,subnet
ENSG00000117586,TNFSF4,TNF superfamily member 4 ,protein_coding,12,1591.33333333334,7.63650248186331e-05,8.30060779502223e-12,subnet
ENSG00000123500,COL10A1,collagen type X alpha 1 chain ,protein_coding,12,3603.45391828513,0.000116090085906664,0.00649145266930348,subnet
ENSG00000123975,CKS2,CDC28 protein kinase regulatory subunit 2 ,protein_coding,12,9055.35952168544,0.00014110342881332,3.50749990498201e-06,subnet
ENSG00000126787,DLGAP5,DLG associated protein 5 ,protein_coding,12,25184.9507148463,0.000156347717323327,1.01395865347332e-05,subnet
ENSG00000130226,DPP6,dipeptidyl peptidase like 6 ,protein_coding,12,35593.8691326116,0.000152485513876182,0.00679289950501488,subnet
ENSG00000130649,CYP2E1,cytochrome P450 family 2 subfamily E member 1 ,protein_coding,12,36012.6675233095,0.000132152768600502,5.04486564766881e-07,subnet
ENSG00000131477,RAMP2,receptor activity modifying protein 2 ,protein_coding,12,2899.98398735875,8.87784090909091e-05,1.49586852845946e-13,subnet
ENSG00000132329,RAMP1,receptor activity modifying protein 1 ,protein_coding,12,2899.98398735875,8.87784090909091e-05,1.49569860265295e-13,subnet
ENSG00000136960,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2 ,protein_coding,12,28158.0955790838,0.000128865979381443,1.15532791006222e-05,subnet
ENSG00000138696,BMPR1B,bone morphogenetic protein receptor type 1B ,protein_coding,12,19272.9743010476,0.000118371212121212,5.96565012024744e-06,subnet
ENSG00000138778,CENPE,centromere protein E ,protein_coding,12,467.025083192208,0.000148809523809524,1.91095445469771e-05,subnet
ENSG00000152253,SPC25,SPC25 component of NDC80 kinetochore complex ,protein_coding,12,0,0.000137174211248285,1.25322843824238e-05,subnet
ENSG00000154269,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3 ,protein_coding,12,22709.0584490459,0.000128155837498398,4.42356396990806e-05,subnet
ENSG00000158445,KCNB1,potassium voltage-gated channel subfamily B member 1 ,protein_coding,12,4074.5,0.000114220445459737,9.26020860952814e-06,subnet
ENSG00000159173,TNNI1,"troponin I1, slow skeletal type ",protein_coding,12,2127.25303103404,0.000134030290845731,2.04903330283299e-07,subnet
ENSG00000165092,ALDH1A1,aldehyde dehydrogenase 1 family member A1 ,protein_coding,12,22219.7333387587,0.000122473974280465,4.64783741466665e-05,subnet
ENSG00000165474,GJB2,gap junction protein beta 2 ,protein_coding,12,792.833333333338,9.13826190258613e-05,2.94091288964713e-11,subnet
ENSG00000165996,HACD1,3-hydroxyacyl-CoA dehydratase 1 ,protein_coding,12,3395.25,9.69838037047813e-05,1.68014105715376e-10,subnet
ENSG00000166206,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3 ,protein_coding,12,3785.60524568562,9.38967136150235e-05,9.93057581426579e-13,subnet
ENSG00000169562,GJB1,gap junction protein beta 1 ,protein_coding,12,792.833333333338,9.13826190258613e-05,2.94091550327735e-11,subnet
ENSG00000170296,GABARAP,GABA type A receptor-associated protein ,protein_coding,12,17499.5659282475,9.7012029491657e-05,4.15446755073083e-12,subnet
ENSG00000170890,PLA2G1B,phospholipase A2 group IB ,protein_coding,12,267.492222222222,0.000124285359184688,2.39330848890714e-06,subnet
ENSG00000171517,LPAR3,lysophosphatidic acid receptor 3 ,protein_coding,12,1023.5,0.000100512614333099,1.65366858913983e-05,subnet
ENSG00000171596,NMUR1,neuromedin U receptor 1 ,protein_coding,12,5399.45488903891,0.000102838338132456,1.63374836665149e-05,subnet
ENSG00000171848,RRM2,ribonucleotide reductase regulatory subunit M2 ,protein_coding,12,17290.6385286812,0.0001476450612727,3.33286288325759e-06,subnet
ENSG00000172292,CERS6,ceramide synthase 6 ,protein_coding,12,30068.0199263347,0.00010605578534309,2.37689390339925e-10,subnet
ENSG00000172379,ARNT2,aryl hydrocarbon receptor nuclear translocator 2 ,protein_coding,12,6775,9.08760450745184e-05,3.06208931144414e-11,subnet
ENSG00000177666,PNPLA2,patatin like phospholipase domain containing 2 ,protein_coding,12,4093.33902722849,0.000124703828407532,1.62185601108045e-07,subnet
ENSG00000183287,CCBE1,collagen and calcium binding EGF domains 1 ,protein_coding,12,13321.8779679695,0.000133138064172547,0.255346037705779,subnet
ENSG00000183814,LIN9,lin-9 DREAM MuvB core complex component ,protein_coding,12,24819.5584407973,0.000155714730613516,0.00106405848393704,subnet
ENSG00000187730,GABRD,gamma-aminobutyric acid type A receptor subunit delta ,protein_coding,12,3785.60524568562,9.38967136150235e-05,9.93042359321432e-13,subnet
ENSG00000197594,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1 ,protein_coding,12,22709.0584490459,0.000128155837498398,4.42356396990882e-05,subnet
ENSG00000267796,LIN37,lin-37 DREAM MuvB core complex component ,protein_coding,12,24819.5584407973,0.000155714730613516,0.00106405848393702,subnet
ENSG00000268089,GABRQ,gamma-aminobutyric acid type A receptor subunit theta ,protein_coding,12,3785.60524568562,9.38967136150235e-05,9.93038982718361e-13,subnet
ENSG00000034971,MYOC,myocilin ,protein_coding,10,7103.94137046518,0.000124362641462505,2.64602650344261e-08,subnet
ENSG00000070886,EPHA8,EPH receptor A8 ,protein_coding,10,2720,0.000118525542254356,0.001825890953915,subnet
ENSG00000074696,HACD3,3-hydroxyacyl-CoA dehydratase 3 ,protein_coding,10,0.25,9.09918107370337e-05,3.64079981327207e-11,subnet
ENSG00000075891,PAX2,paired box 2 ,protein_coding,10,46716.6265272214,0.000148698884758364,3.86170152206314e-05,subnet
ENSG00000100078,PLA2G3,phospholipase A2 group III ,protein_coding,10,0,0.000120221207020919,1.1672211553861e-06,subnet
ENSG00000101000,PROCR,protein C receptor ,protein_coding,10,2045,0.000138007176373171,0.36215958478968,subnet
ENSG00000102962,CCL22,C-C motif chemokine ligand 22 ,protein_coding,10,15605.5485083076,0.000131769666622743,0.00241438092874458,subnet
ENSG00000104267,CA2,carbonic anhydrase 2 ,protein_coding,10,6102,7.23274989150875e-05,1.21505613613165e-13,subnet
ENSG00000106006,HOXA6,homeobox A6 ,protein_coding,10,0,0.00010989010989011,7.29649831929693e-08,subnet
ENSG00000106511,MEOX2,mesenchyme homeobox 2 ,protein_coding,10,11670.3010357133,8.73438728273212e-05,6.02254985755629e-12,subnet
ENSG00000111275,ALDH2,aldehyde dehydrogenase 2 family member ,protein_coding,10,10175.3015532226,0.000120540019286403,1.0797945576659e-06,subnet
ENSG00000113303,BTNL8,butyrophilin like 8 ,protein_coding,10,12009.2382568526,0.000120510966497951,8.53242556369267e-08,subnet
ENSG00000113594,LIFR,LIF receptor subunit alpha ,protein_coding,10,10145.0021156456,0.000121936349225704,6.25787855546932e-05,subnet
ENSG00000120075,HOXB5,homeobox B5 ,protein_coding,10,0,0.00010989010989011,7.29649832023835e-08,subnet
ENSG00000121743,GJA3,gap junction protein alpha 3 ,protein_coding,10,0.666666666666667,8.6043710204784e-05,1.27881583344572e-11,subnet
ENSG00000122756,CNTFR,ciliary neurotrophic factor receptor ,protein_coding,10,15349.1136363636,0.00011706860220089,1.09970178247785e-05,subnet
ENSG00000125166,GOT2,glutamic-oxaloacetic transaminase 2 ,protein_coding,10,21991.6633671759,0.000138523341182989,3.31571690783812e-05,subnet
ENSG00000125726,CD70,CD70 molecule ,protein_coding,10,2945.16666666664,7.63708568810142e-05,7.58998376226215e-12,subnet
ENSG00000127472,PLA2G5,phospholipase A2 group V ,protein_coding,10,0,0.000120221207020919,1.16722115539799e-06,subnet
ENSG00000128271,ADORA2A,adenosine A2a receptor ,protein_coding,10,10068.5325946666,0.000113071008593397,9.79949802415502e-07,subnet
ENSG00000128918,ALDH1A2,aldehyde dehydrogenase 1 family member A2 ,protein_coding,10,15239.5030304944,0.000121373953149654,7.50561592100565e-06,subnet
ENSG00000131747,TOP2A,DNA topoisomerase II alpha ,protein_coding,10,32631.9268014828,0.000155545185876497,8.72998080956092e-06,subnet
ENSG00000134532,SOX5,SRY-box transcription factor 5 ,protein_coding,10,20380,0.000107677398514052,1.89111852516323e-07,subnet
ENSG00000136574,GATA4,GATA binding protein 4 ,protein_coding,10,12608.5,8.93096365097794e-05,4.03384405148508e-10,subnet
ENSG00000141699,RETREG3,reticulophagy regulator family member 3 ,protein_coding,10,21486.4933847137,0.000101163378856854,3.05268500930746e-11,subnet
ENSG00000143418,CERS2,ceramide synthase 2 ,protein_coding,10,8232.94696465741,9.92063492063492e-05,4.19291481322264e-11,subnet
ENSG00000147614,ATP6V0D2,ATPase H+ transporting V0 subunit d2 ,protein_coding,10,1.5,8.76577840112202e-05,1.21960914863678e-12,subnet
ENSG00000151834,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2 ,protein_coding,10,0,8.96860986547085e-05,5.52171076983492e-13,subnet
ENSG00000152939,MARVELD2,MARVEL domain containing 2 ,protein_coding,10,842,9.73994350832765e-05,5.52795490874148e-10,subnet
ENSG00000157110,RBPMS,"RNA binding protein, mRNA processing factor ",protein_coding,10,12021,0.000110424028268551,3.62528288773009e-08,subnet
ENSG00000165480,SKA3,spindle and kinetochore associated complex subunit 3 ,protein_coding,10,1364,0.000136500136500137,5.71224663486993e-06,subnet
ENSG00000167434,CA4,carbonic anhydrase 4 ,protein_coding,10,9413,8.00128020483277e-05,8.0142721312188e-12,subnet
ENSG00000167711,SERPINF2,serpin family F member 2 ,protein_coding,10,33575.8303999648,0.000141063619692481,0.116367929848413,subnet
ENSG00000170166,HOXD4,homeobox D4 ,protein_coding,10,0,0.00010989010989011,7.29649832006672e-08,subnet
ENSG00000172789,HOXC5,homeobox C5 ,protein_coding,10,0,0.00010989010989011,7.29649832007924e-08,subnet
ENSG00000174483,BBS1,Bardet-Biedl syndrome 1 ,protein_coding,10,10747.5085646991,0.00010991426687184,0.000492636016127937,subnet
ENSG00000177301,KCNA2,potassium voltage-gated channel subfamily A member 2 ,protein_coding,10,9511.48120734669,0.000123685837971552,6.42218595007446e-05,subnet
ENSG00000181143,MUC16,"mucin 16, cell surface associated ",protein_coding,10,2726,0.000107979699816435,5.97145568287201e-07,subnet
ENSG00000183072,NKX2-5,NK2 homeobox 5 ,protein_coding,10,10707,8.44380646795576e-05,6.27950317877404e-11,subnet
ENSG00000183091,NEB,nebulin ,protein_coding,10,204.835608345903,0.00012531328320802,7.89506402678292e-08,subnet
ENSG00000184574,LPAR5,lysophosphatidic acid receptor 5 ,protein_coding,10,340.5,0.000100502512562814,1.63283309608328e-05,subnet
ENSG00000188488,SERPINA5,serpin family A member 5 ,protein_coding,10,6312.96068484279,0.000131544330439358,0.137661512680527,subnet
ENSG00000188910,GJB3,gap junction protein beta 3 ,protein_coding,10,452.666666666662,9.1374269005848e-05,2.8506938803909e-11,subnet
ENSG00000188921,HACD4,3-hydroxyacyl-CoA dehydratase 4 ,protein_coding,10,0.25,9.09918107370337e-05,3.64080074656813e-11,subnet
ENSG00000196139,AKR1C3,aldo-keto reductase family 1 member C3 ,protein_coding,10,2043,0.00010443864229765,1.42464042010282e-09,subnet
ENSG00000204427,ABHD16A,"abhydrolase domain containing 16A, phospholipase ",protein_coding,10,3138.71970200926,9.49307005885703e-05,3.93079218629959e-12,subnet
ENSG00000206527,HACD2,3-hydroxyacyl-CoA dehydratase 2 ,protein_coding,10,0.25,9.09918107370337e-05,3.6407996594085e-11,subnet
ENSG00000004948,CALCR,calcitonin receptor ,protein_coding,8,0,8.71535645807914e-05,1.31683047547787e-13,subnet
ENSG00000005102,MEOX1,mesenchyme homeobox 1 ,protein_coding,8,11996.0262193016,9.03342366757001e-05,4.77899646591527e-11,subnet
ENSG00000013725,CD6,CD6 molecule ,protein_coding,8,13299,9.55566172957477e-05,1.98771919157343e-08,subnet
ENSG00000022267,FHL1,four and a half LIM domains 1 ,protein_coding,8,9609.63206779974,0.000131787032156036,1.16525312136409e-06,subnet
ENSG00000025423,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6 ,protein_coding,8,683,0.000104416831993317,1.40122876188622e-09,subnet
ENSG00000047457,CP,ceruloplasmin ,protein_coding,8,5952.31923671807,0.000117178345441762,0.000995470188126045,subnet
ENSG00000079841,RIMS1,regulating synaptic membrane exocytosis 1 ,protein_coding,8,17385.9202754586,0.00010351966873706,2.32391669521557e-08,subnet
ENSG00000081041,CXCL2,C-X-C motif chemokine ligand 2 ,protein_coding,8,0.0833333333333333,0.00012132977432662,0.00208153317234695,subnet
ENSG00000082293,COL19A1,collagen type XIX alpha 1 chain ,protein_coding,8,0,0.000115968920329352,0.00627617693041093,subnet
ENSG00000086696,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2 ,protein_coding,8,4739,0.000112346927311538,8.82781438386228e-09,subnet
ENSG00000088325,TPX2,TPX2 microtubule nucleation factor ,protein_coding,8,37388.0670736658,0.000150353330326267,2.05052131426603e-06,subnet
ENSG00000090382,LYZ,lysozyme ,protein_coding,8,683,0.000125281884239539,0.00286729443793938,subnet
ENSG00000095752,IL11,interleukin 11 ,protein_coding,8,9807.93980514911,0.000122473974280465,1.00586078374751e-05,subnet
ENSG00000099617,EFNA2,ephrin A2 ,protein_coding,8,0,0.000109685203466052,0.000336701070630724,subnet
ENSG00000102970,CCL17,C-C motif chemokine ligand 17 ,protein_coding,8,63.3508771929824,0.000121921482565228,0.00160194832511155,subnet
ENSG00000104313,EYA1,EYA transcriptional coactivator and phosphatase 1 ,protein_coding,8,4528.9625,0.000135943447525829,5.41857646254521e-06,subnet
ENSG00000105048,TNNT1,"troponin T1, slow skeletal type ",protein_coding,8,0,0.000123548307388189,4.41941590463962e-08,subnet
ENSG00000105929,ATP6V0A4,ATPase H+ transporting V0 subunit a4 ,protein_coding,8,0,8.76501007976159e-05,1.12831405883349e-12,subnet
ENSG00000106689,LHX2,LIM homeobox 2 ,protein_coding,8,3412.58363095238,0.000116863386700947,5.51196806064885e-08,subnet
ENSG00000106852,LHX6,LIM homeobox 6 ,protein_coding,8,4214.54244687566,0.00012827090815803,7.10943738775377e-07,subnet
ENSG00000107807,TLX1,T cell leukemia homeobox 1 ,protein_coding,8,9814.61210236804,0.000137174211248285,5.71770162911672e-06,subnet
ENSG00000108688,CCL7,C-C motif chemokine ligand 7 ,protein_coding,8,439.853504342002,0.000121921482565228,0.00127729164395934,subnet
ENSG00000111245,MYL2,myosin light chain 2 ,protein_coding,8,7623.44137046518,0.000134879956838414,2.10156241950019e-07,subnet
ENSG00000114812,VIPR1,vasoactive intestinal peptide receptor 1 ,protein_coding,8,5016.83536288489,8.72524212546898e-05,1.32935029589332e-13,subnet
ENSG00000115844,DLX2,distal-less homeobox 2 ,protein_coding,8,14504.82935022,0.000127975428717686,8.50788106150927e-07,subnet
ENSG00000116039,ATP6V1B1,ATPase H+ transporting V1 subunit B1 ,protein_coding,8,0,8.76501007976159e-05,1.12833798224319e-12,subnet
ENSG00000118194,TNNT2,"troponin T2, cardiac type ",protein_coding,8,0,0.000123548307388189,4.41941590526937e-08,subnet
ENSG00000118402,ELOVL4,ELOVL fatty acid elongase 4 ,protein_coding,8,0,9.09835319807115e-05,3.29149445218601e-11,subnet
ENSG00000118432,CNR1,cannabinoid receptor 1 ,protein_coding,8,7446.93259466663,0.000107434464976364,3.95981725470008e-07,subnet
ENSG00000120149,MSX2,msh homeobox 2 ,protein_coding,8,12657.0586295348,0.000118680275338239,1.30491262094116e-07,subnet
ENSG00000121742,GJB6,gap junction protein beta 6 ,protein_coding,8,4068,9.73899493572263e-05,1.56617594088232e-10,subnet
ENSG00000128573,FOXP2,forkhead box P2 ,protein_coding,8,7038.94422179724,0.000122129946262824,0.00419344725225952,subnet
ENSG00000129159,KCNC1,potassium voltage-gated channel subfamily C member 1 ,protein_coding,8,1365,0.000138197899391929,0.00162170542208121,subnet
ENSG00000130477,UNC13A,unc-13 homolog A ,protein_coding,8,25118.6172451556,0.000109277674571085,1.87382840957114e-07,subnet
ENSG00000134571,MYBPC3,myosin binding protein C3 ,protein_coding,8,5158.40473241461,0.000136892539356605,3.27506301641573e-07,subnet
ENSG00000136011,STAB2,stabilin 2 ,protein_coding,8,1365,0.000131164742917104,3.68136617078243e-08,subnet
ENSG00000136842,TMOD1,tropomodulin 1 ,protein_coding,8,0,0.000123548307388189,4.41941590509282e-08,subnet
ENSG00000138356,AOX1,aldehyde oxidase 1 ,protein_coding,8,342.913847848059,0.000116754232340922,7.39378975298764e-06,subnet
ENSG00000143556,S100A7,S100 calcium binding protein A7 ,protein_coding,8,19077.3040985865,0.000144927536231884,0.000260325361571454,subnet
ENSG00000143590,EFNA3,ephrin A3 ,protein_coding,8,0,0.000109685203466052,0.000336701070630737,subnet
ENSG00000144230,GPR17,G protein-coupled receptor 17 ,protein_coding,8,0,0.000100492412822832,1.59142462796225e-05,subnet
ENSG00000144810,COL8A1,collagen type VIII alpha 1 chain ,protein_coding,8,0,0.000115968920329352,0.00627617693041092,subnet
ENSG00000153246,PLA2R1,phospholipase A2 receptor 1 ,protein_coding,8,10809.6820702509,0.000122549019607843,8.27525666393885e-07,subnet
ENSG00000154839,SKA1,spindle and kinetochore associated complex subunit 1 ,protein_coding,8,0,0.00013646288209607,5.63924587589525e-06,subnet
ENSG00000156574,NODAL,nodal growth differentiation factor ,protein_coding,8,29841.4918457536,0.000116686114352392,1.50930283529841e-08,subnet
ENSG00000157064,NMNAT2,nicotinamide nucleotide adenylyltransferase 2 ,protein_coding,8,39908.5081542465,0.000121447656060238,1.20996408213572e-05,subnet
ENSG00000157542,KCNJ6,potassium inwardly rectifying channel subfamily J member 6 ,protein_coding,8,0,8.71839581517001e-05,1.37685357927316e-13,subnet
ENSG00000158859,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4 ,protein_coding,8,4108.35316216042,0.000107747010020472,0.00125782601330674,subnet
ENSG00000160182,TFF1,trefoil factor 1 ,protein_coding,8,7313.03554757357,0.000117370892018779,1.00541296880622e-07,subnet
ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4 ,protein_coding,8,687.5,0.000121388686574411,7.751908825058e-08,subnet
ENSG00000162989,KCNJ3,potassium inwardly rectifying channel subfamily J member 3 ,protein_coding,8,0,8.71839581517001e-05,1.37678577329849e-13,subnet
ENSG00000164047,CAMP,cathelicidin antimicrobial peptide ,protein_coding,8,683,0.000125281884239539,0.00286729443793939,subnet
ENSG00000165304,MELK,maternal embryonic leucine zipper kinase ,protein_coding,8,19057.7854887841,0.000157207986165697,4.68454019836598e-05,subnet
ENSG00000166148,AVPR1A,arginine vasopressin receptor 1A ,protein_coding,8,1599.37639553429,8.43525938422607e-05,1.03723447189691e-13,subnet
