"","node_1","node_2","score"
"632","SULT2B1","SULT1C2",0.551
"746","ITGB4","CADM1",0.449
"1326","ITGB4","NECTIN4",0.585
"119","ITGB4","LAMC2",0.562
"4556","EPS8L1","ESPN",0.445
"3637","GMIP","SYTL1",0.459
"647","OTUB2","PKM",0.457
"1195","EPS8L1","CD3E",0.613
"2866","OTUB2","GLI2",0.489
"2442","CHRD","BMP7",0.489
"195","HAUS4","PLK4",0.499
"753","OTUB2","TRAPPC6B",0.472
"1279","HAUS4","NEK2",0.499
"3717","HAUS4","CEP290",0.525
"1166","TFAP2C","STAT1",0.525
"116","HAUS4","TUBB4A",0.499
"2670","HAUS4","KIF24",0.499
"228","HAUS4","NINL",0.499
"901","HAUS4","TUBB4B",0.58
"3881","TGM1","EVPL",0.624
"2375","HAUS4","CDK1",0.499
"870","TGM1","PPL",0.499
"158","HAUS4","PRKAR2B",0.499
"17","TGM1","PI3",0.499
"2483","HAUS4","CSNK1E",0.499
"758","TEKT2","ENKUR",0.8
"376","HAUS4","PLK1",0.499
"2604","TEKT2","FAM166B",0.8
"1328","TEKT2","CFAP45",0.8
"4335","TEKT2","RIBC2",0.801
"2141","KRT23","KRT18",0.4
"1232","KRT23","KRT19",0.4
"490","KRT23","KRT17",0.4
"407","KRT23","KRT16",0.4
"969","CDC6","E2F1",0.636
"2702","CDC6","CDKN1A",0.724
"3319","CDC6","MCM10",0.948
"898","TEKT2","TUBB4B",0.802
"2929","TEKT2","PIERCE1",0.8
"2273","KRT23","KRT15",0.4
"142","CDC6","MCM2",0.979
"3506","DHPS","EIF5AL1",0.535
"80","CDC6","MCM4",0.929
"2518","CDC6","CCNF",0.422
"1466","CDC6","ORC1",0.993
"3114","CDC6","CDC45",0.904
"2383","CDC6","CDK1",0.54
"3353","CDC6","CDKN2A",0.77
"1598","PRRT1","FAM241B",0.518
"37","CDC6","CCNA1",0.402
"2","CDC6","ORC6",0.997
"388","CDC6","CDT1",0.999
"534","CDC6","CLSPN",0.499
"281","CDC6","CCNB2",0.453
"125","TGFBR3","FGF2",0.416
"1885","TGFBR3","RECK",0.406
"16","TGFBR3","INHA",0.864
"468","NDUFB7","UQCRFS1",0.901
"3332","NDUFB7","NDUFA3",0.995
"3932","NDUFB7","COX6B1",0.832
"613","NDUFB7","COX5A",0.807
"179","NDUFB7","WDR93",0.54
"4701","NDUFB7","PWWP3A",0.586
"51","NDUFB7","COX5B",0.828
"3130","NDUFB7","NDUFB3",0.999
"3407","NDUFB7","NDUFA13",0.998
"217","NDUFB7","NDUFB9",0.999
"581","NDUFB7","NDUFS8",0.999
"360","NDUFB7","NDUFB8",0.999
"162","MISP","ANLN",0.422
"300","NDUFB7","COX7A1",0.807
"2398","MISP","CDK1",0.451
"595","NDUFB7","CYC1",0.913
"2373","GADD45B","CDK1",0.536
"848","NDUFB7","PWWP3B",0.586
"42","GADD45B","CCNB1",0.49
"4621","NDUFB7","COX7B",0.814
"32","GADD45B","GADD45G",0.928
"209","NDUFB7","NDUFB11",0.998
"2692","MAPK12","CTNNA2",0.499
"10","MAPK12","DUSP1",0.457
"1686","MAPK12","PTPN3",0.945
"2846","NDUFB7","NDUFA11",0.993
"183","MAPK12","CDH2",0.499
"3953","MAPK12","MAP2K6",0.953
"777","MAPK12","MAPK11",0.677
"879","MAPK12","MEF2C",0.605
"2197","MAPK12","CDON",0.499
"76","MAPK12","SPAG9",0.524
"4571","USP18","ISG15",0.875
"477","OSM","CXCL11",0.535
"2305","OSM","COL4A6",0.408
"1736","OSM","OMD",0.418
"948","USP18","IFNAR2",0.998
"178","BIK","BCL2A1",0.789
"1801","USP18","BCL2L1",0.457
"1872","CENPM","H4C3",0.8
"831","CENPM","CENPA",0.974
"1339","CENPM","CENPW",0.972
"4412","CENPM","H4C8",0.8
"653","CENPM","H2BC4",0.8
"812","CENPM","KNL1",0.499
"239","CENPM","CENPU",0.993
"1034","CENPM","CENPL",0.992
"2472","CENPM","CENPK",0.999
"2224","CENPM","CENPN",0.994
"4229","CENPM","H4C9",0.8
"3233","CENPM","HJURP",0.499
"2961","OSM","LIFR",0.993
"46","OSM","SORT1",0.405
"2568","BIK","BCL2",0.991
"717","BIK","PMAIP1",0.646
"1681","BIK","BAK1",0.54
"1800","BIK","BCL2L1",0.986
"1797","FAM118A","TNFSF13B",0.414
"1370","CBX7","H3C10",0.9
"1046","CBX7","UBE2C",0.72
"130","CBX7","UBE2S",0.72
"258","CBX7","BUB1B",0.72
"192","CBX7","ASXL3",0.54
"1208","CBX7","PCGF3",0.943
"4370","CBX7","H3C8",0.9
"773","SIX4","EYA2",0.665
"1791","CBX7","CSNK2B",0.555
"3094","CBX7","EZH1",0.9
"2015","CBX7","BRCA2",0.72
"1538","CBX7","CDC20",0.54
"922","PMM1","ABCA9",0.509
"2550","RIPK3","ITGB2",0.427
"1434","RIPK3","ZBP1",0.988
"2981","RIPK3","TNF",0.734
"482","RIPK3","GLUL",0.664
"1090","RIPK3","CASP8",0.996
"923","GZMB","ERBB4",0.493
"623","GZMB","BID",0.547
"3563","GZMB","GNLY",0.812
"3492","GZMB","LYN",0.556
"4005","GZMB","VAV1",0.591
"4469","CBX7","RAD51",0.72
"1669","IL2RB","IL2RG",0.999
"2883","IL2RB","PTPN6",0.499
"302","IL2RB","STAT5B",0.709
"2006","IL2RB","IL2RA",0.999
"1765","IL2RB","SYK",0.526
"3619","SALL4","CHD4",0.707
"4117","IL2RB","LCK",0.456
"53","PABPN1","SRSF1",0.809
"3753","PABPN1","SRSF5",0.809
"462","PLEK2","CAVIN2",0.414
"939","MYBL2","FOXM1",0.99
"393","MYBL2","LIN37",0.985
"94","MYBL2","E2F3",0.457
"36","MYBL2","CCNA1",0.658
"57","SALL4","POU5F1",0.978
"3322","ORC6","MCM10",0.499
"1464","ORC6","ORC1",0.978
"39","ORC6","CCNB1",0.499
"3105","ORC6","CDC45",0.891
"2370","ORC6","CDK1",0.499
"536","ORC6","CLSPN",0.499
"79","ORC6","MCM4",0.893
"389","ORC6","CDT1",0.986
"140","ORC6","MCM2",0.886
"3758","RHOV","PAK6",0.73
"3811","RSPO4","RNF43",0.643
"1292","RSPO4","LGR6",0.784
"164","RSPO4","LGR5",0.72
"93","MMP15","TIMP2",0.403
"2977","SMPD3","TNF",0.63
"2300","SMPD3","SGMS2",0.9
"310","AQP9","AQP5",0.535
"2821","RASL12","FHL2",0.4
"486","RHOV","DST",0.553
"139","RHOV","DEPDC1B",0.563
"4681","RHOV","TPM3",0.549
"1010","RHOV","VANGL1",0.563
"1474","RHOV","PARD6B",0.593
"1007","RHOV","GIT2",0.557
"1436","CYP4F3","CYP2J2",0.426
"513","CHRAC1","POLD4",0.54
"2630","CHRAC1","CECR2",0.54
"2721","PYCR3","PYCR1",0.968
"2206","COMP","TAGLN",0.421
"4082","APLP1","APBB1",0.859
"3799","APLP1","SPON1",0.554
"981","APLP1","APBB3",0.463
"3097","NKG7","MSR1",0.452
"1433","CHRAC1","SMARCA1",0.84
"3342","RABAC1","VAMP2",0.732
"570","ITGB8","ITGA3",0.905
"2511","ITGB8","ITGA4",0.93
"2038","ITGB8","EMILIN1",0.54
"1389","ITGB8","ITGA10",0.918
"3462","ITGB8","LYN",0.417
"3706","RAB3D","RAB3IP",0.503
"166","ITGB8","ITGB7",0.9
"727","ABHD11","COL10A1",0.418
"248","ITGB8","ITGB6",0.9
"751","NOD1","CASP9",0.691
"3803","NOD1","NLRP1",0.648
"1093","NOD1","CASP8",0.637
"866","NOD1","UBE2V1",0.499
"625","NOD1","BID",0.418
"1480","NOD1","CARD9",0.499
"2547","ITGB8","ITGB2",0.9
"1896","ITGB8","ITGA8",0.737
"2825","AK1","FHL2",0.564
"245","AIMP2","MARS2",0.716
"64","PSMA2","PSMA6",0.999
"4353","PSMA2","PSMB3",0.999
"1704","PSMA2","PSMB9",0.987
"4006","BLNK","VAV1",0.998
"2565","C5","BCL2",0.72
"660","C5","C7",0.996
"4356","C5","TSPAN33",0.72
"1678","C5","BAK1",0.72
"564","C5","CLU",0.499
"2080","BLNK","TEC",0.9
"1751","BLNK","SYK",0.993
"881","BLNK","SFN",0.9
"1416","BLNK","VAV3",0.926
"4545","ACTA2","TPM2",0.557
"1293","ACTA2","LMOD1",0.526
"1440","ACTA2","SORBS1",0.499
"697","ACTA2","MYL11",0.57
"3479","BLNK","LYN",0.941
"2796","ACTA2","ACTG2",0.979
"2261","CDH23","JUP",0.642
"4457","ACTA2","MYH14",0.904
"1864","ACTA2","KLF5",0.402
"2453","ACTA2","MYH11",0.927
"240","ACTA2","PABPC3",0.418
"1210","ACTA2","CALD1",0.528
"1218","CCL2","CXCL9",0.801
"147","CDH23","CDH6",0.54
"1244","CDH23","E2F2",0.414
"182","CDH23","CDH11",0.54
"2685","CDH23","CTNNA2",0.582
"190","CDH23","CDH2",0.54
"2589","CDH23","CTNND1",0.617
"70","CDH23","CDH1",0.54
"4037","CCL2","CCL5",0.96
"4288","CCL2","CCL4",0.53
"3989","CCL2","CXCL17",0.734
"1084","CCL2","CX3CR1",0.991
"2820","CCL2","CXCR4",0.993
"1097","CCL2","CCL20",0.633
"4321","CCL2","CCL4L2",0.782
"1333","CCL2","ACKR1",0.986
"15","CCL2","TNFAIP6",0.405
"1631","CCL2","CXCR3",0.993
"2549","CCL2","ITGB2",0.524
"331","CCL2","CCR1",0.995
"2576","ACTA2","LCP1",0.4
"4692","ACTA2","TPM3",0.557
"4088","RASD1","APBB1",0.555
"2294","CCL2","CCL8",0.962
"1237","RASD1","NOS1AP",0.983
"3774","KAT2A","TAF1C",0.499
"1830","RASD1","APBB1IP",0.402
"4070","KAT2A","H2BC11",0.499
"723","KAT2A","TACC3",0.74
"964","KAT2A","E2F1",0.457
"2646","KAT2A","TRAC",0.406
"1171","CCL2","STAT1",0.447
"290","CCL2","CCR5",0.996
"3301","CCL2","ACKR2",0.97
"29","KAT2A","MED17",0.685
"2771","KAT2A","POLR2F",0.499
"657","KAT2A","H2BC4",0.499
"2613","KAT2A","RUNX3",0.499
"3683","KAT2A","H2BC18",0.499
"253","HLF","BATF",0.483
"4164","KAT2A","H2BC9",0.499
"425","KAT2A","H2AC8",0.63
"1064","KAT2A","H2BC12",0.499
"347","HLF","NFIL3",0.41
"605","HLF","COX5A",0.412
"47","CD38","FOLH1",0.402
"3063","CTSC","TGFA",0.499
"735","SPI1","DNMT3B",0.52
"762","CD38","CD86",0.428
"672","CD38","CD6",0.508
"2886","SPI1","MITF",0.94
"2535","SPI1","ITGB2",0.639
"1970","SPI1","GATA3",0.496
"861","SPI1","MYB",0.8
"3443","SPI1","CEBPA",0.943
"1132","CTSC","F8",0.499
"3278","CTSC","SERPINA1",0.4
"494","CTSC","CNIH2",0.499
"2236","CTSC","FOLR1",0.499
"2571","CCND1","BCL2",0.485
"1961","CCND1","GATA3",0.41
"695","CCND1","PGR",0.457
"1407","CCND1","NRAS",0.443
"237","CCND1","BARX2",0.418
"2049","UNC93B1","TLR7",0.985
"41","CCND1","CCNB1",0.638
"91","CCND1","CCNE1",0.722
"2020","CCND1","BRCA2",0.511
"501","CCND1","FBXO31",0.943
"2361","CCND1","CDK1",0.974
"506","CCND1","CKS1B",0.544
"2698","CCND1","CDKN1A",0.999
"3318","CCND1","MCM10",0.73
"4475","CCND1","RAD51",0.509
"3229","CCND1","CDKN1C",0.965
"3654","CCND1","PTK6",0.499
"148","SELPLG","VCAN",0.562
"1179","CCND1","STAT1",0.534
"3391","CCND1","CDK5",0.772
"2608","CCND1","RUNX3",0.709
"3220","SELPLG","SIGLEC11",0.412
"749","CCND1","CASP9",0.429
"277","CCND1","CCNB2",0.518
"1437","CCND1","TACSTD2",0.412
"1944","CCND1","PCNA",0.671
"4709","SELPLG","SPN",0.831
"2542","SELPLG","ITGB2",0.81
"3358","CCND1","CDKN2A",0.46
"109","IL23A","IL27RA",0.54
"844","VDR","ZBTB16",0.457
"789","SELPLG","F3",0.73
"4669","SELPLG","SELL",0.993
"3979","IL23A","IL12RB1",0.97
"4295","IL23A","IFFO1",0.424
"500","RAD51AP1","RMI2",0.499
"2651","VDR","TRAC",0.457
"2601","RAD51AP1","RBBP8",0.499
"1110","RAD51AP1","XRCC2",0.499
"4487","RAD51AP1","RAD51",0.896
"2023","RAD51AP1","BRCA2",0.499
"989","RAD51AP1","BLM",0.499
"1921","RAD51AP1","RAD50",0.499
"1246","RAD51AP1","EXO1",0.555
"931","OAS3","OAS2",0.915
"2833","OAS3","OAS1",0.918
"2347","MGP","SPP1",0.535
"225","RAD51AP1","ATM",0.499
"27","GNB3","ARHGEF6",0.499
"446","GNB3","P2RY1",0.499
"683","GNB3","FZD2",0.499
"945","GNB3","ESR2",0.505
"518","GNB3","ADCY6",0.499
"18","GNB3","GNG11",0.895
"1847","GNB3","GNA14",0.664
"3370","GNB3","PIK3CG",0.499
"98","GNB3","GNA15",0.641
"761","SLC44A4","CD86",0.758
"1854","GNB3","GABBR1",0.499
"1588","GNB3","GRIK3",0.499
"74","GNB3","GNB5",0.693
"1707","HLA-DOA","HLA-DQA2",0.54
"19","GNB3","GNGT1",0.94
"3817","GNB3","KCNJ12",0.499
"2966","GNB3","GNG4",0.914
"2110","GNB3","GNG7",0.916
"702","GNB3","WNT11",0.499
"1715","HLA-DOA","HLA-DQB1",0.595
"2899","HLA-DOA","HLA-DPA1",0.924
"2933","HLA-DOA","HLA-DQB2",0.559
"854","HLA-DOA","HLA-DQA1",0.54
"1730","HLA-DOA","HLA-DRB5",0.559
"2408","HLA-DOA","HLA-DRA",0.938
"1126","HLA-DOA","HLA-DRB1",0.904
"2999","HLA-DOA","HLA-DMB",0.904
"1701","HLA-DOA","HLA-DMA",0.966
"3159","HLA-DOA","HLA-DPB1",0.911
"4590","LTF","LRP2",0.874
"1565","LTF","LCN2",0.974
"566","LTF","CLU",0.978
"3567","LTF","MUC5B",0.48
"7","LTF","APOA1",0.571
"2351","LTF","SPP1",0.585
"1519","LTF","MMP9",0.422
"12","LTF","LRP1",0.733
"63","LTF","LYZ",0.54
"133","LTF","CP",0.935
"461","PLEK","CAVIN2",0.567
"23","TNNC1","TMOD2",0.499
"1226","TNNC1","DMD",0.499
"4551","TNNC1","TPM2",0.504
"1191","TNNC1","TNNI1",0.84
"4690","TNNC1","TPM3",0.948
"3944","TNNC1","TNNT1",0.925
"800","IGFBP2","PTPRB",0.747
"2352","IGFBP5","SPP1",0.52
"55","IGFBP5","IL1RN",0.535
"395","IGFBP5","IGFBP6",0.54
"2824","IGFBP5","FHL2",0.523
"177","MAPRE3","TTBK2",0.453
"117","MAPRE3","TUBB4A",0.473
"820","MAPRE3","TUBA1B",0.919
"791","TFPI","F3",0.98
"1741","TFPI","F10",0.99
"114","APOA1","LCAT",0.99
"100","RGS2","GNA15",0.63
"1840","RGS2","GNA14",0.579
"1487","SLC19A2","TSPAN1",0.707
"4632","APOA1","LPL",0.54
"1028","APOA1","HP",0.991
"1542","APOA1","SDC4",0.499
"1591","APOA1","TREM2",0.574
"2068","APOA1","SDC1",0.499
"359","APOA1","AMN",0.499
"4216","APOA1","LSR",0.54
"4741","APOA1","SNCA",0.678
"1335","APOA1","NAXE",0.879
"3788","APOA1","APOBR",0.54
"2717","APOA1","SAA1",0.7
"1654","RGS2","PRKG1",0.489
"480","APOA1","SDC2",0.499
"955","APOA1","APOD",0.881
"1883","APOA1","CUBN",0.965
"3123","PKD2","TRPV4",0.903
"3284","APOA1","SERPINA1",0.717
"2091","APOA1","VLDLR",0.573
"3709","PKD2","RAB3IP",0.499
"3378","PKD2","TRPC1",0.979
"3268","APOA1","ITIH3",0.598
"568","APOA1","CLU",0.994
"3098","APOA1","MSR1",0.54
"1982","APOA1","AGRN",0.499
"2791","ELL2","AFF3",0.54
"83","PKD2","PKD1",0.999
"3190","STBD1","GABARAPL1",0.963
"14","HOXB7","HOXC6",0.852
"3574","STBD1","GPRASP2",0.472
"436","STBD1","RAC3",0.563
"21","STBD1","RAC2",0.563
"1607","HOXB8","PBX3",0.493
"3401","HOXB5","HOXB6",0.8
"3475","HOXB5","LYN",0.414
"740","HOXB5","HOXB4",0.8
"9","HOXB5","HOXB7",0.8
"13","HOXB5","HOXC6",0.8
"739","HOXB7","HOXB4",0.8
"3399","HOXB7","HOXB6",0.814
"54","HOXB7","GALNT5",0.481
"776","DUSP1","MAPK11",0.458
"504","DUSP1","CKS1B",0.6
"1180","DUSP1","STAT1",0.418
"2569","DUSP4","BCL2",0.41
"850","NEK9","NPHP3",0.912
"3192","NEK9","GABARAPL1",0.644
"693","NCAPH","NCAPD2",0.999
"909","NCAPH","SMC4",0.999
"28","NCAPH","NCAPG",0.999
"2988","TNFSF10","TNF",0.772
"346","TNFSF10","TNFRSF11B",0.86
"1092","TNFSF10","CASP8",0.779
"342","TNFSF10","TNFRSF21",0.606
"44","LRP1","SORT1",0.433
"498","TNFSF10","TNFRSF10D",0.981
"1162","GSTM2","GSTM3",0.984
"43","GSTM2","GSTM5",0.833
"803","WIPF3","WASF3",0.4
"348","BHLHE41","NFIL3",0.9
"2672","BHLHE41","BMAL1",0.696
"1517","LRP1","MMP9",0.794
"4131","BHLHE41","CRY2",0.514
"4639","LRP1","LPL",0.691
"1029","LRP1","HP",0.448
"4597","LRP1","LRP2",0.916
"982","LRP1","ANXA6",0.908
"2783","LRP1","GULP1",0.69
"4084","LRP1","APBB1",0.793
"2012","RAB9B","RHOBTB3",0.728
"3400","HOXC6","HOXB6",0.8
"738","HOXC6","HOXB4",0.8
"4308","RAB38","C9orf72",0.463
"2859","WIPF3","ARPC1B",0.499
"1849","WIPF3","WAS",0.613
"356","RAB38","LRRK2",0.587
"126","TNFAIP6","FGF2",0.405
"316","INHA","INHBB",0.772
"324","TNFAIP6","PTX3",0.921
"474","TNFAIP6","CXCL11",0.549
"3269","TNFAIP6","ITIH3",0.491
"151","TNFAIP6","VCAN",0.732
"4032","TNFAIP6","CCL5",0.549
"1257","ACVR1C","LEFTY2",0.528
"48","ACVR1C","AMHR2",0.54
"317","ACVR1C","INHBB",0.723
"3879","PI3","EVPL",0.734
"170","PI3","ERBB3",0.408
"3103","RTN2","SVOPL",0.459
"871","PI3","PPL",0.629
"3915","TREM1","CIRBP",0.597
"286","TREM1","FCER1G",0.41
"89","TREM1","TYROBP",0.994
"1612","SOX9","NR5A1",0.926
"3557","SOX9","GATA4",0.935
"3366","GNG11","PIK3CG",0.499
"2658","NR1D1","TRAC",0.886
"1271","KLF2","PROX1",0.41
"2487","SYNGR3","GAPDH",0.402
"3345","SYNGR3","VAMP2",0.432
"3732","HCST","CLEC5A",0.784
"30","HCST","MICB",0.652
"1774","HCST","SYK",0.755
"88","HCST","TYROBP",0.636
"4003","HCST","VAV1",0.804
"1296","HCST","ULBP3",0.499
"904","DLGAP5","TUBB4B",0.42
"61","DLGAP5","KIF11",0.751
"3198","DLGAP5","TOP2A",0.4
"384","DLGAP5","TPX2",0.416
"352","DLGAP5","MELK",0.563
"1307","DLGAP5","ASPM",0.489
"554","DLGAP5","AURKB",0.633
"276","DLGAP5","CCNB2",0.516
"2111","GNGT1","GNG7",0.54
"1855","GNGT1","GABBR1",0.499
"515","GNG11","ADCY6",0.499
"20","GNG11","GNGT1",0.54
"3367","GNGT1","PIK3CG",0.499
"517","GNGT1","ADCY6",0.499
"75","GNG11","GNB5",0.622
"946","GNGT1","ESR2",0.499
"26","GNGT1","ARHGEF6",0.499
"681","GNGT1","FZD2",0.499
"699","GNG11","WNT11",0.499
"1579","GNG11","GRIK3",0.499
"2963","GNGT1","GNG4",0.54
"1858","GNG11","GABBR1",0.499
"447","GNGT1","P2RY1",0.499
"2101","GNG11","GNG7",0.54
"947","GNG11","ESR2",0.499
"1845","GNGT1","GNA14",0.595
"24","GNG11","ARHGEF6",0.499
"684","GNG11","FZD2",0.499
"2975","GNG11","GNG4",0.571
"291","GNGT1","CCR5",0.8
"449","GNG11","P2RY1",0.499
"698","GNGT1","WNT11",0.499
"99","GNGT1","GNA15",0.595
"96","GNG11","GNA15",0.595
"73","GNGT1","GNB5",0.622
"1846","GNG11","GNA14",0.595
"4029","GNGT1","CCL5",0.8
"1583","GNGT1","GRIK3",0.499
"3819","GNG11","KCNJ12",0.499
"3822","GNGT1","KCNJ12",0.499
"768","LRFN1","GRIN2A",0.499
"842","RAC2","MPP7",0.564
"105","LRFN1","GRIN2D",0.499
"2076","LRFN1","PTPRD",0.422
"527","LRFN1","LRFN4",0.476
"68","RAC2","CYBA",0.996
"2616","RAC2","DIAPH3",0.567
"1361","RAC2","S100A9",0.499
"25","RAC2","ARHGEF6",0.415
"138","RAC2","DEPDC1B",0.543
"65","RAC2","DSG2",0.543
"1014","RAC2","VANGL1",0.543
"4695","RAC2","ELMO3",0.562
"1853","RAC2","WAS",0.714
"1914","RAC2","CYBB",0.996
"106","RAC2","NOX4",0.559
"284","RAC2","NCF1",0.996
"1005","RAC2","GIT2",0.543
"442","RAC2","RAC3",0.964
"440","SNAP23","RAC3",0.543
"3050","SNAP23","ZDHHC17",0.562
"1477","TUBGCP6","TXNDC12",0.593
"201","SNAP23","RHOB",0.563
"2174","SNAP23","STX2",0.997
"585","SNAP23","RHOJ",0.543
"34","SNAP23","SNAP25",0.9
"135","SNAP23","ANXA3",0.438
"4552","TMOD2","TPM2",0.545
"691","SNAP23","STXBP6",0.711
"112","SNAP23","VAMP8",0.999
"3350","SNAP23","VAMP2",0.999
"1067","TMOD2","ANK2",0.476
"1190","TMOD2","TNNI1",0.499
"4679","TMOD2","TPM3",0.545
"3946","TMOD2","TNNT1",0.499
"2086","TMOD2","LSP1",0.566
"666","E2F8","E2F7",0.957
"3451","TMOD2","DMTN",0.73
"122","TMOD2","ADD2",0.833
"1229","TMOD2","DMD",0.499
"154","KNSTRN","CENPE",0.533
"2422","KNSTRN","NUPR1",0.42
"863","CDO1","MYB",0.439
"1253","EGLN3","EGLN1",0.943
"643","EGLN3","PKM",0.589
"1862","EGLN3","HIF3A",0.639
"3970","EGLN3","EGLN2",0.937
"2106","ARHGEF6","GNG7",0.499
