"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score"
"430","CTSC","P53634",2,0,3,0.338,0.892,2,90.37856516977
"437","ATP5MF","P56134",2,0,1,0.423,0.892,3,74.1683527885862
"320","PTX3","P26022",2,135,2,0.266,0.891,2,79.751324278438
"181","GJB1","P08034",2,0,1,0.333,0.89,1,80.0505017761989
"246","DSP","P15924",2,2832,2,0.293,0.89,1,79.7218725811253
"784","DNAH5","Q8TE73",24,0,1,0.237,0.889,1,80.0946780586629
"985","ZNF492","Q9P255",56,0,1,0.218,0.888,1,73.5586064998831
"510","LRP2","P98164",2,761,2,0.255,0.887,1,81.8099401686157
"986","KLHL14","Q9P2G3",6,0,1,0.483,0.887,1,88.1400905432596
"86","HMMR","O75330",2,0,1,0.192,0.886,2,76.1048990670059
"240","ANPEP","P15144",2,761,2,0.232,0.886,1,93.7512643826761
"584","ESPL1","Q14674",2,0,1,0.619,0.885,1,75.7783475713937
"757","DNAH3","Q8TD57",24,0,1,0.172,0.885,2,86.9610395148299
"929","KIF9","Q9HAQ2",2,7104,13,0.202,0.885,1,75.213247944339
"178","CD3E","P07766",2,14667,11,0.191,0.884,1,73.5128017241379
"557","BIK","Q13323",2,761,2,0.409,0.883,2,62.542898089172
"873","TUBA1C","Q9BQE3",2,861,2,0.219,0.883,1,91.6524379811805
"28","CIT","O14578",2,4278,2,0.129,0.882,1,70.152782431933
"1021","PKP3","Q9Y446",2,31976,3,0.07,0.881,1,69.2845051361487
"98","TJP3","O95049",2,0,4,0.067,0.88,2,66.5840854341737
"361","FBN2","P35556",12,7,3,0.139,0.88,1,75.0625435504984
"523","CENPE","Q02224",2,1501,4,0.191,0.88,2,74.1531594148887
"774","DNAH5","Q8TE73",24,0,1,0.179,0.88,2,80.011534640291
"726","LRRC43","Q8N309",2,0,1,0.24,0.879,1,74.700350262697
"552","GRIK3","Q13003",2,17866,8,0.152,0.878,1,82.3804810057393
"768","DNAH3","Q8TD57",24,0,1,0.312,0.878,4,88.0664393804522
"996","BAIAP2L1","Q9UHR4",2,3579,4,0.324,0.876,2,74.9357797246558
"121","TSPAN15","O95858",2,2277,2,0.296,0.875,2,87.9429849462366
"172","HLA-DOA","P06340",2,7,4,0.429,0.874,1,90.2530256410256
"546","FUT2","Q10981",32,0,1,0.311,0.872,2,90.4210148604567
"495","LRP2","P98164",2,761,2,0.153,0.871,1,76.0028840381992
"177","H2BC11","P06899",2,72,9,0.25,0.87,2,85.698045035824
"738","KREMEN2","Q8NCW0",37,0,1,0.459,0.87,1,76.8279307334109
"348","PYCR1","P32322",47,0,1,0.336,0.869,2,90.0678100940975
"962","KIF15","Q9NS87",2,2175,7,0.241,0.869,1,72.0212966758756
"953","IL23A","Q9NPF7",2,0,1,0.205,0.868,2,80.9574640164496
"965","DIAPH3","Q9NSV4",2,322,2,0.164,0.866,2,71.818128125
"230","SLC5A1","P13866",2,0,1,0.444,0.865,1,84.1097522260937
"692","LAPTM4B","Q86VI4",38,0,1,0.211,0.865,1,61.6772465531225
"763","DNAH3","Q8TD57",24,0,1,0.156,0.864,1,85.291079001521
"727","SVOPL","Q8N434",49,0,1,0.061,0.862,1,84.0538418972332
"286","RYR1","P21817",2,1899,4,0.108,0.861,2,81.2295267078488
"486","CXADR","P78310",2,0,1,0.405,0.86,1,79.4856221033868
"826","MARVELD3","Q96A59",2,0,3,0.108,0.86,1,65.321573780874
"818","NRCAM","Q92823",2,1726,4,0.09,0.859,2,78.9562778544666
"385","HTR3A","P46098",2,0,1,0.422,0.858,2,83.464506789649
"62","PROM1","O43490",2,335,2,0.171,0.857,2,85.8976762211173
"1009","SLC7A7","Q9UM01",2,0,1,0.011,0.853,1,83.5191900784612
"637","ARFGEF3","Q5TH69",2,0,1,0.051,0.852,3,65.4815090758097
"20","CACNA1A","O00555",2,4536,3,0.201,0.851,2,57.9753587049419
"682","CXXC5","Q7LFL8",2,0,1,0.11,0.849,1,60.7596608695652
"55","GRIN2D","O15399",2,0,2,0.143,0.846,3,64.0020888757513
"80","BUB1B","O60566",2,3360,6,0.211,0.846,2,64.7205771748185
"667","USP43","Q70EL4",2,470,2,0.025,0.846,2,61.36800578369
"563","LAMB3","Q13751",2,0,1,0.212,0.844,2,78.1076788482835
"211","SLC2A1","P11166",2,2279,3,0.19,0.839,1,89.6153121720881
"592","POSTN","Q15063",2,0,1,0.152,0.839,2,80.2447757779134
"305","CCNO","P22674",2,761,3,0.405,0.838,2,79.7310232383808
"715","ASPM","Q8IZT6",2,8922,4,0.121,0.835,1,67.4665928669883
"500","LRP2","P98164",2,761,2,0.105,0.834,5,80.7960284523378
"789","DNAH5","Q8TE73",24,0,1,0.335,0.834,3,83.362038335256
"50","LAMA5","O15230",2,3467,4,0.204,0.833,5,78.9432836520435
"273","TYMP","P19971",46,0,1,0.402,0.833,2,93.0189263278127
"658","IL27RA","Q6UWB1",2,761,2,0.336,0.833,1,79.0211034060779
"395","CX3CR1","P49238",2,1960,6,0.114,0.832,2,80.2181709880869
"439","WNT7B","P56706",2,0,1,0.461,0.832,2,89.5617212518195
"683","TMC6","Q7Z403",2,761,2,0.125,0.83,6,72.5528661616162
"946","MRPL47","Q9HD33",2,1164,3,0.233,0.83,1,84.3708369408369
"34","IRF6","O14896",2,90,2,0.289,0.829,1,74.1785691361327
"101","FSBP","O95073",2,0,1,0.297,0.828,1,70.0311998361998
"180","RET","P07949",2,3789,4,0.127,0.827,1,79.442057208238
"92","GJB3","O75712",2,761,2,0.462,0.826,4,79.180516605166
"399","CENPF","P49454",2,10672,3,0.372,0.826,1,72.0016993930739
"579","KCNJ12","Q14500",2,0,1,0.16,0.823,2,81.2105316676351
"501","LRP2","P98164",2,761,2,0.226,0.822,1,82.6140091743119
"564","LAMC2","Q13753",2,0,1,0.153,0.822,1,74.8619472127916
"465","FAM3B","P58499",30,0,1,0.319,0.821,2,93.0962739726027
"879","UPK3B","Q9BT76",2,0,1,0.394,0.821,1,52.8973274780427
"540","BCL2L1","Q07817",2,2177,5,0.269,0.82,1,73.636050054407
"716","ASPM","Q8IZT6",2,8922,4,0.163,0.82,2,68.8386483283961
"997","ADGRE2","Q9UHX3",2,0,1,0.306,0.819,2,79.2314091627172
"108","RASAL1","O95294",2,0,1,0.12,0.818,3,88.5874731352718
"970","NDUFB11","Q9NX14",2,0,1,0.41,0.818,1,78.6316939443535
"182","CYC1","P08574",2,0,1,0.109,0.817,1,86.3844046661303
"396","CENPA","P49450",2,17610,6,0.14,0.815,2,82.0783628318584
"106","KIF20A","O95235",2,24557,13,0.333,0.814,3,67.3045557924662
"264","BMP7","P18075",12,7,3,0.232,0.814,2,76.7069445242886
"254","DSP","P15924",2,2832,2,0.471,0.813,1,76.5758148306901
"289","RYR1","P21817",2,1899,4,0.422,0.808,6,80.584273419991
"672","FBN3","Q75N90",12,0,1,0.154,0.808,1,75.0696764252696
"915","CXCL16","Q9H2A7",2,40,2,0.204,0.808,2,65.9756153050672
"766","DNAH3","Q8TD57",24,0,1,0.199,0.807,4,87.745115370962
"46","LAMA5","O15230",2,3467,4,0.15,0.804,1,81.6785118626956
"711","ASPM","Q8IZT6",2,8922,4,0.163,0.803,2,63.4932934706704
"932","TRPV4","Q9HBA0",2,761,2,0.132,0.803,5,72.000326259564
"788","DNAH5","Q8TE73",24,0,1,0.137,0.802,1,88.5323372691493
"604","SMAD1","Q15797",2,0,1,0.24,0.801,1,81.7802447647539
"652","NOTUM","Q6P988",2,0,1,0.466,0.8,1,84.5899182213136
"813","ALG3","Q92685",6,0,1,0.084,0.8,1,89.1900450958286
"840","LRRC46","Q96FV0",2,0,1,0.095,0.8,1,64.78599677159
"176","TPM3","P06753",2,8572,8,0.348,0.799,1,91.788884064264
"975","TREM2","Q9NZC2",2,0,2,0.411,0.799,1,77.0499219620959
"133","NRAS","P01111",2,8745,6,0.256,0.798,1,92.2966778975741
"802","MUC16","Q8WXI7",2,1521,3,0.18,0.798,1,55.9683919501677
"609","NKG7","Q16617",2,0,1,0.27,0.797,1,86.5026484751204
"916","SLC12A5","Q9H2X9",42,0,1,0.167,0.797,3,78.7392909563058
"419","BRCA2","P51587",2,32217,9,0.083,0.796,1,65.838077675904
"749","VANGL1","Q8TAA9",2,4805,6,0.038,0.796,2,75.8569196217494
"1013","DAPP1","Q9UN19",2,0,1,0.046,0.794,1,79.2717305151915
"581","DSC3","Q14574",2,0,1,0.135,0.793,1,74.8126199629788
"878","RTKN","Q9BST9",2,0,1,0.115,0.793,1,72.7382223232553
"1019","B3GNT3","Q9Y2A9",2,3789,3,0.149,0.793,1,88.4237204658902
"406","CENPF","P49454",2,10672,3,0.307,0.792,6,71.5561330839123
"798","SECTM1","Q8WVN6",2,0,1,0.407,0.792,1,75.4174882013634
"641","SCARA3","Q6AZY7",50,0,1,0.222,0.79,4,71.0654396325459
"842","AURKB","Q96GD4",2,7020,6,0.06,0.789,2,79.8540354046243
"980","PIPOX","Q9P0Z9",2,453,2,0.845,0.789,3,94.4158505154639
"71","KRT86","O43790",2,13,5,0.408,0.788,4,75.5574161524014
"271","FUT1","P19526",32,0,1,0.333,0.788,1,88.460013726836
"903","ACTR3C","Q9C0K3",2,0,1,0.04,0.786,1,88.1126029850746
"276","MX2","P20592",2,0,1,0.177,0.784,1,78.0171242849714
"287","RYR1","P21817",2,1899,4,0.176,0.784,3,82.3021539987377
"1014","TIMELESS","Q9UNS1",2,2280,6,0.482,0.784,2,75.0644755459859
"335","FCER1G","P30273",2,1521,4,0.48,0.783,1,72.3376617647059
"418","BRCA2","P51587",2,32217,9,0.066,0.783,2,62.0825062859195
"45","LAMA5","O15230",2,3467,4,0.102,0.782,2,78.1302530086231
"14","RAB27B","O00194",2,0,1,0.07,0.777,1,86.799005205321
"336","CDC25C","P30307",2,0,1,0.362,0.777,1,64.1824899598394
"141","PIGR","P01833",35,0,1,0.017,0.776,1,77.2179146029035
"274","HLA-DPA1","P20036",2,40869,5,0.282,0.776,1,90.6430843373494
"773","DNAH5","Q8TE73",24,0,1,0.23,0.776,2,85.0403760545683
"102","TNFSF15","O95150",2,0,1,0.272,0.775,2,82.1139240506329
"882","CHAC1","Q9BUX1",17,0,1,0.391,0.775,1,86.1663879210221
"202","GZMB","P10144",2,2279,3,0.347,0.774,1,92.5204470709147
"421","CCR5","P51681",2,119,2,0.253,0.774,1,85.2943881118881
"95","FGF18","O76093",2,620,2,0.38,0.771,2,87.6706049822064
"1030","ST14","Q9Y5Y6",51,0,1,0.16,0.771,2,81.2573001802885
"61","WDR62","O43379",2,0,1,0.088,0.77,2,61.3650231402125
"405","CENPF","P49454",2,10672,3,0.416,0.769,3,73.1536007249142
"717","ASPM","Q8IZT6",2,8922,4,0.107,0.769,2,62.0182791688865
"1005","PLEKHH1","Q9ULM0",2,0,1,0.175,0.767,2,70.1818466898955
"90","LGR5","O75473",37,3,2,0.267,0.766,4,80.7447220247405
"577","FZD2","Q14332",2,1521,3,0.544,0.766,4,84.4377733065057
"559","ORC1","Q13415",2,2071,4,0.154,0.765,1,67.9746077283372
"167","ALPL","P05186",2,0,1,0.37,0.761,2,93.7540709501364
"482","TUBA1B","P68363",2,117,2,0.192,0.76,2,92.2570836879433
"957","PAK6","Q9NQU5",2,0,1,0.452,0.76,4,67.0749819357292
"958","ANLN","Q9NQW6",2,10469,5,0.121,0.76,1,59.8741904323827
"179","LYN","P07948",2,49848,19,0.072,0.759,1,83.7266998060136
"1015","SLC7A11","Q9UPY5",2,761,2,0.376,0.758,3,86.6098338020966
"158","THY1","P04216",2,761,2,0.334,0.756,1,83.0566693163752
"718","ASPM","Q8IZT6",2,8922,4,0.305,0.756,1,71.8200900482733
"278","LMNB1","P20700",2,325,2,0.275,0.754,2,82.6346633684663
"262","NDUFB7","P17568",2,0,1,0.266,0.753,1,88.932700348432
"347","CCR1","P32246",2,719,3,0.143,0.752,1,83.1143567753002
"505","LRP2","P98164",2,761,2,0.224,0.752,1,87.3805368334999
"281","MSR1","P21757",2,2506,6,0.363,0.749,1,71.9868374356039
"12","EYA2","O00167",28,2,2,0.223,0.748,1,69.0361691423095
"298","RYR1","P21817",2,1899,4,0.194,0.748,1,75.7985150960659
"862","CD180","Q99467",15,0,1,0.355,0.747,1,93.2392835249042
"723","CENPL","Q8N0S6",2,4202,4,0.229,0.746,2,83.6504654545455
"889","AMN","Q9BXJ7",2,0,1,0.32,0.745,1,80.9399048185604
"1007","CBLC","Q9ULV8",2,102,2,0.215,0.744,1,81.1617728381675
"377","TXK","P42681",2,1520,2,0.21,0.743,1,80.4047341537033
"507","LRP2","P98164",2,761,2,0.346,0.742,1,82.3305855359765
"520","CENPE","Q02224",2,1501,4,0.304,0.741,2,72.4408738281586
"411","RGS19","P49795",2,0,1,0.119,0.74,2,79.4762775842044
"732","ACOT4","Q8N9L9",3,0,1,0.14,0.74,1,96.4605995717345
"835","ASB9","Q96DX5",8,1,2,0.225,0.738,1,92.2238495971352
"665","UNC5A","Q6ZN44",2,0,1,0.108,0.737,1,78.2555968210301
"36","SPTBN2","O15020",2,4273,4,0.242,0.736,3,76.775214383059
"279","FUT3","P21217",30,0,1,0.263,0.734,2,90.5942205833054
"663","CD109","Q6YHK3",2,761,2,0.287,0.734,2,81.3754673102238
"247","DSP","P15924",2,2832,2,0.212,0.733,3,80.8030049830931
"759","DNAH3","Q8TD57",24,0,1,0.165,0.733,3,84.8697684117125
"390","ALDH3B2","P48448",5,0,2,0.218,0.732,2,94.9848566666667
"353","BTC","P35070",2,2783,3,0.29,0.731,1,72.3894314868805
"103","NDUFA3","O95167",2,0,1,0.274,0.73,1,96.8449847560976
"292","RYR1","P21817",2,1899,4,0.067,0.728,2,74.3130361533558
"1004","CFAP45","Q9UL16",2,1552,5,0.131,0.728,3,74.8098890580814
"413","BCAM","P50895",2,0,1,0.182,0.725,3,84.5844937645318
"655","CNIH2","Q6PI25",2,19080,5,0.314,0.723,2,87.253868065967
"170","KRT8","P05787",2,4632,6,0.432,0.721,1,76.3267437533227
"228","OSM","P13725",2,1111,2,0.107,0.721,1,79.6290781563126
"808","MUC16","Q8WXI7",2,1521,3,0.177,0.72,2,77.3666569129481
"88","POLQ","O75417",2,0,2,0.104,0.717,1,59.4862674012494
"235","MMP9","P14780",2,4920,4,0.191,0.717,2,82.256276634164
"867","MGST2","Q99735",39,0,1,0.33,0.715,1,93.9406627017842
"744","ATP6V0E2","Q8NHE4",2,1521,3,0.416,0.712,1,94.3748466257669
"990","CACNG4","Q9UBN1",2,5285,2,0.125,0.712,1,65.7244111931597
"426","KPNA2","P52292",2,2308,5,0.024,0.711,1,86.1073162939297
"741","SHCBP1","Q8NEM2",2,0,1,0.18,0.711,1,73.6964627259036
"602","GPR19","Q15760",27,0,1,0.271,0.708,2,74.7701248142645
"933","SPC25","Q9HBM1",2,0,1,0.39,0.708,1,90.2554752851711
"7","FAM166B","A8MTA8",2,0,6,0.11,0.707,1,69.273331792976
"54","FANCA","O15360",2,2277,2,0.135,0.707,1,74.565869508254
"630","CMPK2","Q5EBM0",21,0,1,0.064,0.706,2,87.3101898188093
"841","PERP","Q96FX8",2,31898,6,0.129,0.705,1,82.3515537848606
"541","FOXM1","Q08050",2,1527,4,0.173,0.701,1,51.0762881727687
"357","FBN2","P35556",12,7,3,0.177,0.7,2,74.8867280534351
"761","DNAH3","Q8TD57",24,0,1,0.127,0.7,3,86.0321524543175
"881","CRB3","Q9BUF7",2,0,1,0.297,0.7,1,70.3484105960265
"195","CD7","P09564",2,1521,3,0.383,0.699,2,77.623121841662
"234","CCNB1","P14635",2,76783,14,0.078,0.699,1,77.7724150162578
"334","CD6","P30203",2,0,1,0.079,0.699,1,66.6978888888889
"37","FYB1","O15117",2,0,1,0.418,0.698,1,58.3922914589565
"590","NCAPD2","Q15021",2,0,3,0.115,0.697,1,79.987350807183
"926","EGLN3","Q9H6Z9",2,0,1,0.068,0.697,3,91.5609176225235
"68","PLPP2","O43688",45,1,2,0.205,0.694,1,85.8527098738582
"597","STIL","Q15468",2,0,1,0.163,0.693,1,53.6494972568579
"140","CD8A","P01732",2,558,3,0.263,0.692,1,79.2366482606295
"954","IL1RAP","Q9NPH3",2,0,1,0.211,0.692,1,86.224842699067
"126","LDHA","P00338",2,0,2,0.089,0.69,1,96.0605007763975
"781","DNAH5","Q8TE73",24,0,1,0.169,0.69,3,86.6525684079602
"17","TNFRSF11B","O00300",2,0,1,0.349,0.688,1,87.0087337057728
"104","CSPG5","O95196",2,0,1,0.081,0.686,1,52.8866974869606
"549","GRIN2A","Q12879",2,4542,3,0.064,0.686,1,60.4192685655279
"588","NCAPH","Q15003",2,0,3,0.198,0.683,1,60.7197876747799
"705","SKA3","Q8IX90",2,4414,4,0.354,0.683,1,64.7586888273315
"960","RAB6B","Q9NRW1",2,0,1,0.239,0.683,1,86.024744835966
"41","LAMA5","O15230",2,3467,4,0.157,0.682,2,80.8888927893738
"393","PIK3CG","P48736",2,9360,4,0.145,0.681,2,88.4205153828879
"508","LRP2","P98164",2,761,2,0.348,0.681,2,78.3482403314917
"516","ATP2B2","Q01814",2,0,1,0.151,0.681,2,73.9486348016245
"666","KCP","Q6ZWJ8",12,0,1,0.112,0.681,2,72.935410745234
"769","DNAH3","Q8TD57",24,0,1,0.134,0.681,1,85.2285164102108
"44","LAMA5","O15230",2,3467,4,0.061,0.679,2,75.2661202964652
"417","BRCA2","P51587",2,32217,9,0.092,0.678,3,62.8549091072714
"606","CCDC6","Q16204",2,0,1,0.565,0.678,2,76.0367961425127
"1012","USP18","Q9UMW8",2,0,1,0.065,0.678,1,84.0559308510638
"300","RYR1","P21817",2,1899,4,0.064,0.677,3,82.117361346034
"600","TRIP13","Q15645",2,1521,3,0.249,0.677,2,86.9794004094765
"771","HAVCR2","Q8TDQ0",2,1520,2,0.115,0.676,2,71.8575596252129
"719","ASPM","Q8IZT6",2,8922,4,0.448,0.675,3,63.9280011713521
"432","BCAT1","P54687",10,0,1,0.358,0.674,1,95.0059483614697
"864","PKMYT1","Q99640",2,16270,3,0.142,0.674,1,75.590281030445
"904","WNT10A","Q9GZT5",2,0,1,0.1,0.672,1,80.8338603506613
"43","LAMA5","O15230",2,3467,4,0.172,0.67,2,84.3548127784624
"231","SELL","P14151",2,714,2,0.321,0.67,1,85.3251642397562
"525","CENPE","Q02224",2,1501,4,0.308,0.67,2,71.0705068277311
"714","ASPM","Q8IZT6",2,8922,4,0.197,0.67,3,66.2575664052618
"595","DLGAP5","Q15398",2,4794,4,0.128,0.669,1,56.3710199490026
"779","DNAH5","Q8TE73",24,0,1,0.383,0.669,1,84.2665679473497
"814","RAD54L","Q92698",2,0,1,0.171,0.669,1,80.5122278481013
"107","KIF4A","O95239",2,1470,2,0.244,0.668,3,72.1712231759657
"686","APBB1IP","Q7Z5R6",2,5286,3,0.28,0.668,1,73.4402308438409
"762","DNAH3","Q8TD57",24,0,1,0.115,0.668,1,84.6808236865539
