"","node_1","node_2","uniprot_id"
"36367","Q16654","O00141",0.409
"13366","Q9UHR4","Q9BZE9",0.413
"3158","Q9UHR4","Q16204",0.415
"69321","Q9UHR4","P51826",0.419
"97182","Q9UHR4","O43900",0.422
"97324","Q9UHR4","Q9Y4F1",0.427
"45619","Q9UHR4","Q9H694",0.432
"23922","Q9UHR4","P22607",0.481
"17921","Q9UHR4","O75410",0.529
"19231","Q9UHR4","Q9Y6A5",0.616
"16232","Q9UHR4","Q9UQB8",0.631
"49228","Q9UHR4","P42768",0.74
"66338","Q9UHR4","P60953",0.803
"7027","Q9UHR4","Q12929",0.918
"22797","Q24JP5","Q9NP50",0.4
"22311","Q24JP5","Q96FZ5",0.404
"72372","Q24JP5","Q96M96",0.415
"41653","Q24JP5","Q5VUD6",0.417
"47368","Q24JP5","Q7Z7J9",0.417
"24673","Q24JP5","Q8NC96",0.429
"4037","Q24JP5","Q9H6D8",0.434
"10091","Q24JP5","Q9UHE8",0.441
"65071","Q24JP5","Q8IVT5",0.456
"47066","Q24JP5","Q8IYR6",0.477
"14887","Q24JP5","Q5U4P2",0.479
"7","Q24JP5","Q9Y4A8",0.49
"21082","Q24JP5","O43759",0.613
"49321","Q24JP5","Q9H7V2",0.642
"71240","Q24JP5","Q3V5L5",0.65
"308","Q24JP5","Q9UKB3",0.693
"99030","O75865","Q6DD87",0.406
"1906","O75865","Q96JB2",0.409
"72073","O75865","Q6QNY0",0.424
"23383","O75865","Q15437",0.425
"34109","O75865","Q5T6F0",0.429
"26521","O75865","Q7L5Y1",0.445
"22909","O75865","Q8WVB3",0.498
"48775","O75865","Q567U6",0.499
"65238","O75865","Q9NRG7",0.516
"14086","O75865","Q6UX98",0.529
"9514","P52569","Q6I9Y2",0.41
"80906","P52569","Q8IWT0",0.412
"17886","P52569","Q86XE3",0.412
"91203","O75865","Q96QF0",0.587
"80084","P52569","P11166",0.414
"204","O75865","Q8N2M8",0.596
"79977","O75865","P01009",0.6
"2732","O75865","Q15363",0.6
"61066","O75865","P15514",0.6
"21137","O75865","Q02388",0.6
"32035","O75865","P00451",0.6
"105","O75865","O95406",0.607
"63468","P52569","Q9UM01",0.43
"92031","P52569","Q9H2H9",0.433
"10067","P52569","Q13595",0.439
"13666","Q16654","P99999",0.412
"42051","Q16654","P13584",0.418
"445","Q16654","Q96PD7",0.42
"10630","Q16654","Q5S007",0.422
"408","O75865","P53634",0.608
"53080","Q16654","O75521",0.423
"3876","O75865","Q9BRL7",0.622
"24705","Q16654","Q96A54",0.426
"20317","O75865","Q86SZ2",0.891
"77171","Q16654","P09467",0.429
"12352","Q16654","P06213",0.437
"15307","Q16654","Q86YN6",0.445
"12688","Q16654","P35568",0.453
"83215","P52569","Q9BTF0",0.451
"49401","P52569","P19623",0.46
"12974","P52569","Q9NY97",0.465
"22287","O75865","Q7Z392",0.96
"67243","Q16654","O00327",0.461
"55967","O75865","Q96Q05",0.995
"24320","Q16654","O00763",0.465
"100781","O75865","O43617",0.999
"61609","Q16654","P07195",0.474
"97213","O75865","Q8IUR0",0.999
"12013","O75865","Q9Y5R8",0.999
"3822","Q9H977","O14530",0.41
"6061","Q9H977","O75380",0.433
"79317","Q9H977","Q8N0X7",0.472
"1538","Q9H977","Q9Y5H0",0.517
"56458","Q16654","Q9Y6R4",0.483
"79292","Q16654","Q9NRP4",0.484
"58469","Q9H977","Q96MT7",0.62
"14045","P52569","Q96FV3",0.486
"54593","P52569","P22102",0.493
"66653","P52569","O94901",0.494
"3436","Q9H977","Q15005",0.622
"100761","Q9H977","Q8TCZ2",0.627
"54252","Q9H977","O43149",0.639
"94516","Q8TB22","Q9NTJ4",0.4
"90366","Q16654","P00338",0.51
"9101","Q8TB22","Q504Y2",0.426
"677","P52569","P11926",0.505
"13607","P52569","P62079",0.513
"19452","Q8TB22","Q9NZN3",0.437
"68271","Q16654","Q15034",0.513
"41","Q8TB22","Q9H6D7",0.454
"1044","P52569","Q8WV83",0.531
"30285","Q8TB22","Q9UGI8",0.467
"97992","Q16654","O95479",0.518
"19164","Q8TB22","Q8IYB3",0.541
"42827","P52569","P00966",0.578
"58204","Q8TB22","Q9P0W8",0.584
"5260","Q8TB22","Q96F10",0.611
"19552","Q8TB22","P19404",0.616
"62822","Q8TB22","P49674",0.674
"2794","P52569","P43005",0.647
"119","Q16654","Q16822",0.526
"6137","Q8TB22","Q9BWV2",0.677
"42921","Q8TB22","Q9BR10",0.71
"41956","Q8TB22","Q9NWH7",0.737
"15012","Q16654","P55851",0.531
"40","Q6NTF9","Q9UKN7",0.406
"2813","Q16654","O95822",0.535
"2440","P52569","P78540",0.675
"58372","P52569","P51606",0.676
"10156","Q6NTF9","Q8IVN8",0.432
"99457","P52569","O00341",0.703
"62613","Q6NTF9","O60830",0.495
"40582","Q9BZF2","O75061",0.41
"41386","Q16654","P23786",0.539
"5186","Q6NTF9","P58872",0.514
"2777","Q6NTF9","Q15370",0.54
"1655","Q9BZF2","P42356",0.411
"18136","Q6NTF9","Q6PJF5",0.556
"41432","Q9BZF2","Q86YB7",0.455
"18837","Q6NTF9","Q9H300",0.663
"96492","Q9BZF2","O94911",0.469
"2790","Q6NTF9","Q96CC6",0.709
"661","Q16654","P28330",0.552
"26462","Q16654","P08237",0.553
"80142","Q16654","P11166",0.556
"102145","P26006","P0C875",0.4
"37225","Q9BZF2","P98198",0.499
"69192","P26006","Q14192",0.403
"7366","P26006","P04216",0.406
"17657","P26006","Q9UIG8",0.41
"518","Q16654","P04406",0.562
"18748","P26006","Q99715",0.413
"14215","Q16654","P06858",0.563
"14122","Q16654","Q9P2J9",0.566
"194","Q9BZF2","Q53H96",0.565
"697","Q9BZF2","P08567",0.601
"4100","P26006","P05362",0.414
"6877","P26006","Q14185",0.416
"17","P26006","O95631",0.425
"12600","Q16654","P49327",0.575
"19178","P26006","Q86XX4",0.432
"44648","P26006","P17813",0.441
"73325","P26006","Q9BY77",0.466
"87949","Q16654","P49748",0.587
"2411","P26006","P12830",0.493
"60157","P26006","P10451",0.695
"31764","P26006","P02786",0.7
"9234","P26006","P12111",0.703
"21169","P26006","Q02388",0.498
"27824","P26006","P39060",0.711
"1987","P26006","P04921",0.499
"57955","P26006","P19075",0.712
"89201","P26006","Q14118",0.507
"393","P26006","P27701",0.512
"67209","P26006","Q9HBI1",0.714
"53247","P26006","Q9Y6C2",0.54
"102545","Q96NX5","Q14184",0.409
"11106","P26006","P12110",0.72
"62562","P26006","Q13418",0.545
"1081","P26006","P50552",0.721
"35005","P26006","P35442",0.721
"75986","P26006","Q92800",0.56
"19480","P26006","Q14315",0.729
"63443","P26006","O14817",0.589
"29972","P26006","P60709",0.73
"34215","P26006","P12109",0.733
"77092","P26006","P22105",0.612
"10346","Q96NX5","Q96P53",0.418
"43327","P26006","Q14055",0.618
"23856","Q96NX5","Q13557",0.422
"71288","P26006","Q9HBI0",0.635
"93667","P26006","P20702",0.735
"77365","P26006","P17252",0.636
"92647","P26006","Q13683",0.638
"59720","P26006","Q9NQS7",0.642
"59855","P26006","Q14031",0.742
"83203","P26006","O15335",0.651
"69657","P26006","P23229",0.652
"2272","P26006","P04275",0.685
"62258","P26006","Q01955",0.746
"51736","P26006","O00468",0.755
"354","P26006","P02452",0.757
"5007","Q96NX5","Q8N1W2",0.429
"10685","Q96NX5","Q9BX67",0.647
"2501","Q96NX5","Q9NQX4",0.435
"37427","Q96NX5","Q12983",0.438
"9104","Q96NX5","Q504Y2",0.439
"1419","P26006","O43707",0.774
"81683","Q96NX5","Q96GE6",0.739
"62354","P26006","P53420",0.793
"66553","Q96NX5","P57087",0.764
"20888","P26006","P29400",0.795
"35624","P26006","P47224",0.801
"5","P04233","Q13094",0.408
"30481","P26006","P29317",0.829
"17688","P26006","P27797",0.838
"10419","P26006","P62330",0.901
"40969","P26006","O75553",0.906
"99536","Q96NX5","Q8IU85",0.457
"66735","P04233","P32927",0.41
"123","P04233","Q9UL46",0.41
"28221","P04233","P13797",0.41
"338","P04233","P13500",0.415
"18541","Q96NX5","Q96EK2",0.464
"27987","P04233","P07949",0.418
"66550","P26006","P57087",0.907
"29013","P26006","P20701",0.917
"63015","P26006","P13612",0.923
"15234","P26006","Q6UVK1",0.926
"99386","P26006","P15692",0.926
"1303","P04233","Q9H6Z9",0.422
"38345","P26006","O75578",0.928
"67","P04233","A6NHG4",0.423
"32656","P04233","Q2M385",0.426
"4124","P04233","P05362",0.428
"43416","P26006","P00749",0.928
"10684","P26006","Q9BX67",0.93
"54937","P26006","P98155",0.931
"80179","P26006","Q15582",0.933
"70181","P26006","P55268",0.934
"55768","Q96NX5","Q6ZUT9",0.482
"36816","P04233","P41218",0.43
"12265","P26006","Q14114",0.934
"44457","P04233","Q9NZC2",0.43
"1431","P04233","P23327",0.434
"248","P26006","P14210",0.94
"50282","P26006","P53708",0.943
"47039","P04233","P28065",0.437
"2050","P26006","P07996",0.945
"74168","P26006","P24043",0.947
"2200","P04233","P61626",0.438
"103085","P04233","Q06187",0.442
"23650","P26006","Q03405",0.948
"31148","P04233","Q86VB7",0.442
"379","P26006","P04004",0.948
"3788","P26006","P14543",0.948
"71749","P04233","P40126",0.445
"8834","P26006","P08648",0.949
"16473","P26006","P08581",0.953
"28997","P04233","P20701",0.448
"8204","P04233","P30273",0.451
"46061","P04233","P31785",0.452
"1088","P04233","Q9UPG8",0.453
"94082","P04233","P22897",0.459
"257","P26006","P07942",0.954
"9637","P04233","P32246",0.46
"3727","P26006","Q13753",0.955
"33069","P04233","P07766",0.465
"76039","P04233","O15533",0.465
"90301","P04233","P08631",0.467
"19542","P04233","P35228",0.469
"56375","P26006","Q13751",0.961
"93488","P04233","O60315",0.471
"258","P26006","P26012",0.963
"71695","P26006","P78509",0.963
"98149","P04233","P13501",0.472
"99641","Q96NX5","P19086",0.492
"93733","P04233","P20702",0.475
"59641","Q96NX5","Q9UHJ3",0.493
"27","P26006","P16144",0.967
"55268","P26006","P21926",0.974
"30804","P04233","P31994",0.476
"438","P04233","Q13651",0.479
"1197","P04233","Q9UIA0",0.484
"63912","P26006","P05107",0.977
"1436","P26006","O15230",0.98
"100461","Q96NX5","P55198",0.502
"29436","Q96NX5","Q9BQ16",0.502
"8801","P04233","P55160",0.49
"9676","P26006","P18084",0.98
"92894","P26006","P05106",0.984
"47078","P04233","P28062",0.491
"27242","P26006","P02751",0.997
"69007","P04233","P01732",0.497
"36511","P04233","P08637",0.498
"1285","P04233","P34810",0.498
"50736","P04233","P04839",0.5
"32063","P04233","Q15746",0.5
"61178","P04233","Q6WCQ1",0.501
"2874","Q96NX5","Q9NX63",0.522
"103129","P04233","Q8NHW4",0.506
"27006","P04233","P08133",0.506
"37241","P04233","Q9HD26",0.507
"63968","P04233","P05107",0.711
"21707","P04233","P68871",0.523
"37286","P04233","P06753",0.523
"46750","P04233","P02745",0.729
"67607","P04233","P13284",0.526
"11","P04233","P20273",0.533
"101778","P04233","P13236",0.534
"3161","P04233","Q16204",0.55
"397","P04233","P17947",0.563
"48511","P04233","P55008",0.563
"43297","P04233","P31431",0.569
"81991","P04233","P30556",0.57
"19019","P04233","P11049",0.575
"46715","P04233","P02747",0.577
"695","P04233","P08567",0.58
"98483","P04233","Q9P0K9",0.583
"48681","P04233","P10321",0.599
"3232","P04233","P53680",0.6
"63001","Q96NX5","P13612",0.585
"5689","P04233","P19397",0.604
"55844","P04233","P50570",0.608
"405","P04233","P53634",0.924
"77232","P04233","P04440",0.924
"22415","P04233","P61966",0.609
"8673","P04233","Q96CW1",0.61
"7598","P04233","P07333",0.613
"26408","P04233","P07858",0.934
"43819","P04233","Q05193",0.617
"73766","P04233","P01889",0.625
"5313","P04233","P04637",0.626
"1","P04233","P01730",0.632
"90148","P04233","P56377",0.637
"20916","P04233","P42081",0.643
"78188","P04233","P08575",0.651
"32888","P04233","P37275",0.668
"9035","P04233","Q13571",0.669
"47155","P04233","Q30154",0.945
"568","P04233","P06340",0.947
"18619","P04233","Q9Y678",0.674
"104045","P04233","P33076",0.682
"64602","P04233","P13796",0.684
"5095","P04233","Q02556",0.693
"77685","P04233","Q15011",0.698
"2916","P04233","O43914",0.699
"104173","P15085","P07478",0.739
"64464","P04233","P30046",0.978
"71988","P04233","P20036",0.98
"37966","P04233","P25774",0.984
"23694","P04233","P01909",0.984
"73710","P04233","P28068",0.985
"76916","P15085","Q86VK4",0.406
"94622","P15085","P40313",0.939
"98441","P15085","P24278",0.428
"57067","P15085","O14578",0.44
"69465","P04233","P61073",0.991
"31736","P04233","P01911",0.994
"46982","P04233","P28067",0.994
"60621","P04233","P01903",0.999
"9189","P01730","Q12866",0.4
"47309","P01730","Q15109",0.401
"19014","P01730","P11049",0.401
"54385","P01730","Q9Y2Q0",0.422
"28678","P01730","P62854",0.402
"35676","P15085","O00482",0.465
"64089","P15085","P07998",0.49
"34118","P15085","P08727",0.496
"1744","P01730","Q04609",0.422
"2632","P01730","P21757",0.424
"1642","P01730","P36222",0.403
"44853","P01730","P50750",0.425
"98","P01730","Q9Y572",0.404
"46700","P01730","P02747",0.426
"33213","P15085","P19961",0.531
"1907","P01730","B0I1T2",0.426
"15912","P15085","Q8TD84",0.539
"28888","P01730","Q8WVV5",0.426
"2330","P01730","P35398",0.427
"45641","P01730","Q13077",0.427
"4934","P01730","P21781",0.404
"38","P01730","P40225",0.429
"12062","P01730","Q8TAD2",0.43
"15071","P15085","P04054",0.566
"92988","P01730","P05106",0.431
"20282","P01730","P55211",0.431
"52785","P01730","Q02763",0.405
"30992","P01730","P15502",0.433
"21503","P01730","P20592",0.437
"707","P01730","P06733",0.407
"11703","P01730","Q13158",0.407
"2203","P01730","P61626",0.437
"26428","P01730","P07858",0.439
"62622","P01730","Q15722",0.439
"101405","P01730","P21580",0.439
"32103","P01730","O95471",0.441
"89420","P01730","Q13304",0.408
"32031","P01730","P00451",0.441
"46274","P01730","P09917",0.444
"920","P01730","Q07954",0.408
"67610","P01730","P13284",0.444
"76042","P01730","O15533",0.444
"31222","P01730","P48736",0.447
"76418","P01730","Q92835",0.448
"20193","P01730","Q9BY67",0.451
"26645","P01730","P07355",0.409
"98896","P01730","P08183",0.409
"71742","P01730","P40126",0.451
"62880","P01730","Q00978",0.409
"103698","P01730","P35237",0.452
"59670","P15085","Q86UD5",0.652
"6623","P01730","Q13315",0.455
"42655","P01730","P00519",0.41
"38711","P01730","P01138",0.411
"61059","P01730","P15514",0.455
"37714","P01730","P20930",0.455
"78899","P01730","Q9UKS7",0.457
"27460","P01730","Q9NRQ2",0.474
"596","P01730","P28300",0.474
"1800","P01730","Q9BYV9",0.457
"20616","P01730","P19544",0.459
"46603","P01730","Q02535",0.459
"87319","P01730","Q9UPY3",0.459
"39853","P01730","Q8N884",0.459
"17343","P01730","Q15910",0.412
"3347","P01730","Q9BZH6",0.459
"8874","P01730","Q9H2A7",0.476
"28265","P01730","P00738",0.459
"66741","P01730","P32927",0.461
"3316","P01730","Q9UM47",0.476
"40090","P01730","O95999",0.462
"14446","P01730","O95267",0.463
"79988","P01730","P01009",0.463
"3933","P01730","P09038",0.479
"64650","P01730","P13796",0.464
"66813","P01730","P01189",0.467
"37689","P01730","P06702",0.479
"88541","P01730","P22736",0.48
"74866","P01730","O43236",0.416
"10228","P01730","Q16649",0.467
"149","P01730","P08253",0.468
"55431","P01730","Q13421",0.48
"699","P01730","P08567",0.481
"41103","P01730","O95801",0.469
"8248","P01730","Q08334",0.481
"51909","P01730","P05161",0.47
"68613","P01730","O15409",0.47
"57239","P01730","P14921",0.472
"877","P01730","P11161",0.481
"47068","P01730","P28062",0.481
"72264","P01730","P15509",0.418
"36209","P01730","Q86SQ4",0.508
"85584","P01730","P24001",0.418
"39112","P01730","P0DMS8",0.508
"46734","P01730","P02745",0.51
"6412","P01730","O14763",0.512
"82037","P01730","P62937",0.483
"76198","P01730","P03372",0.513
"16192","P01730","Q9H2X3",0.419
"83","P01730","P09601",0.514
"1932","P01730","Q07955",0.483
"11879","P01730","Q6PCB8",0.516
"52075","P01730","Q12778",0.517
"36787","P01730","Q16570",0.517
"62925","P01730","Q9BXL7",0.517
"3648","P01730","P35968",0.485
"1377","P01730","Q29980",0.518
"56162","P01730","Q6GTX8",0.419
"22396","P01730","P29274",0.518
"93563","P01730","Q13114",0.42
"43720","P01730","P00813",0.519
"266","P01730","Q9Y239",0.486
"47058","P01730","P28065",0.52
"15227","P01730","O15519",0.486
"4364","P01730","Q9UJU2",0.42
"2430","P01730","P12830",0.52
"84828","P01730","P07948",0.521
"60073","P01730","P10451",0.521
"22991","P01730","Q05516",0.522
"84253","P01730","P27986",0.421
"561","P01730","Q9UMR7",0.522
"674","P01730","Q02363",0.522
"179","P01730","P01266",0.523
"24911","P01730","P03973",0.524
"39414","P01730","P51617",0.492
"80155","P01730","P11166",0.525
"44645","P01730","P17813",0.543
"94451","P01730","O94916",0.543
"1394","P01730","Q92692",0.543
"29549","P01730","Q13568",0.529
"49176","P01730","P42768",0.546
"34326","P01730","Q08722",0.548
"31861","P01730","Q9UGN4",0.492
"2515","P01730","O60563",0.529
"21813","P01730","P13726",0.493
"8428","P01730","P12821",0.53
"2245","P01730","P04275",0.494
"12041","P01730","P35408",0.494
"202","P01730","Q01201",0.532
"41769","P01730","Q9H257",0.495
"68349","P01730","P02787",0.533
"1660","P01730","Q9Y5Y7",0.496
"48720","P01730","Q7Z5R6",0.497
"1988","P01730","P04921",0.536
"25882","P01730","Q9UKT9",0.497
"53555","P01730","P30740",0.54
"24057","P01730","P36402",0.498
"98662","P01730","Q96F15",0.499
"20437","P01730","Q99572",0.551
"32546","P01730","Q9BQ89",0.553
"2669","P01730","P54296",0.587
"48877","P01730","P32249",0.5
"11776","P01730","Q16581",0.588
"9125","P01730","Q04864",0.588
"103962","P01730","P15941",0.593
"13690","P01730","P99999",0.556
"64705","P01730","P20591",0.593
"103081","P01730","Q06187",0.594
"8195","P01730","P30273",0.596
"3229","P01730","P53680",0.6
"13117","P01730","P01100",0.504
"25689","P01730","P48551",0.6
"5019","P01730","Q01850",0.602
"19272","P01730","P53701",0.557
"2441","P01730","P78540",0.602
"4461","P01730","O14786",0.602
"5683","P01730","P19397",0.604
"82519","P01730","P35913",0.558
"251","P01730","P14210",0.505
"91119","P01730","P11473",0.505
"10525","P01730","P00492",0.604
"448","P01730","Q14242",0.604
"52569","P01730","O95786",0.605
"49472","P01730","P07204",0.606
"55276","P01730","P21926",0.609
"1157","P01730","Q9Y5W3",0.506
"21366","P01730","P84022",0.559
"63551","P01730","Q92985",0.611
"17699","P01730","P27797",0.559
"9555","P01730","Q8NAC3",0.506
"844","P01730","P50591",0.613
"54308","P01730","O60674",0.617
"66290","P01730","P60953",0.56
"7967","P01730","P37231",0.56
"90936","P01730","Q92824",0.619
"1035","P01730","P10914",0.619
"19538","P01730","P35228",0.621
"65779","P01730","Q13761",0.623
"26276","P01730","O15162",0.507
"7382","P01730","P09936",0.626
"21190","P01730","P46092",0.564
"34874","P01730","O00548",0.628
"11963","P01730","Q07817",0.629
"71433","P01730","P52333",0.639
"19354","P01730","O75444",0.63
"10864","P01730","P15144",0.631
"5460","P01730","P04626",0.632
"20720","P01730","Q13422",0.705
"56190","P01730","Q8N423",0.642
"48647","P01730","P10321",0.706
"48410","P01730","Q9Y275",0.71
"31506","P01730","P61296",0.642
"12443","P01730","P08571",0.644
"56154","P01730","Q8NHJ6",0.568
"3400","P01730","Q9BYX4",0.57
"91756","P01730","P35638",0.71
"28009","P01730","Q92956",0.711
"1996","P01730","O00585",0.713
"3275","P01730","Q6UWB1",0.57
"56683","P01730","Q14765",0.715
"403","P01730","P17947",0.716
"20748","P01730","P16581",0.716
"7615","P01730","P07333",0.718
"419","P01730","P24385",0.571
"24353","P01730","Q9BZZ2",0.724
"76715","P01730","O15156",0.647
"96940","P01730","P49771",0.647
"2903","P01730","O43914",0.649
"103118","P01730","Q8NHW4",0.73
"50695","P01730","P04839",0.572
"31175","P01730","Q86VB7",0.733
"53960","P01730","P18827",0.736
"74417","P01730","P31483",0.65
"73708","P01730","P28068",0.736
"5089","P01730","Q02556",0.65
"494","P01730","P04406",0.736
"54120","P01730","O95760",0.737
"3378","P01730","O60449",0.737
"2745","P01730","P20138",0.74
"18232","P01730","P30203",0.654
"15181","P01730","Q9UIB8",0.576
"94088","P01730","P22897",0.74
"8029","P01730","P10721",0.745
"442","P01730","Q13651",0.746
"29945","P01730","P60709",0.748
"3482","P01730","P16422",0.58
"11126","P01730","Q9HC29",0.657
"19754","P01730","P26951",0.756
"48539","P01730","P55008",0.66
"67043","P01730","P41182",0.758
"8738","P01730","P51692",0.76
"62972","P01730","P13612",0.762
"35897","P01730","P35354",0.583
"46092","P01730","P31785",0.764
"32794","P01730","P42224",0.766
"24468","P01730","P42229",0.766
"751","P01730","P02647",0.766
"74492","P01730","Q99836",0.767
"30592","P01730","Q14790",0.584
"2060","P01730","P07996",0.666
"47165","P01730","Q30154",0.77
"7109","P01730","P23510",0.771
"3440","P01730","P16109",0.771
"15135","P01730","Q16853",0.862
"36649","P01730","Q9BZW8",0.669
"27232","P01730","P02751",0.864
"9880","P01730","P40933",0.868
"51336","P01730","Q01151",0.774
"77084","P01730","P22105",0.871
"5286","P01730","P04637",0.671
"100611","P01730","P13591",0.872
"37551","P01730","P46013",0.671
"73602","P01730","P14222",0.879
"12840","P01730","P21453",0.674
"73783","P01730","P01889",0.675
"1808","P01730","P21589",0.675
"10022","P01730","O15455",0.777
"7339","P01730","P04216",0.777
"89","P01730","P14784",0.883
"88299","P01730","O60602",0.675
"23699","P01730","P01909",0.886
"34","P01730","P18627",0.888
"31755","P01730","P02786",0.897
"60766","P01730","O00182",0.783
"29004","P01730","P20701",0.784
"99639","P01730","P19086",0.9
"63997","P01730","P05107",0.679
"25413","P01730","P63096",0.902
"21908","P01730","P59768",0.903
"8659","P01730","Q96CW1",0.909
"6890","P01730","Q14116",0.795
"95813","P01730","Q92918",0.917
"101817","P01730","P13236",0.799
"90219","P01730","P08631",0.684
"99226","P01730","P15692",0.686
"391","P01730","P27701",0.919
"74018","P01730","Q12913",0.921
"35779","P01730","Q08116",0.933
"59925","P01730","P24298",0.687
"9","P01730","P20273",0.687
"103410","P01730","P25063",0.687
"791","P01730","P28562",0.933
"71354","P01730","P29350",0.935
"173","P01730","P41240",0.936
"36449","P01730","P08637",0.937
"38185","P01730","Q16778",0.688
"83847","P01730","O15117",0.951
"32409","P01730","Q9NR96",0.806
"343","P01730","P13500",0.816
"3163","P01730","Q04759",0.952
"93752","P01730","P20702",0.952
"968","P01730","P19174",0.956
"197","P01730","O00220",0.957
"4120","P01730","P05362",0.959
