"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000225474","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000225474",,,,"0.853","0.853"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332504","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332504","0.65",,,"0.65",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000497260","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000497260",,"0.8",,"0.8",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332659","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000332659","0.65",,,"0.65",
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000441600","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000441600","0.65",,,"0.762","0.349"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000252723","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000252723",,,,"0.526","0.526"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000369581","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000369581",,,,"0.495","0.496"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000264498","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000264498",,,,"0.937","0.937"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000292303","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000292303","0.65",,,"0.918","0.778"
"ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000343952","false","ppp","9606.ENSP00000006053 (ppp) 9606.ENSP00000343952","0.65",,,"0.813","0.49"
"ppp","9606.ENSP00000011292 (ppp) 9606.ENSP00000222481","false","ppp","9606.ENSP00000011292 (ppp) 9606.ENSP00000222481","0.9",,,"0.9",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000308452","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000308452","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167588","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167588","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000310573","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000310573","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167586","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000167586","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000264651","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000264651","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000246662","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000246662","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000377546","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000377546","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000305263","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000305263","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000251645","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000251645","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000301653","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000301653","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000355124","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000355124","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000225899","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000225899","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000373489","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000373489","0.4",,,"0.4",
"ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000225550","false","ppp","9606.ENSP00000007735 (ppp) 9606.ENSP00000225550","0.4",,,"0.4",
"ppp","9606.ENSP00000008938 (ppp) 9606.ENSP00000263655","false","ppp","9606.ENSP00000008938 (ppp) 9606.ENSP00000263655",,"0.536",,"0.536",
"ppp","9606.ENSP00000008938 (ppp) 9606.ENSP00000216336","false","ppp","9606.ENSP00000008938 (ppp) 9606.ENSP00000216336",,,,"0.599","0.599"
"ppp","9606.ENSP00000039007 (ppp) 9606.ENSP00000315693","false","ppp","9606.ENSP00000039007 (ppp) 9606.ENSP00000315693","0.5",,,"0.499",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371689","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371689","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000296526","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000296526",,,,"0.679","0.679"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000275493","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000275493",,,,"0.572","0.572"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000164024","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000164024",,,,"0.48","0.48"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000256103","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000256103",,,,"0.63","0.63"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371710","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371710","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000224721","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000224721","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000457421","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000457421",,,,"0.982","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269571","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269571",,,,"0.473","0.473"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268613","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268613","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000381058","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000381058","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000369129","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000369129",,,,"0.63","0.63"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262150","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262150","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000497290","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000497290","0.54",,,"0.749","0.478"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000366109","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000366109",,,,"0.598","0.598"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000334928","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000334928",,,,"0.506","0.506"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738",,,,"0.502","0.502"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000261769","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000261769","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000382004","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000382004","0.54","0.042",,"0.991","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000307134","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000307134",,"0.042",,"0.968","0.968"
"ppp","9606.ENSP00000013222 (ppp) 9606.ENSP00000261733","false","ppp","9606.ENSP00000013222 (ppp) 9606.ENSP00000261733",,,,"0.412","0.413"
"ppp","9606.ENSP00000013222 (ppp) 9606.ENSP00000363832","false","ppp","9606.ENSP00000013222 (ppp) 9606.ENSP00000363832",,,,"0.408","0.409"
"ppp","9606.ENSP00000014914 (ppp) 9606.ENSP00000293831","false","ppp","9606.ENSP00000014914 (ppp) 9606.ENSP00000293831",,"0.219",,"0.441","0.314"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000347038","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000347038",,"0.574",,"0.574",
"ppp","9606.ENSP00000046087 (ppp) 9606.ENSP00000335384","false","ppp","9606.ENSP00000046087 (ppp) 9606.ENSP00000335384","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000352414","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000352414",,,,"0.84","0.84"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000357255","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000357255",,,,"0.422","0.422"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000228251","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000228251",,,,"0.982","0.982"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000321797","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000321797",,,,"0.894","0.894"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000168712","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000168712",,,,"0.894","0.894"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267101","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267101","0.9",,,"0.9",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000275493","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000275493","0.9","0.457",,"0.998","0.975"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498",,"0.236",,"0.637","0.545"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000351807","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000351807",,"0.292",,"0.975","0.967"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000250160","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000250160",,,,"0.604","0.604"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000311697","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000311697",,,,"0.84","0.84"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000334122","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000334122",,,,"0.894","0.894"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000273784","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000273784",,"0.292",,"0.472","0.285"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000346839","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000346839",,"0.292",,"0.986","0.982"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000497069","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000497069",,,,"0.43","0.43"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000370542","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000370542",,,,"0.701","0.701"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848",,"0.292",,"0.856","0.806"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843",,,,"0.893","0.893"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000269571","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000269571","0.9",,,"0.938","0.408"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000295755","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000295755",,,,"0.841","0.841"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000376637","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000376637","0.9","0.046",,"0.969","0.707"
"ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000287820","false","ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000287820","0.9",,,"0.9",
"ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000323967","false","ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000323967","0.8",,,"0.955","0.788"
"ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000479526","false","ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000479526","0.8","0.558",,"0.996","0.966"
"ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000379204","false","ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000379204",,,,"0.412","0.413"
"ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000242208","false","ppp","9606.ENSP00000166139 (ppp) 9606.ENSP00000242208","0.7","0.9",,"0.968",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000362139","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000362139","0.4",,,"0.4",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000481994","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000481994","0.5",,,"0.499",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000215368","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000215368","0.5",,,"0.91","0.828"
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000204961","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000204961","0.5",,,"0.642","0.315"
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000381097","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000381097","0.5",,,"0.499",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000351209","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000351209","0.4","0.165",,"0.477",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262717","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262717","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000347379","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000347379",,,,"0.851","0.851"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000316152","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000316152",,,,"0.405","0.405"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269141","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269141","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000384638","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000384638","0.54",,,"0.644","0.259"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000385477","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000385477",,,,"0.758","0.758"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000382783","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000382783","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000347379","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000347379","0.65",,,"0.876","0.661"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000296387","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000296387","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385300","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385300","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385477","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385477","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000340939","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000340939","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000380131","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000380131","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000278927","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000278927","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000358903","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000358903",,,,"0.406","0.406"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000465419","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000465419","0.65",,,"0.675","0.11"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000299339","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000299339","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000396304","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000396304","0.65",,,"0.65",
"ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000386786","false","ppp","9606.ENSP00000160382 (ppp) 9606.ENSP00000386786",,"0.2",,"0.677","0.614"
"ppp","9606.ENSP00000164024 (ppp) 9606.ENSP00000270077","false","ppp","9606.ENSP00000164024 (ppp) 9606.ENSP00000270077",,"0.504",,"0.527","0.087"
"ppp","9606.ENSP00000164024 (ppp) 9606.ENSP00000308970","false","ppp","9606.ENSP00000164024 (ppp) 9606.ENSP00000308970",,"0.495",,"0.519","0.087"
"ppp","9606.ENSP00000164139 (ppp) 9606.ENSP00000292169","false","ppp","9606.ENSP00000164139 (ppp) 9606.ENSP00000292169",,"0.292",,"0.587","0.441"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000361540","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000361540",,"0.935",,"0.95","0.261"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000389175","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000389175",,"0.42",,"0.42",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000296509","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000296509",,"0.961",,"0.961",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000260702","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000260702",,"0.421",,"0.42",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000287598","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000287598",,"0.457",,"0.457",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000305263","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000305263","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000252242","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000252242",,"0.967",,"0.999","0.982"
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000377546","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000377546","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000246662","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000246662","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000264651","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000264651","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000310573","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000310573","0.4",,,"0.4",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000311697","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000311697","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000167588","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000167588","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000308452","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000308452","0.4","0.098",,"0.435",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000358865","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000358865",,"0.421",,"0.42",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000225550","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000225550","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000225899","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000225899","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000373489","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000373489","0.4",,,"0.476","0.163"
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000355124","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000355124","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000301653","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000301653","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000251645","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000251645","0.4",,,"0.4",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000446007","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000446007",,"0.575",,"0.575",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000308452","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000308452","0.4",,,"0.4",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000377546","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000377546","0.4","0.303",,"0.563",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000305263","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000305263","0.4",,,"0.4",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000310573","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000310573","0.4",,,"0.4",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000246662","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000246662","0.4",,,"0.755","0.609"
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000264651","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000264651","0.4","0.301",,"0.562",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000355124","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000355124","0.4",,,"0.535","0.258"
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000251645","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000251645","0.4","0.08",,"0.424",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000301653","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000301653","0.4",,,"0.4",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000225899","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000225899","0.4",,,"0.4",
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000373489","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000373489","0.4",,,"0.458","0.134"
"ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000225550","false","ppp","9606.ENSP00000167588 (ppp) 9606.ENSP00000225550","0.4",,,"0.4",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000321797","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000321797","0.4",,,"0.4",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000334122","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000334122","0.4",,,"0.4",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000353874","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000353874","0.5",,,"0.499",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000339912","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000339912","0.5",,,"0.499",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000371770","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000371770",,,,"0.879","0.879"
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000352414","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000352414","0.4",,,"0.4",
"ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000261937","false","ppp","9606.ENSP00000168712 (ppp) 9606.ENSP00000261937",,"0.064",,"0.428","0.415"
