"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000462701","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000462701","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000289746","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000289746","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371710","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000371710","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000224721","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000224721","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000457421","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000457421",,,,"0.982","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268613","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268613","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000381058","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000381058","0.54",,,"0.54",
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000346839","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000346839",,"0.292",,"0.618","0.483"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000497290","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000497290","0.54",,,"0.749","0.478"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000361087","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000361087",,,,"0.652","0.652"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000414856","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000414856",,"0.236",,"0.794","0.742"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000366109","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000366109",,,,"0.598","0.598"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000437790","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000437790","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000352414","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000352414",,,,"0.84","0.84"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000334928","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000334928",,,,"0.506","0.506"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000228251","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000228251",,,,"0.982","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000325954","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000325954","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267101","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267101","0.9",,,"0.9",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000327336","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000327336",,,,"0.975","0.975"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000275493","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000275493","0.9","0.457",,"0.998","0.975"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000371790","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000371790",,,,"0.894","0.894"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000335196","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000335196",,,,"0.43","0.43"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000344786","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000344786",,,,"0.445","0.445"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000347451","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000347451",,,,"0.646","0.646"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738",,,,"0.502","0.502"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498",,"0.236",,"0.637","0.545"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000317272","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000317272","0.9","0.292",,"0.976","0.695"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000364685","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000364685",,,,"0.918","0.918"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000484928","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000484928","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265171","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265171",,,,"0.852","0.852"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000250160","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000250160",,,,"0.604","0.604"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000363089","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000363089","0.9",,,"0.985","0.861"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000346839","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000346839",,"0.292",,"0.986","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000307134","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000307134",,"0.042",,"0.968","0.968"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000497069","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000497069",,,,"0.43","0.43"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000243077","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000243077",,,,"0.784","0.784"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000342235","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000342235","0.9",,,"0.9",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262717","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262717","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264664","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264664",,,,"0.893","0.893"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000264012","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000264012","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848",,"0.292",,"0.856","0.806"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260227","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260227",,,,"0.422","0.422"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843",,,,"0.893","0.893"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000376637","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000376637","0.9","0.046",,"0.969","0.707"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000226218","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000226218",,,,"0.863","0.863"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000264734","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000264734","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000382783","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000382783","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000296387","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000296387","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000295522","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000295522","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385477","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000385477","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000340939","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000340939","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000336571","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000336571","0.65",,,"0.738","0.283"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000465419","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000465419","0.65",,,"0.675","0.11"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000384638","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000384638","0.54",,,"0.644","0.259"
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000299339","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000299339","0.65",,,"0.65",
"ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000396304","false","ppp","9606.ENSP00000064724 (ppp) 9606.ENSP00000396304","0.65",,,"0.65",
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000445831","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000445831",,,,"0.408","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000289316","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000289316","0.5",,,"0.691","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000352252","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000352252","0.5",,,"0.499",
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000367022","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000367022","0.5",,,"0.499",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000385477","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000385477",,,,"0.758","0.758"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000405330","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000405330","0.5","0.457",,"0.863","0.536"
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000362139","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000362139","0.4",,,"0.4",
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000332194","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000332194","0.5",,,"0.499",
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000479169","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000479169","0.5",,,"0.691","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000321744","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000321744","0.5","0.075",,"0.702","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000366618","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000366618","0.5",,,"0.691","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000477527","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000477527","0.5",,,"0.691","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000438553","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000438553","0.5",,,"0.499",
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000358151","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000358151","0.5",,,"0.499",
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000349430","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000349430","0.5",,,"0.691","0.409"
"ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000476136","false","ppp","9606.ENSP00000159111 (ppp) 9606.ENSP00000476136","0.5",,,"0.691","0.409"
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000481994","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000481994","0.5",,,"0.499",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000381097","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000381097","0.5",,,"0.499",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000358309","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000358309","0.4","0.318",,"0.573",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000351209","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000351209","0.4","0.165",,"0.477",
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000226091","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000226091","0.5",,,"0.638","0.306"
"ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000480763","false","ppp","9606.ENSP00000166244 (ppp) 9606.ENSP00000480763","0.4",,,"0.45","0.122"
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000355865","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000355865",,"0.421",,"0.42",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000347038","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000347038",,"0.574",,"0.574",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000260702","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000260702",,"0.421",,"0.42",
"ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000287598","false","ppp","9606.ENSP00000166345 (ppp) 9606.ENSP00000287598",,"0.457",,"0.457",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000252242","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000252242",,"0.967",,"0.999","0.982"
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000377546","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000377546","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000269576","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000269576","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000246662","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000246662","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000264651","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000264651","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000303158","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000303158",,"0.457",,"0.457",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000308452","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000308452","0.4","0.098",,"0.435",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000225550","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000225550","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000373489","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000373489","0.4",,,"0.476","0.163"
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000355124","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000355124","0.4",,,"0.4",
"ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000301653","false","ppp","9606.ENSP00000167586 (ppp) 9606.ENSP00000301653","0.4",,,"0.4",
"ppp","9606.ENSP00000170150 (ppp) 9606.ENSP00000253354","false","ppp","9606.ENSP00000170150 (ppp) 9606.ENSP00000253354","0.4",,,"0.629","0.408"
"ppp","9606.ENSP00000171887 (ppp) 9606.ENSP00000276297","false","ppp","9606.ENSP00000171887 (ppp) 9606.ENSP00000276297",,"0.292",,"0.456","0.264"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000354207","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000354207",,"0.065",,"0.526","0.514"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000376048","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000376048","0.5",,,"0.499",
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000265171","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000265171",,,,"0.408","0.409"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000277120","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000277120",,"0.292",,"0.855","0.804"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000497916","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000497916",,"0.457",,"0.724","0.513"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000347451","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000347451","0.7","0.457",,"0.996","0.982"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000469455","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000469455","0.9",,,"0.997","0.976"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000358525","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000358525","0.9","0.709",,"0.999","0.982"
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000480791","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000480791",,,,"0.435","0.435"
"ppp","9606.ENSP00000177742 (ppp) 9606.ENSP00000424328","false","ppp","9606.ENSP00000177742 (ppp) 9606.ENSP00000424328","0.8","0.818",,"0.961",
"ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000296861","false","ppp","9606.ENSP00000172229 (ppp) 9606.ENSP00000296861",,"0.292",,"0.585","0.438"
"ppp","9606.ENSP00000199936 (ppp) 9606.ENSP00000254521","false","ppp","9606.ENSP00000199936 (ppp) 9606.ENSP00000254521","0.9",,,"0.9",
"ppp","9606.ENSP00000176195 (ppp) 9606.ENSP00000334448","false","ppp","9606.ENSP00000176195 (ppp) 9606.ENSP00000334448",,"0.8",,"0.8",
"ppp","9606.ENSP00000184183 (ppp) 9606.ENSP00000289013","false","ppp","9606.ENSP00000184183 (ppp) 9606.ENSP00000289013","0.5",,,"0.855","0.722"
"ppp","9606.ENSP00000184183 (ppp) 9606.ENSP00000265717","false","ppp","9606.ENSP00000184183 (ppp) 9606.ENSP00000265717",,"0.525",,"0.525",
"ppp","9606.ENSP00000184183 (ppp) 9606.ENSP00000426271","false","ppp","9606.ENSP00000184183 (ppp) 9606.ENSP00000426271",,"0.501",,"0.501",
