"interaction","name","selected","shared interaction","shared name","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::score","stringdb::textmining"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000263923","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000263923",,,,"0.982","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000462701","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000462701","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000289746","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000289746","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000219022","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000219022",,,,"0.775","0.775"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000380070","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000380070",,"0.236",,"0.541","0.424"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000224721","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000224721","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000457421","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000457421",,,,"0.982","0.982"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268613","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268613","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262150","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262150","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000497290","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000497290","0.54",,,"0.749","0.478"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000366109","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000366109",,,,"0.598","0.598"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000437790","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000437790","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000334928","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000334928",,,,"0.506","0.506"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000299441","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000299441","0.54",,,"0.661","0.295"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000378105","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000378105",,,,"0.651","0.651"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000325954","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000325954","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262738",,,,"0.502","0.502"
"ppp","9606.ENSP00000014914 (ppp) 9606.ENSP00000293831","false","ppp","9606.ENSP00000014914 (ppp) 9606.ENSP00000293831",,"0.219",,"0.441","0.314"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000346839","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000346839",,"0.292",,"0.618","0.483"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000484928","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000484928","0.54",,,"0.54",
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000229030","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000229030",,,,"0.437","0.438"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000361087","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000361087",,,,"0.652","0.652"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000414856","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000414856",,"0.236",,"0.794","0.742"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000335196","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000335196",,,,"0.43","0.43"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262717","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000262717","0.54",,,"0.54",
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000344786","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000344786",,,,"0.445","0.445"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000254301","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000254301",,,,"0.426","0.427"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268603","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000268603","0.54",,,"0.54",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000228251","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000228251",,,,"0.982","0.982"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000222390","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000222390",,,,"0.704","0.704"
"ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000347451","false","ppp","9606.ENSP00000037502 (ppp) 9606.ENSP00000347451",,,,"0.646","0.646"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000351185","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000351185","0.5",,,"0.499",
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000327336","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000327336",,,,"0.975","0.975"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000275493","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000275493","0.9","0.457",,"0.998","0.975"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000371790","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000371790",,,,"0.894","0.894"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264498",,"0.236",,"0.637","0.545"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000263923","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000263923",,,,"0.882","0.882"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000317272","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000317272","0.9","0.292",,"0.976","0.695"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000351807","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000351807",,"0.292",,"0.975","0.967"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000364685","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000364685",,,,"0.918","0.918"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000387356","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000387356",,,,"0.781","0.781"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265171","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265171",,,,"0.852","0.852"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260950","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260950",,,,"0.747","0.747"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000250160","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000250160",,,,"0.604","0.604"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000363089","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000363089","0.9",,,"0.985","0.861"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000346839","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000346839",,"0.292",,"0.986","0.982"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000243077","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000243077",,,,"0.784","0.784"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265077","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000265077",,,,"0.778","0.778"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264664","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000264664",,,,"0.893","0.893"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000370542","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000370542",,,,"0.701","0.701"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000361366","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000361366",,"0.292",,"0.757","0.672"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000347041","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000347041",,,,"0.837","0.837"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000363827","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000363827",,,,"0.876","0.876"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000297848",,"0.292",,"0.856","0.806"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260227","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000260227",,,,"0.422","0.422"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000267843",,,,"0.893","0.893"
"ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000376637","false","ppp","9606.ENSP00000052754 (ppp) 9606.ENSP00000376637","0.9","0.046",,"0.969","0.707"
"ppp","9606.ENSP00000053243 (ppp) 9606.ENSP00000359663","false","ppp","9606.ENSP00000053243 (ppp) 9606.ENSP00000359663",,,,"0.804","0.804"
"ppp","9606.ENSP00000053243 (ppp) 9606.ENSP00000491969","false","ppp","9606.ENSP00000053243 (ppp) 9606.ENSP00000491969",,"0.422",,"0.422",
"ppp","9606.ENSP00000053243 (ppp) 9606.ENSP00000355865","false","ppp","9606.ENSP00000053243 (ppp) 9606.ENSP00000355865",,"0.422",,"0.422",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000310356","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000310356","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000478887","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000478887",,"0.161",,"0.521","0.453"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000350491","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000350491","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000368458","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000368458","0.5","0.986",,"0.995","0.351"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000263274","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000263274","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000259008","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000259008","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000287156","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000287156","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000418960","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000418960","0.5","0.164",,"0.739","0.427"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000322180","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000322180","0.9","0.667",,"0.996","0.895"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000347379","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000347379",,,,"0.851","0.851"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000447488","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000447488",,,,"0.407","0.407"
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269141","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000269141","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000264012","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000264012","0.54",,,"0.54",
"ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000385477","false","ppp","9606.ENSP00000027335 (ppp) 9606.ENSP00000385477",,,,"0.758","0.758"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000216367","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000216367","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000313171","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000313171",,"0.364",,"0.985","0.978"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000376272","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000376272","0.9","0.991",,"0.999","0.988"
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000496832","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000496832","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000260947","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000260947","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000317039","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000317039","0.5",,,"0.499",
"ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000351697","false","ppp","9606.ENSP00000055077 (ppp) 9606.ENSP00000351697","0.5",,,"0.499",
"ppp","9606.ENSP00000160373 (ppp) 9606.ENSP00000295688","false","ppp","9606.ENSP00000160373 (ppp) 9606.ENSP00000295688",,"0.734",,"0.734",
"ppp","9606.ENSP00000061240 (ppp) 9606.ENSP00000444271","false","ppp","9606.ENSP00000061240 (ppp) 9606.ENSP00000444271",,"0.405",,"0.405",
"ppp","9606.ENSP00000061240 (ppp) 9606.ENSP00000383690","false","ppp","9606.ENSP00000061240 (ppp) 9606.ENSP00000383690",,"0.405",,"0.405",
"ppp","9606.ENSP00000061240 (ppp) 9606.ENSP00000385035","false","ppp","9606.ENSP00000061240 (ppp) 9606.ENSP00000385035",,"0.405",,"0.405",
